sample_id,source,campaign_id,prefix_len,prefix,raw_prefix,true_label,target_raw_id,profile_file,profile_name
stockpile::de07f52d-9928-4071-9142-cb1d3bd851e8::0012,stockpile,de07f52d-9928-4071-9142-cb1d3bd851e8,12,"[""T1005"",""T1033"",""T1087"",""T1087"",""T1016"",""T1057"",""T1135"",""T1018"",""T1518"",""T1069"",""T1518"",""T1018""]","[""T1005"",""T1033"",""T1087.001"",""T1087.001"",""T1016"",""T1057"",""T1135"",""T1018"",""T1518.001"",""T1069.001"",""T1518.001"",""T1018""]",T1217,T1217,data/adversaries/de07f52d-9928-4071-9142-cb1d3bd851e8.yml,Ransack
stockpile::de07f52d-9928-4071-9142-cb1d3bd851e8::0013,stockpile,de07f52d-9928-4071-9142-cb1d3bd851e8,13,"[""T1005"",""T1033"",""T1087"",""T1087"",""T1016"",""T1057"",""T1135"",""T1018"",""T1518"",""T1069"",""T1518"",""T1018"",""T1217""]","[""T1005"",""T1033"",""T1087.001"",""T1087.001"",""T1016"",""T1057"",""T1135"",""T1018"",""T1518.001"",""T1069.001"",""T1518.001"",""T1018"",""T1217""]",T1074,T1074.001,data/adversaries/de07f52d-9928-4071-9142-cb1d3bd851e8.yml,Ransack
stockpile::de07f52d-9928-4071-9142-cb1d3bd851e8::0014,stockpile,de07f52d-9928-4071-9142-cb1d3bd851e8,14,"[""T1005"",""T1033"",""T1087"",""T1087"",""T1016"",""T1057"",""T1135"",""T1018"",""T1518"",""T1069"",""T1518"",""T1018"",""T1217"",""T1074""]","[""T1005"",""T1033"",""T1087.001"",""T1087.001"",""T1016"",""T1057"",""T1135"",""T1018"",""T1518.001"",""T1069.001"",""T1518.001"",""T1018"",""T1217"",""T1074.001""]",T1005,T1005,data/adversaries/de07f52d-9928-4071-9142-cb1d3bd851e8.yml,Ransack
stockpile::de07f52d-9928-4071-9142-cb1d3bd851e8::0015,stockpile,de07f52d-9928-4071-9142-cb1d3bd851e8,15,"[""T1005"",""T1033"",""T1087"",""T1087"",""T1016"",""T1057"",""T1135"",""T1018"",""T1518"",""T1069"",""T1518"",""T1018"",""T1217"",""T1074"",""T1005""]","[""T1005"",""T1033"",""T1087.001"",""T1087.001"",""T1016"",""T1057"",""T1135"",""T1018"",""T1518.001"",""T1069.001"",""T1518.001"",""T1018"",""T1217"",""T1074.001"",""T1005""]",T1074,T1074.001,data/adversaries/de07f52d-9928-4071-9142-cb1d3bd851e8.yml,Ransack
stockpile::de07f52d-9928-4071-9142-cb1d3bd851e8::0016,stockpile,de07f52d-9928-4071-9142-cb1d3bd851e8,16,"[""T1005"",""T1033"",""T1087"",""T1087"",""T1016"",""T1057"",""T1135"",""T1018"",""T1518"",""T1069"",""T1518"",""T1018"",""T1217"",""T1074"",""T1005"",""T1074""]","[""T1005"",""T1033"",""T1087.001"",""T1087.001"",""T1016"",""T1057"",""T1135"",""T1018"",""T1518.001"",""T1069.001"",""T1518.001"",""T1018"",""T1217"",""T1074.001"",""T1005"",""T1074.001""]",T1560,T1560.001,data/adversaries/de07f52d-9928-4071-9142-cb1d3bd851e8.yml,Ransack
stockpile::de07f52d-9928-4071-9142-cb1d3bd851e8::0017,stockpile,de07f52d-9928-4071-9142-cb1d3bd851e8,17,"[""T1005"",""T1033"",""T1087"",""T1087"",""T1016"",""T1057"",""T1135"",""T1018"",""T1518"",""T1069"",""T1518"",""T1018"",""T1217"",""T1074"",""T1005"",""T1074"",""T1560""]","[""T1005"",""T1033"",""T1087.001"",""T1087.001"",""T1016"",""T1057"",""T1135"",""T1018"",""T1518.001"",""T1069.001"",""T1518.001"",""T1018"",""T1217"",""T1074.001"",""T1005"",""T1074.001"",""T1560.001""]",T1041,T1041,data/adversaries/de07f52d-9928-4071-9142-cb1d3bd851e8.yml,Ransack
stockpile::e4324b88-8836-4803-b6b7-09b3c6cd4e94::0001,stockpile,e4324b88-8836-4803-b6b7-09b3c6cd4e94,1,"[""T1120""]","[""T1120""]",T1083,T1083,data/adversaries/e4324b88-8836-4803-b6b7-09b3c6cd4e94.yml,Printer Queue
stockpile::e89a10d3-004f-4c15-b0eb-d1ba76a4b67f::0001,stockpile,e89a10d3-004f-4c15-b0eb-d1ba76a4b67f,1,"[""T1119""]","[""T1119""]",T1560,T1560.001,data/adversaries/e89a10d3-004f-4c15-b0eb-d1ba76a4b67f.yml,Advanced Thief via GitHub Gist
stockpile::e89a10d3-004f-4c15-b0eb-d1ba76a4b67f::0002,stockpile,e89a10d3-004f-4c15-b0eb-d1ba76a4b67f,2,"[""T1119"",""T1560""]","[""T1119"",""T1560.001""]",T1567,T1567.001,data/adversaries/e89a10d3-004f-4c15-b0eb-d1ba76a4b67f.yml,Advanced Thief via GitHub Gist
stockpile::ef4d997c-a0d1-4067-9efa-87c58682db71::0001,stockpile,ef4d997c-a0d1-4067-9efa-87c58682db71,1,"[""T1070""]","[""T1070.003""]",T1562,T1562.001,data/adversaries/ef4d997c-a0d1-4067-9efa-87c58682db71.yml,Defense Evasion
stockpile::ef4d997c-a0d1-4067-9efa-87c58682db71::0002,stockpile,ef4d997c-a0d1-4067-9efa-87c58682db71,2,"[""T1070"",""T1562""]","[""T1070.003"",""T1562.001""]",T1036,T1036.003,data/adversaries/ef4d997c-a0d1-4067-9efa-87c58682db71.yml,Defense Evasion
stockpile::ef4d997c-a0d1-4067-9efa-87c58682db71::0003,stockpile,ef4d997c-a0d1-4067-9efa-87c58682db71,3,"[""T1070"",""T1562"",""T1036""]","[""T1070.003"",""T1562.001"",""T1036.003""]",T1070,T1070.001,data/adversaries/ef4d997c-a0d1-4067-9efa-87c58682db71.yml,Defense Evasion
stockpile::fbc41624-1052-490c-b5ec-4fd718e2501d::0001,stockpile,fbc41624-1052-490c-b5ec-4fd718e2501d,1,"[""T1119""]","[""T1119""]",T1560,T1560.001,data/adversaries/fbc41624-1052-490c-b5ec-4fd718e2501d.yml,Advanced Thief via FTP
stockpile::fbc41624-1052-490c-b5ec-4fd718e2501d::0002,stockpile,fbc41624-1052-490c-b5ec-4fd718e2501d,2,"[""T1119"",""T1560""]","[""T1119"",""T1560.001""]",T1048,T1048.003,data/adversaries/fbc41624-1052-490c-b5ec-4fd718e2501d.yml,Advanced Thief via FTP
stockpile::0b5636cf-f019-4ec9-aa7c-6e4f55505374::0001,stockpile,0b5636cf-f019-4ec9-aa7c-6e4f55505374,1,"[""T1018""]","[""T1018""]",T1018,T1018,data/adversaries/packs/0b5636cf-f019-4ec9-aa7c-6e4f55505374.yml,Windows Worm #1
stockpile::0b5636cf-f019-4ec9-aa7c-6e4f55505374::0002,stockpile,0b5636cf-f019-4ec9-aa7c-6e4f55505374,2,"[""T1018"",""T1018""]","[""T1018"",""T1018""]",T1135,T1135,data/adversaries/packs/0b5636cf-f019-4ec9-aa7c-6e4f55505374.yml,Windows Worm #1
stockpile::0b5636cf-f019-4ec9-aa7c-6e4f55505374::0003,stockpile,0b5636cf-f019-4ec9-aa7c-6e4f55505374,3,"[""T1018"",""T1018"",""T1135""]","[""T1018"",""T1018"",""T1135""]",T1021,T1021.002,data/adversaries/packs/0b5636cf-f019-4ec9-aa7c-6e4f55505374.yml,Windows Worm #1
stockpile::0b5636cf-f019-4ec9-aa7c-6e4f55505374::0004,stockpile,0b5636cf-f019-4ec9-aa7c-6e4f55505374,4,"[""T1018"",""T1018"",""T1135"",""T1021""]","[""T1018"",""T1018"",""T1135"",""T1021.002""]",T1047,T1047,data/adversaries/packs/0b5636cf-f019-4ec9-aa7c-6e4f55505374.yml,Windows Worm #1
stockpile::0f4c3c67-845e-49a0-927e-90ed33c044e0::0001,stockpile,0f4c3c67-845e-49a0-927e-90ed33c044e0,1,"[""T1033""]","[""T1033""]",T1087,T1087.001,data/adversaries/packs/0f4c3c67-845e-49a0-927e-90ed33c044e0.yml,Discovery
stockpile::0f4c3c67-845e-49a0-927e-90ed33c044e0::0002,stockpile,0f4c3c67-845e-49a0-927e-90ed33c044e0,2,"[""T1033"",""T1087""]","[""T1033"",""T1087.001""]",T1087,T1087.001,data/adversaries/packs/0f4c3c67-845e-49a0-927e-90ed33c044e0.yml,Discovery
stockpile::0f4c3c67-845e-49a0-927e-90ed33c044e0::0003,stockpile,0f4c3c67-845e-49a0-927e-90ed33c044e0,3,"[""T1033"",""T1087"",""T1087""]","[""T1033"",""T1087.001"",""T1087.001""]",T1016,T1016,data/adversaries/packs/0f4c3c67-845e-49a0-927e-90ed33c044e0.yml,Discovery
stockpile::0f4c3c67-845e-49a0-927e-90ed33c044e0::0004,stockpile,0f4c3c67-845e-49a0-927e-90ed33c044e0,4,"[""T1033"",""T1087"",""T1087"",""T1016""]","[""T1033"",""T1087.001"",""T1087.001"",""T1016""]",T1057,T1057,data/adversaries/packs/0f4c3c67-845e-49a0-927e-90ed33c044e0.yml,Discovery
stockpile::0f4c3c67-845e-49a0-927e-90ed33c044e0::0005,stockpile,0f4c3c67-845e-49a0-927e-90ed33c044e0,5,"[""T1033"",""T1087"",""T1087"",""T1016"",""T1057""]","[""T1033"",""T1087.001"",""T1087.001"",""T1016"",""T1057""]",T1135,T1135,data/adversaries/packs/0f4c3c67-845e-49a0-927e-90ed33c044e0.yml,Discovery
stockpile::0f4c3c67-845e-49a0-927e-90ed33c044e0::0006,stockpile,0f4c3c67-845e-49a0-927e-90ed33c044e0,6,"[""T1033"",""T1087"",""T1087"",""T1016"",""T1057"",""T1135""]","[""T1033"",""T1087.001"",""T1087.001"",""T1016"",""T1057"",""T1135""]",T1018,T1018,data/adversaries/packs/0f4c3c67-845e-49a0-927e-90ed33c044e0.yml,Discovery
stockpile::0f4c3c67-845e-49a0-927e-90ed33c044e0::0007,stockpile,0f4c3c67-845e-49a0-927e-90ed33c044e0,7,"[""T1033"",""T1087"",""T1087"",""T1016"",""T1057"",""T1135"",""T1018""]","[""T1033"",""T1087.001"",""T1087.001"",""T1016"",""T1057"",""T1135"",""T1018""]",T1518,T1518.001,data/adversaries/packs/0f4c3c67-845e-49a0-927e-90ed33c044e0.yml,Discovery
stockpile::0f4c3c67-845e-49a0-927e-90ed33c044e0::0008,stockpile,0f4c3c67-845e-49a0-927e-90ed33c044e0,8,"[""T1033"",""T1087"",""T1087"",""T1016"",""T1057"",""T1135"",""T1018"",""T1518""]","[""T1033"",""T1087.001"",""T1087.001"",""T1016"",""T1057"",""T1135"",""T1018"",""T1518.001""]",T1069,T1069.001,data/adversaries/packs/0f4c3c67-845e-49a0-927e-90ed33c044e0.yml,Discovery
stockpile::0f4c3c67-845e-49a0-927e-90ed33c044e0::0009,stockpile,0f4c3c67-845e-49a0-927e-90ed33c044e0,9,"[""T1033"",""T1087"",""T1087"",""T1016"",""T1057"",""T1135"",""T1018"",""T1518"",""T1069""]","[""T1033"",""T1087.001"",""T1087.001"",""T1016"",""T1057"",""T1135"",""T1018"",""T1518.001"",""T1069.001""]",T1518,T1518.001,data/adversaries/packs/0f4c3c67-845e-49a0-927e-90ed33c044e0.yml,Discovery
stockpile::0f4c3c67-845e-49a0-927e-90ed33c044e0::0010,stockpile,0f4c3c67-845e-49a0-927e-90ed33c044e0,10,"[""T1033"",""T1087"",""T1087"",""T1016"",""T1057"",""T1135"",""T1018"",""T1518"",""T1069"",""T1518""]","[""T1033"",""T1087.001"",""T1087.001"",""T1016"",""T1057"",""T1135"",""T1018"",""T1518.001"",""T1069.001"",""T1518.001""]",T1018,T1018,data/adversaries/packs/0f4c3c67-845e-49a0-927e-90ed33c044e0.yml,Discovery
stockpile::0f4c3c67-845e-49a0-927e-90ed33c044e0::0011,stockpile,0f4c3c67-845e-49a0-927e-90ed33c044e0,11,"[""T1033"",""T1087"",""T1087"",""T1016"",""T1057"",""T1135"",""T1018"",""T1518"",""T1069"",""T1518"",""T1018""]","[""T1033"",""T1087.001"",""T1087.001"",""T1016"",""T1057"",""T1135"",""T1018"",""T1518.001"",""T1069.001"",""T1518.001"",""T1018""]",T1217,T1217,data/adversaries/packs/0f4c3c67-845e-49a0-927e-90ed33c044e0.yml,Discovery
stockpile::1a98b8e6-18ce-4617-8cc5-e65a1a9d490e::0001,stockpile,1a98b8e6-18ce-4617-8cc5-e65a1a9d490e,1,"[""T1074""]","[""T1074.001""]",T1005,T1005,data/adversaries/packs/1a98b8e6-18ce-4617-8cc5-e65a1a9d490e.yml,Thief
stockpile::1a98b8e6-18ce-4617-8cc5-e65a1a9d490e::0002,stockpile,1a98b8e6-18ce-4617-8cc5-e65a1a9d490e,2,"[""T1074"",""T1005""]","[""T1074.001"",""T1005""]",T1074,T1074.001,data/adversaries/packs/1a98b8e6-18ce-4617-8cc5-e65a1a9d490e.yml,Thief
stockpile::1a98b8e6-18ce-4617-8cc5-e65a1a9d490e::0003,stockpile,1a98b8e6-18ce-4617-8cc5-e65a1a9d490e,3,"[""T1074"",""T1005"",""T1074""]","[""T1074.001"",""T1005"",""T1074.001""]",T1560,T1560.001,data/adversaries/packs/1a98b8e6-18ce-4617-8cc5-e65a1a9d490e.yml,Thief
stockpile::1a98b8e6-18ce-4617-8cc5-e65a1a9d490e::0004,stockpile,1a98b8e6-18ce-4617-8cc5-e65a1a9d490e,4,"[""T1074"",""T1005"",""T1074"",""T1560""]","[""T1074.001"",""T1005"",""T1074.001"",""T1560.001""]",T1041,T1041,data/adversaries/packs/1a98b8e6-18ce-4617-8cc5-e65a1a9d490e.yml,Thief
stockpile::4c28c132-d7d7-4a04-8908-d643b7cb1d58::0001,stockpile,4c28c132-d7d7-4a04-8908-d643b7cb1d58,1,"[""T1057""]","[""T1057""]",T1055,T1055.001,data/adversaries/packs/4c28c132-d7d7-4a04-8908-d643b7cb1d58.yml,Stowaway
stockpile::5d3e170e-f1b8-49f9-9ee1-c51605552a08::0001,stockpile,5d3e170e-f1b8-49f9-9ee1-c51605552a08,1,"[""T1114""]","[""T1114.001""]",T1005,T1005,data/adversaries/packs/5d3e170e-f1b8-49f9-9ee1-c51605552a08.yml,Collection
stockpile::5d3e170e-f1b8-49f9-9ee1-c51605552a08::0002,stockpile,5d3e170e-f1b8-49f9-9ee1-c51605552a08,2,"[""T1114"",""T1005""]","[""T1114.001"",""T1005""]",T1005,T1005,data/adversaries/packs/5d3e170e-f1b8-49f9-9ee1-c51605552a08.yml,Collection
stockpile::5d3e170e-f1b8-49f9-9ee1-c51605552a08::0003,stockpile,5d3e170e-f1b8-49f9-9ee1-c51605552a08,3,"[""T1114"",""T1005"",""T1005""]","[""T1114.001"",""T1005"",""T1005""]",T1074,T1074.001,data/adversaries/packs/5d3e170e-f1b8-49f9-9ee1-c51605552a08.yml,Collection
stockpile::725226e0-45b8-4432-84ee-144d3f37ff8d::0001,stockpile,725226e0-45b8-4432-84ee-144d3f37ff8d,1,"[""T1018""]","[""T1018""]",T1018,T1018,data/adversaries/packs/725226e0-45b8-4432-84ee-144d3f37ff8d.yml,Windows Worm #2
stockpile::725226e0-45b8-4432-84ee-144d3f37ff8d::0002,stockpile,725226e0-45b8-4432-84ee-144d3f37ff8d,2,"[""T1018"",""T1018""]","[""T1018"",""T1018""]",T1570,T1570,data/adversaries/packs/725226e0-45b8-4432-84ee-144d3f37ff8d.yml,Windows Worm #2
stockpile::725226e0-45b8-4432-84ee-144d3f37ff8d::0003,stockpile,725226e0-45b8-4432-84ee-144d3f37ff8d,3,"[""T1018"",""T1018"",""T1570""]","[""T1018"",""T1018"",""T1570""]",T1021,T1021.006,data/adversaries/packs/725226e0-45b8-4432-84ee-144d3f37ff8d.yml,Windows Worm #2
stockpile::ddbd1850-5fd7-41d5-a7a1-1b15dac49090::0001,stockpile,ddbd1850-5fd7-41d5-a7a1-1b15dac49090,1,"[""T1018""]","[""T1018""]",T1018,T1018,data/adversaries/packs/ddbd1850-5fd7-41d5-a7a1-1b15dac49090.yml,Windows Worm #3
stockpile::ddbd1850-5fd7-41d5-a7a1-1b15dac49090::0002,stockpile,ddbd1850-5fd7-41d5-a7a1-1b15dac49090,2,"[""T1018"",""T1018""]","[""T1018"",""T1018""]",T1135,T1135,data/adversaries/packs/ddbd1850-5fd7-41d5-a7a1-1b15dac49090.yml,Windows Worm #3
stockpile::ddbd1850-5fd7-41d5-a7a1-1b15dac49090::0003,stockpile,ddbd1850-5fd7-41d5-a7a1-1b15dac49090,3,"[""T1018"",""T1018"",""T1135""]","[""T1018"",""T1018"",""T1135""]",T1021,T1021.002,data/adversaries/packs/ddbd1850-5fd7-41d5-a7a1-1b15dac49090.yml,Windows Worm #3
stockpile::ddbd1850-5fd7-41d5-a7a1-1b15dac49090::0004,stockpile,ddbd1850-5fd7-41d5-a7a1-1b15dac49090,4,"[""T1018"",""T1018"",""T1135"",""T1021""]","[""T1018"",""T1018"",""T1135"",""T1021.002""]",T1021,T1021.006,data/adversaries/packs/ddbd1850-5fd7-41d5-a7a1-1b15dac49090.yml,Windows Worm #3
stockpile::eddc8f03-f930-41e7-95ba-33fb87bfed74::0001,stockpile,eddc8f03-f930-41e7-95ba-33fb87bfed74,1,"[""T1119""]","[""T1119""]",T1560,T1560.001,data/adversaries/packs/eddc8f03-f930-41e7-95ba-33fb87bfed74.yml,Advanced Thief
stockpile::eddc8f03-f930-41e7-95ba-33fb87bfed74::0002,stockpile,eddc8f03-f930-41e7-95ba-33fb87bfed74,2,"[""T1119"",""T1560""]","[""T1119"",""T1560.001""]",T1041,T1041,data/adversaries/packs/eddc8f03-f930-41e7-95ba-33fb87bfed74.yml,Advanced Thief
stockpile::f98193a0-8b5b-4b5e-a5aa-e8c3adfcd4e6::0001,stockpile,f98193a0-8b5b-4b5e-a5aa-e8c3adfcd4e6,1,"[""T1105""]","[""T1105""]",T1489,T1489,data/adversaries/packs/f98193a0-8b5b-4b5e-a5aa-e8c3adfcd4e6.yml,Undercover
