sample_id,source,campaign_id,prefix_len,prefix,raw_prefix,true_label,target_raw_id,org_name,actor,plan_id,scenario_id,mapping_quality
apt29::unknown::45,ctid,apt29::unknown,45,"[""T1036"",""T1059"",""T1119"",""T1016"",""T1033"",""T1041"",""T1057"",""T1007"",""T1082"",""T1069"",""T1087"",""T1012"",""T1036"",""T1134"",""T1548"",""T1112"",""T1055"",""T1036"",""T1018"",""T1016"",""T1057"",""T1070"",""T1082"",""T1049"",""T1003"",""T1547"",""T1134"",""T1003"",""T1134"",""T1081"",""T1552"",""T1036"",""T1113"",""T1115"",""T1056"",""T1041"",""T1105"",""T1134"",""T1053"",""T1134"",""T1018"",""T1059"",""T1083"",""T1134"",""T1105""]","[""T1036.002"",""T1059.001"",""T1119"",""T1016"",""T1033"",""T1041"",""T1057"",""T1007"",""T1082"",""T1069"",""T1087"",""T1012"",""T1036.005"",""T1134.001"",""T1548.002"",""T1112"",""T1055"",""T1036.005"",""T1018"",""T1016"",""T1057"",""T1070.004"",""T1082"",""T1049"",""T1003"",""T1547.009"",""T1134"",""T1003"",""T1134"",""T1081"",""T1552.004"",""T1036.005"",""T1113"",""T1115"",""T1056.001"",""T1041"",""T1105"",""T1134.001"",""T1053"",""T1134.001"",""T1018"",""T1059.001"",""T1083"",""T1134.001"",""T1105""]",T1113,T1113,apt29,apt29,apt29,unknown,high
apt29::unknown::46,ctid,apt29::unknown,46,"[""T1036"",""T1059"",""T1119"",""T1016"",""T1033"",""T1041"",""T1057"",""T1007"",""T1082"",""T1069"",""T1087"",""T1012"",""T1036"",""T1134"",""T1548"",""T1112"",""T1055"",""T1036"",""T1018"",""T1016"",""T1057"",""T1070"",""T1082"",""T1049"",""T1003"",""T1547"",""T1134"",""T1003"",""T1134"",""T1081"",""T1552"",""T1036"",""T1113"",""T1115"",""T1056"",""T1041"",""T1105"",""T1134"",""T1053"",""T1134"",""T1018"",""T1059"",""T1083"",""T1134"",""T1105"",""T1113""]","[""T1036.002"",""T1059.001"",""T1119"",""T1016"",""T1033"",""T1041"",""T1057"",""T1007"",""T1082"",""T1069"",""T1087"",""T1012"",""T1036.005"",""T1134.001"",""T1548.002"",""T1112"",""T1055"",""T1036.005"",""T1018"",""T1016"",""T1057"",""T1070.004"",""T1082"",""T1049"",""T1003"",""T1547.009"",""T1134"",""T1003"",""T1134"",""T1081"",""T1552.004"",""T1036.005"",""T1113"",""T1115"",""T1056.001"",""T1041"",""T1105"",""T1134.001"",""T1053"",""T1134.001"",""T1018"",""T1059.001"",""T1083"",""T1134.001"",""T1105"",""T1113""]",T1083,T1083,apt29,apt29,apt29,unknown,high
apt29::unknown::47,ctid,apt29::unknown,47,"[""T1036"",""T1059"",""T1119"",""T1016"",""T1033"",""T1041"",""T1057"",""T1007"",""T1082"",""T1069"",""T1087"",""T1012"",""T1036"",""T1134"",""T1548"",""T1112"",""T1055"",""T1036"",""T1018"",""T1016"",""T1057"",""T1070"",""T1082"",""T1049"",""T1003"",""T1547"",""T1134"",""T1003"",""T1134"",""T1081"",""T1552"",""T1036"",""T1113"",""T1115"",""T1056"",""T1041"",""T1105"",""T1134"",""T1053"",""T1134"",""T1018"",""T1059"",""T1083"",""T1134"",""T1105"",""T1113"",""T1083""]","[""T1036.002"",""T1059.001"",""T1119"",""T1016"",""T1033"",""T1041"",""T1057"",""T1007"",""T1082"",""T1069"",""T1087"",""T1012"",""T1036.005"",""T1134.001"",""T1548.002"",""T1112"",""T1055"",""T1036.005"",""T1018"",""T1016"",""T1057"",""T1070.004"",""T1082"",""T1049"",""T1003"",""T1547.009"",""T1134"",""T1003"",""T1134"",""T1081"",""T1552.004"",""T1036.005"",""T1113"",""T1115"",""T1056.001"",""T1041"",""T1105"",""T1134.001"",""T1053"",""T1134.001"",""T1018"",""T1059.001"",""T1083"",""T1134.001"",""T1105"",""T1113"",""T1083""]",T1059,T1059.001,apt29,apt29,apt29,unknown,high
apt29::unknown::48,ctid,apt29::unknown,48,"[""T1036"",""T1059"",""T1119"",""T1016"",""T1033"",""T1041"",""T1057"",""T1007"",""T1082"",""T1069"",""T1087"",""T1012"",""T1036"",""T1134"",""T1548"",""T1112"",""T1055"",""T1036"",""T1018"",""T1016"",""T1057"",""T1070"",""T1082"",""T1049"",""T1003"",""T1547"",""T1134"",""T1003"",""T1134"",""T1081"",""T1552"",""T1036"",""T1113"",""T1115"",""T1056"",""T1041"",""T1105"",""T1134"",""T1053"",""T1134"",""T1018"",""T1059"",""T1083"",""T1134"",""T1105"",""T1113"",""T1083"",""T1059""]","[""T1036.002"",""T1059.001"",""T1119"",""T1016"",""T1033"",""T1041"",""T1057"",""T1007"",""T1082"",""T1069"",""T1087"",""T1012"",""T1036.005"",""T1134.001"",""T1548.002"",""T1112"",""T1055"",""T1036.005"",""T1018"",""T1016"",""T1057"",""T1070.004"",""T1082"",""T1049"",""T1003"",""T1547.009"",""T1134"",""T1003"",""T1134"",""T1081"",""T1552.004"",""T1036.005"",""T1113"",""T1115"",""T1056.001"",""T1041"",""T1105"",""T1134.001"",""T1053"",""T1134.001"",""T1018"",""T1059.001"",""T1083"",""T1134.001"",""T1105"",""T1113"",""T1083"",""T1059.001""]",T1041,T1041,apt29,apt29,apt29,unknown,high
apt29::unknown::49,ctid,apt29::unknown,49,"[""T1036"",""T1059"",""T1119"",""T1016"",""T1033"",""T1041"",""T1057"",""T1007"",""T1082"",""T1069"",""T1087"",""T1012"",""T1036"",""T1134"",""T1548"",""T1112"",""T1055"",""T1036"",""T1018"",""T1016"",""T1057"",""T1070"",""T1082"",""T1049"",""T1003"",""T1547"",""T1134"",""T1003"",""T1134"",""T1081"",""T1552"",""T1036"",""T1113"",""T1115"",""T1056"",""T1041"",""T1105"",""T1134"",""T1053"",""T1134"",""T1018"",""T1059"",""T1083"",""T1134"",""T1105"",""T1113"",""T1083"",""T1059"",""T1041""]","[""T1036.002"",""T1059.001"",""T1119"",""T1016"",""T1033"",""T1041"",""T1057"",""T1007"",""T1082"",""T1069"",""T1087"",""T1012"",""T1036.005"",""T1134.001"",""T1548.002"",""T1112"",""T1055"",""T1036.005"",""T1018"",""T1016"",""T1057"",""T1070.004"",""T1082"",""T1049"",""T1003"",""T1547.009"",""T1134"",""T1003"",""T1134"",""T1081"",""T1552.004"",""T1036.005"",""T1113"",""T1115"",""T1056.001"",""T1041"",""T1105"",""T1134.001"",""T1053"",""T1134.001"",""T1018"",""T1059.001"",""T1083"",""T1134.001"",""T1105"",""T1113"",""T1083"",""T1059.001"",""T1041""]",T1070,T1070.004,apt29,apt29,apt29,unknown,high
apt29::unknown::5,ctid,apt29::unknown,5,"[""T1036"",""T1059"",""T1119"",""T1016"",""T1033""]","[""T1036.002"",""T1059.001"",""T1119"",""T1016"",""T1033""]",T1041,T1041,apt29,apt29,apt29,unknown,high
apt29::unknown::50,ctid,apt29::unknown,50,"[""T1036"",""T1059"",""T1119"",""T1016"",""T1033"",""T1041"",""T1057"",""T1007"",""T1082"",""T1069"",""T1087"",""T1012"",""T1036"",""T1134"",""T1548"",""T1112"",""T1055"",""T1036"",""T1018"",""T1016"",""T1057"",""T1070"",""T1082"",""T1049"",""T1003"",""T1547"",""T1134"",""T1003"",""T1134"",""T1081"",""T1552"",""T1036"",""T1113"",""T1115"",""T1056"",""T1041"",""T1105"",""T1134"",""T1053"",""T1134"",""T1018"",""T1059"",""T1083"",""T1134"",""T1105"",""T1113"",""T1083"",""T1059"",""T1041"",""T1070""]","[""T1036.002"",""T1059.001"",""T1119"",""T1016"",""T1033"",""T1041"",""T1057"",""T1007"",""T1082"",""T1069"",""T1087"",""T1012"",""T1036.005"",""T1134.001"",""T1548.002"",""T1112"",""T1055"",""T1036.005"",""T1018"",""T1016"",""T1057"",""T1070.004"",""T1082"",""T1049"",""T1003"",""T1547.009"",""T1134"",""T1003"",""T1134"",""T1081"",""T1552.004"",""T1036.005"",""T1113"",""T1115"",""T1056.001"",""T1041"",""T1105"",""T1134.001"",""T1053"",""T1134.001"",""T1018"",""T1059.001"",""T1083"",""T1134.001"",""T1105"",""T1113"",""T1083"",""T1059.001"",""T1041"",""T1070.004""]",T1529,T1529,apt29,apt29,apt29,unknown,high
apt29::unknown::51,ctid,apt29::unknown,51,"[""T1036"",""T1059"",""T1119"",""T1016"",""T1033"",""T1041"",""T1057"",""T1007"",""T1082"",""T1069"",""T1087"",""T1012"",""T1036"",""T1134"",""T1548"",""T1112"",""T1055"",""T1036"",""T1018"",""T1016"",""T1057"",""T1070"",""T1082"",""T1049"",""T1003"",""T1547"",""T1134"",""T1003"",""T1134"",""T1081"",""T1552"",""T1036"",""T1113"",""T1115"",""T1056"",""T1041"",""T1105"",""T1134"",""T1053"",""T1134"",""T1018"",""T1059"",""T1083"",""T1134"",""T1105"",""T1113"",""T1083"",""T1059"",""T1041"",""T1070"",""T1529""]","[""T1036.002"",""T1059.001"",""T1119"",""T1016"",""T1033"",""T1041"",""T1057"",""T1007"",""T1082"",""T1069"",""T1087"",""T1012"",""T1036.005"",""T1134.001"",""T1548.002"",""T1112"",""T1055"",""T1036.005"",""T1018"",""T1016"",""T1057"",""T1070.004"",""T1082"",""T1049"",""T1003"",""T1547.009"",""T1134"",""T1003"",""T1134"",""T1081"",""T1552.004"",""T1036.005"",""T1113"",""T1115"",""T1056.001"",""T1041"",""T1105"",""T1134.001"",""T1053"",""T1134.001"",""T1018"",""T1059.001"",""T1083"",""T1134.001"",""T1105"",""T1113"",""T1083"",""T1059.001"",""T1041"",""T1070.004"",""T1529""]",T1070,T1070.004,apt29,apt29,apt29,unknown,high
apt29::unknown::52,ctid,apt29::unknown,52,"[""T1036"",""T1059"",""T1119"",""T1016"",""T1033"",""T1041"",""T1057"",""T1007"",""T1082"",""T1069"",""T1087"",""T1012"",""T1036"",""T1134"",""T1548"",""T1112"",""T1055"",""T1036"",""T1018"",""T1016"",""T1057"",""T1070"",""T1082"",""T1049"",""T1003"",""T1547"",""T1134"",""T1003"",""T1134"",""T1081"",""T1552"",""T1036"",""T1113"",""T1115"",""T1056"",""T1041"",""T1105"",""T1134"",""T1053"",""T1134"",""T1018"",""T1059"",""T1083"",""T1134"",""T1105"",""T1113"",""T1083"",""T1059"",""T1041"",""T1070"",""T1529"",""T1070""]","[""T1036.002"",""T1059.001"",""T1119"",""T1016"",""T1033"",""T1041"",""T1057"",""T1007"",""T1082"",""T1069"",""T1087"",""T1012"",""T1036.005"",""T1134.001"",""T1548.002"",""T1112"",""T1055"",""T1036.005"",""T1018"",""T1016"",""T1057"",""T1070.004"",""T1082"",""T1049"",""T1003"",""T1547.009"",""T1134"",""T1003"",""T1134"",""T1081"",""T1552.004"",""T1036.005"",""T1113"",""T1115"",""T1056.001"",""T1041"",""T1105"",""T1134.001"",""T1053"",""T1134.001"",""T1018"",""T1059.001"",""T1083"",""T1134.001"",""T1105"",""T1113"",""T1083"",""T1059.001"",""T1041"",""T1070.004"",""T1529"",""T1070.004""]",T1037,T1037.005,apt29,apt29,apt29,unknown,high
apt29::unknown::53,ctid,apt29::unknown,53,"[""T1036"",""T1059"",""T1119"",""T1016"",""T1033"",""T1041"",""T1057"",""T1007"",""T1082"",""T1069"",""T1087"",""T1012"",""T1036"",""T1134"",""T1548"",""T1112"",""T1055"",""T1036"",""T1018"",""T1016"",""T1057"",""T1070"",""T1082"",""T1049"",""T1003"",""T1547"",""T1134"",""T1003"",""T1134"",""T1081"",""T1552"",""T1036"",""T1113"",""T1115"",""T1056"",""T1041"",""T1105"",""T1134"",""T1053"",""T1134"",""T1018"",""T1059"",""T1083"",""T1134"",""T1105"",""T1113"",""T1083"",""T1059"",""T1041"",""T1070"",""T1529"",""T1070"",""T1037""]","[""T1036.002"",""T1059.001"",""T1119"",""T1016"",""T1033"",""T1041"",""T1057"",""T1007"",""T1082"",""T1069"",""T1087"",""T1012"",""T1036.005"",""T1134.001"",""T1548.002"",""T1112"",""T1055"",""T1036.005"",""T1018"",""T1016"",""T1057"",""T1070.004"",""T1082"",""T1049"",""T1003"",""T1547.009"",""T1134"",""T1003"",""T1134"",""T1081"",""T1552.004"",""T1036.005"",""T1113"",""T1115"",""T1056.001"",""T1041"",""T1105"",""T1134.001"",""T1053"",""T1134.001"",""T1018"",""T1059.001"",""T1083"",""T1134.001"",""T1105"",""T1113"",""T1083"",""T1059.001"",""T1041"",""T1070.004"",""T1529"",""T1070.004"",""T1037.005""]",T1204,T1204.002,apt29,apt29,apt29,unknown,high
apt29::unknown::54,ctid,apt29::unknown,54,"[""T1036"",""T1059"",""T1119"",""T1016"",""T1033"",""T1041"",""T1057"",""T1007"",""T1082"",""T1069"",""T1087"",""T1012"",""T1036"",""T1134"",""T1548"",""T1112"",""T1055"",""T1036"",""T1018"",""T1016"",""T1057"",""T1070"",""T1082"",""T1049"",""T1003"",""T1547"",""T1134"",""T1003"",""T1134"",""T1081"",""T1552"",""T1036"",""T1113"",""T1115"",""T1056"",""T1041"",""T1105"",""T1134"",""T1053"",""T1134"",""T1018"",""T1059"",""T1083"",""T1134"",""T1105"",""T1113"",""T1083"",""T1059"",""T1041"",""T1070"",""T1529"",""T1070"",""T1037"",""T1204""]","[""T1036.002"",""T1059.001"",""T1119"",""T1016"",""T1033"",""T1041"",""T1057"",""T1007"",""T1082"",""T1069"",""T1087"",""T1012"",""T1036.005"",""T1134.001"",""T1548.002"",""T1112"",""T1055"",""T1036.005"",""T1018"",""T1016"",""T1057"",""T1070.004"",""T1082"",""T1049"",""T1003"",""T1547.009"",""T1134"",""T1003"",""T1134"",""T1081"",""T1552.004"",""T1036.005"",""T1113"",""T1115"",""T1056.001"",""T1041"",""T1105"",""T1134.001"",""T1053"",""T1134.001"",""T1018"",""T1059.001"",""T1083"",""T1134.001"",""T1105"",""T1113"",""T1083"",""T1059.001"",""T1041"",""T1070.004"",""T1529"",""T1070.004"",""T1037.005"",""T1204.002""]",T1070,T1070.006,apt29,apt29,apt29,unknown,high
apt29::unknown::55,ctid,apt29::unknown,55,"[""T1036"",""T1059"",""T1119"",""T1016"",""T1033"",""T1041"",""T1057"",""T1007"",""T1082"",""T1069"",""T1087"",""T1012"",""T1036"",""T1134"",""T1548"",""T1112"",""T1055"",""T1036"",""T1018"",""T1016"",""T1057"",""T1070"",""T1082"",""T1049"",""T1003"",""T1547"",""T1134"",""T1003"",""T1134"",""T1081"",""T1552"",""T1036"",""T1113"",""T1115"",""T1056"",""T1041"",""T1105"",""T1134"",""T1053"",""T1134"",""T1018"",""T1059"",""T1083"",""T1134"",""T1105"",""T1113"",""T1083"",""T1059"",""T1041"",""T1070"",""T1529"",""T1070"",""T1037"",""T1204"",""T1070""]","[""T1036.002"",""T1059.001"",""T1119"",""T1016"",""T1033"",""T1041"",""T1057"",""T1007"",""T1082"",""T1069"",""T1087"",""T1012"",""T1036.005"",""T1134.001"",""T1548.002"",""T1112"",""T1055"",""T1036.005"",""T1018"",""T1016"",""T1057"",""T1070.004"",""T1082"",""T1049"",""T1003"",""T1547.009"",""T1134"",""T1003"",""T1134"",""T1081"",""T1552.004"",""T1036.005"",""T1113"",""T1115"",""T1056.001"",""T1041"",""T1105"",""T1134.001"",""T1053"",""T1134.001"",""T1018"",""T1059.001"",""T1083"",""T1134.001"",""T1105"",""T1113"",""T1083"",""T1059.001"",""T1041"",""T1070.004"",""T1529"",""T1070.004"",""T1037.005"",""T1204.002"",""T1070.006""]",T1518,T1518.001,apt29,apt29,apt29,unknown,high
apt29::unknown::56,ctid,apt29::unknown,56,"[""T1036"",""T1059"",""T1119"",""T1016"",""T1033"",""T1041"",""T1057"",""T1007"",""T1082"",""T1069"",""T1087"",""T1012"",""T1036"",""T1134"",""T1548"",""T1112"",""T1055"",""T1036"",""T1018"",""T1016"",""T1057"",""T1070"",""T1082"",""T1049"",""T1003"",""T1547"",""T1134"",""T1003"",""T1134"",""T1081"",""T1552"",""T1036"",""T1113"",""T1115"",""T1056"",""T1041"",""T1105"",""T1134"",""T1053"",""T1134"",""T1018"",""T1059"",""T1083"",""T1134"",""T1105"",""T1113"",""T1083"",""T1059"",""T1041"",""T1070"",""T1529"",""T1070"",""T1037"",""T1204"",""T1070"",""T1518""]","[""T1036.002"",""T1059.001"",""T1119"",""T1016"",""T1033"",""T1041"",""T1057"",""T1007"",""T1082"",""T1069"",""T1087"",""T1012"",""T1036.005"",""T1134.001"",""T1548.002"",""T1112"",""T1055"",""T1036.005"",""T1018"",""T1016"",""T1057"",""T1070.004"",""T1082"",""T1049"",""T1003"",""T1547.009"",""T1134"",""T1003"",""T1134"",""T1081"",""T1552.004"",""T1036.005"",""T1113"",""T1115"",""T1056.001"",""T1041"",""T1105"",""T1134.001"",""T1053"",""T1134.001"",""T1018"",""T1059.001"",""T1083"",""T1134.001"",""T1105"",""T1113"",""T1083"",""T1059.001"",""T1041"",""T1070.004"",""T1529"",""T1070.004"",""T1037.005"",""T1204.002"",""T1070.006"",""T1518.001""]",T1082,T1082,apt29,apt29,apt29,unknown,high
apt29::unknown::57,ctid,apt29::unknown,57,"[""T1036"",""T1059"",""T1119"",""T1016"",""T1033"",""T1041"",""T1057"",""T1007"",""T1082"",""T1069"",""T1087"",""T1012"",""T1036"",""T1134"",""T1548"",""T1112"",""T1055"",""T1036"",""T1018"",""T1016"",""T1057"",""T1070"",""T1082"",""T1049"",""T1003"",""T1547"",""T1134"",""T1003"",""T1134"",""T1081"",""T1552"",""T1036"",""T1113"",""T1115"",""T1056"",""T1041"",""T1105"",""T1134"",""T1053"",""T1134"",""T1018"",""T1059"",""T1083"",""T1134"",""T1105"",""T1113"",""T1083"",""T1059"",""T1041"",""T1070"",""T1529"",""T1070"",""T1037"",""T1204"",""T1070"",""T1518"",""T1082""]","[""T1036.002"",""T1059.001"",""T1119"",""T1016"",""T1033"",""T1041"",""T1057"",""T1007"",""T1082"",""T1069"",""T1087"",""T1012"",""T1036.005"",""T1134.001"",""T1548.002"",""T1112"",""T1055"",""T1036.005"",""T1018"",""T1016"",""T1057"",""T1070.004"",""T1082"",""T1049"",""T1003"",""T1547.009"",""T1134"",""T1003"",""T1134"",""T1081"",""T1552.004"",""T1036.005"",""T1113"",""T1115"",""T1056.001"",""T1041"",""T1105"",""T1134.001"",""T1053"",""T1134.001"",""T1018"",""T1059.001"",""T1083"",""T1134.001"",""T1105"",""T1113"",""T1083"",""T1059.001"",""T1041"",""T1070.004"",""T1529"",""T1070.004"",""T1037.005"",""T1204.002"",""T1070.006"",""T1518.001"",""T1082""]",T1033,T1033,apt29,apt29,apt29,unknown,high
apt29::unknown::58,ctid,apt29::unknown,58,"[""T1036"",""T1059"",""T1119"",""T1016"",""T1033"",""T1041"",""T1057"",""T1007"",""T1082"",""T1069"",""T1087"",""T1012"",""T1036"",""T1134"",""T1548"",""T1112"",""T1055"",""T1036"",""T1018"",""T1016"",""T1057"",""T1070"",""T1082"",""T1049"",""T1003"",""T1547"",""T1134"",""T1003"",""T1134"",""T1081"",""T1552"",""T1036"",""T1113"",""T1115"",""T1056"",""T1041"",""T1105"",""T1134"",""T1053"",""T1134"",""T1018"",""T1059"",""T1083"",""T1134"",""T1105"",""T1113"",""T1083"",""T1059"",""T1041"",""T1070"",""T1529"",""T1070"",""T1037"",""T1204"",""T1070"",""T1518"",""T1082"",""T1033""]","[""T1036.002"",""T1059.001"",""T1119"",""T1016"",""T1033"",""T1041"",""T1057"",""T1007"",""T1082"",""T1069"",""T1087"",""T1012"",""T1036.005"",""T1134.001"",""T1548.002"",""T1112"",""T1055"",""T1036.005"",""T1018"",""T1016"",""T1057"",""T1070.004"",""T1082"",""T1049"",""T1003"",""T1547.009"",""T1134"",""T1003"",""T1134"",""T1081"",""T1552.004"",""T1036.005"",""T1113"",""T1115"",""T1056.001"",""T1041"",""T1105"",""T1134.001"",""T1053"",""T1134.001"",""T1018"",""T1059.001"",""T1083"",""T1134.001"",""T1105"",""T1113"",""T1083"",""T1059.001"",""T1041"",""T1070.004"",""T1529"",""T1070.004"",""T1037.005"",""T1204.002"",""T1070.006"",""T1518.001"",""T1082"",""T1033""]",T1057,T1057,apt29,apt29,apt29,unknown,high
apt29::unknown::59,ctid,apt29::unknown,59,"[""T1036"",""T1059"",""T1119"",""T1016"",""T1033"",""T1041"",""T1057"",""T1007"",""T1082"",""T1069"",""T1087"",""T1012"",""T1036"",""T1134"",""T1548"",""T1112"",""T1055"",""T1036"",""T1018"",""T1016"",""T1057"",""T1070"",""T1082"",""T1049"",""T1003"",""T1547"",""T1134"",""T1003"",""T1134"",""T1081"",""T1552"",""T1036"",""T1113"",""T1115"",""T1056"",""T1041"",""T1105"",""T1134"",""T1053"",""T1134"",""T1018"",""T1059"",""T1083"",""T1134"",""T1105"",""T1113"",""T1083"",""T1059"",""T1041"",""T1070"",""T1529"",""T1070"",""T1037"",""T1204"",""T1070"",""T1518"",""T1082"",""T1033"",""T1057""]","[""T1036.002"",""T1059.001"",""T1119"",""T1016"",""T1033"",""T1041"",""T1057"",""T1007"",""T1082"",""T1069"",""T1087"",""T1012"",""T1036.005"",""T1134.001"",""T1548.002"",""T1112"",""T1055"",""T1036.005"",""T1018"",""T1016"",""T1057"",""T1070.004"",""T1082"",""T1049"",""T1003"",""T1547.009"",""T1134"",""T1003"",""T1134"",""T1081"",""T1552.004"",""T1036.005"",""T1113"",""T1115"",""T1056.001"",""T1041"",""T1105"",""T1134.001"",""T1053"",""T1134.001"",""T1018"",""T1059.001"",""T1083"",""T1134.001"",""T1105"",""T1113"",""T1083"",""T1059.001"",""T1041"",""T1070.004"",""T1529"",""T1070.004"",""T1037.005"",""T1204.002"",""T1070.006"",""T1518.001"",""T1082"",""T1033"",""T1057""]",T1134,T1134.002,apt29,apt29,apt29,unknown,high
apt29::unknown::6,ctid,apt29::unknown,6,"[""T1036"",""T1059"",""T1119"",""T1016"",""T1033"",""T1041""]","[""T1036.002"",""T1059.001"",""T1119"",""T1016"",""T1033"",""T1041""]",T1057,T1057,apt29,apt29,apt29,unknown,high
apt29::unknown::60,ctid,apt29::unknown,60,"[""T1036"",""T1059"",""T1119"",""T1016"",""T1033"",""T1041"",""T1057"",""T1007"",""T1082"",""T1069"",""T1087"",""T1012"",""T1036"",""T1134"",""T1548"",""T1112"",""T1055"",""T1036"",""T1018"",""T1016"",""T1057"",""T1070"",""T1082"",""T1049"",""T1003"",""T1547"",""T1134"",""T1003"",""T1134"",""T1081"",""T1552"",""T1036"",""T1113"",""T1115"",""T1056"",""T1041"",""T1105"",""T1134"",""T1053"",""T1134"",""T1018"",""T1059"",""T1083"",""T1134"",""T1105"",""T1113"",""T1083"",""T1059"",""T1041"",""T1070"",""T1529"",""T1070"",""T1037"",""T1204"",""T1070"",""T1518"",""T1082"",""T1033"",""T1057"",""T1134""]","[""T1036.002"",""T1059.001"",""T1119"",""T1016"",""T1033"",""T1041"",""T1057"",""T1007"",""T1082"",""T1069"",""T1087"",""T1012"",""T1036.005"",""T1134.001"",""T1548.002"",""T1112"",""T1055"",""T1036.005"",""T1018"",""T1016"",""T1057"",""T1070.004"",""T1082"",""T1049"",""T1003"",""T1547.009"",""T1134"",""T1003"",""T1134"",""T1081"",""T1552.004"",""T1036.005"",""T1113"",""T1115"",""T1056.001"",""T1041"",""T1105"",""T1134.001"",""T1053"",""T1134.001"",""T1018"",""T1059.001"",""T1083"",""T1134.001"",""T1105"",""T1113"",""T1083"",""T1059.001"",""T1041"",""T1070.004"",""T1529"",""T1070.004"",""T1037.005"",""T1204.002"",""T1070.006"",""T1518.001"",""T1082"",""T1033"",""T1057"",""T1134.002""]",T1003,T1003,apt29,apt29,apt29,unknown,high
apt29::unknown::61,ctid,apt29::unknown,61,"[""T1036"",""T1059"",""T1119"",""T1016"",""T1033"",""T1041"",""T1057"",""T1007"",""T1082"",""T1069"",""T1087"",""T1012"",""T1036"",""T1134"",""T1548"",""T1112"",""T1055"",""T1036"",""T1018"",""T1016"",""T1057"",""T1070"",""T1082"",""T1049"",""T1003"",""T1547"",""T1134"",""T1003"",""T1134"",""T1081"",""T1552"",""T1036"",""T1113"",""T1115"",""T1056"",""T1041"",""T1105"",""T1134"",""T1053"",""T1134"",""T1018"",""T1059"",""T1083"",""T1134"",""T1105"",""T1113"",""T1083"",""T1059"",""T1041"",""T1070"",""T1529"",""T1070"",""T1037"",""T1204"",""T1070"",""T1518"",""T1082"",""T1033"",""T1057"",""T1134"",""T1003""]","[""T1036.002"",""T1059.001"",""T1119"",""T1016"",""T1033"",""T1041"",""T1057"",""T1007"",""T1082"",""T1069"",""T1087"",""T1012"",""T1036.005"",""T1134.001"",""T1548.002"",""T1112"",""T1055"",""T1036.005"",""T1018"",""T1016"",""T1057"",""T1070.004"",""T1082"",""T1049"",""T1003"",""T1547.009"",""T1134"",""T1003"",""T1134"",""T1081"",""T1552.004"",""T1036.005"",""T1113"",""T1115"",""T1056.001"",""T1041"",""T1105"",""T1134.001"",""T1053"",""T1134.001"",""T1018"",""T1059.001"",""T1083"",""T1134.001"",""T1105"",""T1113"",""T1083"",""T1059.001"",""T1041"",""T1070.004"",""T1529"",""T1070.004"",""T1037.005"",""T1204.002"",""T1070.006"",""T1518.001"",""T1082"",""T1033"",""T1057"",""T1134.002"",""T1003""]",T1546,T1546.003,apt29,apt29,apt29,unknown,high
apt29::unknown::62,ctid,apt29::unknown,62,"[""T1036"",""T1059"",""T1119"",""T1016"",""T1033"",""T1041"",""T1057"",""T1007"",""T1082"",""T1069"",""T1087"",""T1012"",""T1036"",""T1134"",""T1548"",""T1112"",""T1055"",""T1036"",""T1018"",""T1016"",""T1057"",""T1070"",""T1082"",""T1049"",""T1003"",""T1547"",""T1134"",""T1003"",""T1134"",""T1081"",""T1552"",""T1036"",""T1113"",""T1115"",""T1056"",""T1041"",""T1105"",""T1134"",""T1053"",""T1134"",""T1018"",""T1059"",""T1083"",""T1134"",""T1105"",""T1113"",""T1083"",""T1059"",""T1041"",""T1070"",""T1529"",""T1070"",""T1037"",""T1204"",""T1070"",""T1518"",""T1082"",""T1033"",""T1057"",""T1134"",""T1003"",""T1546""]","[""T1036.002"",""T1059.001"",""T1119"",""T1016"",""T1033"",""T1041"",""T1057"",""T1007"",""T1082"",""T1069"",""T1087"",""T1012"",""T1036.005"",""T1134.001"",""T1548.002"",""T1112"",""T1055"",""T1036.005"",""T1018"",""T1016"",""T1057"",""T1070.004"",""T1082"",""T1049"",""T1003"",""T1547.009"",""T1134"",""T1003"",""T1134"",""T1081"",""T1552.004"",""T1036.005"",""T1113"",""T1115"",""T1056.001"",""T1041"",""T1105"",""T1134.001"",""T1053"",""T1134.001"",""T1018"",""T1059.001"",""T1083"",""T1134.001"",""T1105"",""T1113"",""T1083"",""T1059.001"",""T1041"",""T1070.004"",""T1529"",""T1070.004"",""T1037.005"",""T1204.002"",""T1070.006"",""T1518.001"",""T1082"",""T1033"",""T1057"",""T1134.002"",""T1003"",""T1546.003""]",T1018,T1018,apt29,apt29,apt29,unknown,high
