sample_id,held_out_source,campaign_id,prefix_len,target_parent_ids,target_size,predicted_next_ttps
attack_flow::FIN13 Case 1::0019,attack_flow,FIN13 Case 1,19,"[""T1078"",""T1059"",""T1505""]",3,"[""T1021"",""T1003"",""T1078"",""T1558"",""T1105""]"
attack_flow::FIN13 Case 1::0020,attack_flow,FIN13 Case 1,20,"[""T1059"",""T1505"",""T1570""]",3,"[""T1021"",""T1078"",""T1003"",""T1558"",""T1570""]"
attack_flow::FIN13 Case 1::0021,attack_flow,FIN13 Case 1,21,"[""T1505"",""T1570"",""T1595""]",3,"[""T1021"",""T1059"",""T1078"",""T1003"",""T1105""]"
attack_flow::FIN13 Case 1::0022,attack_flow,FIN13 Case 1,22,"[""T1570"",""T1595"",""T1110""]",3,"[""T1021"",""T1078"",""T1003"",""T1059"",""T1105""]"
attack_flow::FIN13 Case 1::0023,attack_flow,FIN13 Case 1,23,"[""T1595"",""T1110"",""T1590""]",3,"[""T1021"",""T1078"",""T1003"",""T1059"",""T1105""]"
attack_flow::FIN13 Case 1::0024,attack_flow,FIN13 Case 1,24,"[""T1110"",""T1590"",""T1595""]",3,"[""T1021"",""T1003"",""T1078"",""T1059"",""T1105""]"
attack_flow::FIN13 Case 1::0025,attack_flow,FIN13 Case 1,25,"[""T1590"",""T1595"",""T1570""]",3,"[""T1021"",""T1078"",""T1003"",""T1059"",""T1105""]"
attack_flow::FIN13 Case 1::0029,attack_flow,FIN13 Case 1,29,"[""T1021"",""T1111"",""T1078""]",3,"[""T1021"",""T1003"",""T1078"",""T1059"",""T1105""]"
attack_flow::FIN13 Case 1::0030,attack_flow,FIN13 Case 1,30,"[""T1111"",""T1078""]",2,"[""T1021"",""T1003"",""T1078"",""T1059"",""T1046""]"
attack_flow::FIN13 Case 1::0031,attack_flow,FIN13 Case 1,31,"[""T1078""]",1,"[""T1021"",""T1003"",""T1078"",""T1059"",""T1105""]"
attack_flow::FIN13 Case 2::0001,attack_flow,FIN13 Case 2,1,"[""T1105"",""T1505"",""T1203""]",3,"[""T1059"",""T1078"",""T1021"",""T1003"",""T1105""]"
attack_flow::FIN13 Case 2::0002,attack_flow,FIN13 Case 2,2,"[""T1505"",""T1203"",""T1003""]",3,"[""T1059"",""T1078"",""T1021"",""T1003"",""T1105""]"
attack_flow::FIN13 Case 2::0003,attack_flow,FIN13 Case 2,3,"[""T1203"",""T1003"",""T1595""]",3,"[""T1059"",""T1078"",""T1021"",""T1003"",""T1105""]"
attack_flow::FIN13 Case 2::0004,attack_flow,FIN13 Case 2,4,"[""T1003"",""T1595""]",2,"[""T1021"",""T1078"",""T1003"",""T1059"",""T1505""]"
attack_flow::FIN13 Case 2::0005,attack_flow,FIN13 Case 2,5,"[""T1595"",""T1003"",""T1078""]",3,"[""T1078"",""T1021"",""T1059"",""T1003"",""T1105""]"
attack_flow::FIN13 Case 2::0007,attack_flow,FIN13 Case 2,7,"[""T1078"",""T1005"",""T1083""]",3,"[""T1021"",""T1078"",""T1059"",""T1003"",""T1105""]"
attack_flow::FIN13 Case 2::0008,attack_flow,FIN13 Case 2,8,"[""T1005"",""T1083"",""T1595""]",3,"[""T1078"",""T1003"",""T1021"",""T1059"",""T1505""]"
attack_flow::FIN13 Case 2::0009,attack_flow,FIN13 Case 2,9,"[""T1083"",""T1595"",""T1505""]",3,"[""T1005"",""T1078"",""T1021"",""T1048"",""T1059""]"
attack_flow::FIN13 Case 2::0010,attack_flow,FIN13 Case 2,10,"[""T1595"",""T1505"",""T1078""]",3,"[""T1021"",""T1005"",""T1078"",""T1083"",""T1105""]"
attack_flow::FIN13 Case 2::0011,attack_flow,FIN13 Case 2,11,"[""T1505"",""T1078"",""T1111""]",3,"[""T1021"",""T1059"",""T1082"",""T1046"",""T1005""]"
attack_flow::FIN13 Case 2::0012,attack_flow,FIN13 Case 2,12,"[""T1078"",""T1111"",""T1041""]",3,"[""T1021"",""T1078"",""T1005"",""T1567"",""T1059""]"
attack_flow::FIN13 Case 2::0013,attack_flow,FIN13 Case 2,13,"[""T1111"",""T1041""]",2,"[""T1021"",""T1059"",""T1005"",""T1078"",""T1505""]"
attack_flow::FIN13 Case 2::0014,attack_flow,FIN13 Case 2,14,"[""T1041""]",1,"[""T1021"",""T1059"",""T1005"",""T1078"",""T1105""]"
attack_flow::Gootloader::0001,attack_flow,Gootloader,1,"[""T1189"",""T1204"",""T1059""]",3,"[""T1583"",""T1587"",""T1608"",""T1189"",""T1566""]"
attack_flow::Gootloader::0002,attack_flow,Gootloader,2,"[""T1204"",""T1059"",""T1112""]",3,"[""T1204"",""T1059"",""T1105"",""T1078"",""T1021""]"
attack_flow::Gootloader::0003,attack_flow,Gootloader,3,"[""T1059"",""T1112""]",2,"[""T1059"",""T1105"",""T1078"",""T1003"",""T1021""]"
attack_flow::Gootloader::0005,attack_flow,Gootloader,5,"[""T1059"",""T1053"",""T1218""]",3,"[""T1059"",""T1547"",""T1105"",""T1003"",""T1021""]"
attack_flow::Gootloader::0006,attack_flow,Gootloader,6,"[""T1053"",""T1218"",""T1087""]",3,"[""T1059"",""T1112"",""T1003"",""T1021"",""T1105""]"
attack_flow::Gootloader::0007,attack_flow,Gootloader,7,"[""T1218"",""T1087"",""T1059""]",3,"[""T1059"",""T1053"",""T1112"",""T1005"",""T1021""]"
attack_flow::Gootloader::0008,attack_flow,Gootloader,8,"[""T1087"",""T1059"",""T1562""]",3,"[""T1059"",""T1053"",""T1112"",""T1218"",""T1105""]"
attack_flow::Gootloader::0009,attack_flow,Gootloader,9,"[""T1059"",""T1562""]",2,"[""T1003"",""T1021"",""T1078"",""T1055"",""T1018""]"
attack_flow::Gootloader::0010,attack_flow,Gootloader,10,"[""T1562"",""T1059"",""T1047""]",3,"[""T1021"",""T1003"",""T1078"",""T1550"",""T1105""]"
attack_flow::Gootloader::0011,attack_flow,Gootloader,11,"[""T1059"",""T1047"",""T1518""]",3,"[""T1021"",""T1003"",""T1078"",""T1055"",""T1105""]"
attack_flow::Gootloader::0012,attack_flow,Gootloader,12,"[""T1047"",""T1518"",""T1059""]",3,"[""T1021"",""T1003"",""T1078"",""T1055"",""T1105""]"
attack_flow::Gootloader::0013,attack_flow,Gootloader,13,"[""T1518"",""T1059""]",2,"[""T1021"",""T1003"",""T1078"",""T1055"",""T1105""]"
attack_flow::Gootloader::0014,attack_flow,Gootloader,14,"[""T1059"",""T1555""]",2,"[""T1021"",""T1003"",""T1078"",""T1055"",""T1105""]"
attack_flow::Gootloader::0015,attack_flow,Gootloader,15,"[""T1059"",""T1555"",""T1021""]",3,"[""T1021"",""T1003"",""T1078"",""T1055"",""T1547""]"
attack_flow::Gootloader::0016,attack_flow,Gootloader,16,"[""T1555"",""T1021""]",2,"[""T1021"",""T1003"",""T1078"",""T1069"",""T1482""]"
attack_flow::Gootloader::0017,attack_flow,Gootloader,17,"[""T1021"",""T1562""]",2,"[""T1021"",""T1003"",""T1078"",""T1055"",""T1547""]"
attack_flow::Gootloader::0018,attack_flow,Gootloader,18,"[""T1021"",""T1562""]",2,"[""T1021"",""T1003"",""T1078"",""T1558"",""T1105""]"
attack_flow::Gootloader::0019,attack_flow,Gootloader,19,"[""T1562"",""T1021""]",2,"[""T1021"",""T1003"",""T1078"",""T1059"",""T1105""]"
attack_flow::Gootloader::0020,attack_flow,Gootloader,20,"[""T1021""]",1,"[""T1021"",""T1003"",""T1078"",""T1055"",""T1105""]"
attack_flow::Gootloader::0021,attack_flow,Gootloader,21,"[""T1021"",""T1059""]",2,"[""T1021"",""T1003"",""T1078"",""T1059"",""T1047""]"
attack_flow::Gootloader::0022,attack_flow,Gootloader,22,"[""T1021"",""T1059""]",2,"[""T1021"",""T1003"",""T1059"",""T1078"",""T1562""]"
attack_flow::Gootloader::0023,attack_flow,Gootloader,23,"[""T1059"",""T1021""]",2,"[""T1003"",""T1078"",""T1482"",""T1053"",""T1105""]"
attack_flow::Gootloader::0024,attack_flow,Gootloader,24,"[""T1021"",""T1059"",""T1039""]",3,"[""T1003"",""T1078"",""T1098"",""T1136"",""T1482""]"
attack_flow::Gootloader::0025,attack_flow,Gootloader,25,"[""T1059"",""T1039"",""T1046""]",3,"[""T1003"",""T1078"",""T1105"",""T1053"",""T1562""]"
attack_flow::Gootloader::0026,attack_flow,Gootloader,26,"[""T1039"",""T1046""]",2,"[""T1003"",""T1078"",""T1105"",""T1053"",""T1547""]"
attack_flow::Gootloader::0027,attack_flow,Gootloader,27,"[""T1046"",""T1039"",""T1021""]",3,"[""T1003"",""T1078"",""T1105"",""T1562"",""T1059""]"
attack_flow::Gootloader::0028,attack_flow,Gootloader,28,"[""T1039"",""T1021""]",2,"[""T1003"",""T1078"",""T1105"",""T1482"",""T1083""]"
attack_flow::Gootloader::0029,attack_flow,Gootloader,29,"[""T1021""]",1,"[""T1005"",""T1003"",""T1078"",""T1105"",""T1482""]"
attack_flow::Hancitor DLL::0001,attack_flow,Hancitor DLL,1,"[""T1204"",""T1059"",""T1218""]",3,"[""T1204"",""T1059"",""T1105"",""T1053"",""T1078""]"
attack_flow::Hancitor DLL::0002,attack_flow,Hancitor DLL,2,"[""T1059"",""T1218"",""T1105""]",3,"[""T1059"",""T1053"",""T1547"",""T1003"",""T1021""]"
attack_flow::Hancitor DLL::0003,attack_flow,Hancitor DLL,3,"[""T1218"",""T1105"",""T1055""]",3,"[""T1059"",""T1105"",""T1547"",""T1003"",""T1021""]"
attack_flow::Hancitor DLL::0004,attack_flow,Hancitor DLL,4,"[""T1105"",""T1055"",""T1087""]",3,"[""T1059"",""T1218"",""T1105"",""T1003"",""T1021""]"
attack_flow::Hancitor DLL::0005,attack_flow,Hancitor DLL,5,"[""T1055"",""T1087"",""T1105""]",3,"[""T1059"",""T1105"",""T1218"",""T1055"",""T1003""]"
attack_flow::Hancitor DLL::0006,attack_flow,Hancitor DLL,6,"[""T1087"",""T1105"",""T1497""]",3,"[""T1059"",""T1105"",""T1055"",""T1021"",""T1003""]"
attack_flow::Hancitor DLL::0007,attack_flow,Hancitor DLL,7,"[""T1105"",""T1497"",""T1218""]",3,"[""T1055"",""T1003"",""T1021"",""T1078"",""T1053""]"
attack_flow::Hancitor DLL::0008,attack_flow,Hancitor DLL,8,"[""T1497"",""T1218"",""T1027""]",3,"[""T1055"",""T1003"",""T1021"",""T1078"",""T1105""]"
attack_flow::Hancitor DLL::0010,attack_flow,Hancitor DLL,10,"[""T1027"",""T1059"",""T1105""]",3,"[""T1059"",""T1105"",""T1055"",""T1087"",""T1218""]"
attack_flow::Hancitor DLL::0011,attack_flow,Hancitor DLL,11,"[""T1059"",""T1105"",""T1027""]",3,"[""T1059"",""T1105"",""T1003"",""T1021"",""T1078""]"
attack_flow::Hancitor DLL::0012,attack_flow,Hancitor DLL,12,"[""T1105"",""T1027""]",2,"[""T1059"",""T1105"",""T1055"",""T1003"",""T1021""]"
attack_flow::Hancitor DLL::0013,attack_flow,Hancitor DLL,13,"[""T1027"",""T1105"",""T1212""]",3,"[""T1059"",""T1105"",""T1021"",""T1003"",""T1078""]"
attack_flow::Hancitor DLL::0014,attack_flow,Hancitor DLL,14,"[""T1105"",""T1212"",""T1550""]",3,"[""T1059"",""T1105"",""T1027"",""T1003"",""T1021""]"
attack_flow::Hancitor DLL::0015,attack_flow,Hancitor DLL,15,"[""T1212"",""T1550"",""T1105""]",3,"[""T1059"",""T1105"",""T1027"",""T1003"",""T1021""]"
attack_flow::Hancitor DLL::0016,attack_flow,Hancitor DLL,16,"[""T1550"",""T1105"",""T1059""]",3,"[""T1021"",""T1078"",""T1003"",""T1059"",""T1105""]"
attack_flow::Hancitor DLL::0017,attack_flow,Hancitor DLL,17,"[""T1105"",""T1059"",""T1595""]",3,"[""T1021"",""T1003"",""T1078"",""T1059"",""T1105""]"
attack_flow::Hancitor DLL::0018,attack_flow,Hancitor DLL,18,"[""T1059"",""T1595""]",2,"[""T1059"",""T1105"",""T1003"",""T1021"",""T1078""]"
attack_flow::Hancitor DLL::0019,attack_flow,Hancitor DLL,19,"[""T1595""]",1,"[""T1059"",""T1105"",""T1021"",""T1003"",""T1078""]"
attack_flow::Ivanti Vulnerabilities::0001,attack_flow,Ivanti Vulnerabilities,1,"[""T1554"",""T1056"",""T1021""]",3,"[""T1059"",""T1078"",""T1021"",""T1003"",""T1105""]"
attack_flow::Ivanti Vulnerabilities::0002,attack_flow,Ivanti Vulnerabilities,2,"[""T1056"",""T1021"",""T1003""]",3,"[""T1059"",""T1078"",""T1021"",""T1003"",""T1105""]"
attack_flow::Ivanti Vulnerabilities::0003,attack_flow,Ivanti Vulnerabilities,3,"[""T1021"",""T1003"",""T1560""]",3,"[""T1078"",""T1021"",""T1003"",""T1059"",""T1105""]"
attack_flow::Ivanti Vulnerabilities::0004,attack_flow,Ivanti Vulnerabilities,4,"[""T1003"",""T1560""]",2,"[""T1078"",""T1003"",""T1059"",""T1021"",""T1105""]"
attack_flow::Ivanti Vulnerabilities::0005,attack_flow,Ivanti Vulnerabilities,5,"[""T1560""]",1,"[""T1078"",""T1021"",""T1003"",""T1055"",""T1105""]"
attack_flow::JP Morgan Breach::0001,attack_flow,JP Morgan Breach,1,"[""T1056"",""T1190"",""T1068""]",3,"[""T1204"",""T1059"",""T1078"",""T1003"",""T1105""]"
attack_flow::JP Morgan Breach::0002,attack_flow,JP Morgan Breach,2,"[""T1190"",""T1068"",""T1056""]",3,"[""T1078"",""T1021"",""T1003"",""T1059"",""T1105""]"
attack_flow::JP Morgan Breach::0003,attack_flow,JP Morgan Breach,3,"[""T1068"",""T1056"",""T1030""]",3,"[""T1078"",""T1021"",""T1003"",""T1059"",""T1105""]"
attack_flow::JP Morgan Breach::0004,attack_flow,JP Morgan Breach,4,"[""T1056"",""T1030"",""T1090""]",3,"[""T1078"",""T1021"",""T1003"",""T1059"",""T1136""]"
attack_flow::JP Morgan Breach::0005,attack_flow,JP Morgan Breach,5,"[""T1030"",""T1090""]",2,"[""T1078"",""T1021"",""T1003"",""T1105"",""T1059""]"
attack_flow::JP Morgan Breach::0006,attack_flow,JP Morgan Breach,6,"[""T1090"",""T1070""]",2,"[""T1003"",""T1021"",""T1078"",""T1059"",""T1105""]"
attack_flow::JP Morgan Breach::0008,attack_flow,JP Morgan Breach,8,"[""T1070"",""T1190""]",2,"[""T1078"",""T1021"",""T1003"",""T1105"",""T1485""]"
attack_flow::JP Morgan Breach::0009,attack_flow,JP Morgan Breach,9,"[""T1190""]",1,"[""T1078"",""T1005"",""T1041"",""T1021"",""T1485""]"
attack_flow::MITRE NERVE::0001,attack_flow,MITRE NERVE,1,"[""T1505"",""T1563"",""T1078""]",3,"[""T1078"",""T1133"",""T1021"",""T1059"",""T1003""]"
attack_flow::MITRE NERVE::0002,attack_flow,MITRE NERVE,2,"[""T1563"",""T1078"",""T1021""]",3,"[""T1059"",""T1078"",""T1021"",""T1003"",""T1105""]"
attack_flow::MITRE NERVE::0003,attack_flow,MITRE NERVE,3,"[""T1078"",""T1021"",""T1119""]",3,"[""T1078"",""T1003"",""T1021"",""T1059"",""T1105""]"
attack_flow::MITRE NERVE::0004,attack_flow,MITRE NERVE,4,"[""T1021"",""T1119"",""T1005""]",3,"[""T1021"",""T1003"",""T1059"",""T1078"",""T1505""]"
attack_flow::MITRE NERVE::0005,attack_flow,MITRE NERVE,5,"[""T1119"",""T1005"",""T1041""]",3,"[""T1003"",""T1078"",""T1021"",""T1059"",""T1505""]"
attack_flow::MITRE NERVE::0006,attack_flow,MITRE NERVE,6,"[""T1005"",""T1041""]",2,"[""T1003"",""T1105"",""T1562"",""T1078"",""T1021""]"
attack_flow::MITRE NERVE::0007,attack_flow,MITRE NERVE,7,"[""T1041""]",1,"[""T1078"",""T1021"",""T1003"",""T1105"",""T1562""]"
attack_flow::Maastricht University Ransomware::0001,attack_flow,Maastricht University Ransomware,1,"[""T1204"",""T1059"",""T1210""]",3,"[""T1204"",""T1059"",""T1105"",""T1547"",""T1021""]"
attack_flow::Maastricht University Ransomware::0003,attack_flow,Maastricht University Ransomware,3,"[""T1210"",""T1068"",""T1003""]",3,"[""T1059"",""T1078"",""T1021"",""T1003"",""T1105""]"
attack_flow::Maastricht University Ransomware::0004,attack_flow,Maastricht University Ransomware,4,"[""T1068"",""T1003"",""T1059""]",3,"[""T1059"",""T1021"",""T1003"",""T1078"",""T1105""]"
attack_flow::Maastricht University Ransomware::0005,attack_flow,Maastricht University Ransomware,5,"[""T1003"",""T1059"",""T1018""]",3,"[""T1021"",""T1003"",""T1078"",""T1105"",""T1053""]"
attack_flow::Maastricht University Ransomware::0006,attack_flow,Maastricht University Ransomware,6,"[""T1059"",""T1018"",""T1105""]",3,"[""T1021"",""T1078"",""T1105"",""T1053"",""T1005""]"
attack_flow::Maastricht University Ransomware::0007,attack_flow,Maastricht University Ransomware,7,"[""T1018"",""T1105"",""T1562""]",3,"[""T1021"",""T1078"",""T1053"",""T1005"",""T1105""]"
attack_flow::Maastricht University Ransomware::0008,attack_flow,Maastricht University Ransomware,8,"[""T1105"",""T1562""]",2,"[""T1021"",""T1078"",""T1105"",""T1005"",""T1053""]"
attack_flow::Maastricht University Ransomware::0009,attack_flow,Maastricht University Ransomware,9,"[""T1562"",""T1486""]",2,"[""T1486"",""T1021"",""T1078"",""T1482"",""T1059""]"
attack_flow::Maastricht University Ransomware::0010,attack_flow,Maastricht University Ransomware,10,"[""T1562"",""T1486""]",2,"[""T1021"",""T1078"",""T1486"",""T1005"",""T1070""]"
attack_flow::Maastricht University Ransomware::0011,attack_flow,Maastricht University Ransomware,11,"[""T1486""]",1,"[""T1021"",""T1486"",""T1078"",""T1005"",""T1059""]"
attack_flow::Mac Malware Steals Crypto::0001,attack_flow,Mac Malware Steals Crypto,1,"[""T1211"",""T1105"",""T1059""]",3,"[""T1003"",""T1078"",""T1021"",""T1105"",""T1059""]"
attack_flow::Mac Malware Steals Crypto::0002,attack_flow,Mac Malware Steals Crypto,2,"[""T1105"",""T1059"",""T1518""]",3,"[""T1003"",""T1078"",""T1021"",""T1105"",""T1055""]"
attack_flow::Mac Malware Steals Crypto::0004,attack_flow,Mac Malware Steals Crypto,4,"[""T1518""]",1,"[""T1078"",""T1021"",""T1003"",""T1053"",""T1041""]"
attack_flow::Marriott Breach::0001,attack_flow,Marriott Breach,1,"[""T1555"",""T1590"",""T1001""]",3,"[""T1078"",""T1059"",""T1021"",""T1003"",""T1105""]"
attack_flow::Marriott Breach::0002,attack_flow,Marriott Breach,2,"[""T1590"",""T1001"",""T1070""]",3,"[""T1078"",""T1021"",""T1003"",""T1059"",""T1105""]"
attack_flow::Marriott Breach::0003,attack_flow,Marriott Breach,3,"[""T1001"",""T1070""]",2,"[""T1078"",""T1021"",""T1003"",""T1087"",""T1105""]"
attack_flow::Marriott Breach::0004,attack_flow,Marriott Breach,4,"[""T1070""]",1,"[""T1078"",""T1021"",""T1005"",""T1505"",""T1041""]"
attack_flow::Muddy Water::0001,attack_flow,Muddy Water,1,"[""T1204"",""T1059""]",2,"[""T1204"",""T1059"",""T1105"",""T1078"",""T1021""]"
attack_flow::Muddy Water::0002,attack_flow,Muddy Water,2,"[""T1204"",""T1059"",""T1547""]",3,"[""T1059"",""T1105"",""T1547"",""T1003"",""T1021""]"
attack_flow::Muddy Water::0003,attack_flow,Muddy Water,3,"[""T1059"",""T1547""]",2,"[""T1059"",""T1105"",""T1547"",""T1003"",""T1021""]"
attack_flow::Muddy Water::0004,attack_flow,Muddy Water,4,"[""T1547"",""T1059""]",2,"[""T1059"",""T1105"",""T1547"",""T1003"",""T1027""]"
attack_flow::Muddy Water::0005,attack_flow,Muddy Water,5,"[""T1059"",""T1105""]",2,"[""T1059"",""T1547"",""T1005"",""T1082"",""T1105""]"
attack_flow::Muddy Water::0006,attack_flow,Muddy Water,6,"[""T1059"",""T1105""]",2,"[""T1059"",""T1547"",""T1105"",""T1003"",""T1021""]"
attack_flow::Muddy Water::0008,attack_flow,Muddy Water,8,"[""T1059"",""T1486""]",2,"[""T1059"",""T1105"",""T1003"",""T1021"",""T1078""]"
attack_flow::Muddy Water::0009,attack_flow,Muddy Water,9,"[""T1486""]",1,"[""T1059"",""T1105"",""T1005"",""T1082"",""T1021""]"
attack_flow::NotPetya::0001,attack_flow,NotPetya,1,"[""T1195""]",1,"[""T1595"",""T1598"",""T1592"",""T1078"",""T1566""]"
attack_flow::NotPetya::0002,attack_flow,NotPetya,2,"[""T1195"",""T1036""]",2,"[""T1078"",""T1105"",""T1059"",""T1005"",""T1021""]"
attack_flow::NotPetya::0003,attack_flow,NotPetya,3,"[""T1195"",""T1036"",""T1057""]",3,"[""T1195"",""T1105"",""T1059"",""T1078"",""T1021""]"
attack_flow::NotPetya::0004,attack_flow,NotPetya,4,"[""T1036"",""T1057"",""T1003""]",3,"[""T1059"",""T1078"",""T1021"",""T1005"",""T1105""]"
attack_flow::NotPetya::0008,attack_flow,NotPetya,8,"[""T1055"",""T1218"",""T1542""]",3,"[""T1021"",""T1078"",""T1059"",""T1005"",""T1486""]"
attack_flow::NotPetya::0009,attack_flow,NotPetya,9,"[""T1218"",""T1542"",""T1053""]",3,"[""T1055"",""T1003"",""T1021"",""T1486"",""T1078""]"
attack_flow::NotPetya::0010,attack_flow,NotPetya,10,"[""T1542"",""T1053"",""T1529""]",3,"[""T1021"",""T1053"",""T1078"",""T1105"",""T1486""]"
attack_flow::NotPetya::0011,attack_flow,NotPetya,11,"[""T1053"",""T1529"",""T1486""]",3,"[""T1021"",""T1078"",""T1105"",""T1486"",""T1059""]"
attack_flow::NotPetya::0012,attack_flow,NotPetya,12,"[""T1529"",""T1486"",""T1070""]",3,"[""T1021"",""T1003"",""T1486"",""T1070"",""T1059""]"
attack_flow::NotPetya::0013,attack_flow,NotPetya,13,"[""T1486"",""T1070"",""T1529""]",3,"[""T1021"",""T1003"",""T1486"",""T1078"",""T1105""]"
attack_flow::NotPetya::0014,attack_flow,NotPetya,14,"[""T1070"",""T1529"",""T1485""]",3,"[""T1486"",""T1070"",""T1021"",""T1059"",""T1105""]"
attack_flow::NotPetya::0015,attack_flow,NotPetya,15,"[""T1529"",""T1485""]",2,"[""T1078"",""T1021"",""T1105"",""T1005"",""T1562""]"
attack_flow::NotPetya::0016,attack_flow,NotPetya,16,"[""T1485""]",1,"[""T1070"",""T1053"",""T1542"",""T1003"",""T1021""]"
attack_flow::OceanLotus::0001,attack_flow,OceanLotus,1,"[""T1566"",""T1204"",""T1036""]",3,"[""T1204"",""T1059"",""T1105"",""T1053"",""T1078""]"
attack_flow::OceanLotus::0002,attack_flow,OceanLotus,2,"[""T1204"",""T1036"",""T1027""]",3,"[""T1204"",""T1059"",""T1105"",""T1078"",""T1021""]"
attack_flow::OceanLotus::0003,attack_flow,OceanLotus,3,"[""T1036"",""T1027"",""T1543""]",3,"[""T1204"",""T1059"",""T1547"",""T1105"",""T1005""]"
attack_flow::OceanLotus::0004,attack_flow,OceanLotus,4,"[""T1027"",""T1543"",""T1070""]",3,"[""T1059"",""T1078"",""T1021"",""T1003"",""T1105""]"
attack_flow::OceanLotus::0005,attack_flow,OceanLotus,5,"[""T1543"",""T1070"",""T1082""]",3,"[""T1059"",""T1105"",""T1003"",""T1078"",""T1021""]"
attack_flow::OceanLotus::0006,attack_flow,OceanLotus,6,"[""T1070"",""T1082"",""T1041""]",3,"[""T1059"",""T1071"",""T1005"",""T1057"",""T1547""]"
attack_flow::OceanLotus::0007,attack_flow,OceanLotus,7,"[""T1082"",""T1041"",""T1018""]",3,"[""T1059"",""T1003"",""T1021"",""T1105"",""T1078""]"
attack_flow::OceanLotus::0008,attack_flow,OceanLotus,8,"[""T1041"",""T1018"",""T1105""]",3,"[""T1059"",""T1003"",""T1105"",""T1021"",""T1078""]"
attack_flow::OceanLotus::0009,attack_flow,OceanLotus,9,"[""T1018"",""T1105"",""T1021""]",3,"[""T1003"",""T1078"",""T1021"",""T1105"",""T1482""]"
attack_flow::OceanLotus::0010,attack_flow,OceanLotus,10,"[""T1105"",""T1021""]",2,"[""T1021"",""T1003"",""T1078"",""T1105"",""T1059""]"
attack_flow::OceanLotus::0011,attack_flow,OceanLotus,11,"[""T1021"",""T1059""]",2,"[""T1021"",""T1003"",""T1078"",""T1105"",""T1059""]"
attack_flow::OceanLotus::0012,attack_flow,OceanLotus,12,"[""T1021"",""T1059"",""T1082""]",3,"[""T1059"",""T1078"",""T1003"",""T1105"",""T1021""]"
attack_flow::OceanLotus::0013,attack_flow,OceanLotus,13,"[""T1059"",""T1082"",""T1041""]",3,"[""T1059"",""T1003"",""T1078"",""T1105"",""T1041""]"
attack_flow::OceanLotus::0014,attack_flow,OceanLotus,14,"[""T1082"",""T1041"",""T1119""]",3,"[""T1059"",""T1003"",""T1021"",""T1105"",""T1078""]"
attack_flow::OceanLotus::0015,attack_flow,OceanLotus,15,"[""T1041"",""T1119"",""T1564""]",3,"[""T1082"",""T1059"",""T1005"",""T1003"",""T1543""]"
attack_flow::OceanLotus::0016,attack_flow,OceanLotus,16,"[""T1119"",""T1564"",""T1083""]",3,"[""T1005"",""T1055"",""T1078"",""T1021"",""T1105""]"
attack_flow::OceanLotus::0017,attack_flow,OceanLotus,17,"[""T1564"",""T1083"",""T1074""]",3,"[""T1005"",""T1003"",""T1059"",""T1105"",""T1021""]"
attack_flow::OceanLotus::0018,attack_flow,OceanLotus,18,"[""T1083"",""T1074"",""T1041""]",3,"[""T1059"",""T1005"",""T1003"",""T1078"",""T1105""]"
attack_flow::OceanLotus::0019,attack_flow,OceanLotus,19,"[""T1074"",""T1041""]",2,"[""T1005"",""T1003"",""T1059"",""T1105"",""T1078""]"
attack_flow::OceanLotus::0020,attack_flow,OceanLotus,20,"[""T1041""]",1,"[""T1005"",""T1003"",""T1059"",""T1021"",""T1070""]"
attack_flow::REvil::0001,attack_flow,REvil,1,"[""T1068"",""T1140"",""T1134""]",3,"[""T1204"",""T1059"",""T1078"",""T1021"",""T1003""]"
attack_flow::REvil::0002,attack_flow,REvil,2,"[""T1140"",""T1134"",""T1012""]",3,"[""T1059"",""T1078"",""T1021"",""T1003"",""T1105""]"
attack_flow::REvil::0003,attack_flow,REvil,3,"[""T1134"",""T1012"",""T1033""]",3,"[""T1059"",""T1003"",""T1021"",""T1078"",""T1105""]"
attack_flow::REvil::0004,attack_flow,REvil,4,"[""T1012"",""T1033"",""T1027""]",3,"[""T1059"",""T1003"",""T1021"",""T1105"",""T1078""]"
attack_flow::REvil::0005,attack_flow,REvil,5,"[""T1033"",""T1027"",""T1112""]",3,"[""T1059"",""T1003"",""T1021"",""T1078"",""T1105""]"
attack_flow::REvil::0006,attack_flow,REvil,6,"[""T1027"",""T1112"",""T1489""]",3,"[""T1057"",""T1082"",""T1053"",""T1547"",""T1005""]"
attack_flow::REvil::0007,attack_flow,REvil,7,"[""T1112"",""T1489"",""T1059""]",3,"[""T1057"",""T1082"",""T1053"",""T1547"",""T1021""]"
attack_flow::REvil::0008,attack_flow,REvil,8,"[""T1489"",""T1059"",""T1490""]",3,"[""T1057"",""T1082"",""T1547"",""T1021"",""T1005""]"
attack_flow::REvil::0009,attack_flow,REvil,9,"[""T1059"",""T1490"",""T1485""]",3,"[""T1059"",""T1005"",""T1547"",""T1021"",""T1486""]"
attack_flow::REvil::0010,attack_flow,REvil,10,"[""T1490"",""T1485"",""T1083""]",3,"[""T1059"",""T1003"",""T1021"",""T1078"",""T1105""]"
attack_flow::REvil::0011,attack_flow,REvil,11,"[""T1485"",""T1083"",""T1135""]",3,"[""T1059"",""T1003"",""T1021"",""T1078"",""T1105""]"
attack_flow::REvil::0012,attack_flow,REvil,12,"[""T1083"",""T1135"",""T1486""]",3,"[""T1486"",""T1070"",""T1021"",""T1005"",""T1053""]"
