bundle_file,campaign_id,campaign_name,first_seen,last_seen,campaign_reports,campaign_uses_attack_pattern_edges,unique_mitre_attack_ids,mitre_attack_ids,uses_created_unique,uses_modified_unique,report_attack_pattern_refs,attack_pattern_to_attack_pattern_edges,temporal_attack_pattern_edges,occurrence_sequence_fields,sequence_eligible,reason
icedid.json,campaign--98b54e64-deaa-44d2-a957-c6e851996092,2022-08-03 IcedID delivered via ISO images leads to CobaltStrike,2022-08-03T04:00:00.000Z,2022-08-04T04:00:00.000Z,1,2,2,"[""T1071"",""T1566.001""]",1,1,2,0,0,[],0,unordered campaign-to-technique membership only
iron-taurus.json,campaign--443fc92f-1712-444e-872b-fd76106e61c2,SharePoint Webshells - APT27,2019-04-01T00:00:00.000Z,2019-04-16T00:00:00.000Z,1,20,10,"[""T1021.002"",""T1041"",""T1043"",""T1046"",""T1071"",""T1105"",""T1190"",""T1210"",""T1505.003"",""T1550.002""]",5,5,10,0,0,[],0,unordered campaign-to-technique membership only
javascript-injection.json,campaign--a480f0f4-8a4d-4ca0-9b70-ccc6ea4e2bba,JavaScript injection campaign,2022-01-01T00:00:00.000Z,2023-02-27T00:00:00.000Z,1,7,7,"[""T1059.007"",""T1105"",""T1140"",""T1190"",""T1584"",""T1584.006"",""T1608.001""]",4,1,7,0,0,[],0,unordered campaign-to-technique membership only
lockbit-2.0-ransomware.json,campaign--e82a4754-515c-4e3c-be55-8b4ececb4325,Campaign 1 - Lockbit 2.0,2019-12-01T00:00:00.000Z,2021-08-01T00:00:00.000Z,1,35,19,"[""T1018"",""T1021.001"",""T1021.002"",""T1047"",""T1053"",""T1055"",""T1057"",""T1059.003"",""T1070.001"",""T1070.004"",""T1070.006"",""T1071.004"",""T1078"",""T1091"",""T1486"",""T1490"",""T1497.001"",""T1547.001"",""T1547.006""]",9,3,19,0,0,[],0,unordered campaign-to-technique membership only
lokibot.json,campaign--d3963186-c9c9-4563-9b00-4c551e276f3e,Winter 2022,2022-12-25T05:00:00.000Z,2022-12-30T05:00:00.000Z,1,5,5,"[""T1027"",""T1105"",""T1204.002"",""T1566"",""T1583""]",4,1,5,0,0,[],0,unordered campaign-to-technique membership only
mangataurus.json,campaign--2d3ff3bb-6660-4fc8-8b47-3f1df5df8d19,Campaign 1 - Manga Taurus: Novel Chinese Shellcode Unmasked,2020-08-01T00:00:00.000Z,2020-08-31T00:00:00.000Z,1,16,9,"[""T1012"",""T1027"",""T1027.002"",""T1071.001"",""T1082"",""T1105"",""T1106"",""T1497.003"",""T1573.002""]",4,3,9,0,0,[],0,unordered campaign-to-technique membership only
maze-ransomware.json,campaign--f69de074-6abd-45a1-909f-51ef8fce808a,Campaign 1 - [Endor] Maze Ransomware,2020-04-01T00:00:00.000Z,2020-04-28T15:48:29.713Z,1,64,33,"[""T1003"",""T1021.001"",""T1027"",""T1041"",""T1048"",""T1057"",""T1059"",""T1059.001"",""T1059.004"",""T1059.005"",""T1059.006"",""T1059.007"",""T1068"",""T1071"",""T1078"",""T1082"",""T1083"",""T1105"",""T1110"",""T1133"",""T1135"",""T1189"",""T1199"",""T1486"",""T1518"",""T1543.003"",""T1547.001"",""T1560.001"",""T1562.001"",""T1564.004"",""T1566.001"",""T1569.002"",""T1573.002""]",27,10,33,0,0,[],0,unordered campaign-to-technique membership only
mespinoza-ransomware.json,campaign--6257ca57-9113-4c12-95d8-12b8ce74dc39,Campaign 1 - Mespinoza Ransomware,2020-04-01T00:00:00.000Z,2021-03-23T00:00:00.000Z,1,24,12,"[""T1036"",""T1057"",""T1059.001"",""T1070.004"",""T1071"",""T1090.002"",""T1112"",""T1486"",""T1497"",""T1547.001"",""T1562"",""T1569.002""]",13,4,12,0,0,[],0,unordered campaign-to-technique membership only
moldypisces.json,campaign--054e7551-bbbe-4e7f-b923-73fb08fa00b2,FreeMilk,2017-05-01T00:00:00.000Z,2017-05-01T00:00:00.000Z,1,20,15,"[""T1016"",""T1027"",""T1047"",""T1057"",""T1059.004"",""T1059.005"",""T1059.006"",""T1059.007"",""T1082"",""T1087"",""T1105"",""T1203"",""T1218.005"",""T1547.001"",""T1566.001""]",4,4,15,0,0,[],0,unordered campaign-to-technique membership only
moldypisces.json,campaign--3426134b-85ea-4ed3-9039-9a5d0eeeae34,Evil New Year 2017,2016-11-01T00:00:00.000Z,2017-01-01T00:00:00.000Z,1,12,9,"[""T1033"",""T1055"",""T1082"",""T1083"",""T1105"",""T1112"",""T1189"",""T1204"",""T1566.001""]",5,5,9,0,0,[],0,unordered campaign-to-technique membership only
moldypisces.json,campaign--678cfe32-ddc9-4b46-90f5-58bd58eb6709,North Korea Human Rights,2017-08-01T00:00:00.000Z,2017-08-01T00:00:00.000Z,1,21,14,"[""T1036"",""T1041"",""T1055"",""T1059.004"",""T1059.005"",""T1059.006"",""T1059.007"",""T1082"",""T1083"",""T1102"",""T1113"",""T1204"",""T1552.001"",""T1566.001""]",5,5,14,0,0,[],0,unordered campaign-to-technique membership only
moldypisces.json,campaign--d0eecea5-3ea9-41d0-8c84-f7358c2ca50a,Evil New Year 2018,2018-01-02T00:00:00.000Z,2018-01-02T00:00:00.000Z,1,6,5,"[""T1041"",""T1071"",""T1082"",""T1102"",""T1566.001""]",3,3,5,0,0,[],0,unordered campaign-to-technique membership only
moldypisces.json,campaign--de3b5770-d20d-4090-88d4-5dbea9a37b7c,Golden Time,2016-08-01T00:00:00.000Z,2017-03-01T00:00:00.000Z,1,13,9,"[""T1041"",""T1055"",""T1056"",""T1057"",""T1078"",""T1082"",""T1102"",""T1204"",""T1566.001""]",2,2,9,0,0,[],0,unordered campaign-to-technique membership only
moneylibra.json,campaign--0f8d9aa5-71fc-4f22-ba94-02afcf7183eb,Campaign 2 - Leveraging Log4j to gain CSP credentials,2021-12-10T07:00:00.000Z,2021-12-11T07:00:00.000Z,1,34,23,"[""T1014"",""T1018"",""T1021"",""T1048"",""T1053"",""T1057"",""T1059"",""T1071"",""T1078"",""T1083"",""T1087"",""T1095"",""T1105"",""T1133"",""T1218.001"",""T1222"",""T1496"",""T1552"",""T1564"",""T1574"",""T1595"",""T1609"",""T1610""]",6,2,11,0,0,[],0,unordered campaign-to-technique membership only
moneylibra.json,campaign--3e5b4ff5-912f-4279-908e-5063d735c885,Campaign 1 - Cryptomining Operations,2022-01-10T22:26:56.000Z,2022-04-14T00:06:58.000Z,1,17,17,"[""T1014"",""T1018"",""T1021"",""T1053"",""T1057"",""T1071"",""T1078"",""T1083"",""T1105"",""T1133"",""T1218.001"",""T1222"",""T1496"",""T1552"",""T1595"",""T1609"",""T1610""]",4,1,17,0,0,[],0,unordered campaign-to-technique membership only
monsterlibra.json,campaign--3826bc09-733e-4c85-9dfd-8c1d44c9efbf,Monster Libra thread-hijacked email activity,2022-08-29T04:00:00.000Z,2022-08-29T04:00:00.000Z,1,9,9,"[""T1059.005"",""T1071.001"",""T1105"",""T1137.001"",""T1204"",""T1204.002"",""T1218.010"",""T1218.011"",""T1566.001""]",4,1,9,0,0,[],0,unordered campaign-to-technique membership only
monsterlibra.json,campaign--6fbf64bf-5292-4de9-aa56-4707c9062ad1,Monster Libra Campaign 2 - Malicious Macro Documents Dropping Valak,2020-04-01T00:00:00.000Z,2020-07-24T00:00:00.000Z,1,17,14,"[""T1008"",""T1027"",""T1033"",""T1053.005"",""T1059.005"",""T1059.007"",""T1071.001"",""T1082"",""T1105"",""T1112"",""T1204.002"",""T1218.010"",""T1564.004"",""T1566.001""]",1,1,14,0,0,[],0,unordered campaign-to-technique membership only
monsterlibra.json,campaign--8712b7d7-a957-4dc3-aefa-520cca926dd9,Monster Libra Campaign 3 - Email Attack Campaign switches from Valak to IcedID,2020-07-14T00:00:00.000Z,2020-12-16T00:00:00.000Z,1,19,12,"[""T1027.003"",""T1053.005"",""T1059.005"",""T1071.001"",""T1082"",""T1105"",""T1137.001"",""T1204"",""T1204.002"",""T1218.010"",""T1218.011"",""T1566.001""]",1,1,12,0,0,[],0,unordered campaign-to-technique membership only
monsterlibra.json,campaign--a75a507b-9476-4128-a84d-7f008468a2f4,Monster Libra pushing SVCready malware,2022-08-15T04:00:00.000Z,2022-08-15T04:00:00.000Z,1,5,5,"[""T1053.005"",""T1071.001"",""T1137.001"",""T1204"",""T1566.001""]",2,1,5,0,0,[],0,unordered campaign-to-technique membership only
monsterlibra.json,campaign--e11293ff-6e7c-4844-adb4-5f1c54a3e882,Monster Libra Campaign 1 - Spoofing Legitimate Email Chains,2019-02-04T00:00:00.000Z,2019-12-01T00:00:00.000Z,1,10,8,"[""T1053"",""T1059.005"",""T1071.001"",""T1083"",""T1105"",""T1137.001"",""T1204.002"",""T1566.001""]",1,1,8,0,0,[],0,unordered campaign-to-technique membership only
muddled-libra.json,campaign--d64e8a07-5681-4673-a967-d98897924b4b,Threat Assessment 2023,2022-03-23T04:00:00.000Z,2023-04-07T04:00:00.000Z,1,35,35,"[""T1003.005"",""T1005"",""T1007"",""T1016"",""T1018"",""T1021.001"",""T1041"",""T1046"",""T1048"",""T1057"",""T1069.002"",""T1074.001"",""T1078"",""T1082"",""T1083"",""T1087"",""T1090"",""T1105"",""T1133"",""T1135"",""T1204.001"",""T1213.001"",""T1213.002"",""T1213.003"",""T1555"",""T1560.001"",""T1562.001"",""T1562.004"",""T1566.002"",""T1572"",""T1588"",""T1588.002"",""T1589"",""T1589.003"",""T1621""]",1,1,35,0,0,[],0,unordered campaign-to-technique membership only
mulelibra.json,campaign--59ce815f-0698-47e5-a875-e1e2862efc1c,Campaign 1 - [Playbook] Mule Libra,2018-10-01T00:00:00.000Z,2018-10-01T00:00:00.000Z,1,16,10,"[""T1059.004"",""T1059.005"",""T1059.006"",""T1059.007"",""T1071"",""T1105"",""T1204"",""T1218.003"",""T1566.001"",""T1566.002""]",5,5,10,0,0,[],0,unordered campaign-to-technique membership only
nascentursa.json,campaign--e73284c8-5d28-486c-956a-a14804d5033f,Nascent Ursa,2021-03-01T05:00:00.000Z,2022-02-23T05:00:00.000Z,1,38,19,"[""T1005"",""T1041"",""T1043"",""T1056.004"",""T1059.001"",""T1070.004"",""T1071.004"",""T1074.001"",""T1082"",""T1102"",""T1105"",""T1140"",""T1204.001"",""T1204.002"",""T1218.010"",""T1562.001"",""T1566.001"",""T1566.002"",""T1583""]",4,2,19,0,0,[],0,unordered campaign-to-technique membership only
obscureserpens.json,campaign--6320584e-3ef0-4a72-aaf8-0a49fa1d477c,IQY Attachment E-mails,2018-07-15T00:00:00.000Z,2018-07-16T00:00:00.000Z,1,25,19,"[""T1001"",""T1016"",""T1027"",""T1033"",""T1047"",""T1057"",""T1059"",""T1059.001"",""T1059.004"",""T1059.005"",""T1059.006"",""T1059.007"",""T1082"",""T1094"",""T1105"",""T1113"",""T1204"",""T1547.001"",""T1566.001""]",4,4,19,0,0,[],0,unordered campaign-to-technique membership only
obscureserpens.json,campaign--815f8975-d3c0-4a0d-b58b-7ed72b8472fc,Credential Harvesting Attack,2017-09-24T00:00:00.000Z,2018-01-22T00:00:00.000Z,1,10,5,"[""T1071"",""T1187"",""T1204"",""T1221"",""T1566.001""]",6,3,5,0,0,[],0,unordered campaign-to-technique membership only
owassrf-vulnerability-exploitation.json,campaign--894ab67d-3eab-4d2f-a7f8-9769c6ed202e,OWASSRF Vulnerability Exploitation used to deliver SilverArrow,2022-11-01T05:00:00.000Z,2023-01-02T06:00:00.000Z,1,13,13,"[""T1003.001"",""T1021.001"",""T1027"",""T1033"",""T1059.001"",""T1071.001"",""T1098"",""T1105"",""T1132.001"",""T1136.001"",""T1190"",""T1219"",""T1572""]",1,1,13,0,0,[],0,unordered campaign-to-technique membership only
pastydraco.json,campaign--627f7e42-410a-4f64-8890-58cb441687ce,Campaign 1 - [Playbook] Pasty Draco,2018-02-01T05:00:00.000Z,2018-08-01T04:00:00.000Z,1,21,16,"[""T1027"",""T1055"",""T1059.001"",""T1059.004"",""T1059.005"",""T1059.006"",""T1059.007"",""T1071"",""T1105"",""T1112"",""T1203"",""T1204"",""T1547.001"",""T1547.009"",""T1566.001"",""T1571""]",6,5,16,0,0,[],0,unordered campaign-to-technique membership only
playful-taurus.json,campaign--96fbc1d2-f631-4fb1-9e53-8faba0a55f7e,Chinese Playful Taurus Activity in Iran,2021-03-31T23:00:00.000Z,2022-12-31T00:00:00.000Z,1,12,12,"[""T1001"",""T1027.002"",""T1105"",""T1132"",""T1132.002"",""T1140"",""T1543.003"",""T1547.001"",""T1573.001"",""T1573.002"",""T1583.001"",""T1588.004""]",5,1,12,0,0,[],0,unordered campaign-to-technique membership only
plugx-malware.json,campaign--d7d8b530-8756-4d38-8566-9b1bac1fd508,PlugX infecting USB removable devices,2022-07-01T05:00:00.000Z,2022-12-16T06:00:00.000Z,1,8,8,"[""T1027"",""T1036"",""T1091"",""T1105"",""T1547.009"",""T1559.001"",""T1564.001"",""T1574.002""]",2,1,8,0,0,[],0,unordered campaign-to-technique membership only
popping-eagle.json,campaign--715ed8bc-7f26-436e-8731-250d92022925,analytic detectors to detect global statistical anomalies on endpoints,2021-12-20T00:00:00.000Z,2022-05-18T23:00:00.000Z,1,15,15,"[""T1003.001"",""T1003.003"",""T1016"",""T1021"",""T1021.001"",""T1046"",""T1071"",""T1071.001"",""T1087"",""T1090"",""T1218"",""T1568"",""T1574.001"",""T1583.004"",""T1608.001""]",5,1,15,0,0,[],0,unordered campaign-to-technique membership only
projector-libra.json,campaign--d803bcd5-dc27-4635-b434-60e4285ec62d,Recent Bumblebee malware activity distributed by PROJECTOR LIBRA,2022-05-04T23:00:00.000Z,2022-05-30T23:00:00.000Z,1,13,13,"[""T1059.001"",""T1059.003"",""T1071.001"",""T1218.011"",""T1553.005"",""T1564.001"",""T1566.002"",""T1573.002"",""T1583.004"",""T1583.006"",""T1585.002"",""T1587.001"",""T1608.001""]",4,1,13,0,0,[],0,unordered campaign-to-technique membership only
prometheus-ransomware.json,campaign--3fea0a70-4224-4e12-9299-ee34a1da587e,Campaign 1 - Prometheus Ransomware,2021-03-28T00:00:00.000Z,2021-05-01T00:00:00.000Z,1,9,6,"[""T1057"",""T1112"",""T1486"",""T1490"",""T1547.001"",""T1562.001""]",2,2,6,0,0,[],0,unordered campaign-to-technique membership only
pryinglibra.json,campaign--4e518d02-0e7f-4d5b-af7d-1c9b49978292,Prying Libra_play1,2017-08-21T00:00:00.000Z,2017-10-20T00:00:00.000Z,1,14,8,"[""T1059.004"",""T1059.005"",""T1059.006"",""T1059.007"",""T1072"",""T1090"",""T1204"",""T1496""]",4,4,8,0,0,[],0,unordered campaign-to-technique membership only
pryinglibra.json,campaign--f70db9b7-b58e-4505-9006-e61bd3c98e31,Prying Libra_play2,2017-10-21T00:00:00.000Z,2018-02-23T00:00:00.000Z,1,12,11,"[""T1059.004"",""T1059.005"",""T1059.006"",""T1059.007"",""T1072"",""T1090"",""T1102"",""T1189"",""T1204"",""T1496"",""T1547.001""]",6,5,11,0,0,[],0,unordered campaign-to-technique membership only
radioserpens.json,campaign--95c0884b-71e7-40fd-9307-626634425a93,MechaFlounder,2018-11-01T04:00:00.000Z,2019-03-01T05:00:00.000Z,1,8,8,"[""T1057"",""T1059.004"",""T1059.005"",""T1059.006"",""T1059.007"",""T1094"",""T1105"",""T1132""]",1,1,8,0,0,[],0,unordered campaign-to-technique membership only
rancortaurus.json,campaign--39901b32-1b55-4a0c-9bb3-5d55fa45e52d,June 2018 Cambodia,2018-06-01T00:00:00.000Z,2018-06-01T00:00:00.000Z,1,12,11,"[""T1016"",""T1053"",""T1057"",""T1059"",""T1082"",""T1095"",""T1104"",""T1204"",""T1218.005"",""T1566.002"",""T1573""]",3,3,11,0,0,[],0,unordered campaign-to-technique membership only
rancortaurus.json,campaign--3af48390-1041-4c05-b3a7-120162ef0773,December 2018 Cambodia,2018-12-01T00:00:00.000Z,2019-01-15T00:00:00.000Z,1,41,25,"[""T1005"",""T1016"",""T1027"",""T1033"",""T1043"",""T1056"",""T1057"",""T1059"",""T1059.004"",""T1059.005"",""T1059.006"",""T1059.007"",""T1083"",""T1094"",""T1105"",""T1112"",""T1113"",""T1204"",""T1218"",""T1546.003"",""T1566.001"",""T1566.002"",""T1571"",""T1573"",""T1574.010""]",13,4,25,0,0,[],0,unordered campaign-to-technique membership only
rancortaurus.json,campaign--92070d0c-b942-47c2-85dc-6d1039e7cdc3,June 2018 Singapore,2018-06-01T00:00:00.000Z,2018-06-01T00:00:00.000Z,1,17,14,"[""T1016"",""T1053"",""T1057"",""T1059"",""T1071"",""T1083"",""T1095"",""T1204"",""T1218.005"",""T1218.011"",""T1566.001"",""T1566.002"",""T1566.003"",""T1573""]",3,3,14,0,0,[],0,unordered campaign-to-technique membership only
ransom-cartel.json,campaign--4c6d8a1c-b43f-4679-acae-955c5b4ac298,Ransom Cartel ,2021-12-15T06:00:00.000Z,2022-09-20T05:00:00.000Z,1,33,33,"[""T1003.001"",""T1003.008"",""T1021.001"",""T1021.004"",""T1046"",""T1059.001"",""T1059.003"",""T1068"",""T1070.001"",""T1070.003"",""T1070.004"",""T1072"",""T1078"",""T1083"",""T1087.001"",""T1090.003"",""T1098"",""T1105"",""T1112"",""T1133"",""T1135"",""T1136.001"",""T1197"",""T1218.011"",""T1219"",""T1222.002"",""T1486"",""T1547.001"",""T1550.002"",""T1555.003"",""T1560.001"",""T1562.004"",""T1567.002""]",5,1,33,0,0,[],0,unordered campaign-to-technique membership only
returnedlibra.json,campaign--321b709f-5d46-49e5-8f96-eaf9bd704a3a,Campaign 2 - Docker Usage,2020-09-08T06:00:00.000Z,,1,57,22,"[""T1014"",""T1018"",""T1021.004"",""T1053.003"",""T1059.001"",""T1059.004"",""T1059.005"",""T1059.006"",""T1071.001"",""T1078.003"",""T1087.001"",""T1105"",""T1110.001"",""T1110.003"",""T1136.001"",""T1496"",""T1518.001"",""T1526"",""T1562.001"",""T1563.001"",""T1569.002"",""T1610""]",4,3,13,0,0,[],0,unordered campaign-to-technique membership only
returnedlibra.json,campaign--be47c93b-5a5d-4081-ae85-6ecf108fa06e,Campaign 1 - Tsunami Mining,2017-06-01T06:00:00.000Z,2021-05-20T06:00:00.000Z,1,17,17,"[""T1014"",""T1018"",""T1021.004"",""T1053.003"",""T1059.001"",""T1059.004"",""T1059.005"",""T1059.006"",""T1071.001"",""T1087.001"",""T1105"",""T1110.003"",""T1136.001"",""T1496"",""T1518.001"",""T1526"",""T1563.001""]",2,1,17,0,0,[],0,unordered campaign-to-technique membership only
revil-ransomware.json,campaign--9b3ea0ba-add4-4846-a7f8-e56343d8225b,Campaign - Understanding REvil,2019-04-01T00:00:00.000Z,2021-07-06T00:00:00.000Z,1,78,43,"[""T1003.001"",""T1003.005"",""T1007"",""T1016"",""T1018"",""T1020"",""T1021"",""T1021.001"",""T1021.002"",""T1036"",""T1039"",""T1057"",""T1059.001"",""T1069"",""T1070.001"",""T1070.003"",""T1070.004"",""T1074.002"",""T1078"",""T1082"",""T1083"",""T1105"",""T1110"",""T1112"",""T1132"",""T1133"",""T1136"",""T1136.001"",""T1136.002"",""T1190"",""T1197"",""T1204.002"",""T1219"",""T1486"",""T1489"",""T1490"",""T1543.002"",""T1553.002"",""T1555"",""T1560.001"",""T1566.001"",""T1567"",""T1567.002""]",1,1,43,0,0,[],0,unordered campaign-to-technique membership only
revil-ransomware.json,campaign--c2d24ad5-10c7-4073-a0e3-a82f78fe7bb1,Campaign - Kaseya Supply Chain Attack,2021-07-02T00:00:00.000Z,2021-07-02T00:00:00.000Z,1,22,13,"[""T1036.003"",""T1059.003"",""T1070.004"",""T1083"",""T1098"",""T1112"",""T1135"",""T1195"",""T1486"",""T1489"",""T1553.002"",""T1562.001"",""T1574.002""]",1,1,13,0,0,[],0,unordered campaign-to-technique membership only
revil-ransomware.json,campaign--edd2e929-8784-4df9-a1c2-b5db11979936,REvil - Back from Hiatus?,2022-04-20T04:00:00.000Z,2022-05-02T04:00:00.000Z,1,1,1,"[""T1486""]",1,1,1,0,0,[],0,fewer than two campaign-linked ATT&CK techniques
ruinousursa.json,campaign--b654d596-d055-4e01-8db9-c20b4ae61b71,WhisperGate malware targeting Ukraine,2022-01-13T05:00:00.000Z,2022-01-13T05:00:00.000Z,1,11,11,"[""T1055.012"",""T1059.001"",""T1059.005"",""T1071.001"",""T1102"",""T1105"",""T1132.001"",""T1485"",""T1486"",""T1561.002"",""T1562.001""]",3,1,11,0,0,[],0,unordered campaign-to-technique membership only
ryuk-ransomware.json,campaign--393b2144-0bdf-49b2-a0ad-0d556f06b336,Campaign 1 - Ryuk Ransomware,2018-08-01T00:00:00.000Z,2020-09-29T00:00:00.000Z,1,27,15,"[""T1016"",""T1036.005"",""T1055"",""T1057"",""T1059.003"",""T1078"",""T1083"",""T1106"",""T1134"",""T1486"",""T1489"",""T1490"",""T1547.001"",""T1562.001"",""T1566.001""]",12,3,15,0,0,[],0,unordered campaign-to-technique membership only
shallowtaurus.json,campaign--994ca6a5-8520-4b19-918c-eb320326a84c,April 2015,2015-04-01T00:00:00.000Z,2015-04-01T00:00:00.000Z,1,20,14,"[""T1005"",""T1016"",""T1033"",""T1036"",""T1041"",""T1059"",""T1070.004"",""T1071"",""T1082"",""T1204"",""T1547.001"",""T1566.001"",""T1573.002"",""T1574.010""]",4,4,14,0,0,[],0,unordered campaign-to-technique membership only
shallowtaurus.json,campaign--fa050646-45ec-4052-8055-93ed550163af,January 2017,2018-01-01T00:00:00.000Z,2018-01-01T00:00:00.000Z,1,19,16,"[""T1027"",""T1041"",""T1059.001"",""T1059.004"",""T1059.005"",""T1059.006"",""T1059.007"",""T1071"",""T1082"",""T1105"",""T1203"",""T1204"",""T1547.001"",""T1566.001"",""T1573"",""T1574.010""]",5,5,16,0,0,[],0,unordered campaign-to-technique membership only
solarmarker.json,campaign--b055771f-eb84-4324-b393-2c79b63ff9bc,New SolarMarker (Jupyter) malware campaign targets US companies,2022-02-01T18:30:00.000Z,2022-04-07T05:00:00.000Z,1,27,9,"[""T1027"",""T1059.001"",""T1105"",""T1204.002"",""T1497"",""T1547.009"",""T1555.003"",""T1573.001"",""T1593.002""]",3,3,9,0,0,[],0,unordered campaign-to-technique membership only
solarphoenix.json,campaign--e67e9046-711b-491e-85d8-b18f39a9fa94,Campaign 1 - SUNBURST,2019-08-06T00:00:00.000Z,2020-12-14T00:00:00.000Z,1,41,21,"[""T1012"",""T1027"",""T1027.003"",""T1057"",""T1070.004"",""T1071.001"",""T1071.004"",""T1083"",""T1087"",""T1105"",""T1132.001"",""T1195.001"",""T1195.002"",""T1505.003"",""T1518"",""T1518.001"",""T1543.003"",""T1553.002"",""T1558.003"",""T1568.002"",""T1569.002""]",8,5,21,0,0,[],0,unordered campaign-to-technique membership only
stalkertaurus.json,campaign--358b5915-2a63-4406-828f-890558e27a1f,July 2017,2016-11-01T00:00:00.000Z,2017-07-01T00:00:00.000Z,1,18,10,"[""T1046"",""T1055"",""T1056"",""T1057"",""T1059"",""T1070.004"",""T1071"",""T1113"",""T1204"",""T1566.001""]",3,3,10,0,0,[],0,unordered campaign-to-technique membership only
stalkertaurus.json,campaign--be7cda7f-8a8a-4bf6-9ba3-5c713664ecdf,January 2018,2018-01-01T00:00:00.000Z,2018-01-12T00:00:00.000Z,1,4,4,"[""T1082"",""T1091"",""T1120"",""T1547.001""]",1,1,4,0,0,[],0,unordered campaign-to-technique membership only
statelytaurus.json,campaign--077ca302-13a1-4da7-92cb-6a3b10dd326c,Other PlugX PLUG Payloads & Loaders,2017-08-23T00:00:00.000Z,2021-03-19T00:00:00.000Z,1,16,9,"[""T1027"",""T1036.005"",""T1043"",""T1071"",""T1071.001"",""T1140"",""T1543.003"",""T1571"",""T1574.002""]",4,2,9,0,0,[],0,unordered campaign-to-technique membership only
statelytaurus.json,campaign--10388ace-de1b-48b2-9979-c88fedd239b2,Campaign 3 - Stately Taurus (PANW 9002),2016-07-25T23:00:00.000Z,2016-07-25T23:00:00.000Z,1,11,9,"[""T1005"",""T1043"",""T1071"",""T1094"",""T1204"",""T1547.001"",""T1553.002"",""T1566.002"",""T1574.002""]",5,7,9,0,0,[],0,unordered campaign-to-technique membership only
statelytaurus.json,campaign--1464a053-a1dc-489a-a50d-d2b5e1753051,Campaign 7 - Stately Taurus (Farseer),2016-04-18T23:00:00.000Z,2019-05-02T23:00:00.000Z,1,12,12,"[""T1027"",""T1043"",""T1059.004"",""T1059.005"",""T1059.006"",""T1059.007"",""T1071"",""T1140"",""T1204"",""T1547.001"",""T1571"",""T1574.002""]",4,5,12,0,0,[],0,unordered campaign-to-technique membership only
statelytaurus.json,campaign--38efb076-b7b9-40bb-8eb0-7a8abe939edb,Campaign 4 - Stately Taurus (0day JP),2017-03-15T00:00:00.000Z,2017-03-15T00:00:00.000Z,1,16,12,"[""T1027"",""T1043"",""T1059.004"",""T1059.005"",""T1059.006"",""T1059.007"",""T1071"",""T1140"",""T1204"",""T1553.002"",""T1566.002"",""T1574.002""]",8,8,12,0,0,[],0,unordered campaign-to-technique membership only
statelytaurus.json,campaign--59651ccd-df7c-48f1-b900-5716498fa0b9,Campaign 5 - Stately Taurus (HenBox),2016-05-19T23:00:00.000Z,2016-05-19T23:00:00.000Z,1,32,4,"[""T1027"",""T1071"",""T1204"",""T1571""]",16,6,19,0,0,[],0,unordered campaign-to-technique membership only
statelytaurus.json,campaign--678dc092-6ec8-4201-a451-8d91d4248faf,Other PlugX THOR Payloads & Loaders,2019-11-28T00:00:00.000Z,2021-04-16T00:00:00.000Z,1,15,13,"[""T1027"",""T1027.001"",""T1036.005"",""T1043"",""T1071"",""T1071.001"",""T1102.003"",""T1105"",""T1140"",""T1190"",""T1543.003"",""T1571"",""T1574.002""]",6,4,13,0,0,[],0,unordered campaign-to-technique membership only
statelytaurus.json,campaign--95878274-4757-4e0a-a8a9-ac57da86dd5e,Campaign 6 - Stately Taurus (HenBox other),2015-11-26T00:00:00.000Z,2019-07-18T23:00:00.000Z,1,4,1,"[""T1071""]",3,3,3,0,0,[],0,fewer than two campaign-linked ATT&CK techniques
statelytaurus.json,campaign--a397969d-9cf6-48d2-bc34-edc4831411e9,Campaign 2 - Stately Taurus (Arbor),2015-11-20T00:00:00.000Z,2016-04-25T23:00:00.000Z,1,7,7,"[""T1005"",""T1043"",""T1071"",""T1204"",""T1566.001"",""T1571"",""T1574.002""]",4,6,7,0,0,[],0,unordered campaign-to-technique membership only
statelytaurus.json,campaign--bb5848f0-3cad-4581-a244-d00c0d1c6905,Microsoft Exchange Vulnerabilities,2021-03-19T00:00:00.000Z,2021-03-19T00:00:00.000Z,1,20,16,"[""T1027"",""T1027.001"",""T1036.005"",""T1043"",""T1059"",""T1059.005"",""T1071"",""T1071.001"",""T1095"",""T1105"",""T1140"",""T1190"",""T1505.003"",""T1543.003"",""T1571"",""T1574.002""]",13,3,16,0,0,[],0,unordered campaign-to-technique membership only
statelytaurus.json,campaign--e868cde0-549d-46f3-b705-c8ab6a8494a8,Campaign 1 - Stately Taurus (Bluecoat),2013-11-24T00:00:00.000Z,2013-11-24T00:00:00.000Z,1,9,6,"[""T1043"",""T1071"",""T1204"",""T1553.002"",""T1566.001"",""T1574.002""]",6,7,6,0,0,[],0,unordered campaign-to-technique membership only
temp-acidbox.json,campaign--4d1e7ce0-6064-4552-9ca6-23cb83ea7876,Campaign 1 - AcidBox,2017-06-01T00:00:00.000Z,2017-06-01T00:00:00.000Z,1,13,8,"[""T1027"",""T1068"",""T1105"",""T1112"",""T1140"",""T1203"",""T1547.005"",""T1553.002""]",6,4,8,0,0,[],0,unordered campaign-to-technique membership only
