embedding_row,sample_id,is_development,development_slot,token_count,oldest_events_removed,retained_text_sha256,l2_norm
174,attack_flow::Gootloader::0008,0,,383,0,c263c8e1be4fedb81f4fb08bb3c21222ea1136935221f0dc17727fe4a5e5d080,0.9999999403953552
175,attack_flow::Gootloader::0009,0,,423,0,3d2ff898a83519057c487fd48449aea9ca9704049e9231c0cba3f4350081879b,0.9999999403953552
176,attack_flow::Gootloader::0010,0,,465,0,a5f063e02106f8ea0a5cb9639083c5618044ca79a436297b270c4528488d29e4,1.0000001192092896
177,attack_flow::Gootloader::0011,0,,497,0,2951368b3e7de3b43c6245930843b0b29159aad63a039ed228b05fcd72dabccf,1.0
178,attack_flow::Gootloader::0012,0,,541,0,d76e322d41e8c31d25bd10d16e71ec07220b1adeb3077032f59aba5379bfe010,0.9999998807907104
179,attack_flow::Gootloader::0013,0,,575,0,caa2575a1749bb908c01b807765c17f4fdd84acecae934e43704d11aa489361a,1.0000001192092896
180,attack_flow::Gootloader::0014,0,,606,0,2eab056bf33fe136f2c085e47a8fa93022f8033d995ff631f40db8eb13833cbf,0.9999999403953552
181,attack_flow::Gootloader::0015,0,,650,0,9aeadbd88761eca67c4c3b439b776344c97d9610524d2cbb3c3981751b9740fd,1.0
182,attack_flow::Gootloader::0016,0,,695,0,625703e5ec4400bbd0ea85b0912de783f6aaab4f3fb0bd5bedc110ea976a8230,0.9999998807907104
183,attack_flow::Gootloader::0017,0,,739,0,9d1e377436d7869a9c3a61f47be10df92f1d26e8bd10d54dcba280b984f922fe,1.0000001192092896
184,attack_flow::Gootloader::0018,0,,793,0,767a8b11de9863bb5f5cf51fa81a3fb67e4b91d472a88cd5da79861ada66b2d3,1.0
185,attack_flow::Gootloader::0019,0,,850,0,8a482efb2c5a56a29275c0e95dfe8dfb4e2f07e0585a5faa2c59ec8e80224196,1.0
186,attack_flow::Gootloader::0020,0,,880,0,7c7cabd3d8050ad52ae25f01b9cd2359aa3ec02425eaa73dffc55ac1015dddaf,0.9999999403953552
187,attack_flow::Gootloader::0021,0,,922,0,cc9bcbeec66e31514ba4473896cf6fcd63ed00172b60cc8b29c87ad5faed078e,0.9999998211860657
188,attack_flow::Gootloader::0022,0,,956,0,18df059048c283b3ee1734b8a18e4fbda959bd87bdbabf1eccd0a8b36dba8279,1.0
189,attack_flow::Gootloader::0023,0,,990,0,94b64739df08c04fb33fc7d632fe71c64f06ca6800dd6cc5288cbd04ce52121d,0.9999998807907104
190,attack_flow::Gootloader::0024,0,,1025,0,4b2e94674af28a5bada453b84d5df6cdbf74f0e9f9b0cfedbb641bd11ca47f31,1.0
191,attack_flow::Gootloader::0025,0,,1066,0,0d084cb78f3a11c3013ec630eaafa19acb35ce9fcb0eb7dd9e711897cc5d6d0c,0.9999998807907104
192,attack_flow::Gootloader::0026,0,,1101,0,c642b87804b2fbae1ce1ab9fb1d177e30ad8cf634d6f629ab883eccf850f607e,1.0000001192092896
193,attack_flow::Gootloader::0027,0,,1145,0,ba5fd78cba15ceb38ee63a6b2d2933d61a9336754dbbe2d6007d9140f3bfbf68,1.0000001192092896
194,attack_flow::Gootloader::0028,0,,1178,0,fb2917526af8c2f5381e475cc1f9f97adae8d18c965c80cea1f97a18b0034724,0.9999999403953552
195,attack_flow::Gootloader::0029,0,,1211,0,02a1628b90de5fe933a8c70bdc246f72a1d05f6a86778456e0720c30e25717a8,0.9999998807907104
196,attack_flow::Hancitor DLL::0001,0,,55,0,6ba5b030801948c4b855006a396760f35fe299eb836ae81fa6b67e77db328028,0.9999999403953552
197,attack_flow::Hancitor DLL::0002,0,,78,0,40e41f0bd0c0e1ba4703f1e22140fbc28fbc4d8aa072ff3583544a0e3282bdc5,1.0
198,attack_flow::Hancitor DLL::0003,0,,110,0,5ccc890c6b6070b38f8d271884f0aef69a5b01e65ab35171c2f036b7983fa353,1.0
199,attack_flow::Hancitor DLL::0004,0,,138,0,b3c9e96f8ba2a0287e0bded482d41a5f6effce8bdadd178b31678e5fa4954271,0.9999999403953552
200,attack_flow::Hancitor DLL::0005,0,,185,0,8b5d3e24a853538b83a768baf17c70b982d44196ee0fbbce9c2d16c10b81f14c,1.0
201,attack_flow::Hancitor DLL::0006,0,,232,0,2ed6f9c6a6f2ae93e5715050e5f8756fa2de181eba4bad69b473a681a1c72fba,0.9999999403953552
202,attack_flow::Hancitor DLL::0007,0,,255,0,96c417b2459f408b0453db8a5b27b2db2efa9aa5249f9888313eb104dc8df068,1.0000001192092896
203,attack_flow::Hancitor DLL::0008,0,,295,0,349f0b6e5b3339b52a6fde1ba4d5a06bfaefac7aac8aa28622a1033bda513ddc,0.9999998807907104
204,attack_flow::Hancitor DLL::0009,1,attack_flow:medium:1,339,0,8132e93cfda04a2d92875e6f44ef2607a322d7b36cf72ceaf59d5ca9c04b2e56,1.0000001192092896
205,attack_flow::Hancitor DLL::0010,0,,366,0,6dea322fd37827e4b6a0e6819ed059ed100bbc28a31dd736bb150264aaea449c,0.9999999403953552
206,attack_flow::Hancitor DLL::0011,0,,401,0,c4b12d4df828ca0c02a15e0b75793c28c2e8d0657955f286ba186edd57dec0ce,0.9999998807907104
207,attack_flow::Hancitor DLL::0012,0,,460,0,76c7fbfc9e8d3dfab1edb3782268e538b99a473004060c57bd86b06c6c83af51,1.0000001192092896
208,attack_flow::Hancitor DLL::0013,0,,507,0,35b2da4f39a72777a6ff10191be92fc30fee25cb22ecbed4fa87d7c48af96cb4,1.0000001192092896
209,attack_flow::Hancitor DLL::0014,0,,559,0,29c0cacdfaee170d4d995d16dfe56ec976f98ad30d73bbe7fd82e90a841e4630,0.9999999403953552
210,attack_flow::Hancitor DLL::0015,0,,591,0,92bedc7c0d0f27a2876c9aece2d1c44ad6a7cd5e09f5ec4530329512f338ce89,0.9999999403953552
211,attack_flow::Hancitor DLL::0016,0,,630,0,7b0ae6b6256f5e8c3aedef92bcc2bb9ea7b29967aa0a1dc59b522f3d214d0355,0.9999999403953552
212,attack_flow::Hancitor DLL::0017,0,,676,0,4918542f0fb12e19aa35f979048359df32ded3b366ed5b74034986111a8f7bf9,1.0
213,attack_flow::Hancitor DLL::0018,0,,716,0,787c22643ed322eaae1173f69b6e86e1ca5b9b96c5be3578fe44733c798b111b,0.9999999403953552
214,attack_flow::Hancitor DLL::0019,0,,770,0,920b5f8685472d0b59cd13d925215271d603fb7abdf6843da32d1fe272b288ec,0.9999998807907104
215,attack_flow::Ivanti Vulnerabilities::0001,0,,37,0,00ef32b2f681e87002ea0430891a4acba522f87f059fc76b1bd9e1c487161088,1.0000001192092896
216,attack_flow::Ivanti Vulnerabilities::0002,0,,78,0,5e5ea0cf824ca8807ffb71ee3f435b50493ade2a1c169b83c0100243161d211e,1.0000001192092896
217,attack_flow::Ivanti Vulnerabilities::0003,0,,117,0,ed05f89f1dd1649890ff61bad666b98ab841480905a3152c068c53d6569c0f9d,1.0
218,attack_flow::Ivanti Vulnerabilities::0004,0,,160,0,0816af67f5464731ab68625d3504ef0c992c03352eef7068244065059dc70780,1.0
219,attack_flow::Ivanti Vulnerabilities::0005,0,,197,0,943bc47a8dc55a15831c7f2b6d9efd57366d08984a8b644585ca2e407e4d05cb,1.0
220,attack_flow::JP Morgan Breach::0001,0,,36,0,4536e8aead413236e676d9bc32c70c44381d4658dcf0f4f36f90fdb1de3c8566,1.0
221,attack_flow::JP Morgan Breach::0002,0,,89,0,1887b353a7c4af3f57069d5122c7360621880ac8438e640100187843b2e27adc,0.9999999403953552
222,attack_flow::JP Morgan Breach::0003,0,,132,0,33afdd04e4b04b6d864e133ffef40a9a695189eedefb4976d1fb9fef262af452,1.0
223,attack_flow::JP Morgan Breach::0004,0,,174,0,2653311339c814b9ad1faa2fa911e046e9f03a0200fa3ac260efae75abd9625d,1.0000001192092896
224,attack_flow::JP Morgan Breach::0005,0,,216,0,ac6e308940144aa8f8c2f9645dd1dcdd462bbe430787d30dc004cf7eb1a0ee69,1.0
225,attack_flow::JP Morgan Breach::0006,0,,252,0,1f7ddbec05dbdfc04ba27dc51a0631765bd04913ea33fb23b9f451841b619ca3,1.0000001192092896
226,attack_flow::JP Morgan Breach::0007,1,attack_flow:medium:2,293,0,57b4fd7a5bc3fc3430f26abf94a99f358dc7a559b932f23b2b6846346a38e633,1.0
227,attack_flow::JP Morgan Breach::0008,0,,327,0,d4e31dad452fcbf9af3987782bc084ecac21ed0de62905e72b33594ea2807838,1.0
228,attack_flow::JP Morgan Breach::0009,0,,361,0,30e959b1dfedafd0d9dda84a2355d08bf7e08aca4651b5859f059aff8f2437bd,0.9999998807907104
229,attack_flow::MITRE NERVE::0001,0,,48,0,9524e556ee748e4d3a4e70470d7e3c715ea369dd05575baec101ba93435279e0,0.9999999403953552
230,attack_flow::MITRE NERVE::0002,0,,84,0,f34c3f7862282d9c3d2bc3994000c609e87118d7193f25e03b4ff3a04609106e,1.0
231,attack_flow::MITRE NERVE::0003,0,,142,0,d12d89f99e0f511b4b4b8442624dd57dc28cc73b60d88aa5707808faeb2d2157,1.0
232,attack_flow::MITRE NERVE::0004,0,,189,0,e64c666400bbe7d541d4a2e749e3b3766b52a64f91410f45e653f429b11a25aa,1.0
233,attack_flow::MITRE NERVE::0005,0,,238,0,bb0fca4af80e069037f3f49ccc06b659879739b60c9d291e6a1d583814770ab8,0.9999999403953552
234,attack_flow::MITRE NERVE::0006,0,,270,0,098e6e7bf85a31f5c5eaf5668505b0ccf0668240830882b9240589e7bdad0a3a,1.0
235,attack_flow::MITRE NERVE::0007,0,,299,0,f721061ce7aef66da8dfc8641a1fda3be5ce883d190580102a9b6e055146c409,1.0
236,attack_flow::Maastricht University Ransomware::0001,0,,34,0,0dbb54c24e1a4dd7e7bcf96a386e50232b3d47e0994362a5b449ed0253c97280,1.0000001192092896
237,attack_flow::Maastricht University Ransomware::0002,1,attack_flow:short:2,71,0,27f6e650d836f2fbddc0fcca275de13c99db5e0c6c4272ff5b14135ad8c73fab,0.9999999403953552
238,attack_flow::Maastricht University Ransomware::0003,0,,107,0,879f3e54bb123842125f0e786c8adfab79f4d43b6063b544861bd7c4d4c5275d,1.0000001192092896
239,attack_flow::Maastricht University Ransomware::0004,0,,148,0,3c5f524289f38aa97359a6f2d46db77364381978db5e82ab9a31bd31d8686829,0.9999999403953552
240,attack_flow::Maastricht University Ransomware::0005,0,,184,0,862ce0b80754c821f66ba1375bba78737adff32fd3a89ea14d5a3e6b6492563e,1.0000001192092896
241,attack_flow::Maastricht University Ransomware::0006,0,,223,0,257c64be4f4f7c054f0ed456692318fe9f6bc0ec9a45b6ba6847d8f9be279d41,1.0
242,attack_flow::Maastricht University Ransomware::0007,0,,251,0,9529ca2b5199430037d8e26e825f98ec904b8a235eba58586315570da16168be,1.0
243,attack_flow::Maastricht University Ransomware::0008,0,,281,0,f1ac3cdb0b98ed8c896756ac0e4bd11dbef3b038d67fd12f2fec85d7ad7d5577,0.9999999403953552
244,attack_flow::Maastricht University Ransomware::0009,0,,334,0,ff4da17fc0e7407ac5251407dd950d0f21e7656bee4a3a549f76b44802f32889,1.0
245,attack_flow::Maastricht University Ransomware::0010,0,,377,0,f084590fa409c75b2307a57e342b5c6da61152d480c874ff31ba3c2934ed0eac,1.0
246,attack_flow::Maastricht University Ransomware::0011,0,,413,0,33de1d0d1b21290c0ab0701c04d78414a0a6476763f26c28fd5f6ccaa6d02cb9,1.0000001192092896
247,attack_flow::Mac Malware Steals Crypto::0001,0,,42,0,e990b5b0f794ad2eb790fcf6d92e74f131df8a0c6124b65718b85d5a4bb39f5c,1.0
248,attack_flow::Mac Malware Steals Crypto::0002,0,,91,0,c80cbdb323e6a7ae7bc62aa00c19b125df623d3c24157e3bff3bb47da95158c9,0.9999999403953552
249,attack_flow::Mac Malware Steals Crypto::0003,1,attack_flow:short:3,133,0,ffd4875a819d1bc69141120d97884514ac65d56cc7519ef3a3ad3edd69d505ac,0.9999998807907104
250,attack_flow::Mac Malware Steals Crypto::0004,0,,163,0,0a58126a8b9f13aae4567253c5aef514e7afc12a20cc0b4fe369638be39cc7f0,0.9999998211860657
251,attack_flow::Marriott Breach::0001,0,,37,0,00c884b2a166890b4ac3d1ac1701d4b6ee5ac9266ce5eacdffa60c1860d85615,0.9999998807907104
252,attack_flow::Marriott Breach::0002,0,,75,0,4269eefe63b6da8d6d6b930ffe2eb3b53ff69be711e020ed9798901b7c9f67c3,0.9999998211860657
253,attack_flow::Marriott Breach::0003,0,,120,0,b3579516ac14b8619d435804076f94f8313c3cfdf64f68228282616b58c85d1f,0.9999999403953552
254,attack_flow::Marriott Breach::0004,0,,155,0,c416bf964bac10c059ea75232ce06afb10cebbca50f682c49651d811a1acaae8,1.0
255,attack_flow::Muddy Water::0001,0,,45,0,ac3f3ad3b0e7cc3330ecf2c7c8cd858cad141aaf18e9c7800fb5053be0c7b687,0.9999999403953552
256,attack_flow::Muddy Water::0002,0,,98,0,ca3f98a1fbb6303f0a1ec9d550b55f27e746592a0fca5ebd32b0d016c8adde8f,0.9999998807907104
257,attack_flow::Muddy Water::0003,0,,134,0,c0a2bea0feb7200a28d55befff04088831d3638007880240d12536161ae5c576,0.9999999403953552
258,attack_flow::Muddy Water::0004,0,,169,0,0f8464b0c131936b0ea0c63b383f24adebf3c064015b9c21b6754c155c9cfa11,1.0
259,attack_flow::Muddy Water::0005,0,,244,0,4f85e0912a6ea01248a14f5097e8aaf556cb145414f68bfe14be9ca5f45617cb,1.0
260,attack_flow::Muddy Water::0006,0,,285,0,59aa4da2e4dca36837fa5dbb284a1bd7be72bb27f2750e02e8bbc031fd755b92,0.9999998807907104
261,attack_flow::Muddy Water::0007,1,attack_flow:medium:4,389,0,422396f241229ee75c729cf57885d47b6e4b056c0e1ed6ba6b920533d73c2b14,1.0
262,attack_flow::Muddy Water::0008,0,,430,0,a4033da0b6a99176560e10fc36279e799782121b34f31a6b9cae6a79e15e9fed,0.9999999403953552
263,attack_flow::Muddy Water::0009,0,,458,0,396f80bcc4049404a042e6ea0e7bdea260cbe7c76ef4a99bce582e6f1e1e2243,1.0000001192092896
264,attack_flow::NotPetya::0001,0,,59,0,094fe3ee1c3946aa5067025bab12bf90c90a06f3f2e1836104ca85b86c9d1461,1.0
265,attack_flow::NotPetya::0002,0,,140,0,2a946f374905c9510a14c18d55e3244ac91848f66462519356ac0869f429d34c,0.9999999403953552
266,attack_flow::NotPetya::0003,0,,212,0,a11ebbd69c7b67af48ddcc495d9f26e07f146cdce7fa2a73cce211f5e6f91c21,1.0
267,attack_flow::NotPetya::0004,0,,265,0,29df1d1cbfae09dfd593b4da0adc1fe961840262b23375245a30ae3e6ad29961,1.0
268,attack_flow::NotPetya::0008,0,,496,0,4f5f607aa05aea4128697173d07fca67bce2f385505230b9f782450cb23c4089,1.0
269,attack_flow::NotPetya::0009,0,,548,0,66eadc2f79e6a411180bd9ad1bcb760f2a4220920ad342a1c585fddfbc138bdf,0.9999999403953552
270,attack_flow::NotPetya::0010,0,,593,0,20076d3c49784090fa85bac217aaeed07b2d54edb97f2d83aa8d4689b7f93aa9,1.0
271,attack_flow::NotPetya::0011,0,,641,0,7465f358c3b48aa6bdd57cc46211cb0e912be698672221b7761a83d139eca188,0.9999999403953552
272,attack_flow::NotPetya::0012,0,,691,0,eeb775bd16202d925d8e86c35f501e35c3c1b6236ec7c777ebdabefdba0658b5,0.9999999403953552
273,attack_flow::NotPetya::0013,0,,720,0,402453a86e533ae993e4474d45e2c876686cddca00e5f67d9ba19505cf473771,0.9999999403953552
274,attack_flow::NotPetya::0014,0,,763,0,8d07600bb922b05a19d56d28df9f53066a906257e793c1f2eebfc22181377272,1.0
275,attack_flow::NotPetya::0015,0,,802,0,e4cb2d3a6013f9ed890e88128e7300f137616e2955c05623c8666730ab9686b1,0.9999997615814209
276,attack_flow::NotPetya::0016,0,,844,0,7cdc85cf1e55e835b85a23b3ed73df3e461e0c326d7b78a98416712d22733bf6,1.0
277,attack_flow::OceanLotus::0001,0,,38,0,c1923a5a8dd7393fe911cf60ec1bd4a53e0ba0e321202c5c59e771fa53347a6c,0.9999999403953552
278,attack_flow::OceanLotus::0002,0,,72,0,4ab52d7d83b516871c297d49f46a31a794846ed13ba90a2c14068529b4147c0e,1.0
279,attack_flow::OceanLotus::0003,0,,120,0,056a17a9a5324943db02f27252001c42794fbfb0412ced3d50ddc8d95a8a3ddb,1.0
280,attack_flow::OceanLotus::0004,0,,158,0,d7202e48a2697b5ccb66f7fed4a7048d89615689f37b66d8821c384e70688c18,1.0
281,attack_flow::OceanLotus::0005,0,,209,0,2830f6470e296758307442252f561d0e21576842752de7de868a5e65639f11d5,0.9999999403953552
282,attack_flow::OceanLotus::0006,0,,250,0,44cd6f7b06a63d13b1508f91f466b48b27530ee147ff880277099abdd998769d,1.0
283,attack_flow::OceanLotus::0007,0,,283,0,4c017c502a6db5a03adc7c805088d7fbed0a752cdf2a29097594c0db693a7ddf,1.0
284,attack_flow::OceanLotus::0008,0,,317,0,299684f48fcc666f8db728267150532c6926fdce4354138723e8a65aa6df50b5,1.0
285,attack_flow::OceanLotus::0009,0,,380,0,5e5b57dc1b65a2df11e98b46af747ccb6d288690651f5ebec3157fa27ad83abb,0.9999998807907104
286,attack_flow::OceanLotus::0010,0,,416,0,d2722a6cd8413e538044386571c075b83aea385c0c2f68e9ffc9aae45cabad53,0.9999999403953552
287,attack_flow::OceanLotus::0011,0,,490,0,157357c1ba8a265fc4cd485487e0797bad3b81232cc5fe932f96dcf3ee3f27a7,0.9999999403953552
288,attack_flow::OceanLotus::0012,0,,540,0,77699b4fb710139593fffe058bcbdc403d451c4ed215b2e0909b4765e55c5aa5,0.9999999403953552
289,attack_flow::OceanLotus::0013,0,,582,0,7f9bfb13f8f808187ce91d76e0f21f8f736d065bba00e3e3c3c5b94e809fd77e,0.9999998807907104
290,attack_flow::OceanLotus::0014,0,,613,0,e92f5efdb61c60c8cc3a81ca63abfbb1df9a967c26601f12a201a6ba8c370071,1.0
291,attack_flow::OceanLotus::0015,0,,654,0,4ed3e595fc99f157c919c076a5200d2bb84f1bb2a8ada94394b4d3ebb0378bc3,1.0
292,attack_flow::OceanLotus::0016,0,,705,0,c31ee8fede7ecb74d6b84b5e0a49eead964b7be35208d74723a3d6c8b8086ce7,1.0
293,attack_flow::OceanLotus::0017,0,,752,0,1094adfdf22a61509055f0f074d9517d65815d8507f107f89995501d728dbe58,1.0
294,attack_flow::OceanLotus::0018,0,,787,0,97624e6b6528286f8486111b26064786d26382c5b1ebeadeca76e335b3717664,1.0
295,attack_flow::OceanLotus::0019,0,,834,0,102269904132791503d8cb073a1dc4c185947e2ba72fe79520725fb8d7240cd8,1.0
296,attack_flow::OceanLotus::0020,0,,860,0,3118027fca42b3b0c4d77ecc5e1572cdeec737f58ecc88a556f5aad048f2c651,1.0000001192092896
297,attack_flow::REvil::0001,0,,40,0,88c8dce0f8d24577b6e9b73655687a4bdb4f65c5ecaae400025fe444993108b4,1.0
298,attack_flow::REvil::0002,0,,91,0,b0bc9ee2d27a6b2cae9200acc49960b6df9da1a5761dc103e90eeaf532636b41,0.9999999403953552
299,attack_flow::REvil::0003,0,,128,0,17681aa4180a93be7cadcef8db8bf26cfebe4fb0efc99fb0647de1ea1cb69a5d,0.9999998807907104
300,attack_flow::REvil::0004,0,,230,0,17ffe243837a456b0b716dac895abdffda5896634ad8d72139fcb751f5cb46ad,1.0000001192092896
301,attack_flow::REvil::0005,0,,272,0,249b1711b16b851dd71df1c638dacdf5f8d6d89d7a9374e7065280d3a502760b,1.0
302,attack_flow::REvil::0006,0,,306,0,24e7970f1eb88deac141ff4c1ab83ef2508a7e7dad553676c37a1aa050c86d0c,0.9999998807907104
303,attack_flow::REvil::0007,0,,374,0,af54ece7df9e0c6f2ad93ed427045b0032f1a4508ff43757ac356e7924a8e906,1.0
304,attack_flow::REvil::0008,0,,440,0,192ca58ec16b905a4dd1252b9b1a0c1c99c176cb82d7b49d82920f28b60c9ebc,0.9999999403953552
305,attack_flow::REvil::0009,0,,498,0,4d0d323cfcbb7c3711b3db389afd664a78adafa7b365b78924fdda8d67acceb8,1.0
306,attack_flow::REvil::0010,0,,532,0,cca32ded55503659741c4b2390f7ea516baa8a626e08e571937c22b6e0d0eb42,1.0
307,attack_flow::REvil::0011,0,,570,0,ac6d52bba56a1a11bce4275e9b1ded3b85557a9aac61da1424574188e8e53550,0.9999999403953552
308,attack_flow::REvil::0012,0,,612,0,4d20b411d009fe451bf38406e4c1a7c30fe9f215df0f2dcd5719ba12fe68ed23,1.0
309,attack_flow::REvil::0013,0,,672,0,fe0099e064f6cdf883e9e03bcf5d792665bddfacecc17721a49e1162a8b7edaf,1.0
310,attack_flow::REvil::0014,0,,707,0,010c8224169984752ecf1c3f7a4b0856f80b55bcdff0b9961f82893120ebc362,1.0
311,attack_flow::REvil::0015,0,,761,0,e9cebb0a816b33acae4d33a885b5a5c763bb7c721b863d75d492163908bb9312,1.0
312,attack_flow::REvil::0016,0,,860,0,ee7a57d58b38ccfd355256aaae02cf5f9808dbcb59d89187ac7178d6c230e3a4,1.0000001192092896
313,attack_flow::REvil::0017,0,,898,0,4449df84317eadadfb677ca32f4116787d50b5aaad2860c18151bbb8d097a505,0.9999999403953552
314,attack_flow::REvil::0018,0,,943,0,1a42d22d9d649c0de85040a79e360cdbf00297b8781827c439238843be615bf8,0.9999999403953552
315,attack_flow::Ragnar Locker::0001,0,,35,0,b62e9b3543f6fb0539bff0fd7f7597e705364e935412f64223e907a5481adeb6,1.0
316,attack_flow::Ragnar Locker::0002,0,,77,0,d156a408d3998684616b3aad22fa65483d5a15faeffcdf7b40f7a8ca0fbcdd64,1.0
317,attack_flow::Ragnar Locker::0003,0,,113,0,3e373d79ec3953566d6dc21005fa251dbbdda1146d8205c6cd3f5d14365c48d2,1.0
318,attack_flow::Ragnar Locker::0004,0,,145,0,81015355c21664c6bcea5e7e1bc89719ce978b05f5892d53f6609bb63bf54827,1.0
319,attack_flow::Ragnar Locker::0005,0,,186,0,90cd11f1c5582619285edc010a572d2df5e65a5a4daccfb81cfa4888909e7222,1.0
320,attack_flow::Ragnar Locker::0006,0,,222,0,3c6f68851552a8f052340e9eb0aed5de25f33698128be421cc1d1ec017e170d1,1.0
321,attack_flow::Ragnar Locker::0007,0,,268,0,b396dc93fe2095a063a924f28b9944ef13384dc7b16a2ccc34896ef2c4faf9d5,1.0
322,attack_flow::Ragnar Locker::0008,0,,326,0,37bfda875295c5ad1f6bc7008ca6b957786e3c20b6e087f8c1a306e1a3e788ad,0.9999999403953552
323,attack_flow::Ragnar Locker::0009,0,,364,0,23a7644d47778f1540d1cc975b81b08a372ec2b007b68e9479848cac923a5f24,1.0
324,attack_flow::Ragnar Locker::0010,0,,420,0,353ba0ef6fd4c72442ebea2d0bb0c976b778acdb1395c305b5a7ea2296f19321,1.0000001192092896
325,attack_flow::Ragnar Locker::0011,0,,468,0,57d3d880b4129485591094459c2c0fbdb00f1bbce3b7586471069866a08676c1,1.0
326,attack_flow::Ragnar Locker::0012,0,,505,0,2b32794e273cd0ef3a6125d43327e0bbfca17713a4a39faf65387cbaa53923ed,1.0
327,attack_flow::SWIFT Heist::0001,0,,42,0,c589cbb1ca02fec41406c3d3b9c3db2ce2a364cde48f3fb2039d38f9aa38fdb3,0.9999998807907104
328,attack_flow::SWIFT Heist::0002,0,,90,0,f14823e6bc1127211cb2a37965fdb7ec4b7280d94937973679cce23988af5aa1,1.0
329,attack_flow::SWIFT Heist::0003,0,,120,0,d5f27f41a10cad3df5791b0e490f7f9d7806314961ace1cbdb8834683142618e,0.9999999403953552
330,attack_flow::SWIFT Heist::0004,0,,162,0,2bdb2428760fa26518dca3a37bce15fdf43eef87f5d14553f48342d9bf401a7c,0.9999999403953552
331,attack_flow::SearchAwesome Adware::0001,0,,38,0,3dab82245c7251da85a43a19372c340b22b9a6b3e94bb6e6c46ed228de3aa425,1.0000001192092896
332,attack_flow::SearchAwesome Adware::0002,0,,70,0,8a09816b05b7f2735480d5c877a6ae6a441ce7b06290d4e9414edda44aa3af23,1.0
333,attack_flow::SearchAwesome Adware::0003,0,,97,0,886c405a2f5eb3e5961c17f0757207fbde9bacc805f40292156c10fba670bea0,1.0
334,attack_flow::SearchAwesome Adware::0004,0,,137,0,9f5eaeb43cf6b18eebc1e372df36ba7e1b8920f1799474f3c61e3c3aa8896ba2,1.0
335,attack_flow::SearchAwesome Adware::0005,0,,171,0,3c1dcf073827bef476f0fe479a106727047517a65b69966273c096a32893a14d,1.0000001192092896
336,attack_flow::SearchAwesome Adware::0006,0,,207,0,3f98bde3add7e7dce6b556a2f604958bcbd8fda1a91c690cabc7eadb8cc70595,1.0
337,attack_flow::SearchAwesome Adware::0007,0,,245,0,2a6b28daad482bfa745dbe5db0707e71355dc7fdc9b53cf9c7ea5dec719e4f57,1.0000001192092896
338,attack_flow::SearchAwesome Adware::0008,0,,280,0,30ab415fdeea34e4c2c2e651330e083207465fa698a0e9beb3337b478a50f242,1.0
339,attack_flow::SearchAwesome Adware::0009,0,,315,0,2dc49593c2d3e4cf61562e7ac8f09b74f831268c4ed57d1c45115a9b4ddb63db,1.0000001192092896
340,attack_flow::SearchAwesome Adware::0010,0,,347,0,3b0431574a4dfe81b5c89141fcba18e1e7dcfe86240ea0c3b9ce8646749bb4a8,0.9999999403953552
341,attack_flow::Shamoon::0001,0,,37,0,980377be4a5abe5e1441631b438d95868014a90baf7a4f0a34473ca6e94a4e71,1.0
342,attack_flow::Shamoon::0002,0,,82,0,b905d28a5799915ebec29f8aa66f293b1865a3404380cdc17a9d46560c1cb235,0.9999998807907104
343,attack_flow::Shamoon::0003,0,,115,0,ca0fb1f00ad41ec4b17b2e263aa98517d91b9f4f23011b869a9ee915a7868d79,0.9999998807907104
344,attack_flow::Shamoon::0004,0,,158,0,72897c04da0a2e44cbec706e2ca4c1ca9340deee35a71ddccefeaf82faaf80fe,1.0
345,attack_flow::Shamoon::0005,0,,208,0,bc8f2e9cf695c9dffae03741ac3a7dc0045fa4d51643a61d90f2d2c65c2d4d7c,0.9999997615814209
346,attack_flow::Shamoon::0006,0,,245,0,c85eec4cf049c2f862015adf57f6eecdeca6629d50e3b3133587519a35bd3623,1.0
347,attack_flow::Shamoon::0007,0,,295,0,42153b7986bbf9fca437651464b16e4ac10530e930e692d6186e68e9087a24ba,0.9999999403953552
348,attack_flow::Shamoon::0008,0,,328,0,f8ced67885b23cb5729334e687e3ecae0643415b8eaef973b365dd01eb272353,1.0000001192092896
349,attack_flow::Shamoon::0009,0,,365,0,d2ffb95c621c50b106fcef7fbbbc8fa659cd06f5bb952a06aea674c88721ad4c,1.0
350,attack_flow::Shamoon::0010,0,,408,0,4fa00be07ea95ec1cf0be6a7fd2d87a0c6b16143363e24a34b944a9383d54d3f,1.0
351,attack_flow::Shamoon::0011,0,,445,0,357c596b1d44504329cb93e587dd5a8162ac5e419dc70854d1bd88372b119d9d,0.9999999403953552
352,attack_flow::Shamoon::0012,0,,488,0,9bd869ad858ea564462712bd9e1fff7e95efb585cf7ae6415cad23038767f1a6,1.0
353,attack_flow::Shamoon::0013,0,,538,0,e28e48e7e024a5b6cc88e4b42ba58baff73ceca34082ac52d2c00228160fb034,0.9999999403953552
354,attack_flow::Shamoon::0014,0,,570,0,4c2a6ce4eb9b66047dbdfb4b186d8a4228ff3829c5676ff8a67158ad9bd65557,1.0
355,attack_flow::Shamoon::0015,0,,608,0,af5f991c4e1075e047eed3e7df08745dca2e5cae5f5349a19f72d1cef76968de,1.0
356,attack_flow::Shamoon::0016,0,,640,0,2184fe1dece889b82563a1aaf14ea0af19e1f163360d69440e10b54c0f07b73a,1.0
