stage,held_out_source,inner_validation_source,seed,permutation_seed,source,prefix_tercile,recipient_sample_id,donor_sample_id,recipient_prefix_len,donor_prefix_len
inner,attack_flow,ctid,46,9046,stockpile,1,stockpile::50855e29-3b4e-4562-aa55-b3d7f93c26b8::0005,stockpile::564ae20d-778d-4965-93dc-b523be2e2ab4::0004,5,4
inner,attack_flow,ctid,46,9046,stockpile,2,stockpile::50855e29-3b4e-4562-aa55-b3d7f93c26b8::0006,stockpile::de07f52d-9928-4071-9142-cb1d3bd851e8::0014,6,14
inner,attack_flow,ctid,46,9046,stockpile,2,stockpile::50855e29-3b4e-4562-aa55-b3d7f93c26b8::0007,stockpile::0f4c3c67-845e-49a0-927e-90ed33c044e0::0007,7,7
inner,attack_flow,ctid,46,9046,stockpile,0,stockpile::564ae20d-778d-4965-93dc-b523be2e2ab4::0001,stockpile::0b73bf34-fc5b-48f7-9194-dce993b915b1::0001,1,1
inner,attack_flow,ctid,46,9046,stockpile,0,stockpile::564ae20d-778d-4965-93dc-b523be2e2ab4::0002,stockpile::bcdbf6b9-14c5-495c-be84-37bce32c312b::0001,2,1
inner,attack_flow,ctid,46,9046,stockpile,1,stockpile::564ae20d-778d-4965-93dc-b523be2e2ab4::0003,stockpile::ef4d997c-a0d1-4067-9efa-87c58682db71::0003,3,3
inner,attack_flow,ctid,46,9046,stockpile,1,stockpile::564ae20d-778d-4965-93dc-b523be2e2ab4::0004,stockpile::78e7504d-968f-477d-8806-4d6c04b94431::0003,4,3
inner,attack_flow,ctid,46,9046,stockpile,1,stockpile::564ae20d-778d-4965-93dc-b523be2e2ab4::0005,stockpile::ddbd1850-5fd7-41d5-a7a1-1b15dac49090::0003,5,3
inner,attack_flow,ctid,46,9046,stockpile,2,stockpile::564ae20d-778d-4965-93dc-b523be2e2ab4::0006,stockpile::de07f52d-9928-4071-9142-cb1d3bd851e8::0017,6,17
inner,attack_flow,ctid,46,9046,stockpile,2,stockpile::564ae20d-778d-4965-93dc-b523be2e2ab4::0007,stockpile::564ae20d-778d-4965-93dc-b523be2e2ab4::0014,7,14
inner,attack_flow,ctid,46,9046,stockpile,2,stockpile::564ae20d-778d-4965-93dc-b523be2e2ab4::0008,stockpile::0f4c3c67-845e-49a0-927e-90ed33c044e0::0008,8,8
inner,attack_flow,ctid,46,9046,stockpile,2,stockpile::564ae20d-778d-4965-93dc-b523be2e2ab4::0009,stockpile::78e7504d-968f-477d-8806-4d6c04b94431::0008,9,8
inner,attack_flow,ctid,46,9046,stockpile,2,stockpile::564ae20d-778d-4965-93dc-b523be2e2ab4::0010,stockpile::0f4c3c67-845e-49a0-927e-90ed33c044e0::0010,10,10
inner,attack_flow,ctid,46,9046,stockpile,2,stockpile::564ae20d-778d-4965-93dc-b523be2e2ab4::0011,stockpile::de07f52d-9928-4071-9142-cb1d3bd851e8::0008,11,8
inner,attack_flow,ctid,46,9046,stockpile,2,stockpile::564ae20d-778d-4965-93dc-b523be2e2ab4::0013,stockpile::de07f52d-9928-4071-9142-cb1d3bd851e8::0010,13,10
inner,attack_flow,ctid,46,9046,stockpile,2,stockpile::564ae20d-778d-4965-93dc-b523be2e2ab4::0014,stockpile::78e7504d-968f-477d-8806-4d6c04b94431::0012,14,12
inner,attack_flow,ctid,46,9046,stockpile,0,stockpile::5d3e170e-f1b8-49f9-9ee1-c51605552a08::0001,stockpile::5d3e170e-f1b8-49f9-9ee1-c51605552a08::0002,1,2
inner,attack_flow,ctid,46,9046,stockpile,0,stockpile::5d3e170e-f1b8-49f9-9ee1-c51605552a08::0002,stockpile::fbc41624-1052-490c-b5ec-4fd718e2501d::0001,2,1
inner,attack_flow,ctid,46,9046,stockpile,0,stockpile::725226e0-45b8-4432-84ee-144d3f37ff8d::0001,stockpile::564ae20d-778d-4965-93dc-b523be2e2ab4::0001,1,1
inner,attack_flow,ctid,46,9046,stockpile,0,stockpile::725226e0-45b8-4432-84ee-144d3f37ff8d::0002,stockpile::01c96671-afd3-47d4-8d31-8c116cc0221a::0001,2,1
inner,attack_flow,ctid,46,9046,stockpile,1,stockpile::725226e0-45b8-4432-84ee-144d3f37ff8d::0003,stockpile::1a98b8e6-18ce-4617-8cc5-e65a1a9d490e::0004,3,4
inner,attack_flow,ctid,46,9046,stockpile,0,stockpile::78e7504d-968f-477d-8806-4d6c04b94431::0001,stockpile::1bac97ca-77fc-4c9a-835e-4de1b1b7f639::0002,1,2
inner,attack_flow,ctid,46,9046,stockpile,1,stockpile::78e7504d-968f-477d-8806-4d6c04b94431::0002,stockpile::de07f52d-9928-4071-9142-cb1d3bd851e8::0003,2,3
inner,attack_flow,ctid,46,9046,stockpile,1,stockpile::78e7504d-968f-477d-8806-4d6c04b94431::0003,stockpile::01d77744-2515-401a-a497-d9f7241aac3c::0004,3,4
inner,attack_flow,ctid,46,9046,stockpile,1,stockpile::78e7504d-968f-477d-8806-4d6c04b94431::0004,stockpile::fbc41624-1052-490c-b5ec-4fd718e2501d::0002,4,2
inner,attack_flow,ctid,46,9046,stockpile,1,stockpile::78e7504d-968f-477d-8806-4d6c04b94431::0005,stockpile::e89a10d3-004f-4c15-b0eb-d1ba76a4b67f::0002,5,2
inner,attack_flow,ctid,46,9046,stockpile,2,stockpile::78e7504d-968f-477d-8806-4d6c04b94431::0006,stockpile::564ae20d-778d-4965-93dc-b523be2e2ab4::0006,6,6
inner,attack_flow,ctid,46,9046,stockpile,2,stockpile::78e7504d-968f-477d-8806-4d6c04b94431::0007,stockpile::564ae20d-778d-4965-93dc-b523be2e2ab4::0013,7,13
inner,attack_flow,ctid,46,9046,stockpile,2,stockpile::78e7504d-968f-477d-8806-4d6c04b94431::0008,stockpile::de07f52d-9928-4071-9142-cb1d3bd851e8::0013,8,13
inner,attack_flow,ctid,46,9046,stockpile,2,stockpile::78e7504d-968f-477d-8806-4d6c04b94431::0010,stockpile::de07f52d-9928-4071-9142-cb1d3bd851e8::0007,10,7
inner,attack_flow,ctid,46,9046,stockpile,2,stockpile::78e7504d-968f-477d-8806-4d6c04b94431::0011,stockpile::de07f52d-9928-4071-9142-cb1d3bd851e8::0015,11,15
inner,attack_flow,ctid,46,9046,stockpile,2,stockpile::78e7504d-968f-477d-8806-4d6c04b94431::0012,stockpile::0f4c3c67-845e-49a0-927e-90ed33c044e0::0011,12,11
inner,attack_flow,ctid,46,9046,stockpile,0,stockpile::bcdbf6b9-14c5-495c-be84-37bce32c312b::0001,stockpile::0f4c3c67-845e-49a0-927e-90ed33c044e0::0001,1,1
inner,attack_flow,ctid,46,9046,stockpile,1,stockpile::bcdbf6b9-14c5-495c-be84-37bce32c312b::0002,stockpile::de07f52d-9928-4071-9142-cb1d3bd851e8::0004,2,4
inner,attack_flow,ctid,46,9046,stockpile,1,stockpile::c220a8e6-609c-4d5b-9e1c-068ca01c2eec::0002,stockpile::d6ea4c1e-7959-4eb1-a292-b6fd2b06c73e::0002,2,2
inner,attack_flow,ctid,46,9046,stockpile,0,stockpile::c724545d-a4cc-492e-8075-2ab9a699c847::0001,stockpile::50855e29-3b4e-4562-aa55-b3d7f93c26b8::0002,1,2
inner,attack_flow,ctid,46,9046,stockpile,1,stockpile::c724545d-a4cc-492e-8075-2ab9a699c847::0002,stockpile::01d77744-2515-401a-a497-d9f7241aac3c::0005,2,5
inner,attack_flow,ctid,46,9046,stockpile,0,stockpile::d6ea4c1e-7959-4eb1-a292-b6fd2b06c73e::0001,stockpile::1bac97ca-77fc-4c9a-835e-4de1b1b7f639::0001,1,1
inner,attack_flow,ctid,46,9046,stockpile,1,stockpile::d6ea4c1e-7959-4eb1-a292-b6fd2b06c73e::0002,stockpile::ddbd1850-5fd7-41d5-a7a1-1b15dac49090::0002,2,2
inner,attack_flow,ctid,46,9046,stockpile,1,stockpile::d6ea4c1e-7959-4eb1-a292-b6fd2b06c73e::0004,stockpile::78e7504d-968f-477d-8806-4d6c04b94431::0002,4,2
inner,attack_flow,ctid,46,9046,stockpile,1,stockpile::dbd49a4a-ba2d-40d0-9348-2db24fc4b0b6::0002,stockpile::c724545d-a4cc-492e-8075-2ab9a699c847::0002,2,2
inner,attack_flow,ctid,46,9046,stockpile,0,stockpile::ddbd1850-5fd7-41d5-a7a1-1b15dac49090::0001,stockpile::0b73bf34-fc5b-48f7-9194-dce993b915b1::0002,1,2
inner,attack_flow,ctid,46,9046,stockpile,1,stockpile::ddbd1850-5fd7-41d5-a7a1-1b15dac49090::0002,stockpile::bcdbf6b9-14c5-495c-be84-37bce32c312b::0002,2,2
inner,attack_flow,ctid,46,9046,stockpile,1,stockpile::ddbd1850-5fd7-41d5-a7a1-1b15dac49090::0003,stockpile::0b5636cf-f019-4ec9-aa7c-6e4f55505374::0003,3,3
inner,attack_flow,ctid,46,9046,stockpile,0,stockpile::de07f52d-9928-4071-9142-cb1d3bd851e8::0001,stockpile::e89a10d3-004f-4c15-b0eb-d1ba76a4b67f::0001,1,1
inner,attack_flow,ctid,46,9046,stockpile,1,stockpile::de07f52d-9928-4071-9142-cb1d3bd851e8::0003,stockpile::ef4d997c-a0d1-4067-9efa-87c58682db71::0002,3,2
inner,attack_flow,ctid,46,9046,stockpile,1,stockpile::de07f52d-9928-4071-9142-cb1d3bd851e8::0004,stockpile::50855e29-3b4e-4562-aa55-b3d7f93c26b8::0004,4,4
inner,attack_flow,ctid,46,9046,stockpile,2,stockpile::de07f52d-9928-4071-9142-cb1d3bd851e8::0005,stockpile::78e7504d-968f-477d-8806-4d6c04b94431::0011,5,11
inner,attack_flow,ctid,46,9046,stockpile,2,stockpile::de07f52d-9928-4071-9142-cb1d3bd851e8::0006,stockpile::01d77744-2515-401a-a497-d9f7241aac3c::0006,6,6
inner,attack_flow,ctid,46,9046,stockpile,2,stockpile::de07f52d-9928-4071-9142-cb1d3bd851e8::0007,stockpile::de07f52d-9928-4071-9142-cb1d3bd851e8::0005,7,5
inner,attack_flow,ctid,46,9046,stockpile,2,stockpile::de07f52d-9928-4071-9142-cb1d3bd851e8::0008,stockpile::78e7504d-968f-477d-8806-4d6c04b94431::0006,8,6
inner,attack_flow,ctid,46,9046,stockpile,2,stockpile::de07f52d-9928-4071-9142-cb1d3bd851e8::0009,stockpile::564ae20d-778d-4965-93dc-b523be2e2ab4::0009,9,9
inner,attack_flow,ctid,46,9046,stockpile,2,stockpile::de07f52d-9928-4071-9142-cb1d3bd851e8::0010,stockpile::de07f52d-9928-4071-9142-cb1d3bd851e8::0016,10,16
inner,attack_flow,ctid,46,9046,stockpile,2,stockpile::de07f52d-9928-4071-9142-cb1d3bd851e8::0011,stockpile::78e7504d-968f-477d-8806-4d6c04b94431::0010,11,10
inner,attack_flow,ctid,46,9046,stockpile,2,stockpile::de07f52d-9928-4071-9142-cb1d3bd851e8::0012,stockpile::0f4c3c67-845e-49a0-927e-90ed33c044e0::0009,12,9
inner,attack_flow,ctid,46,9046,stockpile,2,stockpile::de07f52d-9928-4071-9142-cb1d3bd851e8::0013,stockpile::50855e29-3b4e-4562-aa55-b3d7f93c26b8::0007,13,7
inner,attack_flow,ctid,46,9046,stockpile,2,stockpile::de07f52d-9928-4071-9142-cb1d3bd851e8::0014,stockpile::de07f52d-9928-4071-9142-cb1d3bd851e8::0012,14,12
inner,attack_flow,ctid,46,9046,stockpile,2,stockpile::de07f52d-9928-4071-9142-cb1d3bd851e8::0015,stockpile::50855e29-3b4e-4562-aa55-b3d7f93c26b8::0006,15,6
inner,attack_flow,ctid,46,9046,stockpile,2,stockpile::de07f52d-9928-4071-9142-cb1d3bd851e8::0016,stockpile::de07f52d-9928-4071-9142-cb1d3bd851e8::0011,16,11
inner,attack_flow,ctid,46,9046,stockpile,2,stockpile::de07f52d-9928-4071-9142-cb1d3bd851e8::0017,stockpile::de07f52d-9928-4071-9142-cb1d3bd851e8::0009,17,9
inner,attack_flow,ctid,46,9046,stockpile,0,stockpile::e4324b88-8836-4803-b6b7-09b3c6cd4e94::0001,stockpile::564ae20d-778d-4965-93dc-b523be2e2ab4::0002,1,2
inner,attack_flow,ctid,46,9046,stockpile,0,stockpile::e89a10d3-004f-4c15-b0eb-d1ba76a4b67f::0001,stockpile::e4324b88-8836-4803-b6b7-09b3c6cd4e94::0001,1,1
inner,attack_flow,ctid,46,9046,stockpile,1,stockpile::e89a10d3-004f-4c15-b0eb-d1ba76a4b67f::0002,stockpile::d6ea4c1e-7959-4eb1-a292-b6fd2b06c73e::0004,2,4
inner,attack_flow,ctid,46,9046,stockpile,0,stockpile::eddc8f03-f930-41e7-95ba-33fb87bfed74::0001,stockpile::d6ea4c1e-7959-4eb1-a292-b6fd2b06c73e::0001,1,1
inner,attack_flow,ctid,46,9046,stockpile,1,stockpile::eddc8f03-f930-41e7-95ba-33fb87bfed74::0002,stockpile::78e7504d-968f-477d-8806-4d6c04b94431::0005,2,5
inner,attack_flow,ctid,46,9046,stockpile,0,stockpile::ef4d997c-a0d1-4067-9efa-87c58682db71::0001,stockpile::09ad625e-6cba-490f-afe3-5417e7edb9c6::0001,1,1
inner,attack_flow,ctid,46,9046,stockpile,1,stockpile::ef4d997c-a0d1-4067-9efa-87c58682db71::0002,stockpile::01d77744-2515-401a-a497-d9f7241aac3c::0003,2,3
inner,attack_flow,ctid,46,9046,stockpile,1,stockpile::ef4d997c-a0d1-4067-9efa-87c58682db71::0003,stockpile::50855e29-3b4e-4562-aa55-b3d7f93c26b8::0005,3,5
inner,attack_flow,ctid,46,9046,stockpile,0,stockpile::f98193a0-8b5b-4b5e-a5aa-e8c3adfcd4e6::0001,stockpile::de07f52d-9928-4071-9142-cb1d3bd851e8::0001,1,1
inner,attack_flow,ctid,46,9046,stockpile,0,stockpile::fbc41624-1052-490c-b5ec-4fd718e2501d::0001,stockpile::1a98b8e6-18ce-4617-8cc5-e65a1a9d490e::0002,1,2
inner,attack_flow,ctid,46,9046,stockpile,1,stockpile::fbc41624-1052-490c-b5ec-4fd718e2501d::0002,stockpile::dbd49a4a-ba2d-40d0-9348-2db24fc4b0b6::0002,2,2
inner,attack_flow,stockpile,42,9042,ctid,0,ctid::apt29::unknown::0001,ctid::sandworm::unknown::0002,1,2
inner,attack_flow,stockpile,42,9042,ctid,0,ctid::apt29::unknown::0002,ctid::fin6::unknown::0007,2,7
inner,attack_flow,stockpile,42,9042,ctid,0,ctid::apt29::unknown::0003,ctid::sandworm::unknown::0008,3,8
inner,attack_flow,stockpile,42,9042,ctid,0,ctid::apt29::unknown::0004,ctid::fin7::unknown::0007,4,7
inner,attack_flow,stockpile,42,9042,ctid,0,ctid::apt29::unknown::0005,ctid::turla_snake::unknown::0004,5,4
inner,attack_flow,stockpile,42,9042,ctid,0,ctid::apt29::unknown::0006,ctid::turla_carbon::unknown::0008,6,8
inner,attack_flow,stockpile,42,9042,ctid,0,ctid::apt29::unknown::0007,ctid::wizard_spider::unknown::0007,7,7
inner,attack_flow,stockpile,42,9042,ctid,0,ctid::apt29::unknown::0008,ctid::apt29::unknown::0002,8,2
inner,attack_flow,stockpile,42,9042,ctid,0,ctid::apt29::unknown::0009,ctid::menu_pass::unknown::0006,9,6
inner,attack_flow,stockpile,42,9042,ctid,1,ctid::apt29::unknown::0010,ctid::sandworm::unknown::0012,10,12
inner,attack_flow,stockpile,42,9042,ctid,1,ctid::apt29::unknown::0011,ctid::apt29::unknown::0020,11,20
inner,attack_flow,stockpile,42,9042,ctid,1,ctid::apt29::unknown::0012,ctid::oilrig::unknown::0015,12,15
inner,attack_flow,stockpile,42,9042,ctid,1,ctid::apt29::unknown::0013,ctid::wizard_spider::unknown::0010,13,10
inner,attack_flow,stockpile,42,9042,ctid,1,ctid::apt29::unknown::0014,ctid::sandworm::unknown::0019,14,19
inner,attack_flow,stockpile,42,9042,ctid,1,ctid::apt29::unknown::0015,ctid::fin6::unknown::0010,15,10
inner,attack_flow,stockpile,42,9042,ctid,1,ctid::apt29::unknown::0016,ctid::turla_snake::unknown::0014,16,14
inner,attack_flow,stockpile,42,9042,ctid,1,ctid::apt29::unknown::0017,ctid::sandworm::unknown::0017,17,17
inner,attack_flow,stockpile,42,9042,ctid,1,ctid::apt29::unknown::0018,ctid::apt29::unknown::0014,18,14
inner,attack_flow,stockpile,42,9042,ctid,1,ctid::apt29::unknown::0019,ctid::wizard_spider::unknown::0013,19,13
inner,attack_flow,stockpile,42,9042,ctid,1,ctid::apt29::unknown::0020,ctid::sandworm::unknown::0011,20,11
inner,attack_flow,stockpile,42,9042,ctid,1,ctid::apt29::unknown::0021,ctid::turla_carbon::unknown::0019,21,19
inner,attack_flow,stockpile,42,9042,ctid,2,ctid::apt29::unknown::0022,ctid::apt29::unknown::0031,22,31
inner,attack_flow,stockpile,42,9042,ctid,2,ctid::apt29::unknown::0023,ctid::apt29::unknown::0053,23,53
inner,attack_flow,stockpile,42,9042,ctid,2,ctid::apt29::unknown::0024,ctid::apt29::unknown::0041,24,41
inner,attack_flow,stockpile,42,9042,ctid,2,ctid::apt29::unknown::0025,ctid::apt29::unknown::0062,25,62
inner,attack_flow,stockpile,42,9042,ctid,2,ctid::apt29::unknown::0026,ctid::apt29::unknown::0050,26,50
inner,attack_flow,stockpile,42,9042,ctid,2,ctid::apt29::unknown::0028,ctid::apt29::unknown::0026,28,26
inner,attack_flow,stockpile,42,9042,ctid,2,ctid::apt29::unknown::0029,ctid::oilrig::unknown::0036,29,36
inner,attack_flow,stockpile,42,9042,ctid,2,ctid::apt29::unknown::0030,ctid::apt29::unknown::0025,30,25
inner,attack_flow,stockpile,42,9042,ctid,2,ctid::apt29::unknown::0031,ctid::wizard_spider::unknown::0031,31,31
inner,attack_flow,stockpile,42,9042,ctid,2,ctid::apt29::unknown::0032,ctid::apt29::unknown::0034,32,34
inner,attack_flow,stockpile,42,9042,ctid,2,ctid::apt29::unknown::0033,ctid::oilrig::unknown::0025,33,25
inner,attack_flow,stockpile,42,9042,ctid,2,ctid::apt29::unknown::0034,ctid::apt29::unknown::0023,34,23
inner,attack_flow,stockpile,42,9042,ctid,2,ctid::apt29::unknown::0035,ctid::sandworm::unknown::0030,35,30
inner,attack_flow,stockpile,42,9042,ctid,2,ctid::apt29::unknown::0036,ctid::apt29::unknown::0055,36,55
inner,attack_flow,stockpile,42,9042,ctid,2,ctid::apt29::unknown::0037,ctid::apt29::unknown::0064,37,64
inner,attack_flow,stockpile,42,9042,ctid,2,ctid::apt29::unknown::0038,ctid::turla_carbon::unknown::0022,38,22
inner,attack_flow,stockpile,42,9042,ctid,2,ctid::apt29::unknown::0039,ctid::turla_snake::unknown::0022,39,22
inner,attack_flow,stockpile,42,9042,ctid,2,ctid::apt29::unknown::0040,ctid::wizard_spider::unknown::0025,40,25
inner,attack_flow,stockpile,42,9042,ctid,2,ctid::apt29::unknown::0041,ctid::apt29::unknown::0056,41,56
inner,attack_flow,stockpile,42,9042,ctid,2,ctid::apt29::unknown::0042,ctid::apt29::unknown::0035,42,35
inner,attack_flow,stockpile,42,9042,ctid,2,ctid::apt29::unknown::0043,ctid::apt29::unknown::0049,43,49
inner,attack_flow,stockpile,42,9042,ctid,2,ctid::apt29::unknown::0044,ctid::apt29::unknown::0061,44,61
inner,attack_flow,stockpile,42,9042,ctid,2,ctid::apt29::unknown::0045,ctid::apt29::unknown::0033,45,33
inner,attack_flow,stockpile,42,9042,ctid,2,ctid::apt29::unknown::0046,ctid::apt29::unknown::0051,46,51
inner,attack_flow,stockpile,42,9042,ctid,2,ctid::apt29::unknown::0047,ctid::oilrig::unknown::0032,47,32
inner,attack_flow,stockpile,42,9042,ctid,2,ctid::apt29::unknown::0048,ctid::oilrig::unknown::0028,48,28
inner,attack_flow,stockpile,42,9042,ctid,2,ctid::apt29::unknown::0049,ctid::apt29::unknown::0057,49,57
inner,attack_flow,stockpile,42,9042,ctid,2,ctid::apt29::unknown::0050,ctid::turla_snake::unknown::0025,50,25
inner,attack_flow,stockpile,42,9042,ctid,2,ctid::apt29::unknown::0051,ctid::wizard_spider::unknown::0033,51,33
inner,attack_flow,stockpile,42,9042,ctid,2,ctid::apt29::unknown::0052,ctid::wizard_spider::unknown::0022,52,22
inner,attack_flow,stockpile,42,9042,ctid,2,ctid::apt29::unknown::0053,ctid::wizard_spider::unknown::0027,53,27
inner,attack_flow,stockpile,42,9042,ctid,2,ctid::apt29::unknown::0054,ctid::turla_snake::unknown::0027,54,27
inner,attack_flow,stockpile,42,9042,ctid,2,ctid::apt29::unknown::0055,ctid::apt29::unknown::0028,55,28
inner,attack_flow,stockpile,42,9042,ctid,2,ctid::apt29::unknown::0056,ctid::apt29::unknown::0052,56,52
inner,attack_flow,stockpile,42,9042,ctid,2,ctid::apt29::unknown::0057,ctid::oilrig::unknown::0031,57,31
inner,attack_flow,stockpile,42,9042,ctid,2,ctid::apt29::unknown::0058,ctid::apt29::unknown::0029,58,29
inner,attack_flow,stockpile,42,9042,ctid,2,ctid::apt29::unknown::0059,ctid::oilrig::unknown::0022,59,22
inner,attack_flow,stockpile,42,9042,ctid,2,ctid::apt29::unknown::0060,ctid::wizard_spider::unknown::0023,60,23
inner,attack_flow,stockpile,42,9042,ctid,2,ctid::apt29::unknown::0061,ctid::turla_snake::unknown::0026,61,26
inner,attack_flow,stockpile,42,9042,ctid,2,ctid::apt29::unknown::0062,ctid::apt29::unknown::0054,62,54
inner,attack_flow,stockpile,42,9042,ctid,2,ctid::apt29::unknown::0063,ctid::oilrig::unknown::0027,63,27
inner,attack_flow,stockpile,42,9042,ctid,2,ctid::apt29::unknown::0064,ctid::apt29::unknown::0022,64,22
inner,attack_flow,stockpile,42,9042,ctid,0,ctid::carbanak::unknown::0001,ctid::carbanak::unknown::0008,1,8
inner,attack_flow,stockpile,42,9042,ctid,0,ctid::carbanak::unknown::0002,ctid::fin6::unknown::0006,2,6
inner,attack_flow,stockpile,42,9042,ctid,0,ctid::carbanak::unknown::0003,ctid::turla_snake::unknown::0009,3,9
inner,attack_flow,stockpile,42,9042,ctid,0,ctid::carbanak::unknown::0004,ctid::oilrig::unknown::0002,4,2
inner,attack_flow,stockpile,42,9042,ctid,0,ctid::carbanak::unknown::0005,ctid::apt29::unknown::0001,5,1
inner,attack_flow,stockpile,42,9042,ctid,0,ctid::carbanak::unknown::0006,ctid::fin6::unknown::0004,6,4
inner,attack_flow,stockpile,42,9042,ctid,0,ctid::carbanak::unknown::0008,ctid::turla_snake::unknown::0007,8,7
inner,attack_flow,stockpile,42,9042,ctid,0,ctid::carbanak::unknown::0009,ctid::fin6::unknown::0009,9,9
inner,attack_flow,stockpile,42,9042,ctid,1,ctid::carbanak::unknown::0010,ctid::wizard_spider::unknown::0014,10,14
inner,attack_flow,stockpile,42,9042,ctid,1,ctid::carbanak::unknown::0011,ctid::carbanak::unknown::0010,11,10
inner,attack_flow,stockpile,42,9042,ctid,1,ctid::carbanak::unknown::0012,ctid::oilrig::unknown::0021,12,21
inner,attack_flow,stockpile,42,9042,ctid,1,ctid::carbanak::unknown::0013,ctid::turla_snake::unknown::0018,13,18
inner,attack_flow,stockpile,42,9042,ctid,1,ctid::carbanak::unknown::0014,ctid::turla_carbon::unknown::0014,14,14
inner,attack_flow,stockpile,42,9042,ctid,1,ctid::carbanak::unknown::0015,ctid::apt29::unknown::0017,15,17
inner,attack_flow,stockpile,42,9042,ctid,1,ctid::carbanak::unknown::0016,ctid::apt29::unknown::0013,16,13
inner,attack_flow,stockpile,42,9042,ctid,1,ctid::carbanak::unknown::0017,ctid::carbanak::unknown::0020,17,20
inner,attack_flow,stockpile,42,9042,ctid,1,ctid::carbanak::unknown::0018,ctid::turla_snake::unknown::0015,18,15
inner,attack_flow,stockpile,42,9042,ctid,1,ctid::carbanak::unknown::0019,ctid::sandworm::unknown::0016,19,16
inner,attack_flow,stockpile,42,9042,ctid,1,ctid::carbanak::unknown::0020,ctid::apt29::unknown::0021,20,21
inner,attack_flow,stockpile,42,9042,ctid,0,ctid::fin6::unknown::0001,ctid::wizard_spider::unknown::0005,1,5
inner,attack_flow,stockpile,42,9042,ctid,0,ctid::fin6::unknown::0002,ctid::apt29::unknown::0007,2,7
inner,attack_flow,stockpile,42,9042,ctid,0,ctid::fin6::unknown::0003,ctid::apt29::unknown::0008,3,8
inner,attack_flow,stockpile,42,9042,ctid,0,ctid::fin6::unknown::0004,ctid::fin6::unknown::0005,4,5
inner,attack_flow,stockpile,42,9042,ctid,0,ctid::fin6::unknown::0005,ctid::sandworm::unknown::0004,5,4
inner,attack_flow,stockpile,42,9042,ctid,0,ctid::fin6::unknown::0006,ctid::fin7::unknown::0002,6,2
inner,attack_flow,stockpile,42,9042,ctid,0,ctid::fin6::unknown::0007,ctid::turla_carbon::unknown::0003,7,3
inner,attack_flow,stockpile,42,9042,ctid,0,ctid::fin6::unknown::0008,ctid::fin7::unknown::0009,8,9
inner,attack_flow,stockpile,42,9042,ctid,0,ctid::fin6::unknown::0009,ctid::wizard_spider::unknown::0002,9,2
inner,attack_flow,stockpile,42,9042,ctid,1,ctid::fin6::unknown::0010,ctid::turla_snake::unknown::0017,10,17
inner,attack_flow,stockpile,42,9042,ctid,1,ctid::fin6::unknown::0012,ctid::oilrig::unknown::0011,12,11
inner,attack_flow,stockpile,42,9042,ctid,1,ctid::fin6::unknown::0013,ctid::apt29::unknown::0011,13,11
inner,attack_flow,stockpile,42,9042,ctid,1,ctid::fin6::unknown::0014,ctid::sandworm::unknown::0013,14,13
inner,attack_flow,stockpile,42,9042,ctid,1,ctid::fin6::unknown::0015,ctid::wizard_spider::unknown::0016,15,16
inner,attack_flow,stockpile,42,9042,ctid,1,ctid::fin6::unknown::0016,ctid::fin6::unknown::0013,16,13
inner,attack_flow,stockpile,42,9042,ctid,1,ctid::fin6::unknown::0017,ctid::turla_snake::unknown::0021,17,21
inner,attack_flow,stockpile,42,9042,ctid,0,ctid::fin7::unknown::0001,ctid::oilrig::unknown::0001,1,1
inner,attack_flow,stockpile,42,9042,ctid,0,ctid::fin7::unknown::0002,ctid::apt29::unknown::0005,2,5
inner,attack_flow,stockpile,42,9042,ctid,0,ctid::fin7::unknown::0003,ctid::fin7::unknown::0001,3,1
inner,attack_flow,stockpile,42,9042,ctid,0,ctid::fin7::unknown::0004,ctid::carbanak::unknown::0005,4,5
inner,attack_flow,stockpile,42,9042,ctid,0,ctid::fin7::unknown::0006,ctid::oilrig::unknown::0004,6,4
inner,attack_flow,stockpile,42,9042,ctid,0,ctid::fin7::unknown::0007,ctid::wizard_spider::unknown::0006,7,6
inner,attack_flow,stockpile,42,9042,ctid,0,ctid::fin7::unknown::0008,ctid::oilrig::unknown::0005,8,5
inner,attack_flow,stockpile,42,9042,ctid,0,ctid::fin7::unknown::0009,ctid::oilrig::unknown::0007,9,7
inner,attack_flow,stockpile,42,9042,ctid,0,ctid::menu_pass::unknown::0001,ctid::carbanak::unknown::0009,1,9
inner,attack_flow,stockpile,42,9042,ctid,0,ctid::menu_pass::unknown::0002,ctid::carbanak::unknown::0003,2,3
inner,attack_flow,stockpile,42,9042,ctid,0,ctid::menu_pass::unknown::0003,ctid::apt29::unknown::0009,3,9
inner,attack_flow,stockpile,42,9042,ctid,0,ctid::menu_pass::unknown::0004,ctid::fin7::unknown::0008,4,8
inner,attack_flow,stockpile,42,9042,ctid,0,ctid::menu_pass::unknown::0005,ctid::fin7::unknown::0004,5,4
inner,attack_flow,stockpile,42,9042,ctid,0,ctid::menu_pass::unknown::0006,ctid::turla_carbon::unknown::0004,6,4
inner,attack_flow,stockpile,42,9042,ctid,0,ctid::menu_pass::unknown::0007,ctid::turla_carbon::unknown::0007,7,7
inner,attack_flow,stockpile,42,9042,ctid,0,ctid::menu_pass::unknown::0008,ctid::menu_pass::unknown::0004,8,4
inner,attack_flow,stockpile,42,9042,ctid,0,ctid::menu_pass::unknown::0009,ctid::turla_snake::unknown::0008,9,8
