status,sample_id,source,campaign_id,development_slot,method,targets,ranking,ndcg5,hit5,precision5,recall5
development_descriptive_only,stockpile::564ae20d-778d-4965-93dc-b523be2e2ab4::0012,stockpile,564ae20d-778d-4965-93dc-b523be2e2ab4,stockpile:long:1,UNION_LLM,"[""T1016"",""T1040"",""T1059""]","[""T1059"",""T1003"",""T1021"",""T1105"",""T1082""]",0.46927872602275644,1.0,0.2,0.3333333333333333
development_descriptive_only,stockpile::564ae20d-778d-4965-93dc-b523be2e2ab4::0012,stockpile,564ae20d-778d-4965-93dc-b523be2e2ab4,stockpile:long:1,EDLR,"[""T1016"",""T1040"",""T1059""]","[""T1003"",""T1021"",""T1105"",""T1041"",""T1057""]",0.0,0.0,0.0,0.0
development_descriptive_only,stockpile::564ae20d-778d-4965-93dc-b523be2e2ab4::0012,stockpile,564ae20d-778d-4965-93dc-b523be2e2ab4,stockpile:long:1,EDLR_SHUFFLE,"[""T1016"",""T1040"",""T1059""]","[""T1059"",""T1041"",""T1005"",""T1074"",""T1082""]",0.46927872602275644,1.0,0.2,0.3333333333333333
development_descriptive_only,stockpile::5d3e170e-f1b8-49f9-9ee1-c51605552a08::0003,stockpile,5d3e170e-f1b8-49f9-9ee1-c51605552a08,stockpile:medium:1,B0,"[""T1074""]","[""T1119"",""T1552"",""T1003"",""T1078"",""T1021""]",0.0,0.0,0.0,0.0
development_descriptive_only,stockpile::5d3e170e-f1b8-49f9-9ee1-c51605552a08::0003,stockpile,5d3e170e-f1b8-49f9-9ee1-c51605552a08,stockpile:medium:1,EA_TOP5,"[""T1074""]","[""T1552"",""T1003"",""T1078"",""T1021"",""T1119""]",0.0,0.0,0.0,0.0
development_descriptive_only,stockpile::5d3e170e-f1b8-49f9-9ee1-c51605552a08::0003,stockpile,5d3e170e-f1b8-49f9-9ee1-c51605552a08,stockpile:medium:1,UNION_LLM,"[""T1074""]","[""T1119"",""T1552"",""T1003"",""T1078"",""T1021""]",0.0,0.0,0.0,0.0
development_descriptive_only,stockpile::5d3e170e-f1b8-49f9-9ee1-c51605552a08::0003,stockpile,5d3e170e-f1b8-49f9-9ee1-c51605552a08,stockpile:medium:1,EDLR,"[""T1074""]","[""T1003"",""T1078"",""T1021"",""T1041"",""T1070""]",0.0,0.0,0.0,0.0
development_descriptive_only,stockpile::5d3e170e-f1b8-49f9-9ee1-c51605552a08::0003,stockpile,5d3e170e-f1b8-49f9-9ee1-c51605552a08,stockpile:medium:1,EDLR_SHUFFLE,"[""T1074""]","[""T1003"",""T1078"",""T1021"",""T1041"",""T1083""]",0.0,0.0,0.0,0.0
development_descriptive_only,stockpile::78e7504d-968f-477d-8806-4d6c04b94431::0009,stockpile,78e7504d-968f-477d-8806-4d6c04b94431,stockpile:long:3,B0,"[""T1570"",""T1047"",""T1021""]","[""T1021"",""T1059"",""T1078"",""T1003"",""T1105""]",0.46927872602275644,1.0,0.2,0.3333333333333333
development_descriptive_only,stockpile::78e7504d-968f-477d-8806-4d6c04b94431::0009,stockpile,78e7504d-968f-477d-8806-4d6c04b94431,stockpile:long:3,EA_TOP5,"[""T1570"",""T1047"",""T1021""]","[""T1059"",""T1078"",""T1021"",""T1003"",""T1105""]",0.23463936301137822,1.0,0.2,0.3333333333333333
development_descriptive_only,stockpile::78e7504d-968f-477d-8806-4d6c04b94431::0009,stockpile,78e7504d-968f-477d-8806-4d6c04b94431,stockpile:long:3,UNION_LLM,"[""T1570"",""T1047"",""T1021""]","[""T1059"",""T1078"",""T1021"",""T1003"",""T1105""]",0.23463936301137822,1.0,0.2,0.3333333333333333
development_descriptive_only,stockpile::78e7504d-968f-477d-8806-4d6c04b94431::0009,stockpile,78e7504d-968f-477d-8806-4d6c04b94431,stockpile:long:3,EDLR,"[""T1570"",""T1047"",""T1021""]","[""T1021"",""T1059"",""T1078"",""T1003"",""T1105""]",0.46927872602275644,1.0,0.2,0.3333333333333333
development_descriptive_only,stockpile::78e7504d-968f-477d-8806-4d6c04b94431::0009,stockpile,78e7504d-968f-477d-8806-4d6c04b94431,stockpile:long:3,EDLR_SHUFFLE,"[""T1570"",""T1047"",""T1021""]","[""T1059"",""T1078"",""T1021"",""T1003"",""T1105""]",0.23463936301137822,1.0,0.2,0.3333333333333333
development_descriptive_only,stockpile::c220a8e6-609c-4d5b-9e1c-068ca01c2eec::0001,stockpile,c220a8e6-609c-4d5b-9e1c-068ca01c2eec,stockpile:short:2,B0,"[""T1018"",""T1570""]","[""T1016"",""T1033"",""T1057"",""T1083"",""T1046""]",0.0,0.0,0.0,0.0
development_descriptive_only,stockpile::c220a8e6-609c-4d5b-9e1c-068ca01c2eec::0001,stockpile,c220a8e6-609c-4d5b-9e1c-068ca01c2eec,stockpile:short:2,EA_TOP5,"[""T1018"",""T1570""]","[""T1016"",""T1033"",""T1057"",""T1083"",""T1046""]",0.0,0.0,0.0,0.0
development_descriptive_only,stockpile::c220a8e6-609c-4d5b-9e1c-068ca01c2eec::0001,stockpile,c220a8e6-609c-4d5b-9e1c-068ca01c2eec,stockpile:short:2,UNION_LLM,"[""T1018"",""T1570""]","[""T1016"",""T1033"",""T1057"",""T1083"",""T1046""]",0.0,0.0,0.0,0.0
development_descriptive_only,stockpile::c220a8e6-609c-4d5b-9e1c-068ca01c2eec::0001,stockpile,c220a8e6-609c-4d5b-9e1c-068ca01c2eec,stockpile:short:2,EDLR,"[""T1018"",""T1570""]","[""T1105"",""T1016"",""T1087"",""T1069"",""T1057""]",0.0,0.0,0.0,0.0
development_descriptive_only,stockpile::c220a8e6-609c-4d5b-9e1c-068ca01c2eec::0001,stockpile,c220a8e6-609c-4d5b-9e1c-068ca01c2eec,stockpile:short:2,EDLR_SHUFFLE,"[""T1018"",""T1570""]","[""T1046"",""T1057"",""T1033"",""T1105"",""T1087""]",0.0,0.0,0.0,0.0
development_descriptive_only,stockpile::c724545d-a4cc-492e-8075-2ab9a699c847::0003,stockpile,c724545d-a4cc-492e-8075-2ab9a699c847,stockpile:medium:4,B0,"[""T1548""]","[""T1059"",""T1003"",""T1021"",""T1105"",""T1078""]",0.0,0.0,0.0,0.0
development_descriptive_only,stockpile::c724545d-a4cc-492e-8075-2ab9a699c847::0003,stockpile,c724545d-a4cc-492e-8075-2ab9a699c847,stockpile:medium:4,EA_TOP5,"[""T1548""]","[""T1059"",""T1078"",""T1021"",""T1003"",""T1105""]",0.0,0.0,0.0,0.0
development_descriptive_only,stockpile::c724545d-a4cc-492e-8075-2ab9a699c847::0003,stockpile,c724545d-a4cc-492e-8075-2ab9a699c847,stockpile:medium:4,UNION_LLM,"[""T1548""]","[""T1059"",""T1078"",""T1021"",""T1003"",""T1105""]",0.0,0.0,0.0,0.0
development_descriptive_only,stockpile::c724545d-a4cc-492e-8075-2ab9a699c847::0003,stockpile,c724545d-a4cc-492e-8075-2ab9a699c847,stockpile:medium:4,EDLR,"[""T1548""]","[""T1003"",""T1059"",""T1021"",""T1078"",""T1105""]",0.0,0.0,0.0,0.0
development_descriptive_only,stockpile::c724545d-a4cc-492e-8075-2ab9a699c847::0003,stockpile,c724545d-a4cc-492e-8075-2ab9a699c847,stockpile:medium:4,EDLR_SHUFFLE,"[""T1548""]","[""T1059"",""T1078"",""T1021"",""T1003"",""T1105""]",0.0,0.0,0.0,0.0
development_descriptive_only,stockpile::d6ea4c1e-7959-4eb1-a292-b6fd2b06c73e::0003,stockpile,d6ea4c1e-7959-4eb1-a292-b6fd2b06c73e,stockpile:medium:2,B0,"[""T1518"",""T1057""]","[""T1059"",""T1005"",""T1547"",""T1021"",""T1018""]",0.0,0.0,0.0,0.0
development_descriptive_only,stockpile::d6ea4c1e-7959-4eb1-a292-b6fd2b06c73e::0003,stockpile,d6ea4c1e-7959-4eb1-a292-b6fd2b06c73e,stockpile:medium:2,EA_TOP5,"[""T1518"",""T1057""]","[""T1059"",""T1021"",""T1018"",""T1005"",""T1547""]",0.0,0.0,0.0,0.0
development_descriptive_only,stockpile::d6ea4c1e-7959-4eb1-a292-b6fd2b06c73e::0003,stockpile,d6ea4c1e-7959-4eb1-a292-b6fd2b06c73e,stockpile:medium:2,UNION_LLM,"[""T1518"",""T1057""]","[""T1059"",""T1021"",""T1003"",""T1105"",""T1018""]",0.0,0.0,0.0,0.0
development_descriptive_only,stockpile::d6ea4c1e-7959-4eb1-a292-b6fd2b06c73e::0003,stockpile,d6ea4c1e-7959-4eb1-a292-b6fd2b06c73e,stockpile:medium:2,EDLR,"[""T1518"",""T1057""]","[""T1105"",""T1082"",""T1049"",""T1007"",""T1570""]",0.0,0.0,0.0,0.0
development_descriptive_only,stockpile::d6ea4c1e-7959-4eb1-a292-b6fd2b06c73e::0003,stockpile,d6ea4c1e-7959-4eb1-a292-b6fd2b06c73e,stockpile:medium:2,EDLR_SHUFFLE,"[""T1518"",""T1057""]","[""T1059"",""T1021"",""T1018"",""T1082"",""T1005""]",0.0,0.0,0.0,0.0
development_descriptive_only,stockpile::dbd49a4a-ba2d-40d0-9348-2db24fc4b0b6::0001,stockpile,dbd49a4a-ba2d-40d0-9348-2db24fc4b0b6,stockpile:short:3,B0,"[""T1021"",""T1569""]","[""T1087"",""T1018"",""T1046"",""T1003"",""T1021""]",0.23719771276929622,1.0,0.2,0.5
development_descriptive_only,stockpile::dbd49a4a-ba2d-40d0-9348-2db24fc4b0b6::0001,stockpile,dbd49a4a-ba2d-40d0-9348-2db24fc4b0b6,stockpile:short:3,EA_TOP5,"[""T1021"",""T1569""]","[""T1021"",""T1003"",""T1087"",""T1018"",""T1046""]",0.6131471927654584,1.0,0.2,0.5
development_descriptive_only,stockpile::dbd49a4a-ba2d-40d0-9348-2db24fc4b0b6::0001,stockpile,dbd49a4a-ba2d-40d0-9348-2db24fc4b0b6,stockpile:short:3,UNION_LLM,"[""T1021"",""T1569""]","[""T1087"",""T1018"",""T1046"",""T1003"",""T1021""]",0.23719771276929622,1.0,0.2,0.5
development_descriptive_only,stockpile::dbd49a4a-ba2d-40d0-9348-2db24fc4b0b6::0001,stockpile,dbd49a4a-ba2d-40d0-9348-2db24fc4b0b6,stockpile:short:3,EDLR,"[""T1021"",""T1569""]","[""T1018"",""T1087"",""T1016"",""T1007"",""T1046""]",0.0,0.0,0.0,0.0
development_descriptive_only,stockpile::dbd49a4a-ba2d-40d0-9348-2db24fc4b0b6::0001,stockpile,dbd49a4a-ba2d-40d0-9348-2db24fc4b0b6,stockpile:short:3,EDLR_SHUFFLE,"[""T1021"",""T1569""]","[""T1046"",""T1016"",""T1007"",""T1070"",""T1486""]",0.0,0.0,0.0,0.0
development_descriptive_only,stockpile::ddbd1850-5fd7-41d5-a7a1-1b15dac49090::0004,stockpile,ddbd1850-5fd7-41d5-a7a1-1b15dac49090,stockpile:medium:3,B0,"[""T1021""]","[""T1021"",""T1059"",""T1078"",""T1003"",""T1105""]",1.0,1.0,0.2,1.0
development_descriptive_only,stockpile::ddbd1850-5fd7-41d5-a7a1-1b15dac49090::0004,stockpile,ddbd1850-5fd7-41d5-a7a1-1b15dac49090,stockpile:medium:3,EA_TOP5,"[""T1021""]","[""T1059"",""T1078"",""T1021"",""T1003"",""T1105""]",0.5,1.0,0.2,1.0
development_descriptive_only,stockpile::ddbd1850-5fd7-41d5-a7a1-1b15dac49090::0004,stockpile,ddbd1850-5fd7-41d5-a7a1-1b15dac49090,stockpile:medium:3,UNION_LLM,"[""T1021""]","[""T1059"",""T1078"",""T1021"",""T1003"",""T1105""]",0.5,1.0,0.2,1.0
development_descriptive_only,stockpile::ddbd1850-5fd7-41d5-a7a1-1b15dac49090::0004,stockpile,ddbd1850-5fd7-41d5-a7a1-1b15dac49090,stockpile:medium:3,EDLR,"[""T1021""]","[""T1059"",""T1021"",""T1105"",""T1078"",""T1003""]",0.6309297535714575,1.0,0.2,1.0
development_descriptive_only,stockpile::ddbd1850-5fd7-41d5-a7a1-1b15dac49090::0004,stockpile,ddbd1850-5fd7-41d5-a7a1-1b15dac49090,stockpile:medium:3,EDLR_SHUFFLE,"[""T1021""]","[""T1021"",""T1059"",""T1078"",""T1105"",""T1003""]",1.0,1.0,0.2,1.0
development_descriptive_only,stockpile::de07f52d-9928-4071-9142-cb1d3bd851e8::0002,stockpile,de07f52d-9928-4071-9142-cb1d3bd851e8,stockpile:short:1,B0,"[""T1087"",""T1016""]","[""T1083"",""T1003"",""T1018"",""T1069"",""T1087""]",0.23719771276929622,1.0,0.2,0.5
development_descriptive_only,stockpile::de07f52d-9928-4071-9142-cb1d3bd851e8::0002,stockpile,de07f52d-9928-4071-9142-cb1d3bd851e8,stockpile:short:1,EA_TOP5,"[""T1087"",""T1016""]","[""T1003"",""T1087"",""T1018"",""T1069"",""T1083""]",0.38685280723454163,1.0,0.2,0.5
development_descriptive_only,stockpile::de07f52d-9928-4071-9142-cb1d3bd851e8::0002,stockpile,de07f52d-9928-4071-9142-cb1d3bd851e8,stockpile:short:1,UNION_LLM,"[""T1087"",""T1016""]","[""T1003"",""T1018"",""T1069"",""T1087"",""T1083""]",0.2640681225725909,1.0,0.2,0.5
development_descriptive_only,stockpile::de07f52d-9928-4071-9142-cb1d3bd851e8::0002,stockpile,de07f52d-9928-4071-9142-cb1d3bd851e8,stockpile:short:1,EDLR,"[""T1087"",""T1016""]","[""T1003"",""T1082"",""T1105"",""T1083"",""T1016""]",0.23719771276929622,1.0,0.2,0.5
development_descriptive_only,stockpile::de07f52d-9928-4071-9142-cb1d3bd851e8::0002,stockpile,de07f52d-9928-4071-9142-cb1d3bd851e8,stockpile:short:1,EDLR_SHUFFLE,"[""T1087"",""T1016""]","[""T1003"",""T1087"",""T1069"",""T1018"",""T1083""]",0.38685280723454163,1.0,0.2,0.5
