sample_id,source,campaign_id,prefix_len,prefix,raw_prefix,true_label,target_raw_id,org_name,actor,plan_id,scenario_id,mapping_quality,recent_prefix_ids,kg_context,kg_snippet_ids,kg_snippet_types,kg_retrieved_snippet_ids,kg_chars_before,kg_chars_after,kg_empty_reason,flow_file,profile_file,profile_name
attack_flow::FIN13 Case 2::0005,attack_flow,FIN13 Case 2,5,"[""T1190"",""T1105"",""T1505"",""T1203"",""T1003""]","[""T1190"",""T1105"",""T1505.003"",""T1203"",""T1003.001""]",T1595,T1595,,,,,,"[""T1505"", ""T1203"", ""T1003""]",Indrik Spider uses LSASS Memory | Target ATT&CK ID: T1003.001 | [Indrik Spider](https://attack.mitre.org/groups/G0119) used [Cobalt Strike](https://attack.mitre.org/software/S0154) to carry out credential dumping using ProcDump.(Citation: Symantec ... ; Daggerfly uses Security Account Manager | Target ATT&CK ID: T1003.002 | [Daggerfly](https://attack.mitre.org/groups/G1034) used [Reg](https://attack.mitre.org/software/S0075) to dump the Security Account Manager (SAM) hive from victim machines for ... ; APT28 uses NTDS | Target ATT&CK ID: T1003.003 | [APT28](https://attack.mitre.org/groups/G0007) has used the ntdsutil.exe utility to export the Active Directory database for credential ...,"[""relationship::relationship--000aa4d0-315e-40d7-b2b6-76e91ecf0fe8"", ""relationship::relationship--01122760-11f7-4fc9-8500-65ee57a6494f"", ""relationship::relationship--01e22d76-e2ee-407a-834f-e3428df142ba""]","[""relationship::uses"", ""relationship::uses"", ""relationship::uses""]","[""relationship::relationship--000aa4d0-315e-40d7-b2b6-76e91ecf0fe8"", ""relationship::relationship--01122760-11f7-4fc9-8500-65ee57a6494f"", ""relationship::relationship--01e22d76-e2ee-407a-834f-e3428df142ba"", ""relationship::relationship--02a05d88-504c-4b79-bc55-1174b02e62c2"", ""relationship::relationship--0314a845-98db-4cf9-ac05-875025017636""]",1263,695,,FIN13 Case 2.afb,,
attack_flow::FIN13 Case 2::0006,attack_flow,FIN13 Case 2,6,"[""T1190"",""T1105"",""T1505"",""T1203"",""T1003"",""T1595""]","[""T1190"",""T1105"",""T1505.003"",""T1203"",""T1003.001"",""T1595""]",T1003,T1003.001,,,,,,"[""T1203"", ""T1003"", ""T1595""]",Indrik Spider uses LSASS Memory | Target ATT&CK ID: T1003.001 | [Indrik Spider](https://attack.mitre.org/groups/G0119) used [Cobalt Strike](https://attack.mitre.org/software/S0154) to carry out credential dumping using ProcDump.(Citation: Symantec ... ; Daggerfly uses Security Account Manager | Target ATT&CK ID: T1003.002 | [Daggerfly](https://attack.mitre.org/groups/G1034) used [Reg](https://attack.mitre.org/software/S0075) to dump the Security Account Manager (SAM) hive from victim machines for ... ; APT28 uses NTDS | Target ATT&CK ID: T1003.003 | [APT28](https://attack.mitre.org/groups/G0007) has used the ntdsutil.exe utility to export the Active Directory database for credential ...,"[""relationship::relationship--000aa4d0-315e-40d7-b2b6-76e91ecf0fe8"", ""relationship::relationship--01122760-11f7-4fc9-8500-65ee57a6494f"", ""relationship::relationship--01e22d76-e2ee-407a-834f-e3428df142ba""]","[""relationship::uses"", ""relationship::uses"", ""relationship::uses""]","[""relationship::relationship--000aa4d0-315e-40d7-b2b6-76e91ecf0fe8"", ""relationship::relationship--01122760-11f7-4fc9-8500-65ee57a6494f"", ""relationship::relationship--01e22d76-e2ee-407a-834f-e3428df142ba"", ""relationship::relationship--02a05d88-504c-4b79-bc55-1174b02e62c2"", ""relationship::relationship--0314a845-98db-4cf9-ac05-875025017636""]",1263,695,,FIN13 Case 2.afb,,
attack_flow::FIN13 Case 2::0007,attack_flow,FIN13 Case 2,7,"[""T1190"",""T1105"",""T1505"",""T1203"",""T1003"",""T1595"",""T1003""]","[""T1190"",""T1105"",""T1505.003"",""T1203"",""T1003.001"",""T1595"",""T1003.001""]",T1078,T1078,,,,,,"[""T1003"", ""T1595"", ""T1003""]",Indrik Spider uses LSASS Memory | Target ATT&CK ID: T1003.001 | [Indrik Spider](https://attack.mitre.org/groups/G0119) used [Cobalt Strike](https://attack.mitre.org/software/S0154) to carry out credential dumping using ProcDump.(Citation: Symantec ... ; Daggerfly uses Security Account Manager | Target ATT&CK ID: T1003.002 | [Daggerfly](https://attack.mitre.org/groups/G1034) used [Reg](https://attack.mitre.org/software/S0075) to dump the Security Account Manager (SAM) hive from victim machines for ... ; APT28 uses NTDS | Target ATT&CK ID: T1003.003 | [APT28](https://attack.mitre.org/groups/G0007) has used the ntdsutil.exe utility to export the Active Directory database for credential ...,"[""relationship::relationship--000aa4d0-315e-40d7-b2b6-76e91ecf0fe8"", ""relationship::relationship--01122760-11f7-4fc9-8500-65ee57a6494f"", ""relationship::relationship--01e22d76-e2ee-407a-834f-e3428df142ba""]","[""relationship::uses"", ""relationship::uses"", ""relationship::uses""]","[""relationship::relationship--000aa4d0-315e-40d7-b2b6-76e91ecf0fe8"", ""relationship::relationship--01122760-11f7-4fc9-8500-65ee57a6494f"", ""relationship::relationship--01e22d76-e2ee-407a-834f-e3428df142ba"", ""relationship::relationship--02a05d88-504c-4b79-bc55-1174b02e62c2"", ""relationship::relationship--0314a845-98db-4cf9-ac05-875025017636""]",1263,695,,FIN13 Case 2.afb,,
attack_flow::FIN13 Case 2::0008,attack_flow,FIN13 Case 2,8,"[""T1190"",""T1105"",""T1505"",""T1203"",""T1003"",""T1595"",""T1003"",""T1078""]","[""T1190"",""T1105"",""T1505.003"",""T1203"",""T1003.001"",""T1595"",""T1003.001"",""T1078""]",T1005,T1005,,,,,,"[""T1595"", ""T1003"", ""T1078""]","Indrik Spider uses LSASS Memory | Target ATT&CK ID: T1003.001 | [Indrik Spider](https://attack.mitre.org/groups/G0119) used [Cobalt Strike](https://attack.mitre.org/software/S0154) to carry out credential dumping using ProcDump.(Citation: Symantec ... ; SolarWinds Compromise uses Cloud Accounts | Target ATT&CK ID: T1078.004 | During the [SolarWinds Compromise](https://attack.mitre.org/campaigns/C0024), [APT29](https://attack.mitre.org/groups/G0016) used a compromised O365 administrator account to create ... ; Daggerfly uses Security Account Manager | Target ATT&CK ID: T1003.002 | [Daggerfly](https://attack.mitre.org/groups/G1034) used [Reg](https://attack.mitre.org/software/S0075) to ...","[""relationship::relationship--000aa4d0-315e-40d7-b2b6-76e91ecf0fe8"", ""relationship::relationship--00fe17bc-f783-4cba-9171-e1fde2fa0efa"", ""relationship::relationship--01122760-11f7-4fc9-8500-65ee57a6494f""]","[""relationship::uses"", ""relationship::uses"", ""relationship::uses""]","[""relationship::relationship--000aa4d0-315e-40d7-b2b6-76e91ecf0fe8"", ""relationship::relationship--00fe17bc-f783-4cba-9171-e1fde2fa0efa"", ""relationship::relationship--01122760-11f7-4fc9-8500-65ee57a6494f"", ""relationship::relationship--01e22d76-e2ee-407a-834f-e3428df142ba"", ""relationship::relationship--02a05d88-504c-4b79-bc55-1174b02e62c2""]",1263,696,,FIN13 Case 2.afb,,
attack_flow::FIN13 Case 2::0009,attack_flow,FIN13 Case 2,9,"[""T1190"",""T1105"",""T1505"",""T1203"",""T1003"",""T1595"",""T1003"",""T1078"",""T1005""]","[""T1190"",""T1105"",""T1505.003"",""T1203"",""T1003.001"",""T1595"",""T1003.001"",""T1078"",""T1005""]",T1083,T1083,,,,,,"[""T1003"", ""T1078"", ""T1005""]","Indrik Spider uses LSASS Memory | Target ATT&CK ID: T1003.001 | [Indrik Spider](https://attack.mitre.org/groups/G0119) used [Cobalt Strike](https://attack.mitre.org/software/S0154) to carry out credential dumping using ProcDump.(Citation: Symantec ... ; SolarWinds Compromise uses Cloud Accounts | Target ATT&CK ID: T1078.004 | During the [SolarWinds Compromise](https://attack.mitre.org/campaigns/C0024), [APT29](https://attack.mitre.org/groups/G0016) used a compromised O365 administrator account to create ... ; Daggerfly uses Security Account Manager | Target ATT&CK ID: T1003.002 | [Daggerfly](https://attack.mitre.org/groups/G1034) used [Reg](https://attack.mitre.org/software/S0075) to ...","[""relationship::relationship--000aa4d0-315e-40d7-b2b6-76e91ecf0fe8"", ""relationship::relationship--00fe17bc-f783-4cba-9171-e1fde2fa0efa"", ""relationship::relationship--01122760-11f7-4fc9-8500-65ee57a6494f""]","[""relationship::uses"", ""relationship::uses"", ""relationship::uses""]","[""relationship::relationship--000aa4d0-315e-40d7-b2b6-76e91ecf0fe8"", ""relationship::relationship--00fe17bc-f783-4cba-9171-e1fde2fa0efa"", ""relationship::relationship--01122760-11f7-4fc9-8500-65ee57a6494f"", ""relationship::relationship--01e22d76-e2ee-407a-834f-e3428df142ba"", ""relationship::relationship--02a05d88-504c-4b79-bc55-1174b02e62c2""]",1263,696,,FIN13 Case 2.afb,,
attack_flow::FIN13 Case 2::0010,attack_flow,FIN13 Case 2,10,"[""T1190"",""T1105"",""T1505"",""T1203"",""T1003"",""T1595"",""T1003"",""T1078"",""T1005"",""T1083""]","[""T1190"",""T1105"",""T1505.003"",""T1203"",""T1003.001"",""T1595"",""T1003.001"",""T1078"",""T1005"",""T1083""]",T1595,T1595.002,,,,,,"[""T1078"", ""T1005"", ""T1083""]","BLACKCOFFEE uses File and Directory Discovery | Target ATT&CK ID: T1083 | [BLACKCOFFEE](https://attack.mitre.org/software/S0069) has the capability to enumerate files.(Citation: FireEye APT17) ; SolarWinds Compromise uses Cloud Accounts | Target ATT&CK ID: T1078.004 | During the [SolarWinds Compromise](https://attack.mitre.org/campaigns/C0024), [APT29](https://attack.mitre.org/groups/G0016) used a compromised O365 administrator account to create ... ; Orz uses File and Directory Discovery | Target ATT&CK ID: T1083 | [Orz](https://attack.mitre.org/software/S0229) can gather victim drive information.(Citation: Proofpoint Leviathan Oct 2017) ; Attor uses File and Directory Discovery | ...","[""relationship::relationship--007cc21a-685a-4701-99c1-20f258cedc7c"", ""relationship::relationship--00fe17bc-f783-4cba-9171-e1fde2fa0efa"", ""relationship::relationship--0188b7af-d060-4715-baf2-ad69333482dc"", ""relationship::relationship--01a01a28-19e5-4e32-8a24-a98f2b69ced5""]","[""relationship::uses"", ""relationship::uses"", ""relationship::uses"", ""relationship::uses""]","[""relationship::relationship--007cc21a-685a-4701-99c1-20f258cedc7c"", ""relationship::relationship--00fe17bc-f783-4cba-9171-e1fde2fa0efa"", ""relationship::relationship--0188b7af-d060-4715-baf2-ad69333482dc"", ""relationship::relationship--01a01a28-19e5-4e32-8a24-a98f2b69ced5"", ""relationship::relationship--035525fc-4549-4282-b85b-c7c07359124c"", ""relationship::relationship--03a2f02b-ca0c-4366-8880-6cb6015fd722""]",1375,694,,FIN13 Case 2.afb,,
attack_flow::FIN13 Case 2::0011,attack_flow,FIN13 Case 2,11,"[""T1190"",""T1105"",""T1505"",""T1203"",""T1003"",""T1595"",""T1003"",""T1078"",""T1005"",""T1083"",""T1595""]","[""T1190"",""T1105"",""T1505.003"",""T1203"",""T1003.001"",""T1595"",""T1003.001"",""T1078"",""T1005"",""T1083"",""T1595.002""]",T1505,T1505.003,,,,,,"[""T1005"", ""T1083"", ""T1595""]",BLACKCOFFEE uses File and Directory Discovery | Target ATT&CK ID: T1083 | [BLACKCOFFEE](https://attack.mitre.org/software/S0069) has the capability to enumerate files.(Citation: FireEye APT17) ; Orz uses File and Directory Discovery | Target ATT&CK ID: T1083 | [Orz](https://attack.mitre.org/software/S0229) can gather victim drive information.(Citation: Proofpoint Leviathan Oct 2017) ; Attor uses File and Directory Discovery | Target ATT&CK ID: T1083 | [Attor](https://attack.mitre.org/software/S0438) has a plugin that enumerates files with specific extensions on all hard disk drives and stores file information in encrypted log ... ; Kimsuky uses Data from Local System | Target ATT&CK ID: ...,"[""relationship::relationship--007cc21a-685a-4701-99c1-20f258cedc7c"", ""relationship::relationship--0188b7af-d060-4715-baf2-ad69333482dc"", ""relationship::relationship--01a01a28-19e5-4e32-8a24-a98f2b69ced5"", ""relationship::relationship--035525fc-4549-4282-b85b-c7c07359124c""]","[""relationship::uses"", ""relationship::uses"", ""relationship::uses"", ""relationship::uses""]","[""relationship::relationship--007cc21a-685a-4701-99c1-20f258cedc7c"", ""relationship::relationship--0188b7af-d060-4715-baf2-ad69333482dc"", ""relationship::relationship--01a01a28-19e5-4e32-8a24-a98f2b69ced5"", ""relationship::relationship--035525fc-4549-4282-b85b-c7c07359124c"", ""relationship::relationship--03ab3120-4c6e-4de2-982a-fe22d466f748"", ""relationship::relationship--03b12a66-789a-4480-8903-deab828d08b6""]",1389,699,,FIN13 Case 2.afb,,
attack_flow::FIN13 Case 2::0012,attack_flow,FIN13 Case 2,12,"[""T1190"",""T1105"",""T1505"",""T1203"",""T1003"",""T1595"",""T1003"",""T1078"",""T1005"",""T1083"",""T1595"",""T1505""]","[""T1190"",""T1105"",""T1505.003"",""T1203"",""T1003.001"",""T1595"",""T1003.001"",""T1078"",""T1005"",""T1083"",""T1595.002"",""T1505.003""]",T1078,T1078,,,,,,"[""T1083"", ""T1595"", ""T1505""]",BLACKCOFFEE uses File and Directory Discovery | Target ATT&CK ID: T1083 | [BLACKCOFFEE](https://attack.mitre.org/software/S0069) has the capability to enumerate files.(Citation: FireEye APT17) ; Orz uses File and Directory Discovery | Target ATT&CK ID: T1083 | [Orz](https://attack.mitre.org/software/S0229) can gather victim drive information.(Citation: Proofpoint Leviathan Oct 2017) ; Attor uses File and Directory Discovery | Target ATT&CK ID: T1083 | [Attor](https://attack.mitre.org/software/S0438) has a plugin that enumerates files with specific extensions on all hard disk drives and stores file information in encrypted log ... ; USBStealer uses File and Directory Discovery | Target ...,"[""relationship::relationship--007cc21a-685a-4701-99c1-20f258cedc7c"", ""relationship::relationship--0188b7af-d060-4715-baf2-ad69333482dc"", ""relationship::relationship--01a01a28-19e5-4e32-8a24-a98f2b69ced5"", ""relationship::relationship--03ab3120-4c6e-4de2-982a-fe22d466f748""]","[""relationship::uses"", ""relationship::uses"", ""relationship::uses"", ""relationship::uses""]","[""relationship::relationship--007cc21a-685a-4701-99c1-20f258cedc7c"", ""relationship::relationship--0188b7af-d060-4715-baf2-ad69333482dc"", ""relationship::relationship--01a01a28-19e5-4e32-8a24-a98f2b69ced5"", ""relationship::relationship--03ab3120-4c6e-4de2-982a-fe22d466f748"", ""relationship::relationship--03b12a66-789a-4480-8903-deab828d08b6"", ""relationship::relationship--05282a2d-21c6-4150-94e0-d57c2f84c887""]",1351,697,,FIN13 Case 2.afb,,
attack_flow::FIN13 Case 2::0013,attack_flow,FIN13 Case 2,13,"[""T1190"",""T1105"",""T1505"",""T1203"",""T1003"",""T1595"",""T1003"",""T1078"",""T1005"",""T1083"",""T1595"",""T1505"",""T1078""]","[""T1190"",""T1105"",""T1505.003"",""T1203"",""T1003.001"",""T1595"",""T1003.001"",""T1078"",""T1005"",""T1083"",""T1595.002"",""T1505.003"",""T1078""]",T1111,T1111,,,,,,"[""T1595"", ""T1505"", ""T1078""]","SolarWinds Compromise uses Cloud Accounts | Target ATT&CK ID: T1078.004 | During the [SolarWinds Compromise](https://attack.mitre.org/campaigns/C0024), [APT29](https://attack.mitre.org/groups/G0016) used a compromised O365 administrator account to create ... ; CreepySnail uses Domain Accounts | Target ATT&CK ID: T1078.002 | [CreepySnail](https://attack.mitre.org/software/S1024) can use stolen credentials to authenticate on target networks.(Citation: Microsoft POLONIUM June 2022) ; APT41 uses Valid Accounts | Target ATT&CK ID: T1078 | [APT41](https://attack.mitre.org/groups/G0096) used compromised credentials to log on to other systems.(Citation: FireEye APT41 Aug 2019)(Citation: ...","[""relationship::relationship--00fe17bc-f783-4cba-9171-e1fde2fa0efa"", ""relationship::relationship--03a2f02b-ca0c-4366-8880-6cb6015fd722"", ""relationship::relationship--0528b64e-e719-44a9-94aa-0576bd9a87ec""]","[""relationship::uses"", ""relationship::uses"", ""relationship::uses""]","[""relationship::relationship--00fe17bc-f783-4cba-9171-e1fde2fa0efa"", ""relationship::relationship--03a2f02b-ca0c-4366-8880-6cb6015fd722"", ""relationship::relationship--0528b64e-e719-44a9-94aa-0576bd9a87ec"", ""relationship::relationship--060e7485-d2a9-4aa2-a742-58f7e4e6086a"", ""relationship::relationship--073fd81c-b49a-4800-b73a-c1b3aba3aa54""]",1182,691,,FIN13 Case 2.afb,,
attack_flow::FIN13 Case 2::0014,attack_flow,FIN13 Case 2,14,"[""T1190"",""T1105"",""T1505"",""T1203"",""T1003"",""T1595"",""T1003"",""T1078"",""T1005"",""T1083"",""T1595"",""T1505"",""T1078"",""T1111""]","[""T1190"",""T1105"",""T1505.003"",""T1203"",""T1003.001"",""T1595"",""T1003.001"",""T1078"",""T1005"",""T1083"",""T1595.002"",""T1505.003"",""T1078"",""T1111""]",T1041,T1041,,,,,,"[""T1505"", ""T1078"", ""T1111""]","SolarWinds Compromise uses Cloud Accounts | Target ATT&CK ID: T1078.004 | During the [SolarWinds Compromise](https://attack.mitre.org/campaigns/C0024), [APT29](https://attack.mitre.org/groups/G0016) used a compromised O365 administrator account to create ... ; SLOWPULSE uses Multi-Factor Authentication Interception | Target ATT&CK ID: T1111 | [SLOWPULSE](https://attack.mitre.org/software/S1104) can log credentials on compromised Pulse Secure VPNs during the `DSAuth::AceAuthServer::checkUsernamePassword`ACE-2FA ... ; CreepySnail uses Domain Accounts | Target ATT&CK ID: T1078.002 | [CreepySnail](https://attack.mitre.org/software/S1024) can use stolen credentials to authenticate on target ...","[""relationship::relationship--00fe17bc-f783-4cba-9171-e1fde2fa0efa"", ""relationship::relationship--0154e3ae-8ccc-4ebb-a14b-2305d9212651"", ""relationship::relationship--03a2f02b-ca0c-4366-8880-6cb6015fd722""]","[""relationship::uses"", ""relationship::uses"", ""relationship::uses""]","[""relationship::relationship--00fe17bc-f783-4cba-9171-e1fde2fa0efa"", ""relationship::relationship--0154e3ae-8ccc-4ebb-a14b-2305d9212651"", ""relationship::relationship--03a2f02b-ca0c-4366-8880-6cb6015fd722"", ""relationship::relationship--0528b64e-e719-44a9-94aa-0576bd9a87ec"", ""relationship::relationship--060e7485-d2a9-4aa2-a742-58f7e4e6086a""]",1190,698,,FIN13 Case 2.afb,,
attack_flow::Gootloader::0001,attack_flow,Gootloader,1,"[""T1584""]","[""T1584""]",T1189,T1189,,,,,,"[""T1584""]",Turla uses Web Services | Target ATT&CK ID: T1584.006 | [Turla](https://attack.mitre.org/groups/G0010) has frequently used compromised WordPress sites for C2 infrastructure.(Citation: Recorded Future Turla Infra 2020) ; FLORAHOX Activity uses Network Devices | Target ATT&CK ID: T1584.008 | [FLORAHOX Activity](https://attack.mitre.org/campaigns/C0053) has compromised network routers and IoT devices for the ORB network.(Citation: ORB Mandiant) ; Lazarus Group uses Server | Target ATT&CK ID: T1584.004 | [Lazarus Group](https://attack.mitre.org/groups/G0032) has compromised servers to stage malicious tools.(Citation: Kaspersky ThreatNeedle Feb 2021) ; Volt Typhoon uses Server | Target ...,"[""relationship::relationship--01b5af07-512b-4b60-ba2d-5c185b80fb5f"", ""relationship::relationship--04885879-10a9-4d12-b9f5-08bfae9da800"", ""relationship::relationship--0dcce53a-3ac1-4528-8c34-f85569638740"", ""relationship::relationship--12948e09-2774-4b91-b9d1-018b41f7f923""]","[""relationship::uses"", ""relationship::uses"", ""relationship::uses"", ""relationship::uses""]","[""relationship::relationship--01b5af07-512b-4b60-ba2d-5c185b80fb5f"", ""relationship::relationship--04885879-10a9-4d12-b9f5-08bfae9da800"", ""relationship::relationship--0dcce53a-3ac1-4528-8c34-f85569638740"", ""relationship::relationship--12948e09-2774-4b91-b9d1-018b41f7f923"", ""relationship::relationship--171a96b6-1680-408b-b90d-356b393a3dea"", ""relationship::relationship--20aaed95-65ce-4a0f-9e25-4a4156889a84""]",1379,693,,Gootloader.afb,,
attack_flow::Gootloader::0002,attack_flow,Gootloader,2,"[""T1584"",""T1189""]","[""T1584"",""T1189""]",T1204,T1204.002,,,,,,"[""T1584"", ""T1189""]","Turla uses Web Services | Target ATT&CK ID: T1584.006 | [Turla](https://attack.mitre.org/groups/G0010) has frequently used compromised WordPress sites for C2 infrastructure.(Citation: Recorded Future Turla Infra 2020) ; RTM uses Drive-by Compromise | Target ATT&CK ID: T1189 | [RTM](https://attack.mitre.org/groups/G0048) has distributed its malware via the RIG and SUNDOWN exploit kits, as well as online advertising network <code>Yandex.Direct</code>.(Citation: ESET RTM ... ; FLORAHOX Activity uses Network Devices | Target ATT&CK ID: T1584.008 | [FLORAHOX Activity](https://attack.mitre.org/campaigns/C0053) has compromised network routers and IoT devices for the ORB network.(Citation: ORB ...","[""relationship::relationship--01b5af07-512b-4b60-ba2d-5c185b80fb5f"", ""relationship::relationship--03e67769-31da-4a46-a5a6-1ccbdd0cf29f"", ""relationship::relationship--04885879-10a9-4d12-b9f5-08bfae9da800""]","[""relationship::uses"", ""relationship::uses"", ""relationship::uses""]","[""relationship::relationship--01b5af07-512b-4b60-ba2d-5c185b80fb5f"", ""relationship::relationship--03e67769-31da-4a46-a5a6-1ccbdd0cf29f"", ""relationship::relationship--04885879-10a9-4d12-b9f5-08bfae9da800"", ""relationship::relationship--0583724d-7778-42ed-995c-acad526db4ba"", ""relationship::relationship--0c3668cf-32c1-420f-a1c0-0c8598360ad8"", ""relationship::relationship--0dcce53a-3ac1-4528-8c34-f85569638740""]",1380,698,,Gootloader.afb,,
attack_flow::Gootloader::0003,attack_flow,Gootloader,3,"[""T1584"",""T1189"",""T1204""]","[""T1584"",""T1189"",""T1204.002""]",T1059,T1059.007,,,,,,"[""T1584"", ""T1189"", ""T1204""]",FIN7 uses Malicious Link | Target ATT&CK ID: T1204.001 | [FIN7](https://attack.mitre.org/groups/G0046) has used malicious links to lure victims into downloading malware.(Citation: CrowdStrike Carbon Spider August 2021) ; Malteiro uses Malicious File | Target ATT&CK ID: T1204.002 | [Malteiro](https://attack.mitre.org/groups/G1026) has relied on users to execute .zip file attachments containing malicious URLs.(Citation: SCILabs Malteiro 2021) ; Turla uses Web Services | Target ATT&CK ID: T1584.006 | [Turla](https://attack.mitre.org/groups/G0010) has frequently used compromised WordPress sites for C2 infrastructure.(Citation: Recorded Future Turla Infra 2020) ; BlackTech uses Malicious ...,"[""relationship::relationship--00561c3c-345e-4578-95c3-b7e0a95db7b1"", ""relationship::relationship--01653d7c-2616-4ccc-9bab-225e897b01f2"", ""relationship::relationship--01b5af07-512b-4b60-ba2d-5c185b80fb5f"", ""relationship::relationship--036d9e28-e7c4-4865-b964-2ea213274521""]","[""relationship::uses"", ""relationship::uses"", ""relationship::uses"", ""relationship::uses""]","[""relationship::relationship--00561c3c-345e-4578-95c3-b7e0a95db7b1"", ""relationship::relationship--01653d7c-2616-4ccc-9bab-225e897b01f2"", ""relationship::relationship--01b5af07-512b-4b60-ba2d-5c185b80fb5f"", ""relationship::relationship--036d9e28-e7c4-4865-b964-2ea213274521"", ""relationship::relationship--03e67769-31da-4a46-a5a6-1ccbdd0cf29f"", ""relationship::relationship--04885879-10a9-4d12-b9f5-08bfae9da800""]",1387,695,,Gootloader.afb,,
attack_flow::Gootloader::0004,attack_flow,Gootloader,4,"[""T1584"",""T1189"",""T1204"",""T1059""]","[""T1584"",""T1189"",""T1204.002"",""T1059.007""]",T1112,T1112,,,,,,"[""T1189"", ""T1204"", ""T1059""]",FIN7 uses Malicious Link | Target ATT&CK ID: T1204.001 | [FIN7](https://attack.mitre.org/groups/G0046) has used malicious links to lure victims into downloading malware.(Citation: CrowdStrike Carbon Spider August 2021) ; WIRTE uses PowerShell | Target ATT&CK ID: T1059.001 | [WIRTE](https://attack.mitre.org/groups/G0090) has used PowerShell for script execution.(Citation: Lab52 WIRTE Apr 2019) ; Lokibot uses Visual Basic | Target ATT&CK ID: T1059.005 | [Lokibot](https://attack.mitre.org/software/S0447) has used VBS scripts and XLS macros for execution.(Citation: Talos Lokibot Jan 2021) ; Fox Kitten uses Command and Scripting Interpreter | Target ATT&CK ID: T1059 | [Fox ...,"[""relationship::relationship--00561c3c-345e-4578-95c3-b7e0a95db7b1"", ""relationship::relationship--0068ee65-0945-4f69-ba81-163ffbc05e53"", ""relationship::relationship--0077d777-1e32-4b34-ab12-461b34110ffe"", ""relationship::relationship--00fb61de-33f5-4e85-aca3-8e4016aa0bf8""]","[""relationship::uses"", ""relationship::uses"", ""relationship::uses"", ""relationship::uses""]","[""relationship::relationship--00561c3c-345e-4578-95c3-b7e0a95db7b1"", ""relationship::relationship--0068ee65-0945-4f69-ba81-163ffbc05e53"", ""relationship::relationship--0077d777-1e32-4b34-ab12-461b34110ffe"", ""relationship::relationship--00fb61de-33f5-4e85-aca3-8e4016aa0bf8"", ""relationship::relationship--00fe415d-9364-4d03-95ee-f1413d996c30"", ""relationship::relationship--01563b41-e89b-4cd2-b018-ee57bf616396""]",1210,680,,Gootloader.afb,,
attack_flow::Gootloader::0005,attack_flow,Gootloader,5,"[""T1584"",""T1189"",""T1204"",""T1059"",""T1112""]","[""T1584"",""T1189"",""T1204.002"",""T1059.007"",""T1112""]",T1059,T1059.001,,,,,,"[""T1204"", ""T1059"", ""T1112""]",FIN7 uses Malicious Link | Target ATT&CK ID: T1204.001 | [FIN7](https://attack.mitre.org/groups/G0046) has used malicious links to lure victims into downloading malware.(Citation: CrowdStrike Carbon Spider August 2021) ; WIRTE uses PowerShell | Target ATT&CK ID: T1059.001 | [WIRTE](https://attack.mitre.org/groups/G0090) has used PowerShell for script execution.(Citation: Lab52 WIRTE Apr 2019) ; Lokibot uses Visual Basic | Target ATT&CK ID: T1059.005 | [Lokibot](https://attack.mitre.org/software/S0447) has used VBS scripts and XLS macros for execution.(Citation: Talos Lokibot Jan 2021) ; Fox Kitten uses Command and Scripting Interpreter | Target ATT&CK ID: T1059 | [Fox ...,"[""relationship::relationship--00561c3c-345e-4578-95c3-b7e0a95db7b1"", ""relationship::relationship--0068ee65-0945-4f69-ba81-163ffbc05e53"", ""relationship::relationship--0077d777-1e32-4b34-ab12-461b34110ffe"", ""relationship::relationship--00fb61de-33f5-4e85-aca3-8e4016aa0bf8""]","[""relationship::uses"", ""relationship::uses"", ""relationship::uses"", ""relationship::uses""]","[""relationship::relationship--00561c3c-345e-4578-95c3-b7e0a95db7b1"", ""relationship::relationship--0068ee65-0945-4f69-ba81-163ffbc05e53"", ""relationship::relationship--0077d777-1e32-4b34-ab12-461b34110ffe"", ""relationship::relationship--00fb61de-33f5-4e85-aca3-8e4016aa0bf8"", ""relationship::relationship--00fe415d-9364-4d03-95ee-f1413d996c30"", ""relationship::relationship--01563b41-e89b-4cd2-b018-ee57bf616396""]",1210,680,,Gootloader.afb,,
