development_slot,sample_id,source_audit_only,campaign_id_audit_only,arm,candidate_set_audit_only,b0_top5_audit_only,target_parent_ids_excluded_audit_only,transmitted_body_sha256,leakage_assertions_passed,generation_status,json_object,exact_schema_keys,valid_summary,valid_top5_in_candidates,evidence_summary,reranked_next_ttps,changed_from_b0,raw_output,reasoning_content_len,finish_reason,model_returned,completion_id,request_id,attempts,last_http_status,last_latency_ms,error_type,error_message,input_tokens_all_attempts,cache_hit_tokens_all_attempts,cache_miss_tokens_all_attempts,output_tokens_all_attempts,estimated_cost_usd_all_attempts,generated_at
attack_flow:medium:4,attack_flow::Muddy Water::0007,attack_flow,Muddy Water,UNION_LLM,"[""T1003"",""T1005"",""T1016"",""T1021"",""T1041"",""T1059"",""T1070"",""T1105""]","[""T1105"",""T1059"",""T1005"",""T1003"",""T1021""]","[""T1105"",""T1059"",""T1486""]",619b01529f5e048c378b3ddec90f5ad5a79bc294b2c93a558bd862dd539f1a07,True,ok,True,True,True,True,历史事件显示攻击链从钓鱼邮件到宏执行，随后建立持久化并下载执行远程脚本，未来可能转向凭据窃取、横向移动和数据外泄。,"[""T1059"",""T1105"",""T1003"",""T1021"",""T1041""]",1,"{""evidence_summary"":""历史事件显示攻击链从钓鱼邮件到宏执行，随后建立持久化并下载执行远程脚本，未来可能转向凭据窃取、横向移动和数据外泄。"",""reranked_next_ttps"":[""T1059"",""T1105"",""T1003"",""T1021"",""T1041""]}",0,stop,deepseek-v4-flash,0ecc1646-bf44-451d-8ad3-41ba618689aa,,1,200,1049,,,966,0,966,71,0.00015512,2026-08-10T03:10:15.797526+00:00
attack_flow:medium:4,attack_flow::Muddy Water::0007,attack_flow,Muddy Water,EDLR,"[""T1003"",""T1005"",""T1016"",""T1021"",""T1041"",""T1059"",""T1070"",""T1105""]","[""T1105"",""T1059"",""T1005"",""T1003"",""T1021""]","[""T1105"",""T1059"",""T1486""]",e1eb19b24a3876aaa6c79558cd084e2162aa9709f391922003416bc87fac3c11,True,ok,True,True,True,True,攻击链以钓鱼邮件和宏执行为主，后续可能进行凭据窃取、横向移动、清理痕迹及工具传输。,"[""T1105"",""T1070"",""T1016"",""T1041"",""T1003""]",1,"{""evidence_summary"":""攻击链以钓鱼邮件和宏执行为主，后续可能进行凭据窃取、横向移动、清理痕迹及工具传输。"",""reranked_next_ttps"":[""T1105"",""T1070"",""T1016"",""T1041"",""T1003""]}",0,stop,deepseek-v4-flash,7ec06b61-e772-4658-ace4-94076aaa7526,,1,200,1528,,,1831,0,1831,63,0.00027398,2026-08-10T03:10:16.277909+00:00
attack_flow:medium:4,attack_flow::Muddy Water::0007,attack_flow,Muddy Water,EDLR_SHUFFLE,"[""T1003"",""T1005"",""T1016"",""T1021"",""T1041"",""T1059"",""T1070"",""T1105""]","[""T1105"",""T1059"",""T1005"",""T1003"",""T1021""]","[""T1105"",""T1059"",""T1486""]",9c0b36901f4f2be653953891c975fbf3089c0228ccba68b22694d3263d5dc762,True,ok,True,True,True,True,基于历史事件，攻击链涉及宏、脚本执行和持久化，未来可能转向凭据窃取、横向移动和数据收集。,"[""T1003"",""T1005"",""T1016"",""T1021"",""T1059""]",1,"{""evidence_summary"":""基于历史事件，攻击链涉及宏、脚本执行和持久化，未来可能转向凭据窃取、横向移动和数据收集。"",""reranked_next_ttps"":[""T1003"",""T1005"",""T1016"",""T1021"",""T1059""]}",0,stop,deepseek-v4-flash,b1e39949-4a74-43fc-bcdc-120620a205c2,,1,200,1471,,,1831,0,1831,63,0.00027398,2026-08-10T03:10:16.222195+00:00
attack_flow:short:1,attack_flow::Gootloader::0004,attack_flow,Gootloader,EA_TOP5,"[""T1059"",""T1204"",""T1105"",""T1078"",""T1003""]","[""T1059"",""T1204"",""T1105"",""T1078"",""T1003""]","[""T1112"",""T1059"",""T1053""]",0d056e446f29c0a5e085e6f0cabaa55f512aff64e25909f1e30f4a1b6c77ecf8,True,ok,True,True,True,True,攻击者先攻陷网站托管恶意软件，用户访问后下载并执行文件，后续可能进行命令执行、凭据窃取等。,"[""T1059"",""T1105"",""T1078"",""T1003"",""T1204""]",1,"{""evidence_summary"":""攻击者先攻陷网站托管恶意软件，用户访问后下载并执行文件，后续可能进行命令执行、凭据窃取等。"",""reranked_next_ttps"":[""T1059"",""T1105"",""T1078"",""T1003"",""T1204""]}",0,stop,deepseek-v4-flash,9f520581-2565-4fab-b7ec-730f5df17cef,,1,200,1730,,,490,0,490,65,8.680000000000001e-05,2026-08-10T03:10:16.481085+00:00
attack_flow:short:1,attack_flow::Gootloader::0004,attack_flow,Gootloader,UNION_LLM,"[""T1003"",""T1016"",""T1041"",""T1059"",""T1070"",""T1078"",""T1105"",""T1204""]","[""T1059"",""T1204"",""T1105"",""T1078"",""T1003""]","[""T1112"",""T1059"",""T1053""]",239a0022a89202411f47e3fc1917528ee01b75026824530a20f0f9fda2303541,True,ok,True,True,True,True,用户点击恶意网站下载并执行文件，后续可能进行凭据窃取、横向移动或数据外传。,"[""T1059"",""T1078"",""T1105"",""T1003"",""T1041""]",1,"{""evidence_summary"":""用户点击恶意网站下载并执行文件，后续可能进行凭据窃取、横向移动或数据外传。"",""reranked_next_ttps"":[""T1059"",""T1078"",""T1105"",""T1003"",""T1041""]}",0,stop,deepseek-v4-flash,04ef701a-4e6c-4f78-8e56-372b441a1928,,1,200,1265,,,789,0,789,59,0.00012698,2026-08-10T03:10:16.017271+00:00
attack_flow:short:1,attack_flow::Gootloader::0004,attack_flow,Gootloader,EDLR,"[""T1003"",""T1016"",""T1041"",""T1059"",""T1070"",""T1078"",""T1105"",""T1204""]","[""T1059"",""T1204"",""T1105"",""T1078"",""T1003""]","[""T1112"",""T1059"",""T1053""]",21fc27656a476af59bb680b246c750ad634b3db0ce9069938bc95f289f0e28ce,True,ok,True,True,True,True,基于历史事件，用户执行恶意文件后可能进行凭证窃取、网络发现、数据外传或清理痕迹，同时可能通过C2通道传输工具。,"[""T1105"",""T1070"",""T1016"",""T1041"",""T1003""]",1,"{""evidence_summary"":""基于历史事件，用户执行恶意文件后可能进行凭证窃取、网络发现、数据外传或清理痕迹，同时可能通过C2通道传输工具。"",""reranked_next_ttps"":[""T1105"",""T1070"",""T1016"",""T1041"",""T1003""]}",0,stop,deepseek-v4-flash,4ee1a5a1-355d-4757-81bb-3b68e564e66f,,1,200,1787,,,1655,0,1655,69,0.00025102,2026-08-10T03:10:17.588763+00:00
attack_flow:short:1,attack_flow::Gootloader::0004,attack_flow,Gootloader,EDLR_SHUFFLE,"[""T1003"",""T1016"",""T1041"",""T1059"",""T1070"",""T1078"",""T1105"",""T1204""]","[""T1059"",""T1204"",""T1105"",""T1078"",""T1003""]","[""T1112"",""T1059"",""T1053""]",370e8fc22d910d215943a56a71265336f905ac652fd29c4a4122b4f12aeeb001,True,ok,True,True,True,True,用户点击恶意链接下载并执行文件，后续可能进行凭据窃取、横向移动或数据外传。,"[""T1059"",""T1078"",""T1204"",""T1070"",""T1016""]",1,"{""evidence_summary"":""用户点击恶意链接下载并执行文件，后续可能进行凭据窃取、横向移动或数据外传。"",""reranked_next_ttps"":[""T1059"",""T1078"",""T1204"",""T1070"",""T1016""]}",0,stop,deepseek-v4-flash,ea4debc9-75b3-4574-a03a-6c2079cab77a,,1,200,1649,,,1655,0,1655,59,0.00024822,2026-08-10T03:10:17.668138+00:00
attack_flow:short:2,attack_flow::Maastricht University Ransomware::0002,attack_flow,Maastricht University Ransomware,EA_TOP5,"[""T1059"",""T1105"",""T1547"",""T1021"",""T1003""]","[""T1059"",""T1105"",""T1547"",""T1021"",""T1003""]","[""T1059"",""T1210"",""T1068""]",8626e68f958e1944e7db3a20beea660ba1be0c8720946671fa1644e0b5c6790b,True,ok,True,True,True,True,钓鱼邮件携带恶意Excel，宏执行下载并运行，后续可能利用脚本、凭据、远程服务等。,"[""T1059"",""T1105"",""T1003"",""T1021"",""T1547""]",1,"{""evidence_summary"":""钓鱼邮件携带恶意Excel，宏执行下载并运行，后续可能利用脚本、凭据、远程服务等。"",""reranked_next_ttps"":[""T1059"",""T1105"",""T1003"",""T1021"",""T1547""]}",0,stop,deepseek-v4-flash,7333626b-baff-4396-8dc2-57e6337149ed,,1,200,2139,,,412,0,412,59,7.420000000000001e-05,2026-08-10T03:10:18.367389+00:00
attack_flow:short:2,attack_flow::Maastricht University Ransomware::0002,attack_flow,Maastricht University Ransomware,UNION_LLM,"[""T1003"",""T1021"",""T1059"",""T1069"",""T1082"",""T1105"",""T1547"",""T1574""]","[""T1059"",""T1105"",""T1547"",""T1021"",""T1003""]","[""T1059"",""T1210"",""T1068""]",b455718258a7670bea70cddca8e296763be5ee236f895e1134c747e2060b8666,True,ok,True,True,True,True,钓鱼附件经宏执行后，攻击者可能转向命令脚本执行、凭据窃取、横向移动及持久化，优先检查高概率技术。,"[""T1059"",""T1003"",""T1021"",""T1105"",""T1547""]",1,"{""evidence_summary"":""钓鱼附件经宏执行后，攻击者可能转向命令脚本执行、凭据窃取、横向移动及持久化，优先检查高概率技术。"",""reranked_next_ttps"":[""T1059"",""T1003"",""T1021"",""T1105"",""T1547""]}",0,stop,deepseek-v4-flash,08acab7e-c358-4465-97b5-2c7bf89ee3bd,,1,200,2078,,,716,0,716,67,0.00011900000000000002,2026-08-10T03:10:18.308058+00:00
attack_flow:short:2,attack_flow::Maastricht University Ransomware::0002,attack_flow,Maastricht University Ransomware,EDLR,"[""T1003"",""T1021"",""T1059"",""T1069"",""T1082"",""T1105"",""T1547"",""T1574""]","[""T1059"",""T1105"",""T1547"",""T1021"",""T1003""]","[""T1059"",""T1210"",""T1068""]",d53edfb8aea5ae0b52f18ffd630ec7481d31ab005ea774814386946579624a74,True,ok,True,True,True,True,钓鱼附件经宏执行后，攻击者可能转向命令脚本、凭据转储、横向移动及工具传输。,"[""T1059"",""T1069"",""T1082"",""T1105"",""T1574""]",1,"{""evidence_summary"":""钓鱼附件经宏执行后，攻击者可能转向命令脚本、凭据转储、横向移动及工具传输。"",""reranked_next_ttps"":[""T1059"",""T1069"",""T1082"",""T1105"",""T1574""]}",0,stop,deepseek-v4-flash,6384eabd-3442-4e3e-938e-d56966b37cac,,1,200,1849,,,1581,0,1581,60,0.00023814000000000005,2026-08-10T03:10:18.112673+00:00
attack_flow:short:2,attack_flow::Maastricht University Ransomware::0002,attack_flow,Maastricht University Ransomware,EDLR_SHUFFLE,"[""T1003"",""T1021"",""T1059"",""T1069"",""T1082"",""T1105"",""T1547"",""T1574""]","[""T1059"",""T1105"",""T1547"",""T1021"",""T1003""]","[""T1059"",""T1210"",""T1068""]",a3d6026c4ecbd85a325d980bf370f5aa28371a3a1066ec5ac3b0c82e17effc69,True,ok,True,True,True,True,钓鱼附件诱导执行宏，后续可能进行凭据窃取、横向移动或持久化。,"[""T1059"",""T1105"",""T1547"",""T1574"",""T1003""]",1,"{
  ""evidence_summary"": ""钓鱼附件诱导执行宏，后续可能进行凭据窃取、横向移动或持久化。"",
  ""reranked_next_ttps"": [""T1059"", ""T1105"", ""T1547"", ""T1574"", ""T1003""]
}",0,stop,deepseek-v4-flash,5f20f143-0c79-4c34-b140-9efa0651f9b0,,1,200,1707,,,1581,0,1581,64,0.00023926000000000004,2026-08-10T03:10:17.986190+00:00
attack_flow:short:3,attack_flow::Mac Malware Steals Crypto::0003,attack_flow,Mac Malware Steals Crypto,EA_TOP5,"[""T1003"",""T1021"",""T1078"",""T1059"",""T1105""]","[""T1003"",""T1021"",""T1078"",""T1059"",""T1105""]","[""T1059"",""T1518""]",805c021da33f5072dee3a02d5de87988b282caf4c014cc1a49d48a49b2a087e5,True,ok,True,True,True,True,攻击者通过Python脚本窃取Chrome凭据和信用卡信息，利用Chromium解密技术，并部署挖矿程序，后续可能利用有效账户横向移动并持续窃取凭据。,"[""T1059"",""T1078"",""T1021"",""T1003"",""T1105""]",1,"{""evidence_summary"":""攻击者通过Python脚本窃取Chrome凭据和信用卡信息，利用Chromium解密技术，并部署挖矿程序，后续可能利用有效账户横向移动并持续窃取凭据。"",""reranked_next_ttps"":[""T1059"",""T1078"",""T1021"",""T1003"",""T1105""]}",0,stop,deepseek-v4-flash,ad101d33-44de-4d79-a735-5131c3b4eeda,,1,200,1798,,,462,0,462,76,8.596000000000001e-05,2026-08-10T03:10:18.086292+00:00
attack_flow:short:3,attack_flow::Mac Malware Steals Crypto::0003,attack_flow,Mac Malware Steals Crypto,UNION_LLM,"[""T1003"",""T1021"",""T1041"",""T1059"",""T1070"",""T1078"",""T1105"",""T1486"",""T1489"",""T1490"",""T1547""]","[""T1003"",""T1021"",""T1078"",""T1059"",""T1105""]","[""T1059"",""T1518""]",d6133bd2efc389effbf35e2b2de4675fb92ccd367e8ff2c9f576938b92e5a7a1,True,ok,True,True,True,True,历史事件显示攻击者使用脚本窃取凭据、滥用Chromium解密，并下载挖矿程序，未来可能转向凭据窃取、远程访问、横向移动和进一步工具传输。,"[""T1003"",""T1078"",""T1021"",""T1059"",""T1105""]",1,"{""evidence_summary"":""历史事件显示攻击者使用脚本窃取凭据、滥用Chromium解密，并下载挖矿程序，未来可能转向凭据窃取、远程访问、横向移动和进一步工具传输。"",""reranked_next_ttps"":[""T1003"",""T1078"",""T1021"",""T1059"",""T1105""]}",0,stop,deepseek-v4-flash,c88d0381-2979-49e7-bfa8-5a3ad52a1212,,1,200,2729,,,899,0,899,76,0.00014714,2026-08-10T03:10:19.027893+00:00
attack_flow:short:3,attack_flow::Mac Malware Steals Crypto::0003,attack_flow,Mac Malware Steals Crypto,EDLR,"[""T1003"",""T1021"",""T1041"",""T1059"",""T1070"",""T1078"",""T1105"",""T1486"",""T1489"",""T1490"",""T1547""]","[""T1003"",""T1021"",""T1078"",""T1059"",""T1105""]","[""T1059"",""T1518""]",44b354f57115bd3791bcc4b5cedadc5387b9b1119c456bbce873ffb78cbdf5cf,True,ok,True,True,True,True,攻击链涉及凭据窃取、解密提取、加密货币挖矿，后续可能转向凭据转储、远程服务、持久化或数据加密。,"[""T1003"",""T1021"",""T1078"",""T1105"",""T1059""]",1,"{""evidence_summary"":""攻击链涉及凭据窃取、解密提取、加密货币挖矿，后续可能转向凭据转储、远程服务、持久化或数据加密。"",""reranked_next_ttps"":[""T1003"",""T1021"",""T1078"",""T1105"",""T1059""]}",0,stop,deepseek-v4-flash,98638dbb-f852-4f71-b64a-db6d21a4ec41,,1,200,1782,,,2100,0,2100,67,0.00031276,2026-08-10T03:10:18.084355+00:00
attack_flow:short:3,attack_flow::Mac Malware Steals Crypto::0003,attack_flow,Mac Malware Steals Crypto,EDLR_SHUFFLE,"[""T1003"",""T1021"",""T1041"",""T1059"",""T1070"",""T1078"",""T1105"",""T1486"",""T1489"",""T1490"",""T1547""]","[""T1003"",""T1021"",""T1078"",""T1059"",""T1105""]","[""T1059"",""T1518""]",1a9615bcb2f170330d89ed9fe84da6da1d1177ebc62f795d8a87934b8f7985c5,True,ok,True,True,True,True,历史事件显示攻击者使用Python脚本窃取Chrome凭据和信用卡信息，涉及T1059执行和T1211防御规避，随后利用T1105传输挖矿程序。未来可能转向凭据转储、远程服务、有效账户等。,"[""T1003"",""T1078"",""T1021"",""T1059"",""T1105""]",1,"{
  ""evidence_summary"": ""历史事件显示攻击者使用Python脚本窃取Chrome凭据和信用卡信息，涉及T1059执行和T1211防御规避，随后利用T1105传输挖矿程序。未来可能转向凭据转储、远程服务、有效账户等。"",
  ""reranked_next_ttps"": [""T1003"", ""T1078"", ""T1021"", ""T1059"", ""T1105""]
}",0,stop,deepseek-v4-flash,c074d41f-5b47-4dbf-b7a0-0b938cdce7c8,,1,200,1807,,,2100,0,2100,99,0.00032172,2026-08-10T03:10:18.111572+00:00
ctid:long:1,ctid::apt29::unknown::0027,ctid,apt29::unknown,EA_TOP5,"[""T1021"",""T1078"",""T1053"",""T1105"",""T1071""]","[""T1021"",""T1078"",""T1053"",""T1105"",""T1071""]","[""T1003"",""T1134"",""T1552""]",226006fe9182dc3b702cc0b05c83ac528f03cb37e28fb6b063b2e53a07859ac5,True,ok,True,True,True,True,攻击链涵盖发现、提权、凭据窃取、横向移动及C2通信，后续可能利用远程服务、有效账户、计划任务、工具传输和应用层协议。,"[""T1021"",""T1078"",""T1053"",""T1105"",""T1071""]",0,"{""evidence_summary"":""攻击链涵盖发现、提权、凭据窃取、横向移动及C2通信，后续可能利用远程服务、有效账户、计划任务、工具传输和应用层协议。"",""reranked_next_ttps"":[""T1021"",""T1078"",""T1053"",""T1105"",""T1071""]}",0,stop,deepseek-v4-flash,956732f4-af04-4ef2-b7bc-d7d33becfaf8,,1,200,1799,,,1331,0,1331,73,0.00020678000000000002,2026-08-10T03:10:18.111217+00:00
ctid:long:1,ctid::apt29::unknown::0027,ctid,apt29::unknown,UNION_LLM,"[""T1021"",""T1027"",""T1046"",""T1053"",""T1071"",""T1078"",""T1105"",""T1543""]","[""T1021"",""T1078"",""T1053"",""T1105"",""T1071""]","[""T1003"",""T1134"",""T1552""]",a04375395ead3370e34a4f2f19b6d8d64612a82e4edda04bc1adc8fefe4e1506,True,ok,True,True,True,True,历史事件显示攻击者大量使用系统工具进行发现、提权、横向移动和凭据窃取，未来可能继续利用远程服务、有效账户和工具传输。,"[""T1021"",""T1078"",""T1105"",""T1053"",""T1071""]",1,"{""evidence_summary"":""历史事件显示攻击者大量使用系统工具进行发现、提权、横向移动和凭据窃取，未来可能继续利用远程服务、有效账户和工具传输。"",""reranked_next_ttps"":[""T1021"",""T1078"",""T1105"",""T1053"",""T1071""]}",0,stop,deepseek-v4-flash,dfe052eb-efef-4507-873e-9d750df1be84,,2,200,1509,,,3278,1536,1742,163,0.00029382080000000003,2026-08-10T03:10:21.200127+00:00
ctid:long:1,ctid::apt29::unknown::0027,ctid,apt29::unknown,EDLR,"[""T1021"",""T1027"",""T1046"",""T1053"",""T1071"",""T1078"",""T1105"",""T1543""]","[""T1021"",""T1078"",""T1053"",""T1105"",""T1071""]","[""T1003"",""T1134"",""T1552""]",f91aab7988af0d6e0efbacdd49a268a39c4f30415a8a74f6b092818060c3b432,True,ok,True,True,True,True,基于历史事件中的UAC绕过、进程注入、凭据转储及横向移动准备，结合序列统计，优先排查高可能性技术。,"[""T1027"",""T1105"",""T1021"",""T1046"",""T1543""]",1,"{
  ""evidence_summary"": ""基于历史事件中的UAC绕过、进程注入、凭据转储及横向移动准备，结合序列统计，优先排查高可能性技术。"",
  ""reranked_next_ttps"": [""T1027"", ""T1105"", ""T1021"", ""T1046"", ""T1543""]
}",0,stop,deepseek-v4-flash,f2ffa86f-ce78-4ae9-aac6-5d5423a9a93c,,1,200,2010,,,2540,2432,108,74,4.2649600000000006e-05,2026-08-10T03:17:06.903182+00:00
ctid:long:1,ctid::apt29::unknown::0027,ctid,apt29::unknown,EDLR_SHUFFLE,"[""T1021"",""T1027"",""T1046"",""T1053"",""T1071"",""T1078"",""T1105"",""T1543""]","[""T1021"",""T1078"",""T1053"",""T1105"",""T1071""]","[""T1003"",""T1134"",""T1552""]",da930d49d1caab21e3b143aa04ec802dc4300601af0f4777400f83c4fcd7582f,True,ok,True,True,True,True,基于历史事件中的发现、提权、防御规避等行为，结合候选技术的序列统计与B0先验，预测后续可能出现的横向移动、凭据访问、命令控制等动作。,"[""T1071"",""T1027"",""T1053"",""T1078"",""T1046""]",1,"{
  ""evidence_summary"": ""基于历史事件中的发现、提权、防御规避等行为，结合候选技术的序列统计与B0先验，预测后续可能出现的横向移动、凭据访问、命令控制等动作。"",
  ""reranked_next_ttps"": [""T1071"", ""T1027"", ""T1053"", ""T1078"", ""T1046""]
}",0,stop,deepseek-v4-flash,3d6a30cf-1762-4ff3-a90f-946d45f5c495,,1,200,2007,,,2504,0,2504,85,0.00037436000000000007,2026-08-10T03:10:18.336163+00:00
ctid:long:2,ctid::oilrig::unknown::0034,ctid,oilrig::unknown,EA_TOP5,"[""T1021"",""T1105"",""T1003"",""T1078"",""T1059""]","[""T1021"",""T1105"",""T1003"",""T1078"",""T1059""]","[""T1083"",""T1048"",""T1070""]",6097f193664463181a13a0394e71df4efe5eae82d3dd99ea5036c767a403fe9b,True,ok,True,True,True,True,攻击者先进行系统信息收集，随后下载工具获取凭据，横向移动并执行命令，未来可能利用脚本解释器、有效账户、远程服务、凭据转储和工具传输。,"[""T1059"",""T1078"",""T1021"",""T1003"",""T1105""]",1,"{""evidence_summary"":""攻击者先进行系统信息收集，随后下载工具获取凭据，横向移动并执行命令，未来可能利用脚本解释器、有效账户、远程服务、凭据转储和工具传输。"",""reranked_next_ttps"":[""T1059"",""T1078"",""T1021"",""T1003"",""T1105""]}",0,stop,deepseek-v4-flash,6d8afff5-7619-4d69-a9a2-bf57f5dcb4ea,,1,200,1778,,,1467,0,1467,77,0.00022694000000000002,2026-08-10T03:10:18.119780+00:00
ctid:long:2,ctid::oilrig::unknown::0034,ctid,oilrig::unknown,UNION_LLM,"[""T1003"",""T1007"",""T1021"",""T1059"",""T1078"",""T1105"",""T1112"",""T1135"",""T1560"",""T1562""]","[""T1021"",""T1105"",""T1003"",""T1078"",""T1059""]","[""T1083"",""T1048"",""T1070""]",46477189851a26077e50c536098aaad7e74820dbafd9d1ddd0438055a5eb060c,True,ok,True,True,True,True,攻击者先进行大量系统、用户、网络和进程发现，随后窃取凭据、下载工具、横向移动并执行命令，未来可能利用脚本解释器、有效账户、远程服务、凭据转储和工具传输。,"[""T1059"",""T1078"",""T1021"",""T1003"",""T1105""]",1,"{
  ""evidence_summary"": ""攻击者先进行大量系统、用户、网络和进程发现，随后窃取凭据、下载工具、横向移动并执行命令，未来可能利用脚本解释器、有效账户、远程服务、凭据转储和工具传输。"",
  ""reranked_next_ttps"": [""T1059"", ""T1078"", ""T1021"", ""T1003"", ""T1105""]
}",0,stop,deepseek-v4-flash,b9a94684-c195-49af-8949-380e8776072e,,1,200,2195,,,1852,0,1852,94,0.0002856,2026-08-10T03:10:18.580096+00:00
ctid:long:2,ctid::oilrig::unknown::0034,ctid,oilrig::unknown,EDLR,"[""T1003"",""T1007"",""T1021"",""T1059"",""T1078"",""T1105"",""T1112"",""T1135"",""T1560"",""T1562""]","[""T1021"",""T1105"",""T1003"",""T1078"",""T1059""]","[""T1083"",""T1048"",""T1070""]",6d11b82375bfa158e982edc7b4dbd68d20a449bc9e1c3e523b27411a7938851c,True,ok,True,True,True,True,历史事件显示攻击者先进行大量系统、用户、网络发现，随后下载工具、窃取凭据、横向移动，未来可能转向执行、凭据访问和横向移动。,"[""T1059"",""T1078"",""T1021"",""T1003"",""T1105""]",1,"{""evidence_summary"":""历史事件显示攻击者先进行大量系统、用户、网络发现，随后下载工具、窃取凭据、横向移动，未来可能转向执行、凭据访问和横向移动。"",""reranked_next_ttps"":[""T1059"",""T1078"",""T1021"",""T1003"",""T1105""]}",0,stop,deepseek-v4-flash,531d3356-32d8-4526-a1d9-fa47ededc598,,1,200,1961,,,2941,0,2941,74,0.00043246000000000007,2026-08-10T03:10:18.374505+00:00
ctid:long:2,ctid::oilrig::unknown::0034,ctid,oilrig::unknown,EDLR_SHUFFLE,"[""T1003"",""T1007"",""T1021"",""T1059"",""T1078"",""T1105"",""T1112"",""T1135"",""T1560"",""T1562""]","[""T1021"",""T1105"",""T1003"",""T1078"",""T1059""]","[""T1083"",""T1048"",""T1070""]",5a15397b154ea9b8b5aedcf6675a55a60baada4527d63b3666d283cbf1bcaca3,True,ok,True,True,True,True,攻击者先进行系统信息收集，随后下载工具、窃取凭据并横向移动，未来可能使用脚本执行、有效账户、远程服务、凭据转储和工具传输。,"[""T1059"",""T1078"",""T1021"",""T1003"",""T1105""]",1,"{
  ""evidence_summary"": ""攻击者先进行系统信息收集，随后下载工具、窃取凭据并横向移动，未来可能使用脚本执行、有效账户、远程服务、凭据转储和工具传输。"",
  ""reranked_next_ttps"": [""T1059"", ""T1078"", ""T1021"", ""T1003"", ""T1105""]
}",0,stop,deepseek-v4-flash,c0ea0049-ee80-45d6-85c1-a469d8c59496,,1,200,2468,,,2941,0,2941,84,0.00043526000000000003,2026-08-10T03:10:18.888977+00:00
ctid:long:3,ctid::turla_carbon::unknown::0024,ctid,turla_carbon::unknown,EA_TOP5,"[""T1105"",""T1021"",""T1078"",""T1003"",""T1059""]","[""T1105"",""T1021"",""T1078"",""T1003"",""T1059""]","[""T1189""]",0b739b9e5f6e7953a486398728997c3fb3ff77f0237ed0128bbfc3102331749b,True,ok,True,True,True,True,攻击链从初始访问到横向移动，涉及服务修改、凭据获取、远程执行，未来可能利用有效账户和远程服务。,"[""T1078"",""T1021"",""T1059"",""T1003"",""T1105""]",1,"{""evidence_summary"":""攻击链从初始访问到横向移动，涉及服务修改、凭据获取、远程执行，未来可能利用有效账户和远程服务。"",""reranked_next_ttps"":[""T1078"",""T1021"",""T1059"",""T1003"",""T1105""]}",0,stop,deepseek-v4-flash,179fc6c6-dd9f-4f03-92f2-392496f68598,,1,200,2737,,,1291,0,1291,64,0.00019866000000000003,2026-08-10T03:10:19.172964+00:00
ctid:long:3,ctid::turla_carbon::unknown::0024,ctid,turla_carbon::unknown,UNION_LLM,"[""T1003"",""T1018"",""T1021"",""T1059"",""T1070"",""T1078"",""T1105"",""T1562""]","[""T1105"",""T1021"",""T1078"",""T1003"",""T1059""]","[""T1189""]",0cd89288d38d1f8b39fe56e9c01931617d655e7db556e42d96159ce729c814bb,True,ok,True,True,True,True,基于历史事件，攻击者频繁使用命令执行、凭据获取、横向移动和工具传输，且B0排名显示这些技术优先级高。,"[""T1059"",""T1078"",""T1021"",""T1003"",""T1105""]",1,"{""evidence_summary"":""基于历史事件，攻击者频繁使用命令执行、凭据获取、横向移动和工具传输，且B0排名显示这些技术优先级高。"",""reranked_next_ttps"":[""T1059"",""T1078"",""T1021"",""T1003"",""T1105""]}",0,stop,deepseek-v4-flash,103ec8ed-a63e-4b99-8144-4849868f0a6c,,1,200,1890,,,1587,0,1587,66,0.00024066000000000002,2026-08-10T03:10:18.327826+00:00
ctid:long:3,ctid::turla_carbon::unknown::0024,ctid,turla_carbon::unknown,EDLR,"[""T1003"",""T1018"",""T1021"",""T1059"",""T1070"",""T1078"",""T1105"",""T1562""]","[""T1105"",""T1021"",""T1078"",""T1003"",""T1059""]","[""T1189""]",61e988363d174e66257d73fcb91c32dc29c0f2184c7da871763424b24ad29930,True,ok,True,True,True,True,基于历史事件中的下载、执行、横向移动和凭据访问行为，结合候选技术表的B0排名和序列统计，优先检查高相关性的执行、凭据访问和横向移动技术。,"[""T1059"",""T1078"",""T1021"",""T1003"",""T1105""]",1,"{
  ""evidence_summary"": ""基于历史事件中的下载、执行、横向移动和凭据访问行为，结合候选技术表的B0排名和序列统计，优先检查高相关性的执行、凭据访问和横向移动技术。"",
  ""reranked_next_ttps"": [""T1059"", ""T1078"", ""T1021"", ""T1003"", ""T1105""]
}",0,stop,deepseek-v4-flash,9bcda306-42b2-4758-999a-b7d561e928bb,,1,200,1837,,,2452,0,2452,86,0.00036736,2026-08-10T03:10:18.283988+00:00
