score_row,held_out_source,seed,learning_rate,epoch,beta,sample_id,campaign_id
918,ctid,45,0.001,40,0.1,ctid::oilrig::unknown::0014,oilrig::unknown
919,ctid,45,0.001,40,0.1,ctid::oilrig::unknown::0015,oilrig::unknown
920,ctid,45,0.001,40,0.1,ctid::oilrig::unknown::0016,oilrig::unknown
921,ctid,45,0.001,40,0.1,ctid::oilrig::unknown::0017,oilrig::unknown
922,ctid,45,0.001,40,0.1,ctid::oilrig::unknown::0018,oilrig::unknown
923,ctid,45,0.001,40,0.1,ctid::oilrig::unknown::0019,oilrig::unknown
924,ctid,45,0.001,40,0.1,ctid::oilrig::unknown::0020,oilrig::unknown
925,ctid,45,0.001,40,0.1,ctid::oilrig::unknown::0021,oilrig::unknown
926,ctid,45,0.001,40,0.1,ctid::oilrig::unknown::0022,oilrig::unknown
927,ctid,45,0.001,40,0.1,ctid::oilrig::unknown::0023,oilrig::unknown
928,ctid,45,0.001,40,0.1,ctid::oilrig::unknown::0024,oilrig::unknown
929,ctid,45,0.001,40,0.1,ctid::oilrig::unknown::0025,oilrig::unknown
930,ctid,45,0.001,40,0.1,ctid::oilrig::unknown::0026,oilrig::unknown
931,ctid,45,0.001,40,0.1,ctid::oilrig::unknown::0027,oilrig::unknown
932,ctid,45,0.001,40,0.1,ctid::oilrig::unknown::0028,oilrig::unknown
933,ctid,45,0.001,40,0.1,ctid::oilrig::unknown::0029,oilrig::unknown
934,ctid,45,0.001,40,0.1,ctid::oilrig::unknown::0030,oilrig::unknown
935,ctid,45,0.001,40,0.1,ctid::oilrig::unknown::0031,oilrig::unknown
936,ctid,45,0.001,40,0.1,ctid::oilrig::unknown::0032,oilrig::unknown
937,ctid,45,0.001,40,0.1,ctid::oilrig::unknown::0033,oilrig::unknown
938,ctid,45,0.001,40,0.1,ctid::oilrig::unknown::0035,oilrig::unknown
939,ctid,45,0.001,40,0.1,ctid::oilrig::unknown::0036,oilrig::unknown
940,ctid,45,0.001,40,0.1,ctid::sandworm::unknown::0001,sandworm::unknown
941,ctid,45,0.001,40,0.1,ctid::sandworm::unknown::0002,sandworm::unknown
942,ctid,45,0.001,40,0.1,ctid::sandworm::unknown::0003,sandworm::unknown
943,ctid,45,0.001,40,0.1,ctid::sandworm::unknown::0004,sandworm::unknown
944,ctid,45,0.001,40,0.1,ctid::sandworm::unknown::0005,sandworm::unknown
945,ctid,45,0.001,40,0.1,ctid::sandworm::unknown::0006,sandworm::unknown
946,ctid,45,0.001,40,0.1,ctid::sandworm::unknown::0007,sandworm::unknown
947,ctid,45,0.001,40,0.1,ctid::sandworm::unknown::0008,sandworm::unknown
948,ctid,45,0.001,40,0.1,ctid::sandworm::unknown::0009,sandworm::unknown
949,ctid,45,0.001,40,0.1,ctid::sandworm::unknown::0011,sandworm::unknown
950,ctid,45,0.001,40,0.1,ctid::sandworm::unknown::0012,sandworm::unknown
951,ctid,45,0.001,40,0.1,ctid::sandworm::unknown::0013,sandworm::unknown
952,ctid,45,0.001,40,0.1,ctid::sandworm::unknown::0014,sandworm::unknown
953,ctid,45,0.001,40,0.1,ctid::sandworm::unknown::0015,sandworm::unknown
954,ctid,45,0.001,40,0.1,ctid::sandworm::unknown::0016,sandworm::unknown
955,ctid,45,0.001,40,0.1,ctid::sandworm::unknown::0017,sandworm::unknown
956,ctid,45,0.001,40,0.1,ctid::sandworm::unknown::0018,sandworm::unknown
957,ctid,45,0.001,40,0.1,ctid::sandworm::unknown::0019,sandworm::unknown
958,ctid,45,0.001,40,0.1,ctid::sandworm::unknown::0020,sandworm::unknown
959,ctid,45,0.001,40,0.1,ctid::sandworm::unknown::0021,sandworm::unknown
960,ctid,45,0.001,40,0.1,ctid::sandworm::unknown::0022,sandworm::unknown
961,ctid,45,0.001,40,0.1,ctid::sandworm::unknown::0023,sandworm::unknown
962,ctid,45,0.001,40,0.1,ctid::sandworm::unknown::0024,sandworm::unknown
963,ctid,45,0.001,40,0.1,ctid::sandworm::unknown::0025,sandworm::unknown
964,ctid,45,0.001,40,0.1,ctid::sandworm::unknown::0026,sandworm::unknown
965,ctid,45,0.001,40,0.1,ctid::sandworm::unknown::0027,sandworm::unknown
966,ctid,45,0.001,40,0.1,ctid::sandworm::unknown::0028,sandworm::unknown
967,ctid,45,0.001,40,0.1,ctid::sandworm::unknown::0029,sandworm::unknown
968,ctid,45,0.001,40,0.1,ctid::sandworm::unknown::0030,sandworm::unknown
969,ctid,45,0.001,40,0.1,ctid::sandworm::unknown::0031,sandworm::unknown
970,ctid,45,0.001,40,0.1,ctid::sandworm::unknown::0032,sandworm::unknown
971,ctid,45,0.001,40,0.1,ctid::turla_carbon::unknown::0001,turla_carbon::unknown
972,ctid,45,0.001,40,0.1,ctid::turla_carbon::unknown::0002,turla_carbon::unknown
973,ctid,45,0.001,40,0.1,ctid::turla_carbon::unknown::0003,turla_carbon::unknown
974,ctid,45,0.001,40,0.1,ctid::turla_carbon::unknown::0004,turla_carbon::unknown
975,ctid,45,0.001,40,0.1,ctid::turla_carbon::unknown::0005,turla_carbon::unknown
976,ctid,45,0.001,40,0.1,ctid::turla_carbon::unknown::0006,turla_carbon::unknown
977,ctid,45,0.001,40,0.1,ctid::turla_carbon::unknown::0007,turla_carbon::unknown
978,ctid,45,0.001,40,0.1,ctid::turla_carbon::unknown::0008,turla_carbon::unknown
979,ctid,45,0.001,40,0.1,ctid::turla_carbon::unknown::0009,turla_carbon::unknown
980,ctid,45,0.001,40,0.1,ctid::turla_carbon::unknown::0010,turla_carbon::unknown
981,ctid,45,0.001,40,0.1,ctid::turla_carbon::unknown::0011,turla_carbon::unknown
982,ctid,45,0.001,40,0.1,ctid::turla_carbon::unknown::0012,turla_carbon::unknown
983,ctid,45,0.001,40,0.1,ctid::turla_carbon::unknown::0013,turla_carbon::unknown
984,ctid,45,0.001,40,0.1,ctid::turla_carbon::unknown::0014,turla_carbon::unknown
985,ctid,45,0.001,40,0.1,ctid::turla_carbon::unknown::0015,turla_carbon::unknown
986,ctid,45,0.001,40,0.1,ctid::turla_carbon::unknown::0016,turla_carbon::unknown
987,ctid,45,0.001,40,0.1,ctid::turla_carbon::unknown::0017,turla_carbon::unknown
988,ctid,45,0.001,40,0.1,ctid::turla_carbon::unknown::0018,turla_carbon::unknown
989,ctid,45,0.001,40,0.1,ctid::turla_carbon::unknown::0019,turla_carbon::unknown
990,ctid,45,0.001,40,0.1,ctid::turla_carbon::unknown::0020,turla_carbon::unknown
991,ctid,45,0.001,40,0.1,ctid::turla_carbon::unknown::0021,turla_carbon::unknown
992,ctid,45,0.001,40,0.1,ctid::turla_carbon::unknown::0022,turla_carbon::unknown
993,ctid,45,0.001,40,0.1,ctid::turla_carbon::unknown::0023,turla_carbon::unknown
994,ctid,45,0.001,40,0.1,ctid::turla_snake::unknown::0001,turla_snake::unknown
995,ctid,45,0.001,40,0.1,ctid::turla_snake::unknown::0002,turla_snake::unknown
996,ctid,45,0.001,40,0.1,ctid::turla_snake::unknown::0003,turla_snake::unknown
997,ctid,45,0.001,40,0.1,ctid::turla_snake::unknown::0004,turla_snake::unknown
998,ctid,45,0.001,40,0.1,ctid::turla_snake::unknown::0005,turla_snake::unknown
999,ctid,45,0.001,40,0.1,ctid::turla_snake::unknown::0006,turla_snake::unknown
1000,ctid,45,0.001,40,0.1,ctid::turla_snake::unknown::0007,turla_snake::unknown
1001,ctid,45,0.001,40,0.1,ctid::turla_snake::unknown::0008,turla_snake::unknown
1002,ctid,45,0.001,40,0.1,ctid::turla_snake::unknown::0009,turla_snake::unknown
1003,ctid,45,0.001,40,0.1,ctid::turla_snake::unknown::0010,turla_snake::unknown
1004,ctid,45,0.001,40,0.1,ctid::turla_snake::unknown::0011,turla_snake::unknown
1005,ctid,45,0.001,40,0.1,ctid::turla_snake::unknown::0013,turla_snake::unknown
1006,ctid,45,0.001,40,0.1,ctid::turla_snake::unknown::0014,turla_snake::unknown
1007,ctid,45,0.001,40,0.1,ctid::turla_snake::unknown::0015,turla_snake::unknown
1008,ctid,45,0.001,40,0.1,ctid::turla_snake::unknown::0016,turla_snake::unknown
1009,ctid,45,0.001,40,0.1,ctid::turla_snake::unknown::0017,turla_snake::unknown
1010,ctid,45,0.001,40,0.1,ctid::turla_snake::unknown::0018,turla_snake::unknown
1011,ctid,45,0.001,40,0.1,ctid::turla_snake::unknown::0019,turla_snake::unknown
1012,ctid,45,0.001,40,0.1,ctid::turla_snake::unknown::0020,turla_snake::unknown
1013,ctid,45,0.001,40,0.1,ctid::turla_snake::unknown::0021,turla_snake::unknown
1014,ctid,45,0.001,40,0.1,ctid::turla_snake::unknown::0022,turla_snake::unknown
1015,ctid,45,0.001,40,0.1,ctid::turla_snake::unknown::0023,turla_snake::unknown
1016,ctid,45,0.001,40,0.1,ctid::turla_snake::unknown::0024,turla_snake::unknown
1017,ctid,45,0.001,40,0.1,ctid::turla_snake::unknown::0025,turla_snake::unknown
1018,ctid,45,0.001,40,0.1,ctid::turla_snake::unknown::0026,turla_snake::unknown
1019,ctid,45,0.001,40,0.1,ctid::turla_snake::unknown::0027,turla_snake::unknown
1020,ctid,45,0.001,40,0.1,ctid::wizard_spider::unknown::0001,wizard_spider::unknown
1021,ctid,45,0.001,40,0.1,ctid::wizard_spider::unknown::0002,wizard_spider::unknown
1022,ctid,45,0.001,40,0.1,ctid::wizard_spider::unknown::0003,wizard_spider::unknown
1023,ctid,45,0.001,40,0.1,ctid::wizard_spider::unknown::0004,wizard_spider::unknown
1024,ctid,45,0.001,40,0.1,ctid::wizard_spider::unknown::0005,wizard_spider::unknown
1025,ctid,45,0.001,40,0.1,ctid::wizard_spider::unknown::0006,wizard_spider::unknown
1026,ctid,45,0.001,40,0.1,ctid::wizard_spider::unknown::0007,wizard_spider::unknown
1027,ctid,45,0.001,40,0.1,ctid::wizard_spider::unknown::0008,wizard_spider::unknown
1028,ctid,45,0.001,40,0.1,ctid::wizard_spider::unknown::0009,wizard_spider::unknown
1029,ctid,45,0.001,40,0.1,ctid::wizard_spider::unknown::0010,wizard_spider::unknown
1030,ctid,45,0.001,40,0.1,ctid::wizard_spider::unknown::0011,wizard_spider::unknown
1031,ctid,45,0.001,40,0.1,ctid::wizard_spider::unknown::0012,wizard_spider::unknown
1032,ctid,45,0.001,40,0.1,ctid::wizard_spider::unknown::0013,wizard_spider::unknown
1033,ctid,45,0.001,40,0.1,ctid::wizard_spider::unknown::0014,wizard_spider::unknown
1034,ctid,45,0.001,40,0.1,ctid::wizard_spider::unknown::0015,wizard_spider::unknown
1035,ctid,45,0.001,40,0.1,ctid::wizard_spider::unknown::0016,wizard_spider::unknown
1036,ctid,45,0.001,40,0.1,ctid::wizard_spider::unknown::0017,wizard_spider::unknown
1037,ctid,45,0.001,40,0.1,ctid::wizard_spider::unknown::0019,wizard_spider::unknown
1038,ctid,45,0.001,40,0.1,ctid::wizard_spider::unknown::0020,wizard_spider::unknown
1039,ctid,45,0.001,40,0.1,ctid::wizard_spider::unknown::0021,wizard_spider::unknown
1040,ctid,45,0.001,40,0.1,ctid::wizard_spider::unknown::0022,wizard_spider::unknown
1041,ctid,45,0.001,40,0.1,ctid::wizard_spider::unknown::0023,wizard_spider::unknown
1042,ctid,45,0.001,40,0.1,ctid::wizard_spider::unknown::0024,wizard_spider::unknown
1043,ctid,45,0.001,40,0.1,ctid::wizard_spider::unknown::0025,wizard_spider::unknown
1044,ctid,45,0.001,40,0.1,ctid::wizard_spider::unknown::0026,wizard_spider::unknown
1045,ctid,45,0.001,40,0.1,ctid::wizard_spider::unknown::0027,wizard_spider::unknown
1046,ctid,45,0.001,40,0.1,ctid::wizard_spider::unknown::0028,wizard_spider::unknown
1047,ctid,45,0.001,40,0.1,ctid::wizard_spider::unknown::0029,wizard_spider::unknown
1048,ctid,45,0.001,40,0.1,ctid::wizard_spider::unknown::0030,wizard_spider::unknown
1049,ctid,45,0.001,40,0.1,ctid::wizard_spider::unknown::0031,wizard_spider::unknown
1050,ctid,45,0.001,40,0.1,ctid::wizard_spider::unknown::0032,wizard_spider::unknown
1051,ctid,45,0.001,40,0.1,ctid::wizard_spider::unknown::0033,wizard_spider::unknown
1052,ctid,46,0.001,40,0.1,ctid::apt29::unknown::0001,apt29::unknown
1053,ctid,46,0.001,40,0.1,ctid::apt29::unknown::0002,apt29::unknown
1054,ctid,46,0.001,40,0.1,ctid::apt29::unknown::0003,apt29::unknown
1055,ctid,46,0.001,40,0.1,ctid::apt29::unknown::0004,apt29::unknown
1056,ctid,46,0.001,40,0.1,ctid::apt29::unknown::0005,apt29::unknown
1057,ctid,46,0.001,40,0.1,ctid::apt29::unknown::0006,apt29::unknown
1058,ctid,46,0.001,40,0.1,ctid::apt29::unknown::0007,apt29::unknown
1059,ctid,46,0.001,40,0.1,ctid::apt29::unknown::0008,apt29::unknown
1060,ctid,46,0.001,40,0.1,ctid::apt29::unknown::0009,apt29::unknown
1061,ctid,46,0.001,40,0.1,ctid::apt29::unknown::0010,apt29::unknown
1062,ctid,46,0.001,40,0.1,ctid::apt29::unknown::0011,apt29::unknown
1063,ctid,46,0.001,40,0.1,ctid::apt29::unknown::0012,apt29::unknown
1064,ctid,46,0.001,40,0.1,ctid::apt29::unknown::0013,apt29::unknown
1065,ctid,46,0.001,40,0.1,ctid::apt29::unknown::0014,apt29::unknown
1066,ctid,46,0.001,40,0.1,ctid::apt29::unknown::0015,apt29::unknown
1067,ctid,46,0.001,40,0.1,ctid::apt29::unknown::0016,apt29::unknown
1068,ctid,46,0.001,40,0.1,ctid::apt29::unknown::0017,apt29::unknown
1069,ctid,46,0.001,40,0.1,ctid::apt29::unknown::0018,apt29::unknown
1070,ctid,46,0.001,40,0.1,ctid::apt29::unknown::0019,apt29::unknown
1071,ctid,46,0.001,40,0.1,ctid::apt29::unknown::0020,apt29::unknown
1072,ctid,46,0.001,40,0.1,ctid::apt29::unknown::0021,apt29::unknown
1073,ctid,46,0.001,40,0.1,ctid::apt29::unknown::0022,apt29::unknown
1074,ctid,46,0.001,40,0.1,ctid::apt29::unknown::0023,apt29::unknown
1075,ctid,46,0.001,40,0.1,ctid::apt29::unknown::0024,apt29::unknown
1076,ctid,46,0.001,40,0.1,ctid::apt29::unknown::0025,apt29::unknown
1077,ctid,46,0.001,40,0.1,ctid::apt29::unknown::0026,apt29::unknown
1078,ctid,46,0.001,40,0.1,ctid::apt29::unknown::0028,apt29::unknown
1079,ctid,46,0.001,40,0.1,ctid::apt29::unknown::0029,apt29::unknown
1080,ctid,46,0.001,40,0.1,ctid::apt29::unknown::0030,apt29::unknown
1081,ctid,46,0.001,40,0.1,ctid::apt29::unknown::0031,apt29::unknown
1082,ctid,46,0.001,40,0.1,ctid::apt29::unknown::0032,apt29::unknown
1083,ctid,46,0.001,40,0.1,ctid::apt29::unknown::0033,apt29::unknown
1084,ctid,46,0.001,40,0.1,ctid::apt29::unknown::0034,apt29::unknown
1085,ctid,46,0.001,40,0.1,ctid::apt29::unknown::0035,apt29::unknown
1086,ctid,46,0.001,40,0.1,ctid::apt29::unknown::0036,apt29::unknown
1087,ctid,46,0.001,40,0.1,ctid::apt29::unknown::0037,apt29::unknown
1088,ctid,46,0.001,40,0.1,ctid::apt29::unknown::0038,apt29::unknown
1089,ctid,46,0.001,40,0.1,ctid::apt29::unknown::0039,apt29::unknown
1090,ctid,46,0.001,40,0.1,ctid::apt29::unknown::0040,apt29::unknown
1091,ctid,46,0.001,40,0.1,ctid::apt29::unknown::0041,apt29::unknown
1092,ctid,46,0.001,40,0.1,ctid::apt29::unknown::0042,apt29::unknown
1093,ctid,46,0.001,40,0.1,ctid::apt29::unknown::0043,apt29::unknown
1094,ctid,46,0.001,40,0.1,ctid::apt29::unknown::0044,apt29::unknown
1095,ctid,46,0.001,40,0.1,ctid::apt29::unknown::0045,apt29::unknown
1096,ctid,46,0.001,40,0.1,ctid::apt29::unknown::0046,apt29::unknown
1097,ctid,46,0.001,40,0.1,ctid::apt29::unknown::0047,apt29::unknown
1098,ctid,46,0.001,40,0.1,ctid::apt29::unknown::0048,apt29::unknown
1099,ctid,46,0.001,40,0.1,ctid::apt29::unknown::0049,apt29::unknown
1100,ctid,46,0.001,40,0.1,ctid::apt29::unknown::0050,apt29::unknown
1101,ctid,46,0.001,40,0.1,ctid::apt29::unknown::0051,apt29::unknown
1102,ctid,46,0.001,40,0.1,ctid::apt29::unknown::0052,apt29::unknown
1103,ctid,46,0.001,40,0.1,ctid::apt29::unknown::0053,apt29::unknown
1104,ctid,46,0.001,40,0.1,ctid::apt29::unknown::0054,apt29::unknown
1105,ctid,46,0.001,40,0.1,ctid::apt29::unknown::0055,apt29::unknown
1106,ctid,46,0.001,40,0.1,ctid::apt29::unknown::0056,apt29::unknown
1107,ctid,46,0.001,40,0.1,ctid::apt29::unknown::0057,apt29::unknown
1108,ctid,46,0.001,40,0.1,ctid::apt29::unknown::0058,apt29::unknown
1109,ctid,46,0.001,40,0.1,ctid::apt29::unknown::0059,apt29::unknown
1110,ctid,46,0.001,40,0.1,ctid::apt29::unknown::0060,apt29::unknown
1111,ctid,46,0.001,40,0.1,ctid::apt29::unknown::0061,apt29::unknown
1112,ctid,46,0.001,40,0.1,ctid::apt29::unknown::0062,apt29::unknown
1113,ctid,46,0.001,40,0.1,ctid::apt29::unknown::0063,apt29::unknown
1114,ctid,46,0.001,40,0.1,ctid::apt29::unknown::0064,apt29::unknown
1115,ctid,46,0.001,40,0.1,ctid::carbanak::unknown::0001,carbanak::unknown
1116,ctid,46,0.001,40,0.1,ctid::carbanak::unknown::0002,carbanak::unknown
1117,ctid,46,0.001,40,0.1,ctid::carbanak::unknown::0003,carbanak::unknown
1118,ctid,46,0.001,40,0.1,ctid::carbanak::unknown::0004,carbanak::unknown
1119,ctid,46,0.001,40,0.1,ctid::carbanak::unknown::0005,carbanak::unknown
1120,ctid,46,0.001,40,0.1,ctid::carbanak::unknown::0006,carbanak::unknown
1121,ctid,46,0.001,40,0.1,ctid::carbanak::unknown::0008,carbanak::unknown
1122,ctid,46,0.001,40,0.1,ctid::carbanak::unknown::0009,carbanak::unknown
1123,ctid,46,0.001,40,0.1,ctid::carbanak::unknown::0010,carbanak::unknown
1124,ctid,46,0.001,40,0.1,ctid::carbanak::unknown::0011,carbanak::unknown
1125,ctid,46,0.001,40,0.1,ctid::carbanak::unknown::0012,carbanak::unknown
1126,ctid,46,0.001,40,0.1,ctid::carbanak::unknown::0013,carbanak::unknown
1127,ctid,46,0.001,40,0.1,ctid::carbanak::unknown::0014,carbanak::unknown
1128,ctid,46,0.001,40,0.1,ctid::carbanak::unknown::0015,carbanak::unknown
1129,ctid,46,0.001,40,0.1,ctid::carbanak::unknown::0016,carbanak::unknown
1130,ctid,46,0.001,40,0.1,ctid::carbanak::unknown::0017,carbanak::unknown
1131,ctid,46,0.001,40,0.1,ctid::carbanak::unknown::0018,carbanak::unknown
1132,ctid,46,0.001,40,0.1,ctid::carbanak::unknown::0019,carbanak::unknown
1133,ctid,46,0.001,40,0.1,ctid::carbanak::unknown::0020,carbanak::unknown
1134,ctid,46,0.001,40,0.1,ctid::fin6::unknown::0001,fin6::unknown
1135,ctid,46,0.001,40,0.1,ctid::fin6::unknown::0002,fin6::unknown
1136,ctid,46,0.001,40,0.1,ctid::fin6::unknown::0003,fin6::unknown
1137,ctid,46,0.001,40,0.1,ctid::fin6::unknown::0004,fin6::unknown
1138,ctid,46,0.001,40,0.1,ctid::fin6::unknown::0005,fin6::unknown
1139,ctid,46,0.001,40,0.1,ctid::fin6::unknown::0006,fin6::unknown
1140,ctid,46,0.001,40,0.1,ctid::fin6::unknown::0007,fin6::unknown
1141,ctid,46,0.001,40,0.1,ctid::fin6::unknown::0008,fin6::unknown
1142,ctid,46,0.001,40,0.1,ctid::fin6::unknown::0009,fin6::unknown
1143,ctid,46,0.001,40,0.1,ctid::fin6::unknown::0010,fin6::unknown
1144,ctid,46,0.001,40,0.1,ctid::fin6::unknown::0012,fin6::unknown
1145,ctid,46,0.001,40,0.1,ctid::fin6::unknown::0013,fin6::unknown
1146,ctid,46,0.001,40,0.1,ctid::fin6::unknown::0014,fin6::unknown
1147,ctid,46,0.001,40,0.1,ctid::fin6::unknown::0015,fin6::unknown
1148,ctid,46,0.001,40,0.1,ctid::fin6::unknown::0016,fin6::unknown
1149,ctid,46,0.001,40,0.1,ctid::fin6::unknown::0017,fin6::unknown
1150,ctid,46,0.001,40,0.1,ctid::fin7::unknown::0001,fin7::unknown
1151,ctid,46,0.001,40,0.1,ctid::fin7::unknown::0002,fin7::unknown
1152,ctid,46,0.001,40,0.1,ctid::fin7::unknown::0003,fin7::unknown
1153,ctid,46,0.001,40,0.1,ctid::fin7::unknown::0004,fin7::unknown
1154,ctid,46,0.001,40,0.1,ctid::fin7::unknown::0006,fin7::unknown
1155,ctid,46,0.001,40,0.1,ctid::fin7::unknown::0007,fin7::unknown
1156,ctid,46,0.001,40,0.1,ctid::fin7::unknown::0008,fin7::unknown
1157,ctid,46,0.001,40,0.1,ctid::fin7::unknown::0009,fin7::unknown
1158,ctid,46,0.001,40,0.1,ctid::menu_pass::unknown::0001,menu_pass::unknown
1159,ctid,46,0.001,40,0.1,ctid::menu_pass::unknown::0002,menu_pass::unknown
1160,ctid,46,0.001,40,0.1,ctid::menu_pass::unknown::0003,menu_pass::unknown
1161,ctid,46,0.001,40,0.1,ctid::menu_pass::unknown::0004,menu_pass::unknown
1162,ctid,46,0.001,40,0.1,ctid::menu_pass::unknown::0005,menu_pass::unknown
1163,ctid,46,0.001,40,0.1,ctid::menu_pass::unknown::0006,menu_pass::unknown
1164,ctid,46,0.001,40,0.1,ctid::menu_pass::unknown::0007,menu_pass::unknown
1165,ctid,46,0.001,40,0.1,ctid::menu_pass::unknown::0008,menu_pass::unknown
1166,ctid,46,0.001,40,0.1,ctid::menu_pass::unknown::0009,menu_pass::unknown
1167,ctid,46,0.001,40,0.1,ctid::menu_pass::unknown::0010,menu_pass::unknown
1168,ctid,46,0.001,40,0.1,ctid::oilrig::unknown::0001,oilrig::unknown
1169,ctid,46,0.001,40,0.1,ctid::oilrig::unknown::0002,oilrig::unknown
1170,ctid,46,0.001,40,0.1,ctid::oilrig::unknown::0003,oilrig::unknown
1171,ctid,46,0.001,40,0.1,ctid::oilrig::unknown::0004,oilrig::unknown
1172,ctid,46,0.001,40,0.1,ctid::oilrig::unknown::0005,oilrig::unknown
1173,ctid,46,0.001,40,0.1,ctid::oilrig::unknown::0006,oilrig::unknown
1174,ctid,46,0.001,40,0.1,ctid::oilrig::unknown::0007,oilrig::unknown
1175,ctid,46,0.001,40,0.1,ctid::oilrig::unknown::0008,oilrig::unknown
1176,ctid,46,0.001,40,0.1,ctid::oilrig::unknown::0009,oilrig::unknown
1177,ctid,46,0.001,40,0.1,ctid::oilrig::unknown::0010,oilrig::unknown
1178,ctid,46,0.001,40,0.1,ctid::oilrig::unknown::0011,oilrig::unknown
1179,ctid,46,0.001,40,0.1,ctid::oilrig::unknown::0012,oilrig::unknown
1180,ctid,46,0.001,40,0.1,ctid::oilrig::unknown::0013,oilrig::unknown
1181,ctid,46,0.001,40,0.1,ctid::oilrig::unknown::0014,oilrig::unknown
1182,ctid,46,0.001,40,0.1,ctid::oilrig::unknown::0015,oilrig::unknown
1183,ctid,46,0.001,40,0.1,ctid::oilrig::unknown::0016,oilrig::unknown
1184,ctid,46,0.001,40,0.1,ctid::oilrig::unknown::0017,oilrig::unknown
1185,ctid,46,0.001,40,0.1,ctid::oilrig::unknown::0018,oilrig::unknown
1186,ctid,46,0.001,40,0.1,ctid::oilrig::unknown::0019,oilrig::unknown
1187,ctid,46,0.001,40,0.1,ctid::oilrig::unknown::0020,oilrig::unknown
1188,ctid,46,0.001,40,0.1,ctid::oilrig::unknown::0021,oilrig::unknown
1189,ctid,46,0.001,40,0.1,ctid::oilrig::unknown::0022,oilrig::unknown
1190,ctid,46,0.001,40,0.1,ctid::oilrig::unknown::0023,oilrig::unknown
1191,ctid,46,0.001,40,0.1,ctid::oilrig::unknown::0024,oilrig::unknown
1192,ctid,46,0.001,40,0.1,ctid::oilrig::unknown::0025,oilrig::unknown
1193,ctid,46,0.001,40,0.1,ctid::oilrig::unknown::0026,oilrig::unknown
1194,ctid,46,0.001,40,0.1,ctid::oilrig::unknown::0027,oilrig::unknown
1195,ctid,46,0.001,40,0.1,ctid::oilrig::unknown::0028,oilrig::unknown
1196,ctid,46,0.001,40,0.1,ctid::oilrig::unknown::0029,oilrig::unknown
1197,ctid,46,0.001,40,0.1,ctid::oilrig::unknown::0030,oilrig::unknown
1198,ctid,46,0.001,40,0.1,ctid::oilrig::unknown::0031,oilrig::unknown
1199,ctid,46,0.001,40,0.1,ctid::oilrig::unknown::0032,oilrig::unknown
1200,ctid,46,0.001,40,0.1,ctid::oilrig::unknown::0033,oilrig::unknown
1201,ctid,46,0.001,40,0.1,ctid::oilrig::unknown::0035,oilrig::unknown
1202,ctid,46,0.001,40,0.1,ctid::oilrig::unknown::0036,oilrig::unknown
1203,ctid,46,0.001,40,0.1,ctid::sandworm::unknown::0001,sandworm::unknown
1204,ctid,46,0.001,40,0.1,ctid::sandworm::unknown::0002,sandworm::unknown
1205,ctid,46,0.001,40,0.1,ctid::sandworm::unknown::0003,sandworm::unknown
1206,ctid,46,0.001,40,0.1,ctid::sandworm::unknown::0004,sandworm::unknown
1207,ctid,46,0.001,40,0.1,ctid::sandworm::unknown::0005,sandworm::unknown
1208,ctid,46,0.001,40,0.1,ctid::sandworm::unknown::0006,sandworm::unknown
1209,ctid,46,0.001,40,0.1,ctid::sandworm::unknown::0007,sandworm::unknown
1210,ctid,46,0.001,40,0.1,ctid::sandworm::unknown::0008,sandworm::unknown
1211,ctid,46,0.001,40,0.1,ctid::sandworm::unknown::0009,sandworm::unknown
1212,ctid,46,0.001,40,0.1,ctid::sandworm::unknown::0011,sandworm::unknown
1213,ctid,46,0.001,40,0.1,ctid::sandworm::unknown::0012,sandworm::unknown
1214,ctid,46,0.001,40,0.1,ctid::sandworm::unknown::0013,sandworm::unknown
1215,ctid,46,0.001,40,0.1,ctid::sandworm::unknown::0014,sandworm::unknown
1216,ctid,46,0.001,40,0.1,ctid::sandworm::unknown::0015,sandworm::unknown
1217,ctid,46,0.001,40,0.1,ctid::sandworm::unknown::0016,sandworm::unknown
1218,ctid,46,0.001,40,0.1,ctid::sandworm::unknown::0017,sandworm::unknown
1219,ctid,46,0.001,40,0.1,ctid::sandworm::unknown::0018,sandworm::unknown
1220,ctid,46,0.001,40,0.1,ctid::sandworm::unknown::0019,sandworm::unknown
1221,ctid,46,0.001,40,0.1,ctid::sandworm::unknown::0020,sandworm::unknown
1222,ctid,46,0.001,40,0.1,ctid::sandworm::unknown::0021,sandworm::unknown
1223,ctid,46,0.001,40,0.1,ctid::sandworm::unknown::0022,sandworm::unknown
1224,ctid,46,0.001,40,0.1,ctid::sandworm::unknown::0023,sandworm::unknown
1225,ctid,46,0.001,40,0.1,ctid::sandworm::unknown::0024,sandworm::unknown
1226,ctid,46,0.001,40,0.1,ctid::sandworm::unknown::0025,sandworm::unknown
1227,ctid,46,0.001,40,0.1,ctid::sandworm::unknown::0026,sandworm::unknown
1228,ctid,46,0.001,40,0.1,ctid::sandworm::unknown::0027,sandworm::unknown
1229,ctid,46,0.001,40,0.1,ctid::sandworm::unknown::0028,sandworm::unknown
1230,ctid,46,0.001,40,0.1,ctid::sandworm::unknown::0029,sandworm::unknown
1231,ctid,46,0.001,40,0.1,ctid::sandworm::unknown::0030,sandworm::unknown
1232,ctid,46,0.001,40,0.1,ctid::sandworm::unknown::0031,sandworm::unknown
1233,ctid,46,0.001,40,0.1,ctid::sandworm::unknown::0032,sandworm::unknown
