score_row,held_out_source,inner_training_source,inner_validation_source,seed,learning_rate,epoch,beta,sample_id,campaign_id
1974,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::SearchAwesome Adware::0004,SearchAwesome Adware
1975,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::SearchAwesome Adware::0005,SearchAwesome Adware
1976,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::SearchAwesome Adware::0006,SearchAwesome Adware
1977,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::SearchAwesome Adware::0007,SearchAwesome Adware
1978,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::SearchAwesome Adware::0008,SearchAwesome Adware
1979,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::SearchAwesome Adware::0009,SearchAwesome Adware
1980,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::SearchAwesome Adware::0010,SearchAwesome Adware
1981,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::Shamoon::0001,Shamoon
1982,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::Shamoon::0002,Shamoon
1983,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::Shamoon::0003,Shamoon
1984,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::Shamoon::0004,Shamoon
1985,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::Shamoon::0005,Shamoon
1986,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::Shamoon::0006,Shamoon
1987,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::Shamoon::0007,Shamoon
1988,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::Shamoon::0008,Shamoon
1989,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::Shamoon::0009,Shamoon
1990,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::Shamoon::0010,Shamoon
1991,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::Shamoon::0011,Shamoon
1992,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::Shamoon::0012,Shamoon
1993,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::Shamoon::0013,Shamoon
1994,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::Shamoon::0014,Shamoon
1995,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::Shamoon::0015,Shamoon
1996,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::Shamoon::0016,Shamoon
1997,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::Shamoon::0017,Shamoon
1998,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::Shamoon::0018,Shamoon
1999,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::SolarWinds::0001,SolarWinds
2000,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::SolarWinds::0002,SolarWinds
2001,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::SolarWinds::0003,SolarWinds
2002,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::SolarWinds::0004,SolarWinds
2003,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::SolarWinds::0005,SolarWinds
2004,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::SolarWinds::0006,SolarWinds
2005,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::SolarWinds::0007,SolarWinds
2006,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::SolarWinds::0008,SolarWinds
2007,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::SolarWinds::0009,SolarWinds
2008,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::SolarWinds::0010,SolarWinds
2009,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::SolarWinds::0011,SolarWinds
2010,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::SolarWinds::0012,SolarWinds
2011,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::SolarWinds::0013,SolarWinds
2012,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::SolarWinds::0014,SolarWinds
2013,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::SolarWinds::0015,SolarWinds
2014,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::SolarWinds::0016,SolarWinds
2015,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::Sony Malware::0001,Sony Malware
2016,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::Sony Malware::0002,Sony Malware
2017,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::Sony Malware::0003,Sony Malware
2018,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::Sony Malware::0004,Sony Malware
2019,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::Sony Malware::0005,Sony Malware
2020,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::Sony Malware::0006,Sony Malware
2021,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::Sony Malware::0007,Sony Malware
2022,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::Sony Malware::0008,Sony Malware
2023,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::Sony Malware::0009,Sony Malware
2024,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::Sony Malware::0010,Sony Malware
2025,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::Sony Malware::0011,Sony Malware
2026,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::Sony Malware::0012,Sony Malware
2027,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::Target Breach::0001,Target Breach
2028,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::Target Breach::0002,Target Breach
2029,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::Target Breach::0003,Target Breach
2030,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::Target Breach::0004,Target Breach
2031,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::Target Breach::0008,Target Breach
2032,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::Target Breach::0009,Target Breach
2033,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::Target Breach::0010,Target Breach
2034,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::Target Breach::0011,Target Breach
2035,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::Tesla Kubernetes Breach::0001,Tesla Kubernetes Breach
2036,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::Tesla Kubernetes Breach::0002,Tesla Kubernetes Breach
2037,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::Tesla Kubernetes Breach::0003,Tesla Kubernetes Breach
2038,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::Uber Breach::0001,Uber Breach
2039,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::Uber Breach::0002,Uber Breach
2040,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::Uber Breach::0003,Uber Breach
2041,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::Uber Breach::0004,Uber Breach
2042,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::Uber Breach::0005,Uber Breach
2043,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::Uber Breach::0006,Uber Breach
2044,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::WhisperGate::0001,WhisperGate
2045,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::WhisperGate::0002,WhisperGate
2046,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::WhisperGate::0003,WhisperGate
2047,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::WhisperGate::0004,WhisperGate
2048,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::WhisperGate::0005,WhisperGate
2049,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::WhisperGate::0006,WhisperGate
2050,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::WhisperGate::0007,WhisperGate
2051,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::WhisperGate::0008,WhisperGate
2052,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::WhisperGate::0009,WhisperGate
2053,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::WhisperGate::0010,WhisperGate
2054,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::WhisperGate::0011,WhisperGate
2055,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::WhisperGate::0013,WhisperGate
2056,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::WhisperGate::0014,WhisperGate
2057,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::WhisperGate::0015,WhisperGate
2058,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::WhisperGate::0016,WhisperGate
2059,ctid,stockpile,attack_flow,46,0.001,40,0.1,attack_flow::WhisperGate::0017,WhisperGate
2060,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::01c96671-afd3-47d4-8d31-8c116cc0221a::0001,01c96671-afd3-47d4-8d31-8c116cc0221a
2061,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::01c96671-afd3-47d4-8d31-8c116cc0221a::0002,01c96671-afd3-47d4-8d31-8c116cc0221a
2062,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::01d77744-2515-401a-a497-d9f7241aac3c::0001,01d77744-2515-401a-a497-d9f7241aac3c
2063,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::01d77744-2515-401a-a497-d9f7241aac3c::0002,01d77744-2515-401a-a497-d9f7241aac3c
2064,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::01d77744-2515-401a-a497-d9f7241aac3c::0003,01d77744-2515-401a-a497-d9f7241aac3c
2065,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::01d77744-2515-401a-a497-d9f7241aac3c::0004,01d77744-2515-401a-a497-d9f7241aac3c
2066,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::01d77744-2515-401a-a497-d9f7241aac3c::0005,01d77744-2515-401a-a497-d9f7241aac3c
2067,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::01d77744-2515-401a-a497-d9f7241aac3c::0006,01d77744-2515-401a-a497-d9f7241aac3c
2068,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::09ad625e-6cba-490f-afe3-5417e7edb9c6::0001,09ad625e-6cba-490f-afe3-5417e7edb9c6
2069,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::09ad625e-6cba-490f-afe3-5417e7edb9c6::0002,09ad625e-6cba-490f-afe3-5417e7edb9c6
2070,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::0b5636cf-f019-4ec9-aa7c-6e4f55505374::0001,0b5636cf-f019-4ec9-aa7c-6e4f55505374
2071,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::0b5636cf-f019-4ec9-aa7c-6e4f55505374::0002,0b5636cf-f019-4ec9-aa7c-6e4f55505374
2072,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::0b5636cf-f019-4ec9-aa7c-6e4f55505374::0003,0b5636cf-f019-4ec9-aa7c-6e4f55505374
2073,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::0b5636cf-f019-4ec9-aa7c-6e4f55505374::0004,0b5636cf-f019-4ec9-aa7c-6e4f55505374
2074,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::0b73bf34-fc5b-48f7-9194-dce993b915b1::0001,0b73bf34-fc5b-48f7-9194-dce993b915b1
2075,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::0b73bf34-fc5b-48f7-9194-dce993b915b1::0002,0b73bf34-fc5b-48f7-9194-dce993b915b1
2076,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::0f4c3c67-845e-49a0-927e-90ed33c044e0::0001,0f4c3c67-845e-49a0-927e-90ed33c044e0
2077,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::0f4c3c67-845e-49a0-927e-90ed33c044e0::0002,0f4c3c67-845e-49a0-927e-90ed33c044e0
2078,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::0f4c3c67-845e-49a0-927e-90ed33c044e0::0003,0f4c3c67-845e-49a0-927e-90ed33c044e0
2079,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::0f4c3c67-845e-49a0-927e-90ed33c044e0::0004,0f4c3c67-845e-49a0-927e-90ed33c044e0
2080,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::0f4c3c67-845e-49a0-927e-90ed33c044e0::0005,0f4c3c67-845e-49a0-927e-90ed33c044e0
2081,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::0f4c3c67-845e-49a0-927e-90ed33c044e0::0006,0f4c3c67-845e-49a0-927e-90ed33c044e0
2082,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::0f4c3c67-845e-49a0-927e-90ed33c044e0::0007,0f4c3c67-845e-49a0-927e-90ed33c044e0
2083,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::0f4c3c67-845e-49a0-927e-90ed33c044e0::0008,0f4c3c67-845e-49a0-927e-90ed33c044e0
2084,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::0f4c3c67-845e-49a0-927e-90ed33c044e0::0009,0f4c3c67-845e-49a0-927e-90ed33c044e0
2085,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::0f4c3c67-845e-49a0-927e-90ed33c044e0::0010,0f4c3c67-845e-49a0-927e-90ed33c044e0
2086,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::0f4c3c67-845e-49a0-927e-90ed33c044e0::0011,0f4c3c67-845e-49a0-927e-90ed33c044e0
2087,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::1a98b8e6-18ce-4617-8cc5-e65a1a9d490e::0001,1a98b8e6-18ce-4617-8cc5-e65a1a9d490e
2088,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::1a98b8e6-18ce-4617-8cc5-e65a1a9d490e::0002,1a98b8e6-18ce-4617-8cc5-e65a1a9d490e
2089,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::1a98b8e6-18ce-4617-8cc5-e65a1a9d490e::0003,1a98b8e6-18ce-4617-8cc5-e65a1a9d490e
2090,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::1a98b8e6-18ce-4617-8cc5-e65a1a9d490e::0004,1a98b8e6-18ce-4617-8cc5-e65a1a9d490e
2091,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::1bac97ca-77fc-4c9a-835e-4de1b1b7f639::0001,1bac97ca-77fc-4c9a-835e-4de1b1b7f639
2092,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::1bac97ca-77fc-4c9a-835e-4de1b1b7f639::0002,1bac97ca-77fc-4c9a-835e-4de1b1b7f639
2093,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::4c28c132-d7d7-4a04-8908-d643b7cb1d58::0001,4c28c132-d7d7-4a04-8908-d643b7cb1d58
2094,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::50855e29-3b4e-4562-aa55-b3d7f93c26b8::0001,50855e29-3b4e-4562-aa55-b3d7f93c26b8
2095,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::50855e29-3b4e-4562-aa55-b3d7f93c26b8::0002,50855e29-3b4e-4562-aa55-b3d7f93c26b8
2096,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::50855e29-3b4e-4562-aa55-b3d7f93c26b8::0003,50855e29-3b4e-4562-aa55-b3d7f93c26b8
2097,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::50855e29-3b4e-4562-aa55-b3d7f93c26b8::0004,50855e29-3b4e-4562-aa55-b3d7f93c26b8
2098,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::50855e29-3b4e-4562-aa55-b3d7f93c26b8::0005,50855e29-3b4e-4562-aa55-b3d7f93c26b8
2099,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::50855e29-3b4e-4562-aa55-b3d7f93c26b8::0006,50855e29-3b4e-4562-aa55-b3d7f93c26b8
2100,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::50855e29-3b4e-4562-aa55-b3d7f93c26b8::0007,50855e29-3b4e-4562-aa55-b3d7f93c26b8
2101,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::564ae20d-778d-4965-93dc-b523be2e2ab4::0001,564ae20d-778d-4965-93dc-b523be2e2ab4
2102,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::564ae20d-778d-4965-93dc-b523be2e2ab4::0002,564ae20d-778d-4965-93dc-b523be2e2ab4
2103,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::564ae20d-778d-4965-93dc-b523be2e2ab4::0003,564ae20d-778d-4965-93dc-b523be2e2ab4
2104,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::564ae20d-778d-4965-93dc-b523be2e2ab4::0004,564ae20d-778d-4965-93dc-b523be2e2ab4
2105,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::564ae20d-778d-4965-93dc-b523be2e2ab4::0005,564ae20d-778d-4965-93dc-b523be2e2ab4
2106,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::564ae20d-778d-4965-93dc-b523be2e2ab4::0006,564ae20d-778d-4965-93dc-b523be2e2ab4
2107,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::564ae20d-778d-4965-93dc-b523be2e2ab4::0007,564ae20d-778d-4965-93dc-b523be2e2ab4
2108,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::564ae20d-778d-4965-93dc-b523be2e2ab4::0008,564ae20d-778d-4965-93dc-b523be2e2ab4
2109,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::564ae20d-778d-4965-93dc-b523be2e2ab4::0009,564ae20d-778d-4965-93dc-b523be2e2ab4
2110,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::564ae20d-778d-4965-93dc-b523be2e2ab4::0010,564ae20d-778d-4965-93dc-b523be2e2ab4
2111,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::564ae20d-778d-4965-93dc-b523be2e2ab4::0011,564ae20d-778d-4965-93dc-b523be2e2ab4
2112,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::564ae20d-778d-4965-93dc-b523be2e2ab4::0013,564ae20d-778d-4965-93dc-b523be2e2ab4
2113,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::564ae20d-778d-4965-93dc-b523be2e2ab4::0014,564ae20d-778d-4965-93dc-b523be2e2ab4
2114,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::5d3e170e-f1b8-49f9-9ee1-c51605552a08::0001,5d3e170e-f1b8-49f9-9ee1-c51605552a08
2115,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::5d3e170e-f1b8-49f9-9ee1-c51605552a08::0002,5d3e170e-f1b8-49f9-9ee1-c51605552a08
2116,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::725226e0-45b8-4432-84ee-144d3f37ff8d::0001,725226e0-45b8-4432-84ee-144d3f37ff8d
2117,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::725226e0-45b8-4432-84ee-144d3f37ff8d::0002,725226e0-45b8-4432-84ee-144d3f37ff8d
2118,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::725226e0-45b8-4432-84ee-144d3f37ff8d::0003,725226e0-45b8-4432-84ee-144d3f37ff8d
2119,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::78e7504d-968f-477d-8806-4d6c04b94431::0001,78e7504d-968f-477d-8806-4d6c04b94431
2120,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::78e7504d-968f-477d-8806-4d6c04b94431::0002,78e7504d-968f-477d-8806-4d6c04b94431
2121,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::78e7504d-968f-477d-8806-4d6c04b94431::0003,78e7504d-968f-477d-8806-4d6c04b94431
2122,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::78e7504d-968f-477d-8806-4d6c04b94431::0004,78e7504d-968f-477d-8806-4d6c04b94431
2123,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::78e7504d-968f-477d-8806-4d6c04b94431::0005,78e7504d-968f-477d-8806-4d6c04b94431
2124,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::78e7504d-968f-477d-8806-4d6c04b94431::0006,78e7504d-968f-477d-8806-4d6c04b94431
2125,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::78e7504d-968f-477d-8806-4d6c04b94431::0007,78e7504d-968f-477d-8806-4d6c04b94431
2126,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::78e7504d-968f-477d-8806-4d6c04b94431::0008,78e7504d-968f-477d-8806-4d6c04b94431
2127,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::78e7504d-968f-477d-8806-4d6c04b94431::0010,78e7504d-968f-477d-8806-4d6c04b94431
2128,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::78e7504d-968f-477d-8806-4d6c04b94431::0011,78e7504d-968f-477d-8806-4d6c04b94431
2129,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::78e7504d-968f-477d-8806-4d6c04b94431::0012,78e7504d-968f-477d-8806-4d6c04b94431
2130,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::bcdbf6b9-14c5-495c-be84-37bce32c312b::0001,bcdbf6b9-14c5-495c-be84-37bce32c312b
2131,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::bcdbf6b9-14c5-495c-be84-37bce32c312b::0002,bcdbf6b9-14c5-495c-be84-37bce32c312b
2132,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::c220a8e6-609c-4d5b-9e1c-068ca01c2eec::0002,c220a8e6-609c-4d5b-9e1c-068ca01c2eec
2133,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::c724545d-a4cc-492e-8075-2ab9a699c847::0001,c724545d-a4cc-492e-8075-2ab9a699c847
2134,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::c724545d-a4cc-492e-8075-2ab9a699c847::0002,c724545d-a4cc-492e-8075-2ab9a699c847
2135,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::d6ea4c1e-7959-4eb1-a292-b6fd2b06c73e::0001,d6ea4c1e-7959-4eb1-a292-b6fd2b06c73e
2136,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::d6ea4c1e-7959-4eb1-a292-b6fd2b06c73e::0002,d6ea4c1e-7959-4eb1-a292-b6fd2b06c73e
2137,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::d6ea4c1e-7959-4eb1-a292-b6fd2b06c73e::0004,d6ea4c1e-7959-4eb1-a292-b6fd2b06c73e
2138,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::dbd49a4a-ba2d-40d0-9348-2db24fc4b0b6::0002,dbd49a4a-ba2d-40d0-9348-2db24fc4b0b6
2139,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::ddbd1850-5fd7-41d5-a7a1-1b15dac49090::0001,ddbd1850-5fd7-41d5-a7a1-1b15dac49090
2140,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::ddbd1850-5fd7-41d5-a7a1-1b15dac49090::0002,ddbd1850-5fd7-41d5-a7a1-1b15dac49090
2141,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::ddbd1850-5fd7-41d5-a7a1-1b15dac49090::0003,ddbd1850-5fd7-41d5-a7a1-1b15dac49090
2142,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::de07f52d-9928-4071-9142-cb1d3bd851e8::0001,de07f52d-9928-4071-9142-cb1d3bd851e8
2143,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::de07f52d-9928-4071-9142-cb1d3bd851e8::0003,de07f52d-9928-4071-9142-cb1d3bd851e8
2144,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::de07f52d-9928-4071-9142-cb1d3bd851e8::0004,de07f52d-9928-4071-9142-cb1d3bd851e8
2145,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::de07f52d-9928-4071-9142-cb1d3bd851e8::0005,de07f52d-9928-4071-9142-cb1d3bd851e8
2146,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::de07f52d-9928-4071-9142-cb1d3bd851e8::0006,de07f52d-9928-4071-9142-cb1d3bd851e8
2147,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::de07f52d-9928-4071-9142-cb1d3bd851e8::0007,de07f52d-9928-4071-9142-cb1d3bd851e8
2148,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::de07f52d-9928-4071-9142-cb1d3bd851e8::0008,de07f52d-9928-4071-9142-cb1d3bd851e8
2149,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::de07f52d-9928-4071-9142-cb1d3bd851e8::0009,de07f52d-9928-4071-9142-cb1d3bd851e8
2150,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::de07f52d-9928-4071-9142-cb1d3bd851e8::0010,de07f52d-9928-4071-9142-cb1d3bd851e8
2151,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::de07f52d-9928-4071-9142-cb1d3bd851e8::0011,de07f52d-9928-4071-9142-cb1d3bd851e8
2152,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::de07f52d-9928-4071-9142-cb1d3bd851e8::0012,de07f52d-9928-4071-9142-cb1d3bd851e8
2153,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::de07f52d-9928-4071-9142-cb1d3bd851e8::0013,de07f52d-9928-4071-9142-cb1d3bd851e8
2154,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::de07f52d-9928-4071-9142-cb1d3bd851e8::0014,de07f52d-9928-4071-9142-cb1d3bd851e8
2155,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::de07f52d-9928-4071-9142-cb1d3bd851e8::0015,de07f52d-9928-4071-9142-cb1d3bd851e8
2156,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::de07f52d-9928-4071-9142-cb1d3bd851e8::0016,de07f52d-9928-4071-9142-cb1d3bd851e8
2157,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::de07f52d-9928-4071-9142-cb1d3bd851e8::0017,de07f52d-9928-4071-9142-cb1d3bd851e8
2158,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::e4324b88-8836-4803-b6b7-09b3c6cd4e94::0001,e4324b88-8836-4803-b6b7-09b3c6cd4e94
2159,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::e89a10d3-004f-4c15-b0eb-d1ba76a4b67f::0001,e89a10d3-004f-4c15-b0eb-d1ba76a4b67f
2160,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::e89a10d3-004f-4c15-b0eb-d1ba76a4b67f::0002,e89a10d3-004f-4c15-b0eb-d1ba76a4b67f
2161,ctid,attack_flow,stockpile,42,0.001,40,0.1,stockpile::eddc8f03-f930-41e7-95ba-33fb87bfed74::0001,eddc8f03-f930-41e7-95ba-33fb87bfed74
