sample_id,source,campaign_id,prefix_len,prefix,raw_prefix,true_label,target_raw_id,flow,source_action,target_action
Cobalt Kitty Campaign::7,attack_flow,Cobalt Kitty Campaign,1,"[""T1018""]","[""T1018""]",T1016,T1016,Cobalt Kitty Campaign,436a56c4-7998-45f2-8f4e-3e4709e3e80c,90c24039-8903-407d-a9a8-9960faf084e2
Cobalt Kitty Campaign::8,attack_flow,Cobalt Kitty Campaign,1,"[""T1018""]","[""T1018""]",T1049,T1049,Cobalt Kitty Campaign,436a56c4-7998-45f2-8f4e-3e4709e3e80c,fa7a634c-2450-499a-9bf3-a09d8e34e937
Cobalt Kitty Campaign::9,attack_flow,Cobalt Kitty Campaign,1,"[""T1046""]","[""T1046""]",T1016,T1016,Cobalt Kitty Campaign,47a28c6a-51bc-4144-afd3-8117e2ce6828,90c24039-8903-407d-a9a8-9960faf084e2
Cobalt Kitty Campaign::10,attack_flow,Cobalt Kitty Campaign,1,"[""T1046""]","[""T1046""]",T1049,T1049,Cobalt Kitty Campaign,47a28c6a-51bc-4144-afd3-8117e2ce6828,fa7a634c-2450-499a-9bf3-a09d8e34e937
Cobalt Kitty Campaign::11,attack_flow,Cobalt Kitty Campaign,1,"[""T1218""]","[""T1218.010""]",T1071,T1071.003,Cobalt Kitty Campaign,4c1cd5fd-27ee-4600-901a-5897e05d1b58,2129fd6d-9887-4a29-b550-3a598b50f641
Cobalt Kitty Campaign::12,attack_flow,Cobalt Kitty Campaign,1,"[""T1218""]","[""T1218.010""]",T1001,T1001.003,Cobalt Kitty Campaign,4c1cd5fd-27ee-4600-901a-5897e05d1b58,a19b78e2-9d90-46a7-bb55-7dc533edee63
Cobalt Kitty Campaign::13,attack_flow,Cobalt Kitty Campaign,1,"[""T1218""]","[""T1218.010""]",T1071,T1071.004,Cobalt Kitty Campaign,4c1cd5fd-27ee-4600-901a-5897e05d1b58,bad6fe95-996c-432e-9362-e187a87ba485
Cobalt Kitty Campaign::14,attack_flow,Cobalt Kitty Campaign,1,"[""T1566""]","[""T1566.001""]",T1053,T1053.005,Cobalt Kitty Campaign,508bc600-bbf4-4e31-a789-8971f51dc581,217d8b41-0faf-415e-be60-1489e39d3ee5
Cobalt Kitty Campaign::15,attack_flow,Cobalt Kitty Campaign,1,"[""T1574""]","[""T1574.002""]",T1218,T1218.010,Cobalt Kitty Campaign,53f217bc-c353-4ada-b782-7391aaee5685,4c1cd5fd-27ee-4600-901a-5897e05d1b58
Cobalt Kitty Campaign::16,attack_flow,Cobalt Kitty Campaign,1,"[""T1059""]","[""T1059.005""]",T1547,T1547.001,Cobalt Kitty Campaign,788fab85-7ed0-42d7-aed2-cec8ac099f32,3488c178-ef07-4ba9-9007-6ca8aaff51c9
Cobalt Kitty Campaign::17,attack_flow,Cobalt Kitty Campaign,1,"[""T1059""]","[""T1059.005""]",T1564,T1564.004,Cobalt Kitty Campaign,788fab85-7ed0-42d7-aed2-cec8ac099f32,8589d97f-43fd-4d11-83a0-41e5902cfe9f
Cobalt Kitty Campaign::18,attack_flow,Cobalt Kitty Campaign,1,"[""T1059""]","[""T1059.005""]",T1053,T1053.005,Cobalt Kitty Campaign,788fab85-7ed0-42d7-aed2-cec8ac099f32,a19ca663-f6ef-4925-bef4-94248349f2e6
Cobalt Kitty Campaign::19,attack_flow,Cobalt Kitty Campaign,1,"[""T1059""]","[""T1059.005""]",T1137,T1137,Cobalt Kitty Campaign,788fab85-7ed0-42d7-aed2-cec8ac099f32,a229d676-e14f-46ee-9bc4-22e769c9abad
Cobalt Kitty Campaign::20,attack_flow,Cobalt Kitty Campaign,1,"[""T1059""]","[""T1059.005""]",T1543,T1543.003,Cobalt Kitty Campaign,788fab85-7ed0-42d7-aed2-cec8ac099f32,ac381463-471d-4ccb-9177-ebd834ed5706
Cobalt Kitty Campaign::21,attack_flow,Cobalt Kitty Campaign,1,"[""T1566""]","[""T1566.002""]",T1059,T1059.001,Cobalt Kitty Campaign,7e43c3eb-f609-4a53-beb3-40829afb89aa,d3d7d621-23f1-4536-8777-aa37cfa4789f
Cobalt Kitty Campaign::22,attack_flow,Cobalt Kitty Campaign,1,"[""T1003""]","[""T1003.004""]",T1021,T1021.002,Cobalt Kitty Campaign,7ec57638-9eba-4456-af50-1a0e4804510d,03fd7c2f-1eab-4468-8d67-7a331b75c261
Cobalt Kitty Campaign::23,attack_flow,Cobalt Kitty Campaign,1,"[""T1003""]","[""T1003.004""]",T1550,T1550.002,Cobalt Kitty Campaign,7ec57638-9eba-4456-af50-1a0e4804510d,2a0d98d7-92cc-4087-93ad-ff1db995bec6
Cobalt Kitty Campaign::24,attack_flow,Cobalt Kitty Campaign,1,"[""T1003""]","[""T1003.004""]",T1550,T1550.003,Cobalt Kitty Campaign,7ec57638-9eba-4456-af50-1a0e4804510d,6c5276a7-4e5c-4807-957b-d1673f27aec5
Cobalt Kitty Campaign::25,attack_flow,Cobalt Kitty Campaign,1,"[""T1003""]","[""T1003.004""]",T1047,T1047,Cobalt Kitty Campaign,7ec57638-9eba-4456-af50-1a0e4804510d,c7ef4391-eb20-443b-91c2-cceaf0b06458
Cobalt Kitty Campaign::26,attack_flow,Cobalt Kitty Campaign,1,"[""T1564""]","[""T1564.004""]",T1574,T1574.002,Cobalt Kitty Campaign,8589d97f-43fd-4d11-83a0-41e5902cfe9f,53f217bc-c353-4ada-b782-7391aaee5685
Cobalt Kitty Campaign::27,attack_flow,Cobalt Kitty Campaign,1,"[""T1016""]","[""T1016""]",T1003,T1003.004,Cobalt Kitty Campaign,90c24039-8903-407d-a9a8-9960faf084e2,7ec57638-9eba-4456-af50-1a0e4804510d
Cobalt Kitty Campaign::28,attack_flow,Cobalt Kitty Campaign,1,"[""T1059""]","[""T1059.001""]",T1547,T1547.001,Cobalt Kitty Campaign,96bb23ee-9fa2-4442-b49c-4b2dcc49d043,3488c178-ef07-4ba9-9007-6ca8aaff51c9
Cobalt Kitty Campaign::29,attack_flow,Cobalt Kitty Campaign,1,"[""T1059""]","[""T1059.001""]",T1564,T1564.004,Cobalt Kitty Campaign,96bb23ee-9fa2-4442-b49c-4b2dcc49d043,8589d97f-43fd-4d11-83a0-41e5902cfe9f
Cobalt Kitty Campaign::30,attack_flow,Cobalt Kitty Campaign,1,"[""T1059""]","[""T1059.001""]",T1053,T1053.005,Cobalt Kitty Campaign,96bb23ee-9fa2-4442-b49c-4b2dcc49d043,a19ca663-f6ef-4925-bef4-94248349f2e6
Cobalt Kitty Campaign::31,attack_flow,Cobalt Kitty Campaign,1,"[""T1059""]","[""T1059.001""]",T1137,T1137,Cobalt Kitty Campaign,96bb23ee-9fa2-4442-b49c-4b2dcc49d043,a229d676-e14f-46ee-9bc4-22e769c9abad
Cobalt Kitty Campaign::32,attack_flow,Cobalt Kitty Campaign,1,"[""T1059""]","[""T1059.001""]",T1543,T1543.003,Cobalt Kitty Campaign,96bb23ee-9fa2-4442-b49c-4b2dcc49d043,ac381463-471d-4ccb-9177-ebd834ed5706
Cobalt Kitty Campaign::33,attack_flow,Cobalt Kitty Campaign,1,"[""T1001""]","[""T1001.003""]",T1018,T1018,Cobalt Kitty Campaign,a19b78e2-9d90-46a7-bb55-7dc533edee63,436a56c4-7998-45f2-8f4e-3e4709e3e80c
Cobalt Kitty Campaign::34,attack_flow,Cobalt Kitty Campaign,1,"[""T1001""]","[""T1001.003""]",T1046,T1046,Cobalt Kitty Campaign,a19b78e2-9d90-46a7-bb55-7dc533edee63,47a28c6a-51bc-4144-afd3-8117e2ce6828
Cobalt Kitty Campaign::35,attack_flow,Cobalt Kitty Campaign,1,"[""T1001""]","[""T1001.003""]",T1082,T1082,Cobalt Kitty Campaign,a19b78e2-9d90-46a7-bb55-7dc533edee63,e70b0b83-e9b0-4188-a1c1-c049cec1c48e
Cobalt Kitty Campaign::36,attack_flow,Cobalt Kitty Campaign,1,"[""T1053""]","[""T1053.005""]",T1574,T1574.002,Cobalt Kitty Campaign,a19ca663-f6ef-4925-bef4-94248349f2e6,53f217bc-c353-4ada-b782-7391aaee5685
Cobalt Kitty Campaign::37,attack_flow,Cobalt Kitty Campaign,1,"[""T1137""]","[""T1137""]",T1574,T1574.002,Cobalt Kitty Campaign,a229d676-e14f-46ee-9bc4-22e769c9abad,53f217bc-c353-4ada-b782-7391aaee5685
Cobalt Kitty Campaign::38,attack_flow,Cobalt Kitty Campaign,1,"[""T1543""]","[""T1543.003""]",T1574,T1574.002,Cobalt Kitty Campaign,ac381463-471d-4ccb-9177-ebd834ed5706,53f217bc-c353-4ada-b782-7391aaee5685
Cobalt Kitty Campaign::39,attack_flow,Cobalt Kitty Campaign,1,"[""T1071""]","[""T1071.004""]",T1018,T1018,Cobalt Kitty Campaign,bad6fe95-996c-432e-9362-e187a87ba485,436a56c4-7998-45f2-8f4e-3e4709e3e80c
Cobalt Kitty Campaign::40,attack_flow,Cobalt Kitty Campaign,1,"[""T1071""]","[""T1071.004""]",T1046,T1046,Cobalt Kitty Campaign,bad6fe95-996c-432e-9362-e187a87ba485,47a28c6a-51bc-4144-afd3-8117e2ce6828
Cobalt Kitty Campaign::41,attack_flow,Cobalt Kitty Campaign,1,"[""T1071""]","[""T1071.004""]",T1082,T1082,Cobalt Kitty Campaign,bad6fe95-996c-432e-9362-e187a87ba485,e70b0b83-e9b0-4188-a1c1-c049cec1c48e
Cobalt Kitty Campaign::42,attack_flow,Cobalt Kitty Campaign,1,"[""T1059""]","[""T1059.001""]",T1140,T1140,Cobalt Kitty Campaign,d3d7d621-23f1-4536-8777-aa37cfa4789f,398ab58e-b755-4251-9dc5-293817d349ea
Cobalt Kitty Campaign::43,attack_flow,Cobalt Kitty Campaign,1,"[""T1082""]","[""T1082""]",T1016,T1016,Cobalt Kitty Campaign,e70b0b83-e9b0-4188-a1c1-c049cec1c48e,90c24039-8903-407d-a9a8-9960faf084e2
Cobalt Kitty Campaign::44,attack_flow,Cobalt Kitty Campaign,1,"[""T1082""]","[""T1082""]",T1049,T1049,Cobalt Kitty Campaign,e70b0b83-e9b0-4188-a1c1-c049cec1c48e,fa7a634c-2450-499a-9bf3-a09d8e34e937
Cobalt Kitty Campaign::45,attack_flow,Cobalt Kitty Campaign,1,"[""T1049""]","[""T1049""]",T1003,T1003.004,Cobalt Kitty Campaign,fa7a634c-2450-499a-9bf3-a09d8e34e937,7ec57638-9eba-4456-af50-1a0e4804510d
Conti CISA Alert::0,attack_flow,Conti CISA Alert,1,"[""T1558""]","[""T1558.003""]",T1110,T1110,Conti CISA Alert,08dfcf4a-96c4-487e-8531-3ddd7fbb6e70,51d84486-8f49-40aa-a3ef-65ab544dff0f
Conti CISA Alert::1,attack_flow,Conti CISA Alert,1,"[""T1598""]","[""T1598.004""]",T1204,T1204.002,Conti CISA Alert,0cf0c85b-c2e5-4dfd-9a92-547357784bd1,803b8f27-1c9b-4d83-b155-b443b69672f8
Conti CISA Alert::2,attack_flow,Conti CISA Alert,1,"[""T1598""]","[""T1598.004""]",T1078,T1078,Conti CISA Alert,0cf0c85b-c2e5-4dfd-9a92-547357784bd1,8c673d05-35b9-4563-a19c-612225ba58f2
Conti CISA Alert::3,attack_flow,Conti CISA Alert,1,"[""T1057""]","[""T1057""]",T1203,T1203,Conti CISA Alert,11575ef5-332b-4719-9283-ad0988becfef,21b2ccee-d3ed-4866-b931-87c37f98dc93
Conti CISA Alert::4,attack_flow,Conti CISA Alert,1,"[""T1057""]","[""T1057""]",T1486,T1486,Conti CISA Alert,11575ef5-332b-4719-9283-ad0988becfef,fda03654-388a-45e1-b3c5-36a0593aec6d
Conti CISA Alert::5,attack_flow,Conti CISA Alert,1,"[""T1203""]","[""T1203""]",T1486,T1486,Conti CISA Alert,21b2ccee-d3ed-4866-b931-87c37f98dc93,fda03654-388a-45e1-b3c5-36a0593aec6d
Conti CISA Alert::6,attack_flow,Conti CISA Alert,1,"[""T1566""]","[""T1566.001""]",T1204,T1204.002,Conti CISA Alert,2a8b2d9c-c1cb-44e8-9c18-e146fdb28c3b,803b8f27-1c9b-4d83-b155-b443b69672f8
Conti CISA Alert::7,attack_flow,Conti CISA Alert,1,"[""T1566""]","[""T1566.001""]",T1078,T1078,Conti CISA Alert,2a8b2d9c-c1cb-44e8-9c18-e146fdb28c3b,8c673d05-35b9-4563-a19c-612225ba58f2
Conti CISA Alert::8,attack_flow,Conti CISA Alert,1,"[""T1110""]","[""T1110""]",T1203,T1203,Conti CISA Alert,51d84486-8f49-40aa-a3ef-65ab544dff0f,21b2ccee-d3ed-4866-b931-87c37f98dc93
Conti CISA Alert::9,attack_flow,Conti CISA Alert,1,"[""T1110""]","[""T1110""]",T1486,T1486,Conti CISA Alert,51d84486-8f49-40aa-a3ef-65ab544dff0f,fda03654-388a-45e1-b3c5-36a0593aec6d
Conti CISA Alert::10,attack_flow,Conti CISA Alert,1,"[""T1608""]","[""T1608.006""]",T1204,T1204.002,Conti CISA Alert,57dca417-5fce-4cb6-9392-c23d24ba8c83,803b8f27-1c9b-4d83-b155-b443b69672f8
Conti CISA Alert::11,attack_flow,Conti CISA Alert,1,"[""T1608""]","[""T1608.006""]",T1078,T1078,Conti CISA Alert,57dca417-5fce-4cb6-9392-c23d24ba8c83,8c673d05-35b9-4563-a19c-612225ba58f2
Conti CISA Alert::12,attack_flow,Conti CISA Alert,1,"[""T1076""]","[""T1076""]",T1558,T1558.003,Conti CISA Alert,7a4205e1-043e-4c6d-8a9f-89f9a3a8ec83,08dfcf4a-96c4-487e-8531-3ddd7fbb6e70
Conti CISA Alert::13,attack_flow,Conti CISA Alert,1,"[""T1076""]","[""T1076""]",T1057,T1057,Conti CISA Alert,7a4205e1-043e-4c6d-8a9f-89f9a3a8ec83,11575ef5-332b-4719-9283-ad0988becfef
Conti CISA Alert::14,attack_flow,Conti CISA Alert,1,"[""T1076""]","[""T1076""]",T1110,T1110,Conti CISA Alert,7a4205e1-043e-4c6d-8a9f-89f9a3a8ec83,e972b38b-5e0c-43f6-a578-f904dab23a64
Conti CISA Alert::15,attack_flow,Conti CISA Alert,1,"[""T1204""]","[""T1204.002""]",T1558,T1558.003,Conti CISA Alert,803b8f27-1c9b-4d83-b155-b443b69672f8,08dfcf4a-96c4-487e-8531-3ddd7fbb6e70
Conti CISA Alert::16,attack_flow,Conti CISA Alert,1,"[""T1204""]","[""T1204.002""]",T1057,T1057,Conti CISA Alert,803b8f27-1c9b-4d83-b155-b443b69672f8,11575ef5-332b-4719-9283-ad0988becfef
Conti CISA Alert::17,attack_flow,Conti CISA Alert,1,"[""T1204""]","[""T1204.002""]",T1110,T1110,Conti CISA Alert,803b8f27-1c9b-4d83-b155-b443b69672f8,e972b38b-5e0c-43f6-a578-f904dab23a64
Conti CISA Alert::18,attack_flow,Conti CISA Alert,1,"[""T1078""]","[""T1078""]",T1558,T1558.003,Conti CISA Alert,8c673d05-35b9-4563-a19c-612225ba58f2,08dfcf4a-96c4-487e-8531-3ddd7fbb6e70
Conti CISA Alert::19,attack_flow,Conti CISA Alert,1,"[""T1078""]","[""T1078""]",T1057,T1057,Conti CISA Alert,8c673d05-35b9-4563-a19c-612225ba58f2,11575ef5-332b-4719-9283-ad0988becfef
Conti CISA Alert::20,attack_flow,Conti CISA Alert,1,"[""T1078""]","[""T1078""]",T1110,T1110,Conti CISA Alert,8c673d05-35b9-4563-a19c-612225ba58f2,e972b38b-5e0c-43f6-a578-f904dab23a64
Conti CISA Alert::21,attack_flow,Conti CISA Alert,1,"[""T1566""]","[""T1566.002""]",T1204,T1204.002,Conti CISA Alert,e51a777f-14ba-4aac-8e6d-d95b93389173,803b8f27-1c9b-4d83-b155-b443b69672f8
Conti CISA Alert::22,attack_flow,Conti CISA Alert,1,"[""T1566""]","[""T1566.002""]",T1078,T1078,Conti CISA Alert,e51a777f-14ba-4aac-8e6d-d95b93389173,8c673d05-35b9-4563-a19c-612225ba58f2
Conti CISA Alert::23,attack_flow,Conti CISA Alert,1,"[""T1110""]","[""T1110""]",T1203,T1203,Conti CISA Alert,e972b38b-5e0c-43f6-a578-f904dab23a64,21b2ccee-d3ed-4866-b931-87c37f98dc93
Conti CISA Alert::24,attack_flow,Conti CISA Alert,1,"[""T1110""]","[""T1110""]",T1486,T1486,Conti CISA Alert,e972b38b-5e0c-43f6-a578-f904dab23a64,fda03654-388a-45e1-b3c5-36a0593aec6d
Conti PWC::0,attack_flow,Conti PWC,1,"[""T1586""]","[""T1586""]",T1083,T1083,Conti PWC,08dfcf4a-96c4-487e-8531-3ddd7fbb6e70,823c7ef5-0569-4678-a773-4f465690998c
Conti PWC::1,attack_flow,Conti PWC,1,"[""T1586""]","[""T1586""]",T1486,T1486,Conti PWC,08dfcf4a-96c4-487e-8531-3ddd7fbb6e70,fda03654-388a-45e1-b3c5-36a0593aec6d
Conti PWC::2,attack_flow,Conti PWC,1,"[""T1566""]","[""T1566.001""]",T1204,T1204,Conti PWC,2a8b2d9c-c1cb-44e8-9c18-e146fdb28c3b,803b8f27-1c9b-4d83-b155-b443b69672f8
Conti PWC::3,attack_flow,Conti PWC,1,"[""T1204""]","[""T1204""]",T1586,T1586,Conti PWC,803b8f27-1c9b-4d83-b155-b443b69672f8,08dfcf4a-96c4-487e-8531-3ddd7fbb6e70
Conti Ransomware::0,attack_flow,Conti Ransomware,1,"[""T1218""]","[""T1218.011""]",T1105,T1105,Conti Ransomware,0cd8c60f-e89b-4cbf-ac17-2699a2c7f3b3,fd17c242-ee9e-46e7-ae64-034a61b80260
Conti Ransomware::1,attack_flow,Conti Ransomware,1,"[""T1087""]","[""T1087.002""]",T1484,T1484.001,Conti Ransomware,3dde05e7-c85d-491c-9477-8f8c8f09c3a4,fc2f373d-3ee7-4d28-b3c7-939273123d88
Conti Ransomware::2,attack_flow,Conti Ransomware,1,"[""T1018""]","[""T1018""]",T1134,T1134,Conti Ransomware,5a4db315-756f-465a-b6f1-edcd1c507fd8,eb41545a-feb2-4709-a184-3b76b4f11724
Conti Ransomware::3,attack_flow,Conti Ransomware,1,"[""T1566""]","[""T1566.001""]",T1059,T1059.007,Conti Ransomware,63b4d51e-84a0-4dee-b22a-0ffaea346e33,7a811b31-03be-481a-8344-1310218b0fd3
Conti Ransomware::4,attack_flow,Conti Ransomware,1,"[""T1059""]","[""T1059.007""]",T1105,T1105,Conti Ransomware,7a811b31-03be-481a-8344-1310218b0fd3,8fbbfd31-5bde-4c5e-bfbd-4cd34a382694
Conti Ransomware::5,attack_flow,Conti Ransomware,1,"[""T1021""]","[""T1021.001""]",T1021,T1021.002,Conti Ransomware,809a956f-52ae-4d56-af4c-0504543dacd7,94ac64c0-2ced-4a0a-b756-d0e27aa5c1dd
Conti Ransomware::6,attack_flow,Conti Ransomware,1,"[""T1021""]","[""T1021.001""]",T1087,T1087.002,Conti Ransomware,834638ac-9ed6-4b87-bc7f-a9bb36124e2f,3dde05e7-c85d-491c-9477-8f8c8f09c3a4
Conti Ransomware::7,attack_flow,Conti Ransomware,1,"[""T1105""]","[""T1105""]",T1218,T1218.011,Conti Ransomware,8fbbfd31-5bde-4c5e-bfbd-4cd34a382694,0cd8c60f-e89b-4cbf-ac17-2699a2c7f3b3
Conti Ransomware::8,attack_flow,Conti Ransomware,1,"[""T1021""]","[""T1021.002""]",T1021,T1021.001,Conti Ransomware,94ac64c0-2ced-4a0a-b756-d0e27aa5c1dd,834638ac-9ed6-4b87-bc7f-a9bb36124e2f
Conti Ransomware::9,attack_flow,Conti Ransomware,1,"[""T1046""]","[""T1046""]",T1021,T1021.001,Conti Ransomware,97fc06cc-cc3d-43a0-8b57-f7964c10bff3,809a956f-52ae-4d56-af4c-0504543dacd7
Conti Ransomware::10,attack_flow,Conti Ransomware,1,"[""T1562""]","[""T1562.001""]",T1486,T1486,Conti Ransomware,b1ed079a-a69f-42c4-8c6b-75b00164a775,99d68cdd-73de-4809-8055-3f0a85076a5e
Conti Ransomware::11,attack_flow,Conti Ransomware,1,"[""T1033""]","[""T1033""]",T1134,T1134,Conti Ransomware,c1c2e798-adba-4c7b-95ab-3afb8dd69c73,eb41545a-feb2-4709-a184-3b76b4f11724
Conti Ransomware::12,attack_flow,Conti Ransomware,1,"[""T1069""]","[""T1069""]",T1134,T1134,Conti Ransomware,e54e0ab2-7ce5-4313-946e-52250aead3a9,eb41545a-feb2-4709-a184-3b76b4f11724
Conti Ransomware::13,attack_flow,Conti Ransomware,1,"[""T1134""]","[""T1134""]",T1021,T1021.002,Conti Ransomware,eb41545a-feb2-4709-a184-3b76b4f11724,f8a23107-18ea-4ae8-a224-392fbd8ae25d
Conti Ransomware::14,attack_flow,Conti Ransomware,1,"[""T1021""]","[""T1021.002""]",T1046,T1046,Conti Ransomware,f8a23107-18ea-4ae8-a224-392fbd8ae25d,97fc06cc-cc3d-43a0-8b57-f7964c10bff3
Conti Ransomware::15,attack_flow,Conti Ransomware,1,"[""T1484""]","[""T1484.001""]",T1562,T1562.001,Conti Ransomware,fc2f373d-3ee7-4d28-b3c7-939273123d88,b1ed079a-a69f-42c4-8c6b-75b00164a775
Conti Ransomware::16,attack_flow,Conti Ransomware,1,"[""T1105""]","[""T1105""]",T1018,T1018,Conti Ransomware,fd17c242-ee9e-46e7-ae64-034a61b80260,5a4db315-756f-465a-b6f1-edcd1c507fd8
Conti Ransomware::17,attack_flow,Conti Ransomware,1,"[""T1105""]","[""T1105""]",T1033,T1033,Conti Ransomware,fd17c242-ee9e-46e7-ae64-034a61b80260,c1c2e798-adba-4c7b-95ab-3afb8dd69c73
Conti Ransomware::18,attack_flow,Conti Ransomware,1,"[""T1105""]","[""T1105""]",T1069,T1069,Conti Ransomware,fd17c242-ee9e-46e7-ae64-034a61b80260,e54e0ab2-7ce5-4313-946e-52250aead3a9
DFIR - BumbleBee Round 2::0,attack_flow,DFIR - BumbleBee Round 2,1,"[""T1105""]","[""T1105""]",T1218,T1218.011,DFIR - BumbleBee Round 2,1d4f33a8-1ae5-498a-a169-ff39bdced02f,3d2e236c-8c72-4882-acca-ada71a3836e6
DFIR - BumbleBee Round 2::1,attack_flow,DFIR - BumbleBee Round 2,1,"[""T1135""]","[""T1135""]",T1071,T1071,DFIR - BumbleBee Round 2,1da9c661-90f5-4bca-b5f1-2798deb4acbe,a69439a7-6d16-421a-9ff7-776302391be0
DFIR - BumbleBee Round 2::2,attack_flow,DFIR - BumbleBee Round 2,1,"[""T1219""]","[""T1219""]",T1021,T1021.001,DFIR - BumbleBee Round 2,26ba213f-b338-42a5-a791-c666668db1e3,e40758a2-cd01-4706-9edb-849dc3664091
DFIR - BumbleBee Round 2::3,attack_flow,DFIR - BumbleBee Round 2,1,"[""T1219""]","[""T1219""]",T1136,T1136.002,DFIR - BumbleBee Round 2,3cd623e4-d522-4a49-9274-80daab9d548d,f988de9b-8b10-45bc-9f97-151ff552a196
DFIR - BumbleBee Round 2::4,attack_flow,DFIR - BumbleBee Round 2,1,"[""T1218""]","[""T1218.011""]",T1047,T1047,DFIR - BumbleBee Round 2,3d2e236c-8c72-4882-acca-ada71a3836e6,a4a665d0-8a5e-4135-8d9b-e57c996cd4a2
DFIR - BumbleBee Round 2::5,attack_flow,DFIR - BumbleBee Round 2,1,"[""T1003""]","[""T1003.001""]",T1021,T1021.001,DFIR - BumbleBee Round 2,40029c58-c769-4dbd-a901-87ce0857e074,dc4fb9cd-da86-48d8-b062-7a78f4fcccad
DFIR - BumbleBee Round 2::6,attack_flow,DFIR - BumbleBee Round 2,1,"[""T1087""]","[""T1087.002""]",T1071,T1071,DFIR - BumbleBee Round 2,4f144a9a-bf93-4119-b55b-4d21ef5a10cd,a69439a7-6d16-421a-9ff7-776302391be0
DFIR - BumbleBee Round 2::7,attack_flow,DFIR - BumbleBee Round 2,1,"[""T1059""]","[""T1059""]",T1135,T1135,DFIR - BumbleBee Round 2,52551dbb-9709-4a90-b7e2-ad92c735d5cc,1da9c661-90f5-4bca-b5f1-2798deb4acbe
DFIR - BumbleBee Round 2::8,attack_flow,DFIR - BumbleBee Round 2,1,"[""T1059""]","[""T1059""]",T1087,T1087.002,DFIR - BumbleBee Round 2,52551dbb-9709-4a90-b7e2-ad92c735d5cc,4f144a9a-bf93-4119-b55b-4d21ef5a10cd
DFIR - BumbleBee Round 2::9,attack_flow,DFIR - BumbleBee Round 2,1,"[""T1059""]","[""T1059""]",T1482,T1482,DFIR - BumbleBee Round 2,52551dbb-9709-4a90-b7e2-ad92c735d5cc,f636129f-0281-487f-b497-d235e2dab480
DFIR - BumbleBee Round 2::10,attack_flow,DFIR - BumbleBee Round 2,1,"[""T1547""]","[""T1547.009""]",T1105,T1105,DFIR - BumbleBee Round 2,5bde19de-dfc9-4a67-b7f0-58d63b146fee,1d4f33a8-1ae5-498a-a169-ff39bdced02f
DFIR - BumbleBee Round 2::11,attack_flow,DFIR - BumbleBee Round 2,1,"[""T1547""]","[""T1547.009""]",T1059,T1059,DFIR - BumbleBee Round 2,5bde19de-dfc9-4a67-b7f0-58d63b146fee,52551dbb-9709-4a90-b7e2-ad92c735d5cc
DFIR - BumbleBee Round 2::12,attack_flow,DFIR - BumbleBee Round 2,1,"[""T1016""]","[""T1016""]",T1219,T1219,DFIR - BumbleBee Round 2,a39cb9ff-6740-4503-8a22-7549753a892c,26ba213f-b338-42a5-a791-c666668db1e3
DFIR - BumbleBee Round 2::13,attack_flow,DFIR - BumbleBee Round 2,1,"[""T1047""]","[""T1047""]",T1055,T1055,DFIR - BumbleBee Round 2,a4a665d0-8a5e-4135-8d9b-e57c996cd4a2,055084d8-e6ee-440a-a3d5-895ba5fdecdf
DFIR - BumbleBee Round 2::14,attack_flow,DFIR - BumbleBee Round 2,1,"[""T1071""]","[""T1071""]",T1087,T1087,DFIR - BumbleBee Round 2,a69439a7-6d16-421a-9ff7-776302391be0,d31e9ed3-3eb9-44d1-9a53-2e2e4c3dcac2
DFIR - BumbleBee Round 2::15,attack_flow,DFIR - BumbleBee Round 2,1,"[""T1087""]","[""T1087""]",T1003,T1003.001,DFIR - BumbleBee Round 2,d31e9ed3-3eb9-44d1-9a53-2e2e4c3dcac2,40029c58-c769-4dbd-a901-87ce0857e074
DFIR - BumbleBee Round 2::16,attack_flow,DFIR - BumbleBee Round 2,1,"[""T1021""]","[""T1021.001""]",T1219,T1219,DFIR - BumbleBee Round 2,dc4fb9cd-da86-48d8-b062-7a78f4fcccad,3cd623e4-d522-4a49-9274-80daab9d548d
DFIR - BumbleBee Round 2::17,attack_flow,DFIR - BumbleBee Round 2,1,"[""T1021""]","[""T1021.001""]",T1059,T1059.003,DFIR - BumbleBee Round 2,e40758a2-cd01-4706-9edb-849dc3664091,f3466114-62e4-472e-9204-1523cf78352a
DFIR - BumbleBee Round 2::18,attack_flow,DFIR - BumbleBee Round 2,1,"[""T1482""]","[""T1482""]",T1071,T1071,DFIR - BumbleBee Round 2,f636129f-0281-487f-b497-d235e2dab480,a69439a7-6d16-421a-9ff7-776302391be0
DFIR - BumbleBee Round 2::19,attack_flow,DFIR - BumbleBee Round 2,1,"[""T1136""]","[""T1136.002""]",T1016,T1016,DFIR - BumbleBee Round 2,f988de9b-8b10-45bc-9f97-151ff552a196,a39cb9ff-6740-4503-8a22-7549753a892c
Equifax Breach::0,attack_flow,Equifax Breach,1,"[""T1140""]","[""T1140""]",T1048,T1048.002,Equifax Breach,20aa5b9f-3477-4e0a-a5d0-93b6c199be69,23fade7d-fc7b-42d6-b962-fd13f8d67e88
Equifax Breach::1,attack_flow,Equifax Breach,1,"[""T1505""]","[""T1505.003""]",T1590,T1590,Equifax Breach,21be9f13-3c4b-4c97-b532-326568e19550,98563102-bd12-43d2-829c-e6591931f1fb
