sample_id,source_audit_only,campaign_id_audit_only,prefix_len,observed_events,target_steps_excluded,source_literal_redactions,campaign_literal_redactions,request_payload_sha256,network_status
attack_flow::FIN13 Case 1::0012,attack_flow,FIN13 Case 1,12,12,3,0,0,c0a974a500b872ae134c282853c03c2bf533b82ed437a69ecc6b2ac8b74a15f2,NOT_SENT
attack_flow::FIN13 Case 1::0013,attack_flow,FIN13 Case 1,13,13,3,0,0,294c1fd5fe8d055d966feb77380387660f1437cb085d5193ac760953c27e801c,NOT_SENT
attack_flow::FIN13 Case 1::0014,attack_flow,FIN13 Case 1,14,14,3,0,0,16bea41675d5de96421d0944b3af63033bd2b929d616508104e56a2416f239c3,NOT_SENT
attack_flow::FIN13 Case 1::0015,attack_flow,FIN13 Case 1,15,15,3,0,0,c73a0a135c09330a822016e044bdc18ea36ab9ca4e9b40466de88101042cc98e,NOT_SENT
attack_flow::FIN13 Case 1::0016,attack_flow,FIN13 Case 1,16,16,3,0,0,82359f59fcb8438800e79b108a845694383a0fda4c6aab1944ee6e759795c4cb,NOT_SENT
attack_flow::FIN13 Case 1::0017,attack_flow,FIN13 Case 1,17,17,3,0,0,abbc8f38deeb564dcfd8207430e055f1029cd4c4c834204c591db7ca6a0beb33,NOT_SENT
attack_flow::FIN13 Case 1::0018,attack_flow,FIN13 Case 1,18,18,3,0,0,0185538a75113ad74dc405700f0b0d8086a9ab8d124b14df94b5e47b3ce0fe95,NOT_SENT
attack_flow::FIN13 Case 1::0019,attack_flow,FIN13 Case 1,19,19,3,0,0,7be86ad54cbb92554dc2a119b8ce60f727d3d12ca7a6cbd8786a5ce30fe0df73,NOT_SENT
attack_flow::FIN13 Case 1::0020,attack_flow,FIN13 Case 1,20,20,3,0,0,e1f5dfa10667416783875f93cc6d87af0ef9ce4e42bd3a36f56c06724861e8c0,NOT_SENT
attack_flow::FIN13 Case 1::0021,attack_flow,FIN13 Case 1,21,21,3,0,0,fca37e579c60e00b30911a61867677d4e9f52f723f76dc059b2d3a4a50b143f7,NOT_SENT
attack_flow::FIN13 Case 1::0022,attack_flow,FIN13 Case 1,22,22,3,0,0,f9e7fbb883a6c4f2401bd5700492c16e1277c2afa454e97be38074130291ba41,NOT_SENT
attack_flow::FIN13 Case 1::0023,attack_flow,FIN13 Case 1,23,23,3,0,0,7334a6eeffbe04cfd7105d6fb3e41ec2e21552fb8ff05eea8b5a15c7d01d0c20,NOT_SENT
attack_flow::FIN13 Case 1::0024,attack_flow,FIN13 Case 1,24,24,3,0,0,14b65ac0cf3aae9677152e7e7aeb3b58a1e9207d07441fcede639c843112bc03,NOT_SENT
attack_flow::FIN13 Case 1::0025,attack_flow,FIN13 Case 1,25,25,3,0,0,01858e0870ac8c1d594c2129bfa14759797628bc3ffff8d975712c6f98021d1d,NOT_SENT
attack_flow::FIN13 Case 1::0029,attack_flow,FIN13 Case 1,29,29,3,0,0,a65d6c2b3c8d2ff10f0c62c9fa99049ed52eff8e8472920a065681094ecff663,NOT_SENT
attack_flow::FIN13 Case 1::0030,attack_flow,FIN13 Case 1,30,30,2,0,0,5ced7ce093120be7cbf102fd71e1482990800d9fcf042ed39deabf7426bbe6ca,NOT_SENT
attack_flow::FIN13 Case 1::0031,attack_flow,FIN13 Case 1,31,31,1,0,0,f677992480e3a0508080677a58b3db19b2879913078e57f9f23b391610335bdc,NOT_SENT
attack_flow::FIN13 Case 2::0001,attack_flow,FIN13 Case 2,1,1,3,0,0,9b6005e1cb6e436d6e6b200a8d3dbed4ab1ffae9e995d2c5ae355c1f96a2513f,NOT_SENT
attack_flow::FIN13 Case 2::0002,attack_flow,FIN13 Case 2,2,2,3,0,0,b5fe556f3ff4f29005eb787f1ce7bd5b2a08129384e26671e31151706caba67e,NOT_SENT
attack_flow::FIN13 Case 2::0003,attack_flow,FIN13 Case 2,3,3,3,0,0,d3ad9930a9d4a8eb42b6d00586076a1cdcc1520f79b61b3212c2dc13b649f9d8,NOT_SENT
attack_flow::FIN13 Case 2::0004,attack_flow,FIN13 Case 2,4,4,3,0,0,a1fb67b07ae9eadb9f3e52f5c0e0796d06140d7d4b45688d9607b62c50dd941e,NOT_SENT
attack_flow::FIN13 Case 2::0005,attack_flow,FIN13 Case 2,5,5,3,0,0,e0d908dbeb58fc7539a1bd74aff3d9e7042584459c0736982c2aa299471e2350,NOT_SENT
attack_flow::FIN13 Case 2::0007,attack_flow,FIN13 Case 2,7,7,3,0,0,7588d8d1553238bd37ce71b3e0b9c47a042b9ea6b59ed29069fd779358e4a3a4,NOT_SENT
attack_flow::FIN13 Case 2::0008,attack_flow,FIN13 Case 2,8,8,3,0,0,3e8b434088051c6f3ae91ded1692489356aa3ed77b9cd8eb49d9c7b21cd378e5,NOT_SENT
attack_flow::FIN13 Case 2::0009,attack_flow,FIN13 Case 2,9,9,3,0,0,ab19dd58a32facd01f403a5f77070affea3bcb1b7f46e4fb16bddae3b88a3040,NOT_SENT
attack_flow::FIN13 Case 2::0010,attack_flow,FIN13 Case 2,10,10,3,0,0,1a3281b665a99d933b140716ff661538e9e835a2eb1cf30c32f9dad131f9873e,NOT_SENT
attack_flow::FIN13 Case 2::0011,attack_flow,FIN13 Case 2,11,11,3,0,0,83e9200551d1a3a5a6f6797f90cfd3d6fd23239699f20885e1ae19f84a873837,NOT_SENT
attack_flow::FIN13 Case 2::0012,attack_flow,FIN13 Case 2,12,12,3,0,0,9cc20395da22695a4c85105c923effa1b4243faa4479c47a8a1b6db20524e256,NOT_SENT
attack_flow::FIN13 Case 2::0013,attack_flow,FIN13 Case 2,13,13,2,0,0,819ae1e945b319f57d8b9cbf48719de52b1e745ccc47090c39e83b6fe4f382a1,NOT_SENT
attack_flow::FIN13 Case 2::0014,attack_flow,FIN13 Case 2,14,14,1,0,0,0f55179becfc3077e08016a8325c8807a5be1cb969c9b34ced48f8a2fbbdb619,NOT_SENT
attack_flow::Gootloader::0001,attack_flow,Gootloader,1,1,3,0,0,75cce47900739190398e5da8062d9de7012b41bf42ec8d6e069fe7692d02444b,NOT_SENT
attack_flow::Gootloader::0002,attack_flow,Gootloader,2,2,3,0,0,b1d4e69f95339f2f4b8ba68711fed89cf461f69bb87b2b6dd7bb2c30345d4e90,NOT_SENT
attack_flow::Gootloader::0003,attack_flow,Gootloader,3,3,3,0,0,767553b4f67a5942d2205b5e4192b36b84f9d3905abfbe2f960ac8f27a9868ad,NOT_SENT
attack_flow::Gootloader::0005,attack_flow,Gootloader,5,5,3,0,1,1662430868f31d4f70c6d010adb0cd3d696606315506519be96a775f71f198a1,NOT_SENT
attack_flow::Gootloader::0006,attack_flow,Gootloader,6,6,3,0,1,3665fc84e24e89de8fddacdf95d51e7f4e3c94648869e94f88765458d676efe3,NOT_SENT
attack_flow::Gootloader::0007,attack_flow,Gootloader,7,7,3,0,1,b5b3db1b256958dd837167503fe698ba723d9674b163bcf0d003fda39d9d8ce1,NOT_SENT
attack_flow::Gootloader::0008,attack_flow,Gootloader,8,8,3,0,1,3b591b7bc75205c3c1e63eed0c217b9b6bdd82f7dd2f42669e1562d7129dc7e8,NOT_SENT
attack_flow::Gootloader::0009,attack_flow,Gootloader,9,9,3,0,1,736e359290bffc0f3a7c3fa798cec46c96552ad18d5e6a12b7b6cac38f07dc36,NOT_SENT
attack_flow::Gootloader::0010,attack_flow,Gootloader,10,10,3,0,1,33fd76fc965f83eb70fda9db644bf20c9ad11ec811ee5a0756701a467a678ad2,NOT_SENT
attack_flow::Gootloader::0011,attack_flow,Gootloader,11,11,3,0,1,d9893143f88a9af1aa45348d03da9821378c55c910cb2c472fa8ec3ed2ba343b,NOT_SENT
attack_flow::Gootloader::0012,attack_flow,Gootloader,12,12,3,0,1,c69e9d840a632e2569d6e8bf3580fc9c5dd46cb27169e16e9bf2a4e0e2eb82dc,NOT_SENT
attack_flow::Gootloader::0013,attack_flow,Gootloader,13,13,3,0,1,ea2dde8e5cfca10e72c2bbe5555f3f902c759ad02632fcd002d2e1ce994706cf,NOT_SENT
attack_flow::Gootloader::0014,attack_flow,Gootloader,14,14,3,0,1,0f11874175c881ac5286e0d764f4cb78c02c0657ed11a8f256ca35df7fa6933f,NOT_SENT
attack_flow::Gootloader::0015,attack_flow,Gootloader,15,15,3,0,2,105d38fbee635af96c2ab7a04cef36be95648dd99b80ef7a1a8f9460eff47f37,NOT_SENT
attack_flow::Gootloader::0016,attack_flow,Gootloader,16,16,3,0,2,f32ed0eff81c62dac402b5ce7bae502176cc48ff76a6f7fd44037439f0ec26f7,NOT_SENT
attack_flow::Gootloader::0017,attack_flow,Gootloader,17,17,3,0,2,04c619b5a813dc373f654870cf3dded17fbb99232b009211d2a6d9a21bde53cb,NOT_SENT
attack_flow::Gootloader::0018,attack_flow,Gootloader,18,18,3,0,2,24155ffb8c43cd7e2caf5aa143ce6d24bb66b857dba2db85c9762fa3fa59bed2,NOT_SENT
attack_flow::Gootloader::0019,attack_flow,Gootloader,19,19,3,0,2,e91a7efb5b227401125e6320c606cfb1bc7104ceab573d55f9ff7b686a3f96eb,NOT_SENT
attack_flow::Gootloader::0020,attack_flow,Gootloader,20,20,3,0,2,8759c03f9d8668ee467c62734446040a44edd197b1f7689e7346cb7b65f47224,NOT_SENT
attack_flow::Gootloader::0021,attack_flow,Gootloader,21,21,3,0,2,564da1041e68c732baf639dc17f04a6115ac9b75eeb66f67fd835b2275d3d2bc,NOT_SENT
attack_flow::Gootloader::0022,attack_flow,Gootloader,22,22,3,0,2,6458cebede59af2c843fb1c0d8620aeb0c68e23fe202fef2498cbbbb5f54951a,NOT_SENT
attack_flow::Gootloader::0023,attack_flow,Gootloader,23,23,3,0,2,9bfd3f19d5288eb1eab87c63b164f77fbb82309d12e7755fee482ebbbb3a453a,NOT_SENT
attack_flow::Gootloader::0024,attack_flow,Gootloader,24,24,3,0,2,83c0737c513be176c395f3e32a4a3645e409dcc1193608774d76c08c750f8a8e,NOT_SENT
attack_flow::Gootloader::0025,attack_flow,Gootloader,25,25,3,0,2,dd7ccbb4b193ebc69b0563b219d3ffcadfa199931f16590a9738b515565cfc5f,NOT_SENT
attack_flow::Gootloader::0026,attack_flow,Gootloader,26,26,3,0,2,43537d9a87f6c523c315073cb2d9f8ac2984a7103dbd7cae169f7328547e2212,NOT_SENT
attack_flow::Gootloader::0027,attack_flow,Gootloader,27,27,3,0,2,641e172b6b4dae496ef7677c65b07ace04adf9d3f6d0d85521e852f70af59db2,NOT_SENT
attack_flow::Gootloader::0028,attack_flow,Gootloader,28,28,2,0,2,354ebfaee35be8123f16001c3bd4c61749043f95970325cd1fb6a82e3c83fb57,NOT_SENT
attack_flow::Gootloader::0029,attack_flow,Gootloader,29,29,1,0,2,6399f23ad43ce947f70cc5416af7d7f485a1ddb35c3f306004c299edee344db6,NOT_SENT
attack_flow::Hancitor DLL::0001,attack_flow,Hancitor DLL,1,1,3,0,0,85e3a6160beb3c5d6604c96f6cbbff4f9103b90afdfc558c7c975f8dbf5c59b6,NOT_SENT
attack_flow::Hancitor DLL::0002,attack_flow,Hancitor DLL,2,2,3,0,0,71bd284e989a6a7b7b940e7d50f557c2ab62fbd273ba0af5da72a2f5f3bd75a6,NOT_SENT
attack_flow::Hancitor DLL::0003,attack_flow,Hancitor DLL,3,3,3,0,0,6fd55033f1fc1f01f30eff38a001d756ca61818be8eb4b39909de9ddf89d6368,NOT_SENT
attack_flow::Hancitor DLL::0004,attack_flow,Hancitor DLL,4,4,3,0,0,0ca373a2ae4f5be689a38245e4841db4a30e5201bf168470979ec72cf99286d3,NOT_SENT
attack_flow::Hancitor DLL::0005,attack_flow,Hancitor DLL,5,5,3,0,0,36c549f20fca5c66865084256e7b92446fa32de9e8dfc947bce84fcd446e140f,NOT_SENT
attack_flow::Hancitor DLL::0006,attack_flow,Hancitor DLL,6,6,3,0,0,f8d8f26ea2d2319b05126ba18c946a9c53d8237529a51101da8f807569361dc5,NOT_SENT
attack_flow::Hancitor DLL::0007,attack_flow,Hancitor DLL,7,7,3,0,0,91fd203998ff0712676d30d362c8d700e28d98bce12cc2ccd1957cc11e525d52,NOT_SENT
attack_flow::Hancitor DLL::0008,attack_flow,Hancitor DLL,8,8,3,0,0,ce1df89e595b6f61407038d4034bb18054377431468d0c57de20de551c45dae8,NOT_SENT
attack_flow::Hancitor DLL::0010,attack_flow,Hancitor DLL,10,10,3,0,0,28eda891f4b2946b28ee921335b9b8052b504a11d7160ed8aa9c3add2549c668,NOT_SENT
attack_flow::Hancitor DLL::0011,attack_flow,Hancitor DLL,11,11,3,0,0,7225f315c5fc0f372d5b23dba2abfbfcc34aa9286136a6b71caf26747c7ac64c,NOT_SENT
attack_flow::Hancitor DLL::0012,attack_flow,Hancitor DLL,12,12,3,0,0,7c26a52ce15e22f2d2ca581e913e250e592d911bec71f9108d5f52f9ea2fa5fc,NOT_SENT
attack_flow::Hancitor DLL::0013,attack_flow,Hancitor DLL,13,13,3,0,0,7b09b371454ffb075c6af8c825eba63eb4160201e5589e8d4cf70e6b1c056663,NOT_SENT
attack_flow::Hancitor DLL::0014,attack_flow,Hancitor DLL,14,14,3,0,0,468a9539422aee70866502825d1ac94597b75343a82570f342eefa33cd0bfd22,NOT_SENT
attack_flow::Hancitor DLL::0015,attack_flow,Hancitor DLL,15,15,3,0,0,707aad6c981101d270bc6185c5c3eeec7f1871e5cb79f13afd2e8242b72166ec,NOT_SENT
attack_flow::Hancitor DLL::0016,attack_flow,Hancitor DLL,16,16,3,0,0,f962a5ea585e8dc4e84b52744682ed655269b4954ce0e849722ac316d5d1f305,NOT_SENT
attack_flow::Hancitor DLL::0017,attack_flow,Hancitor DLL,17,17,3,0,0,89bd6fe14a82906ab5fbd49e7a9caad684445bff2ff301829679d3a6276a5d51,NOT_SENT
attack_flow::Hancitor DLL::0018,attack_flow,Hancitor DLL,18,18,2,0,0,4c0607b535591b41bc9c0835c020fdb4b284c7d1af4954363502b8f520ca8107,NOT_SENT
attack_flow::Hancitor DLL::0019,attack_flow,Hancitor DLL,19,19,1,0,0,8bc01849cb0a1c791bec7411c99d7bfbaad76f3522c9308412b9eb07f39765e0,NOT_SENT
attack_flow::Ivanti Vulnerabilities::0001,attack_flow,Ivanti Vulnerabilities,1,1,3,0,0,1115c683db3b3640918b2ff07d6a5523c05634437197b70eddf0d95b175bec59,NOT_SENT
attack_flow::Ivanti Vulnerabilities::0002,attack_flow,Ivanti Vulnerabilities,2,2,3,0,0,27e0c91f359c4350aa6413e6a47aa5c1700d22a67d43d248ca1ca568b01b62c8,NOT_SENT
attack_flow::Ivanti Vulnerabilities::0003,attack_flow,Ivanti Vulnerabilities,3,3,3,0,0,7401671ccc746455655bfbea77d13b5b7e991584e0439f362496a23a0217ff76,NOT_SENT
attack_flow::Ivanti Vulnerabilities::0004,attack_flow,Ivanti Vulnerabilities,4,4,2,0,0,b64967aab8d82969b8de10527b4b210d511cec7fbd03fd33cd5acde352b056fc,NOT_SENT
attack_flow::Ivanti Vulnerabilities::0005,attack_flow,Ivanti Vulnerabilities,5,5,1,0,0,5e587c6abdbb70e3b966292197204484d88f7be6dd5dd80fbaf8ffd59fa57df3,NOT_SENT
attack_flow::JP Morgan Breach::0001,attack_flow,JP Morgan Breach,1,1,3,0,0,958360415415ee930825137aee8b40b411fe2e798048541bc1090cc711d006ed,NOT_SENT
attack_flow::JP Morgan Breach::0002,attack_flow,JP Morgan Breach,2,2,3,0,0,21ab019a8d7e23278570ab87ce9d7f2628b8c05dae0be9ffdd7719bec89af3e2,NOT_SENT
attack_flow::JP Morgan Breach::0003,attack_flow,JP Morgan Breach,3,3,3,0,0,f6ced4cd342ded8d2da4a80cadde7ad91de26f390e310ff4b46ad71519e5fdbd,NOT_SENT
attack_flow::JP Morgan Breach::0004,attack_flow,JP Morgan Breach,4,4,3,0,0,eb26205ba08ead9d5a2f9d8678a4f02316f1ed5a3aa7fecb810ecac16726c257,NOT_SENT
attack_flow::JP Morgan Breach::0005,attack_flow,JP Morgan Breach,5,5,3,0,0,3fad68beeba320b020f8e3a7b2cba741ad87af4e24ea351d0db5e18d02d44a97,NOT_SENT
attack_flow::JP Morgan Breach::0006,attack_flow,JP Morgan Breach,6,6,3,0,0,ef822ae49eac793e394116edfbca4275e7a5d75edc731f4dc3e93a39c752c0b6,NOT_SENT
attack_flow::JP Morgan Breach::0008,attack_flow,JP Morgan Breach,8,8,2,0,0,0930ba9352bfc1ed5a705bdda7faf5772c4680bfc8d5698635a145aba94b8972,NOT_SENT
attack_flow::JP Morgan Breach::0009,attack_flow,JP Morgan Breach,9,9,1,0,0,352c056855729c5a3a7a887607be4e42ab1e48b91b0a863bf6cf3841368c2849,NOT_SENT
attack_flow::MITRE NERVE::0001,attack_flow,MITRE NERVE,1,1,3,0,0,60ce4ef857df0d3f8898133dba0c535e96a1037ca98e9659533c58d02d5df40f,NOT_SENT
attack_flow::MITRE NERVE::0002,attack_flow,MITRE NERVE,2,2,3,0,0,b31bdc2c4ff2ab43f4ad98d8699e2b9d66f1b9bda2118ddd8a36d831b608b084,NOT_SENT
attack_flow::MITRE NERVE::0003,attack_flow,MITRE NERVE,3,3,3,0,0,8d6af9bdcbacd39006c76870062d741c01904119172437f6d60ac963bf24fb5c,NOT_SENT
attack_flow::MITRE NERVE::0004,attack_flow,MITRE NERVE,4,4,3,0,0,f06d0d52074fbc91bd132379430a69937234c2fecdb74f5c78a974b1fbde2c02,NOT_SENT
attack_flow::MITRE NERVE::0005,attack_flow,MITRE NERVE,5,5,3,0,0,e9c29c1f572ef26297baff8149bc1f40aa9686fde8d314d3879d20a0365b59e9,NOT_SENT
attack_flow::MITRE NERVE::0006,attack_flow,MITRE NERVE,6,6,2,0,0,a0a19e8ab5de1dfc505e8019d46de61e3991121d3fe4d2070f8f9bc605275ec4,NOT_SENT
attack_flow::MITRE NERVE::0007,attack_flow,MITRE NERVE,7,7,1,0,0,b159855e856768db13d82c5da72406ab07c6414a129ff7e9f492ff717d4a6cb8,NOT_SENT
attack_flow::Maastricht University Ransomware::0001,attack_flow,Maastricht University Ransomware,1,1,3,0,0,beb8c856325ae936ac95eeb11f35236402485875e95e9a45d24cf912c3a7813d,NOT_SENT
attack_flow::Maastricht University Ransomware::0003,attack_flow,Maastricht University Ransomware,3,3,3,0,0,31f59f13662993b52617acd31bc6dfd3f3866725e5f9139d90b8f4f542403384,NOT_SENT
attack_flow::Maastricht University Ransomware::0004,attack_flow,Maastricht University Ransomware,4,4,3,0,0,8755cb2514243ca5309a9090861a583cd857f8aa82f8ac9afc709686a90b0f05,NOT_SENT
attack_flow::Maastricht University Ransomware::0005,attack_flow,Maastricht University Ransomware,5,5,3,0,0,0a34e608982e4280a72f81ab03b40529885018fa401924cc39ef2ee614e7563c,NOT_SENT
attack_flow::Maastricht University Ransomware::0006,attack_flow,Maastricht University Ransomware,6,6,3,0,0,09270ca04fb30bea33875a56da66c3dda1c836d05d18af816efa862c892eaed7,NOT_SENT
attack_flow::Maastricht University Ransomware::0007,attack_flow,Maastricht University Ransomware,7,7,3,0,0,2256d8a740e85888bc3ae0571d84155ad69a4c406166e8b5596a6aa20a3ff40c,NOT_SENT
attack_flow::Maastricht University Ransomware::0008,attack_flow,Maastricht University Ransomware,8,8,3,0,0,17c27c258356ebe4294720f4326a71389c1556ade5acedb36802114951e8543d,NOT_SENT
attack_flow::Maastricht University Ransomware::0009,attack_flow,Maastricht University Ransomware,9,9,3,0,0,a4c67224ab92c94438918224f60bace26de864b5cdefbfae3ecfdea1d5cb5e87,NOT_SENT
attack_flow::Maastricht University Ransomware::0010,attack_flow,Maastricht University Ransomware,10,10,2,0,0,3e898925a492289961af4363cff1062ad3bf7d0539a680d9b26a7b916b4f5a4d,NOT_SENT
attack_flow::Maastricht University Ransomware::0011,attack_flow,Maastricht University Ransomware,11,11,1,0,0,5c0d8119cbc81226c042ddf8d918c2b1c65b99e4dfd189016954c018859f3e75,NOT_SENT
attack_flow::Mac Malware Steals Crypto::0001,attack_flow,Mac Malware Steals Crypto,1,1,3,0,0,2e5d6b50d3eae97be1ec659441de0722a5c2c9bee79e98e0ee5525c9e8c364d1,NOT_SENT
attack_flow::Mac Malware Steals Crypto::0002,attack_flow,Mac Malware Steals Crypto,2,2,3,0,0,8c431221126290c774ac31a97a1046c65a6d97dbf6eaf8337e87d95131c1d453,NOT_SENT
attack_flow::Mac Malware Steals Crypto::0004,attack_flow,Mac Malware Steals Crypto,4,4,1,0,0,fd95c32d1288c90b3a86aec0bd88bfc85ad9ac295bcfbe93b87e4cbf8b6c399b,NOT_SENT
attack_flow::Marriott Breach::0001,attack_flow,Marriott Breach,1,1,3,0,0,d00001e2a469cb2b5563f7f04d03199c00c786dc7dd6413d16bbdaa345bf73df,NOT_SENT
attack_flow::Marriott Breach::0002,attack_flow,Marriott Breach,2,2,3,0,0,6c3f9a23cad420d7d70e65ab2c68978e9b7995c5eb36426feaaa0cafb77a19bf,NOT_SENT
attack_flow::Marriott Breach::0003,attack_flow,Marriott Breach,3,3,2,0,0,6f8d234fbcc6e17fbc006a1b10c2226613272b7a17f88e1812ec03cb0d2a032d,NOT_SENT
attack_flow::Marriott Breach::0004,attack_flow,Marriott Breach,4,4,1,0,0,af68eb85783389b6eaa2db55e6b2834eafee8ea0400fa7f68ffa3c49b89e3a7b,NOT_SENT
attack_flow::Muddy Water::0001,attack_flow,Muddy Water,1,1,3,0,0,b0410cdab51eb4a446fbdb5c3b29a65db9f2be6a1349b4220f16965ea14b6591,NOT_SENT
attack_flow::Muddy Water::0002,attack_flow,Muddy Water,2,2,3,0,0,a84950e93a3c2ad2e5b6162b56bc7b12ffe4373cce4bebab1879dfc8d859ee5b,NOT_SENT
attack_flow::Muddy Water::0003,attack_flow,Muddy Water,3,3,3,0,0,fccfd9285801d8cfc0ef82c85b5a7da0c58b9d68d2f85200debb706e0c58086c,NOT_SENT
attack_flow::Muddy Water::0004,attack_flow,Muddy Water,4,4,3,0,0,42956d7ede92b0d8fa593c07f2d5bb377ed4bb8c99cbec5bace2ffa8747f25c9,NOT_SENT
attack_flow::Muddy Water::0005,attack_flow,Muddy Water,5,5,3,0,0,f32b5176e294b0b32ca9a2059ac7c1ad8bdda56f1085f75e287fe540888c23af,NOT_SENT
attack_flow::Muddy Water::0006,attack_flow,Muddy Water,6,6,3,0,0,b33904714ba59081deddc17eaee5929216995aa3e4bfde60d428480cf1d6aa55,NOT_SENT
attack_flow::Muddy Water::0008,attack_flow,Muddy Water,8,8,2,0,0,64a4888111bf646cadb60b48775d13ceb9eeeb60e6a2fcd0ab1db896500d1b50,NOT_SENT
attack_flow::Muddy Water::0009,attack_flow,Muddy Water,9,9,1,0,0,4d09f698f41f07ff2eaf2dd1b9bb6a0a8b45c927fe9e587f600674ab84ef8a15,NOT_SENT
attack_flow::NotPetya::0001,attack_flow,NotPetya,1,1,3,0,0,01de55d582850c67b37cb1fec331462ac2f03995a0cc2486067e4e871f960011,NOT_SENT
attack_flow::NotPetya::0002,attack_flow,NotPetya,2,2,3,0,0,ed3b3c09839d9928918cce8293919600902284eb27c8a73e40740587f93f0a95,NOT_SENT
attack_flow::NotPetya::0003,attack_flow,NotPetya,3,3,3,0,1,bd2f639abaf66675a84009183ea4dc24d241f19f1d92194c3c592e24f7be2ec5,NOT_SENT
attack_flow::NotPetya::0004,attack_flow,NotPetya,4,4,3,0,1,b598b885cf383d2533abff868999306c0653cb742509e949cf481bb21b6e8345,NOT_SENT
attack_flow::NotPetya::0008,attack_flow,NotPetya,8,8,3,0,3,93f669c1d66112860a7dec46471502cb6a1e00839614847735dd0a163d66cce0,NOT_SENT
attack_flow::NotPetya::0009,attack_flow,NotPetya,9,9,3,0,4,417a61d4bddcddc1d26a15ad9c7261d1c10c087f1c6b887f2ea47b4f4ae1b495,NOT_SENT
attack_flow::NotPetya::0010,attack_flow,NotPetya,10,10,3,0,5,ac838b8dd1f638f8dcf793e79db78fdbde3a127fbe3c97c0b69c22ba749ef14c,NOT_SENT
attack_flow::NotPetya::0011,attack_flow,NotPetya,11,11,3,0,5,e5ccd704f1eb978a42d6fb06699b9064d3931659a30ad88805c6135c90310935,NOT_SENT
attack_flow::NotPetya::0012,attack_flow,NotPetya,12,12,3,0,6,6f929625fc6461716ba8399f9c88e578de5477949c452df067830605cf7d309b,NOT_SENT
attack_flow::NotPetya::0013,attack_flow,NotPetya,13,13,3,0,6,e39503bfecb5edb2435962ebaf694918eb7b3770adf96bbb05f24843d4cd9b20,NOT_SENT
attack_flow::NotPetya::0014,attack_flow,NotPetya,14,14,3,0,7,972d33b686c1f82a3466adcf9792d895a722fbf3373ee6b60fd65ce93e2698de,NOT_SENT
attack_flow::NotPetya::0015,attack_flow,NotPetya,15,15,2,0,7,149036d31ebabdb12cf99bcb80e6da417d4cc5d7de0a37696caa68e0a81a815b,NOT_SENT
attack_flow::NotPetya::0016,attack_flow,NotPetya,16,16,1,0,8,4325cc43f72b544f8f4607acfbc6c3c1fb2bb0d3e64c0ac17b771d6a876fbb72,NOT_SENT
attack_flow::OceanLotus::0001,attack_flow,OceanLotus,1,1,3,0,1,023f12d4a6c4123c1a9c84ae48c0bcd3a4bf1eb60d0adbff7ba1bcba64dbc633,NOT_SENT
attack_flow::OceanLotus::0002,attack_flow,OceanLotus,2,2,3,0,1,39117db5ace4286fdd20ed16cccc5663a0fbc3e56c82f7ed1475df94a1ef274b,NOT_SENT
attack_flow::OceanLotus::0003,attack_flow,OceanLotus,3,3,3,0,1,012c9200c707f00d101ec13f2f6808eff62fc193f6668e501e1321a7b8d1ad1e,NOT_SENT
attack_flow::OceanLotus::0004,attack_flow,OceanLotus,4,4,3,0,1,117b3642f6d34077c70fcfbea82ad4d12ae118e36361ce50f038ddbe375ef59b,NOT_SENT
attack_flow::OceanLotus::0005,attack_flow,OceanLotus,5,5,3,0,1,0b3bbf5ee8cb04ecfba650552553dbfb0dbbe12f9fc93f2efdef4c04ea3595c4,NOT_SENT
attack_flow::OceanLotus::0006,attack_flow,OceanLotus,6,6,3,0,2,6d4cd31b05a22ee28ab097f5f1d27a97a60e1b66f6cac5bac239d52e5f4eff98,NOT_SENT
attack_flow::OceanLotus::0007,attack_flow,OceanLotus,7,7,3,0,3,0f1f8e66e32cd418668ec3f8345fcdff4228a18eacd4a5ad257d10ceab0c2d25,NOT_SENT
attack_flow::OceanLotus::0008,attack_flow,OceanLotus,8,8,3,0,4,8045051533952990ccdca94e4241f3c7b1ece3c7c11fda84a4b2452131f3b5f5,NOT_SENT
attack_flow::OceanLotus::0009,attack_flow,OceanLotus,9,9,3,0,5,924239be39af1c9ca730102ec04d62d82b300603f9ff32c0adee1a27e9f44346,NOT_SENT
attack_flow::OceanLotus::0010,attack_flow,OceanLotus,10,10,3,0,5,976e3d9f61972ec2e70239f2034d02b81bae4269d6e6eca7b8b74204fc9e73b4,NOT_SENT
attack_flow::OceanLotus::0011,attack_flow,OceanLotus,11,11,3,0,7,6a6ed0c20c66b3858b30d0d03e58e635d222676506f8885b38f8272a3e8f4c30,NOT_SENT
attack_flow::OceanLotus::0012,attack_flow,OceanLotus,12,12,3,0,8,00202e85d8dc9e50b93542a4cae8a9b9e7d3fa72e9d7d39fb22a0a0651a956ce,NOT_SENT
attack_flow::OceanLotus::0013,attack_flow,OceanLotus,13,13,3,0,9,254ed2cce9e2a0836c1b5c7f87b3c6629968aa6b2aaac8b3cffd69edbbb3eb6c,NOT_SENT
attack_flow::OceanLotus::0014,attack_flow,OceanLotus,14,14,3,0,10,4d6752a4707aae032ab45a88412d8af30c4dfe33438d98cd43d494534d60eea3,NOT_SENT
attack_flow::OceanLotus::0015,attack_flow,OceanLotus,15,15,3,0,10,82bdc38f02e65a95fa4c06f194e8ec0d78382010c769e42fd0105a6954643a7b,NOT_SENT
