sample_id,source,campaign_id,prefix_len,prefix_endpoint_step_id,observed_parent_ids,observed_step_ids,observed_tactic_multihot,history_tactic_mapping_missing,target_parent_ids,target_step_ids,target_size,last_description_chars,text_length_group,is_development,development_slot
attack_flow::SolarWinds::0009,attack_flow,SolarWinds,9,attack_flow::SolarWinds::1850d451-cbfd-4557-869b-386321a39a44,"[""T1587"",""T1195"",""T1569"",""T1497"",""T1057"",""T1568"",""T1132"",""T1562"",""T1558""]","[""attack_flow::SolarWinds::384373d8-dbe0-425e-aeaf-ad8c70fc11be"",""attack_flow::SolarWinds::0c739735-a984-4897-bc2f-a8737deff66f"",""attack_flow::SolarWinds::b9ac316b-c623-4fe3-8ab2-eb8673081edc"",""attack_flow::SolarWinds::68866dd4-7e92-4e0a-a8dc-aff4df1d46df"",""attack_flow::SolarWinds::b04df257-4f67-487d-a60a-077518519cab"",""attack_flow::SolarWinds::bf2e8e32-d299-4094-a3ae-103a2488c931"",""attack_flow::SolarWinds::4d69ebea-7c78-41b1-87bb-e75d84d5f319"",""attack_flow::SolarWinds::b0bc5a83-a0bb-4bf9-93b9-e63638820963"",""attack_flow::SolarWinds::1850d451-cbfd-4557-869b-386321a39a44""]","[[0,1,0,0,0,0,0,0,0,0,0,0,0,0],[0,0,1,0,0,0,0,0,0,0,0,0,0,0],[0,0,0,1,0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,1,0,1,0,0,0,0,0],[0,0,0,0,0,0,0,0,1,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0,0,1,0,0],[0,0,0,0,0,0,0,0,0,0,0,1,0,0],[0,0,0,0,0,0,1,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,1,0,0,0,0,0,0]]",[],"[""T1562"",""T1053"",""T1036""]","[""attack_flow::SolarWinds::fbccf7e7-4d2b-4f19-9ebb-6acab1322eb2"",""attack_flow::SolarWinds::f55a3f10-2a62-47f2-98b3-78d4983a2b87"",""attack_flow::SolarWinds::4737ef94-c67f-461d-a616-8d04d949a790""]",3,125,ge40,0,
attack_flow::SolarWinds::0010,attack_flow,SolarWinds,10,attack_flow::SolarWinds::fbccf7e7-4d2b-4f19-9ebb-6acab1322eb2,"[""T1587"",""T1195"",""T1569"",""T1497"",""T1057"",""T1568"",""T1132"",""T1562"",""T1558"",""T1562""]","[""attack_flow::SolarWinds::384373d8-dbe0-425e-aeaf-ad8c70fc11be"",""attack_flow::SolarWinds::0c739735-a984-4897-bc2f-a8737deff66f"",""attack_flow::SolarWinds::b9ac316b-c623-4fe3-8ab2-eb8673081edc"",""attack_flow::SolarWinds::68866dd4-7e92-4e0a-a8dc-aff4df1d46df"",""attack_flow::SolarWinds::b04df257-4f67-487d-a60a-077518519cab"",""attack_flow::SolarWinds::bf2e8e32-d299-4094-a3ae-103a2488c931"",""attack_flow::SolarWinds::4d69ebea-7c78-41b1-87bb-e75d84d5f319"",""attack_flow::SolarWinds::b0bc5a83-a0bb-4bf9-93b9-e63638820963"",""attack_flow::SolarWinds::1850d451-cbfd-4557-869b-386321a39a44"",""attack_flow::SolarWinds::fbccf7e7-4d2b-4f19-9ebb-6acab1322eb2""]","[[0,1,0,0,0,0,0,0,0,0,0,0,0,0],[0,0,1,0,0,0,0,0,0,0,0,0,0,0],[0,0,0,1,0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,1,0,1,0,0,0,0,0],[0,0,0,0,0,0,0,0,1,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0,0,1,0,0],[0,0,0,0,0,0,0,0,0,0,0,1,0,0],[0,0,0,0,0,0,1,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,1,0,0,0,0,0,0],[0,0,0,0,0,0,1,0,0,0,0,0,0,0]]",[],"[""T1053"",""T1036"",""T1047""]","[""attack_flow::SolarWinds::f55a3f10-2a62-47f2-98b3-78d4983a2b87"",""attack_flow::SolarWinds::4737ef94-c67f-461d-a616-8d04d949a790"",""attack_flow::SolarWinds::f69ad6fa-05c5-48b9-bfea-7201321c6909""]",3,219,ge40,0,
attack_flow::SolarWinds::0011,attack_flow,SolarWinds,11,attack_flow::SolarWinds::f55a3f10-2a62-47f2-98b3-78d4983a2b87,"[""T1587"",""T1195"",""T1569"",""T1497"",""T1057"",""T1568"",""T1132"",""T1562"",""T1558"",""T1562"",""T1053""]","[""attack_flow::SolarWinds::384373d8-dbe0-425e-aeaf-ad8c70fc11be"",""attack_flow::SolarWinds::0c739735-a984-4897-bc2f-a8737deff66f"",""attack_flow::SolarWinds::b9ac316b-c623-4fe3-8ab2-eb8673081edc"",""attack_flow::SolarWinds::68866dd4-7e92-4e0a-a8dc-aff4df1d46df"",""attack_flow::SolarWinds::b04df257-4f67-487d-a60a-077518519cab"",""attack_flow::SolarWinds::bf2e8e32-d299-4094-a3ae-103a2488c931"",""attack_flow::SolarWinds::4d69ebea-7c78-41b1-87bb-e75d84d5f319"",""attack_flow::SolarWinds::b0bc5a83-a0bb-4bf9-93b9-e63638820963"",""attack_flow::SolarWinds::1850d451-cbfd-4557-869b-386321a39a44"",""attack_flow::SolarWinds::fbccf7e7-4d2b-4f19-9ebb-6acab1322eb2"",""attack_flow::SolarWinds::f55a3f10-2a62-47f2-98b3-78d4983a2b87""]","[[0,1,0,0,0,0,0,0,0,0,0,0,0,0],[0,0,1,0,0,0,0,0,0,0,0,0,0,0],[0,0,0,1,0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,1,0,1,0,0,0,0,0],[0,0,0,0,0,0,0,0,1,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0,0,1,0,0],[0,0,0,0,0,0,0,0,0,0,0,1,0,0],[0,0,0,0,0,0,1,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,1,0,0,0,0,0,0],[0,0,0,0,0,0,1,0,0,0,0,0,0,0],[0,0,0,1,1,1,0,0,0,0,0,0,0,0]]",[],"[""T1036"",""T1047"",""T1070""]","[""attack_flow::SolarWinds::4737ef94-c67f-461d-a616-8d04d949a790"",""attack_flow::SolarWinds::f69ad6fa-05c5-48b9-bfea-7201321c6909"",""attack_flow::SolarWinds::fbc07276-1257-44e8-a855-3b1fa3d95290""]",3,57,ge40,0,
attack_flow::SolarWinds::0012,attack_flow,SolarWinds,12,attack_flow::SolarWinds::4737ef94-c67f-461d-a616-8d04d949a790,"[""T1587"",""T1195"",""T1569"",""T1497"",""T1057"",""T1568"",""T1132"",""T1562"",""T1558"",""T1562"",""T1053"",""T1036""]","[""attack_flow::SolarWinds::384373d8-dbe0-425e-aeaf-ad8c70fc11be"",""attack_flow::SolarWinds::0c739735-a984-4897-bc2f-a8737deff66f"",""attack_flow::SolarWinds::b9ac316b-c623-4fe3-8ab2-eb8673081edc"",""attack_flow::SolarWinds::68866dd4-7e92-4e0a-a8dc-aff4df1d46df"",""attack_flow::SolarWinds::b04df257-4f67-487d-a60a-077518519cab"",""attack_flow::SolarWinds::bf2e8e32-d299-4094-a3ae-103a2488c931"",""attack_flow::SolarWinds::4d69ebea-7c78-41b1-87bb-e75d84d5f319"",""attack_flow::SolarWinds::b0bc5a83-a0bb-4bf9-93b9-e63638820963"",""attack_flow::SolarWinds::1850d451-cbfd-4557-869b-386321a39a44"",""attack_flow::SolarWinds::fbccf7e7-4d2b-4f19-9ebb-6acab1322eb2"",""attack_flow::SolarWinds::f55a3f10-2a62-47f2-98b3-78d4983a2b87"",""attack_flow::SolarWinds::4737ef94-c67f-461d-a616-8d04d949a790""]","[[0,1,0,0,0,0,0,0,0,0,0,0,0,0],[0,0,1,0,0,0,0,0,0,0,0,0,0,0],[0,0,0,1,0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,1,0,1,0,0,0,0,0],[0,0,0,0,0,0,0,0,1,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0,0,1,0,0],[0,0,0,0,0,0,0,0,0,0,0,1,0,0],[0,0,0,0,0,0,1,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,1,0,0,0,0,0,0],[0,0,0,0,0,0,1,0,0,0,0,0,0,0],[0,0,0,1,1,1,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,1,0,0,0,0,0,0,0]]",[],"[""T1047"",""T1070"",""T1562""]","[""attack_flow::SolarWinds::f69ad6fa-05c5-48b9-bfea-7201321c6909"",""attack_flow::SolarWinds::fbc07276-1257-44e8-a855-3b1fa3d95290"",""attack_flow::SolarWinds::e08ff657-a12d-4ed7-bbe5-be90b963a153""]",3,179,ge40,0,
attack_flow::SolarWinds::0013,attack_flow,SolarWinds,13,attack_flow::SolarWinds::f69ad6fa-05c5-48b9-bfea-7201321c6909,"[""T1587"",""T1195"",""T1569"",""T1497"",""T1057"",""T1568"",""T1132"",""T1562"",""T1558"",""T1562"",""T1053"",""T1036"",""T1047""]","[""attack_flow::SolarWinds::384373d8-dbe0-425e-aeaf-ad8c70fc11be"",""attack_flow::SolarWinds::0c739735-a984-4897-bc2f-a8737deff66f"",""attack_flow::SolarWinds::b9ac316b-c623-4fe3-8ab2-eb8673081edc"",""attack_flow::SolarWinds::68866dd4-7e92-4e0a-a8dc-aff4df1d46df"",""attack_flow::SolarWinds::b04df257-4f67-487d-a60a-077518519cab"",""attack_flow::SolarWinds::bf2e8e32-d299-4094-a3ae-103a2488c931"",""attack_flow::SolarWinds::4d69ebea-7c78-41b1-87bb-e75d84d5f319"",""attack_flow::SolarWinds::b0bc5a83-a0bb-4bf9-93b9-e63638820963"",""attack_flow::SolarWinds::1850d451-cbfd-4557-869b-386321a39a44"",""attack_flow::SolarWinds::fbccf7e7-4d2b-4f19-9ebb-6acab1322eb2"",""attack_flow::SolarWinds::f55a3f10-2a62-47f2-98b3-78d4983a2b87"",""attack_flow::SolarWinds::4737ef94-c67f-461d-a616-8d04d949a790"",""attack_flow::SolarWinds::f69ad6fa-05c5-48b9-bfea-7201321c6909""]","[[0,1,0,0,0,0,0,0,0,0,0,0,0,0],[0,0,1,0,0,0,0,0,0,0,0,0,0,0],[0,0,0,1,0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,1,0,1,0,0,0,0,0],[0,0,0,0,0,0,0,0,1,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0,0,1,0,0],[0,0,0,0,0,0,0,0,0,0,0,1,0,0],[0,0,0,0,0,0,1,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,1,0,0,0,0,0,0],[0,0,0,0,0,0,1,0,0,0,0,0,0,0],[0,0,0,1,1,1,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,1,0,0,0,0,0,0,0],[0,0,0,1,0,0,0,0,0,0,0,0,0,0]]",[],"[""T1070"",""T1562"",""T1082""]","[""attack_flow::SolarWinds::fbc07276-1257-44e8-a855-3b1fa3d95290"",""attack_flow::SolarWinds::e08ff657-a12d-4ed7-bbe5-be90b963a153"",""attack_flow::SolarWinds::e4055553-f146-4d1e-99d7-6910b1e2a224""]",3,118,ge40,0,
attack_flow::SolarWinds::0014,attack_flow,SolarWinds,14,attack_flow::SolarWinds::fbc07276-1257-44e8-a855-3b1fa3d95290,"[""T1587"",""T1195"",""T1569"",""T1497"",""T1057"",""T1568"",""T1132"",""T1562"",""T1558"",""T1562"",""T1053"",""T1036"",""T1047"",""T1070""]","[""attack_flow::SolarWinds::384373d8-dbe0-425e-aeaf-ad8c70fc11be"",""attack_flow::SolarWinds::0c739735-a984-4897-bc2f-a8737deff66f"",""attack_flow::SolarWinds::b9ac316b-c623-4fe3-8ab2-eb8673081edc"",""attack_flow::SolarWinds::68866dd4-7e92-4e0a-a8dc-aff4df1d46df"",""attack_flow::SolarWinds::b04df257-4f67-487d-a60a-077518519cab"",""attack_flow::SolarWinds::bf2e8e32-d299-4094-a3ae-103a2488c931"",""attack_flow::SolarWinds::4d69ebea-7c78-41b1-87bb-e75d84d5f319"",""attack_flow::SolarWinds::b0bc5a83-a0bb-4bf9-93b9-e63638820963"",""attack_flow::SolarWinds::1850d451-cbfd-4557-869b-386321a39a44"",""attack_flow::SolarWinds::fbccf7e7-4d2b-4f19-9ebb-6acab1322eb2"",""attack_flow::SolarWinds::f55a3f10-2a62-47f2-98b3-78d4983a2b87"",""attack_flow::SolarWinds::4737ef94-c67f-461d-a616-8d04d949a790"",""attack_flow::SolarWinds::f69ad6fa-05c5-48b9-bfea-7201321c6909"",""attack_flow::SolarWinds::fbc07276-1257-44e8-a855-3b1fa3d95290""]","[[0,1,0,0,0,0,0,0,0,0,0,0,0,0],[0,0,1,0,0,0,0,0,0,0,0,0,0,0],[0,0,0,1,0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,1,0,1,0,0,0,0,0],[0,0,0,0,0,0,0,0,1,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0,0,1,0,0],[0,0,0,0,0,0,0,0,0,0,0,1,0,0],[0,0,0,0,0,0,1,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,1,0,0,0,0,0,0],[0,0,0,0,0,0,1,0,0,0,0,0,0,0],[0,0,0,1,1,1,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,1,0,0,0,0,0,0,0],[0,0,0,1,0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,1,0,0,0,0,0,0,0]]",[],"[""T1562"",""T1082"",""T1005""]","[""attack_flow::SolarWinds::e08ff657-a12d-4ed7-bbe5-be90b963a153"",""attack_flow::SolarWinds::e4055553-f146-4d1e-99d7-6910b1e2a224"",""attack_flow::SolarWinds::0ce96a7f-cab8-4842-b19d-83db4586deca""]",3,108,ge40,0,
attack_flow::SolarWinds::0015,attack_flow,SolarWinds,15,attack_flow::SolarWinds::e08ff657-a12d-4ed7-bbe5-be90b963a153,"[""T1587"",""T1195"",""T1569"",""T1497"",""T1057"",""T1568"",""T1132"",""T1562"",""T1558"",""T1562"",""T1053"",""T1036"",""T1047"",""T1070"",""T1562""]","[""attack_flow::SolarWinds::384373d8-dbe0-425e-aeaf-ad8c70fc11be"",""attack_flow::SolarWinds::0c739735-a984-4897-bc2f-a8737deff66f"",""attack_flow::SolarWinds::b9ac316b-c623-4fe3-8ab2-eb8673081edc"",""attack_flow::SolarWinds::68866dd4-7e92-4e0a-a8dc-aff4df1d46df"",""attack_flow::SolarWinds::b04df257-4f67-487d-a60a-077518519cab"",""attack_flow::SolarWinds::bf2e8e32-d299-4094-a3ae-103a2488c931"",""attack_flow::SolarWinds::4d69ebea-7c78-41b1-87bb-e75d84d5f319"",""attack_flow::SolarWinds::b0bc5a83-a0bb-4bf9-93b9-e63638820963"",""attack_flow::SolarWinds::1850d451-cbfd-4557-869b-386321a39a44"",""attack_flow::SolarWinds::fbccf7e7-4d2b-4f19-9ebb-6acab1322eb2"",""attack_flow::SolarWinds::f55a3f10-2a62-47f2-98b3-78d4983a2b87"",""attack_flow::SolarWinds::4737ef94-c67f-461d-a616-8d04d949a790"",""attack_flow::SolarWinds::f69ad6fa-05c5-48b9-bfea-7201321c6909"",""attack_flow::SolarWinds::fbc07276-1257-44e8-a855-3b1fa3d95290"",""attack_flow::SolarWinds::e08ff657-a12d-4ed7-bbe5-be90b963a153""]","[[0,1,0,0,0,0,0,0,0,0,0,0,0,0],[0,0,1,0,0,0,0,0,0,0,0,0,0,0],[0,0,0,1,0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,1,0,1,0,0,0,0,0],[0,0,0,0,0,0,0,0,1,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0,0,1,0,0],[0,0,0,0,0,0,0,0,0,0,0,1,0,0],[0,0,0,0,0,0,1,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,1,0,0,0,0,0,0],[0,0,0,0,0,0,1,0,0,0,0,0,0,0],[0,0,0,1,1,1,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,1,0,0,0,0,0,0,0],[0,0,0,1,0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,1,0,0,0,0,0,0,0],[0,0,0,0,0,0,1,0,0,0,0,0,0,0]]",[],"[""T1082"",""T1005"",""T1567""]","[""attack_flow::SolarWinds::e4055553-f146-4d1e-99d7-6910b1e2a224"",""attack_flow::SolarWinds::0ce96a7f-cab8-4842-b19d-83db4586deca"",""attack_flow::SolarWinds::337844f6-ac0f-4d25-a565-c7af73ea6dcd""]",3,110,ge40,0,
attack_flow::SolarWinds::0016,attack_flow,SolarWinds,16,attack_flow::SolarWinds::e4055553-f146-4d1e-99d7-6910b1e2a224,"[""T1587"",""T1195"",""T1569"",""T1497"",""T1057"",""T1568"",""T1132"",""T1562"",""T1558"",""T1562"",""T1053"",""T1036"",""T1047"",""T1070"",""T1562"",""T1082""]","[""attack_flow::SolarWinds::384373d8-dbe0-425e-aeaf-ad8c70fc11be"",""attack_flow::SolarWinds::0c739735-a984-4897-bc2f-a8737deff66f"",""attack_flow::SolarWinds::b9ac316b-c623-4fe3-8ab2-eb8673081edc"",""attack_flow::SolarWinds::68866dd4-7e92-4e0a-a8dc-aff4df1d46df"",""attack_flow::SolarWinds::b04df257-4f67-487d-a60a-077518519cab"",""attack_flow::SolarWinds::bf2e8e32-d299-4094-a3ae-103a2488c931"",""attack_flow::SolarWinds::4d69ebea-7c78-41b1-87bb-e75d84d5f319"",""attack_flow::SolarWinds::b0bc5a83-a0bb-4bf9-93b9-e63638820963"",""attack_flow::SolarWinds::1850d451-cbfd-4557-869b-386321a39a44"",""attack_flow::SolarWinds::fbccf7e7-4d2b-4f19-9ebb-6acab1322eb2"",""attack_flow::SolarWinds::f55a3f10-2a62-47f2-98b3-78d4983a2b87"",""attack_flow::SolarWinds::4737ef94-c67f-461d-a616-8d04d949a790"",""attack_flow::SolarWinds::f69ad6fa-05c5-48b9-bfea-7201321c6909"",""attack_flow::SolarWinds::fbc07276-1257-44e8-a855-3b1fa3d95290"",""attack_flow::SolarWinds::e08ff657-a12d-4ed7-bbe5-be90b963a153"",""attack_flow::SolarWinds::e4055553-f146-4d1e-99d7-6910b1e2a224""]","[[0,1,0,0,0,0,0,0,0,0,0,0,0,0],[0,0,1,0,0,0,0,0,0,0,0,0,0,0],[0,0,0,1,0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,1,0,1,0,0,0,0,0],[0,0,0,0,0,0,0,0,1,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0,0,1,0,0],[0,0,0,0,0,0,0,0,0,0,0,1,0,0],[0,0,0,0,0,0,1,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,1,0,0,0,0,0,0],[0,0,0,0,0,0,1,0,0,0,0,0,0,0],[0,0,0,1,1,1,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,1,0,0,0,0,0,0,0],[0,0,0,1,0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,1,0,0,0,0,0,0,0],[0,0,0,0,0,0,1,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,1,0,0,0,0,0]]",[],"[""T1005"",""T1567""]","[""attack_flow::SolarWinds::0ce96a7f-cab8-4842-b19d-83db4586deca"",""attack_flow::SolarWinds::337844f6-ac0f-4d25-a565-c7af73ea6dcd""]",2,135,ge40,0,
attack_flow::SolarWinds::0017,attack_flow,SolarWinds,17,attack_flow::SolarWinds::0ce96a7f-cab8-4842-b19d-83db4586deca,"[""T1587"",""T1195"",""T1569"",""T1497"",""T1057"",""T1568"",""T1132"",""T1562"",""T1558"",""T1562"",""T1053"",""T1036"",""T1047"",""T1070"",""T1562"",""T1082"",""T1005""]","[""attack_flow::SolarWinds::384373d8-dbe0-425e-aeaf-ad8c70fc11be"",""attack_flow::SolarWinds::0c739735-a984-4897-bc2f-a8737deff66f"",""attack_flow::SolarWinds::b9ac316b-c623-4fe3-8ab2-eb8673081edc"",""attack_flow::SolarWinds::68866dd4-7e92-4e0a-a8dc-aff4df1d46df"",""attack_flow::SolarWinds::b04df257-4f67-487d-a60a-077518519cab"",""attack_flow::SolarWinds::bf2e8e32-d299-4094-a3ae-103a2488c931"",""attack_flow::SolarWinds::4d69ebea-7c78-41b1-87bb-e75d84d5f319"",""attack_flow::SolarWinds::b0bc5a83-a0bb-4bf9-93b9-e63638820963"",""attack_flow::SolarWinds::1850d451-cbfd-4557-869b-386321a39a44"",""attack_flow::SolarWinds::fbccf7e7-4d2b-4f19-9ebb-6acab1322eb2"",""attack_flow::SolarWinds::f55a3f10-2a62-47f2-98b3-78d4983a2b87"",""attack_flow::SolarWinds::4737ef94-c67f-461d-a616-8d04d949a790"",""attack_flow::SolarWinds::f69ad6fa-05c5-48b9-bfea-7201321c6909"",""attack_flow::SolarWinds::fbc07276-1257-44e8-a855-3b1fa3d95290"",""attack_flow::SolarWinds::e08ff657-a12d-4ed7-bbe5-be90b963a153"",""attack_flow::SolarWinds::e4055553-f146-4d1e-99d7-6910b1e2a224"",""attack_flow::SolarWinds::0ce96a7f-cab8-4842-b19d-83db4586deca""]","[[0,1,0,0,0,0,0,0,0,0,0,0,0,0],[0,0,1,0,0,0,0,0,0,0,0,0,0,0],[0,0,0,1,0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,1,0,1,0,0,0,0,0],[0,0,0,0,0,0,0,0,1,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0,0,1,0,0],[0,0,0,0,0,0,0,0,0,0,0,1,0,0],[0,0,0,0,0,0,1,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,1,0,0,0,0,0,0],[0,0,0,0,0,0,1,0,0,0,0,0,0,0],[0,0,0,1,1,1,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,1,0,0,0,0,0,0,0],[0,0,0,1,0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,1,0,0,0,0,0,0,0],[0,0,0,0,0,0,1,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,1,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0,1,0,0,0]]",[],"[""T1567""]","[""attack_flow::SolarWinds::337844f6-ac0f-4d25-a565-c7af73ea6dcd""]",1,62,ge40,1,attack_flow:long:3
attack_flow::Sony Malware::0001,attack_flow,Sony Malware,1,attack_flow::Sony Malware::7db3befa-8e5e-46c3-86af-ee1b84812499,"[""T1105""]","[""attack_flow::Sony Malware::7db3befa-8e5e-46c3-86af-ee1b84812499""]","[[0,0,0,0,0,0,0,0,0,0,0,1,0,0]]",[],"[""T1574"",""T1047"",""T1505""]","[""attack_flow::Sony Malware::9daff210-f031-4171-8b2a-2a7be3b5e1f3"",""attack_flow::Sony Malware::d1a40010-d151-4afb-b3f1-318fa53e5f69"",""attack_flow::Sony Malware::6f02e06f-b1d5-4d7b-89c1-078177a8841a""]",3,72,ge40,0,
attack_flow::Sony Malware::0002,attack_flow,Sony Malware,2,attack_flow::Sony Malware::9daff210-f031-4171-8b2a-2a7be3b5e1f3,"[""T1105"",""T1574""]","[""attack_flow::Sony Malware::7db3befa-8e5e-46c3-86af-ee1b84812499"",""attack_flow::Sony Malware::9daff210-f031-4171-8b2a-2a7be3b5e1f3""]","[[0,0,0,0,0,0,0,0,0,0,0,1,0,0],[0,0,0,0,1,1,1,0,0,0,0,0,0,0]]",[],"[""T1047"",""T1505"",""T1105""]","[""attack_flow::Sony Malware::d1a40010-d151-4afb-b3f1-318fa53e5f69"",""attack_flow::Sony Malware::6f02e06f-b1d5-4d7b-89c1-078177a8841a"",""attack_flow::Sony Malware::28f1aff8-235d-4f40-8ea2-284b93d3d295""]",3,145,ge40,0,
attack_flow::Sony Malware::0003,attack_flow,Sony Malware,3,attack_flow::Sony Malware::d1a40010-d151-4afb-b3f1-318fa53e5f69,"[""T1105"",""T1574"",""T1047""]","[""attack_flow::Sony Malware::7db3befa-8e5e-46c3-86af-ee1b84812499"",""attack_flow::Sony Malware::9daff210-f031-4171-8b2a-2a7be3b5e1f3"",""attack_flow::Sony Malware::d1a40010-d151-4afb-b3f1-318fa53e5f69""]","[[0,0,0,0,0,0,0,0,0,0,0,1,0,0],[0,0,0,0,1,1,1,0,0,0,0,0,0,0],[0,0,0,1,0,0,0,0,0,0,0,0,0,0]]",[],"[""T1505"",""T1105"",""T1080""]","[""attack_flow::Sony Malware::6f02e06f-b1d5-4d7b-89c1-078177a8841a"",""attack_flow::Sony Malware::28f1aff8-235d-4f40-8ea2-284b93d3d295"",""attack_flow::Sony Malware::a9727af2-a940-4904-bbd0-eb4a5fe842b6""]",3,90,ge40,0,
attack_flow::Sony Malware::0004,attack_flow,Sony Malware,4,attack_flow::Sony Malware::6f02e06f-b1d5-4d7b-89c1-078177a8841a,"[""T1105"",""T1574"",""T1047"",""T1505""]","[""attack_flow::Sony Malware::7db3befa-8e5e-46c3-86af-ee1b84812499"",""attack_flow::Sony Malware::9daff210-f031-4171-8b2a-2a7be3b5e1f3"",""attack_flow::Sony Malware::d1a40010-d151-4afb-b3f1-318fa53e5f69"",""attack_flow::Sony Malware::6f02e06f-b1d5-4d7b-89c1-078177a8841a""]","[[0,0,0,0,0,0,0,0,0,0,0,1,0,0],[0,0,0,0,1,1,1,0,0,0,0,0,0,0],[0,0,0,1,0,0,0,0,0,0,0,0,0,0],[0,0,0,0,1,0,0,0,0,0,0,0,0,0]]",[],"[""T1105"",""T1080"",""T1497""]","[""attack_flow::Sony Malware::28f1aff8-235d-4f40-8ea2-284b93d3d295"",""attack_flow::Sony Malware::a9727af2-a940-4904-bbd0-eb4a5fe842b6"",""attack_flow::Sony Malware::7a6223a9-9b69-451e-86cc-bbb5e33bb7df""]",3,222,ge40,0,
attack_flow::Sony Malware::0005,attack_flow,Sony Malware,5,attack_flow::Sony Malware::28f1aff8-235d-4f40-8ea2-284b93d3d295,"[""T1105"",""T1574"",""T1047"",""T1505"",""T1105""]","[""attack_flow::Sony Malware::7db3befa-8e5e-46c3-86af-ee1b84812499"",""attack_flow::Sony Malware::9daff210-f031-4171-8b2a-2a7be3b5e1f3"",""attack_flow::Sony Malware::d1a40010-d151-4afb-b3f1-318fa53e5f69"",""attack_flow::Sony Malware::6f02e06f-b1d5-4d7b-89c1-078177a8841a"",""attack_flow::Sony Malware::28f1aff8-235d-4f40-8ea2-284b93d3d295""]","[[0,0,0,0,0,0,0,0,0,0,0,1,0,0],[0,0,0,0,1,1,1,0,0,0,0,0,0,0],[0,0,0,1,0,0,0,0,0,0,0,0,0,0],[0,0,0,0,1,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0,0,1,0,0]]",[],"[""T1080"",""T1497"",""T1059""]","[""attack_flow::Sony Malware::a9727af2-a940-4904-bbd0-eb4a5fe842b6"",""attack_flow::Sony Malware::7a6223a9-9b69-451e-86cc-bbb5e33bb7df"",""attack_flow::Sony Malware::e2bc6f78-67de-45f1-a9b5-75528f46b983""]",3,54,ge40,0,
