source,campaign_id,step_index,stable_step_id,raw_technique_id,parent_technique_id,description_clean,description_chars,has_description,description_truncated,raw_description_had_attack_id,step_name_audit_only,description_raw_audit_only,source_file_audit_only,source_file_sha256
attack_flow,FIN13 Case 1,2,attack_flow::FIN13 Case 1::1f6da219-83ad-4f6a-ba67-5b5e873abb9f,T1190,T1190,"Exploited a vulnerability in the Oracle WebLogic server, and passed malicious content via POST requests to a web page called AsyncResponseServiceHttps, and executed commands",173,1,0,0,Exploit Public-Facing Application,"Exploited a vulnerability in the Oracle WebLogic server, and passed malicious content via POST requests to a web page called AsyncResponseServiceHttps, and executed commands",data_v2/repro_external/attack_flow/corpus/FIN13 Case 1.afb,3d0c8ea7c4cc19b964f3510fe6c77d793dc7dbd701877dd955389014186513b5
attack_flow,FIN13 Case 1,3,attack_flow::FIN13 Case 1::0b518f13-5622-4f1f-8f5c-a8a7ddb069aa,T1505.003,T1505,Uploaded and accessed a webshell,32,1,0,0,Web Shell,Uploaded and accessed a webshell,data_v2/repro_external/attack_flow/corpus/FIN13 Case 1.afb,3d0c8ea7c4cc19b964f3510fe6c77d793dc7dbd701877dd955389014186513b5
attack_flow,FIN13 Case 1,4,attack_flow::FIN13 Case 1::338654f7-6429-4f19-9cab-23970b2db208,T1046,T1046,Attempted to recon the DMZ segment where the infected webserver was operating.,78,1,0,0,Network Service Discovery,Attempted to recon the DMZ segment where the infected webserver was operating.,data_v2/repro_external/attack_flow/corpus/FIN13 Case 1.afb,3d0c8ea7c4cc19b964f3510fe6c77d793dc7dbd701877dd955389014186513b5
attack_flow,FIN13 Case 1,5,attack_flow::FIN13 Case 1::aac1df04-b869-4d4c-8a6a-4c8c46bf46dd,T1105,T1105,Uploaded a zip archive of tools for various OS via the webshell onto the compromised web server,95,1,0,0,Ingress Tool Transfer,Uploaded a zip archive of tools for various OS via the webshell onto the compromised web server,data_v2/repro_external/attack_flow/corpus/FIN13 Case 1.afb,3d0c8ea7c4cc19b964f3510fe6c77d793dc7dbd701877dd955389014186513b5
attack_flow,FIN13 Case 1,6,attack_flow::FIN13 Case 1::f57144a5-23e3-4141-a14f-0054f1f3baa2,T1505.003,T1505,Implanted a WSO PHP webshell on the Zabbix server.,50,1,0,0,Web Shell,Implanted a WSO PHP webshell on the Zabbix server.,data_v2/repro_external/attack_flow/corpus/FIN13 Case 1.afb,3d0c8ea7c4cc19b964f3510fe6c77d793dc7dbd701877dd955389014186513b5
attack_flow,FIN13 Case 1,7,attack_flow::FIN13 Case 1::1972489e-527b-42d1-946b-1712ca9d88d7,T1505.003,T1505,"Attacker dropped a BlueAgave Perl webshell, configured on port 65510",68,1,0,0,Web Shell,"Attacker dropped a BlueAgave Perl webshell, configured on port 65510",data_v2/repro_external/attack_flow/corpus/FIN13 Case 1.afb,3d0c8ea7c4cc19b964f3510fe6c77d793dc7dbd701877dd955389014186513b5
attack_flow,FIN13 Case 1,8,attack_flow::FIN13 Case 1::8ae9cc92-e769-44d4-a4c0-00081223f860,T1595.001,T1595,Attacker launched massive ping sweeps against private subnets.,62,1,0,0,Active Scanning: Scanning IP Blocks,Attacker launched massive ping sweeps against private subnets.,data_v2/repro_external/attack_flow/corpus/FIN13 Case 1.afb,3d0c8ea7c4cc19b964f3510fe6c77d793dc7dbd701877dd955389014186513b5
attack_flow,FIN13 Case 1,9,attack_flow::FIN13 Case 1::273407ed-343c-4dce-849e-68a96326f8fb,T1570,T1570,"PortHole used to verify the first 10,000 TCP ports of any machine that responded to the ping sweep",98,1,0,0,Lateral Tool Transfer,"PortHole used to verify the first 10,000 TCP ports of any machine that responded to the ping sweep",data_v2/repro_external/attack_flow/corpus/FIN13 Case 1.afb,3d0c8ea7c4cc19b964f3510fe6c77d793dc7dbd701877dd955389014186513b5
attack_flow,FIN13 Case 1,10,attack_flow::FIN13 Case 1::e1ce720a-a99e-4714-ae35-b9f259c515a4,T1570,T1570,Transferred additional tools to the Zabbix from the WebLogic Server,67,1,0,0,Lateral Tool Transfer,Transferred additional tools to the Zabbix from the WebLogic Server,data_v2/repro_external/attack_flow/corpus/FIN13 Case 1.afb,3d0c8ea7c4cc19b964f3510fe6c77d793dc7dbd701877dd955389014186513b5
attack_flow,FIN13 Case 1,11,attack_flow::FIN13 Case 1::bcd31619-522d-40c4-a0f0-ecff1fc40188,T1210,T1210,Attacker moved laterally from the Zabbix server to the Oracle Identity Manager server (in the DMZ),98,1,0,0,Exploitation of Remote Services,Attacker moved laterally from the Zabbix server to the Oracle Identity Manager server (in the DMZ),data_v2/repro_external/attack_flow/corpus/FIN13 Case 1.afb,3d0c8ea7c4cc19b964f3510fe6c77d793dc7dbd701877dd955389014186513b5
attack_flow,FIN13 Case 1,12,attack_flow::FIN13 Case 1::516a162a-e8c3-437e-bcf8-f5045840a9c9,T1003,T1003,Attacker dumped the sysadmin account related to the IAM service,63,1,0,0,OS Credential Dumping,Attacker dumped the sysadmin account related to the IAM service,data_v2/repro_external/attack_flow/corpus/FIN13 Case 1.afb,3d0c8ea7c4cc19b964f3510fe6c77d793dc7dbd701877dd955389014186513b5
attack_flow,FIN13 Case 1,13,attack_flow::FIN13 Case 1::144109da-1040-4cba-ae66-ff8a2832dd75,T1021.004,T1021,Attacker used SSH to access the Oracle IAM server administrative UI,67,1,0,0,SSH,Attacker used SSH to access the Oracle IAM server administrative UI,data_v2/repro_external/attack_flow/corpus/FIN13 Case 1.afb,3d0c8ea7c4cc19b964f3510fe6c77d793dc7dbd701877dd955389014186513b5
attack_flow,FIN13 Case 1,14,attack_flow::FIN13 Case 1::445159ff-e8fc-42e6-9c4f-6972b015da70,T1005,T1005,Attacker dumped the IAM local database of accounts allowing them to find domain accounts,88,1,0,0,Data from Local System,Attacker dumped the IAM local database of accounts allowing them to find domain accounts,data_v2/repro_external/attack_flow/corpus/FIN13 Case 1.afb,3d0c8ea7c4cc19b964f3510fe6c77d793dc7dbd701877dd955389014186513b5
attack_flow,FIN13 Case 1,15,attack_flow::FIN13 Case 1::94b2422d-0950-424f-9350-a12d3d732922,T1040,T1040,Sniffed credentials passed by the IAM service to the DMZ servers.,65,1,0,0,Network Sniffing,Sniffed credentials passed by the IAM service to the DMZ servers.,data_v2/repro_external/attack_flow/corpus/FIN13 Case 1.afb,3d0c8ea7c4cc19b964f3510fe6c77d793dc7dbd701877dd955389014186513b5
attack_flow,FIN13 Case 1,16,attack_flow::FIN13 Case 1::3aa3633a-0dce-4f87-8b81-a1c810797686,T1070,T1070,Attacker deleted RawCap output files and the RawCap tool,56,1,0,0,Indicator Removal on Host: File Deletion,Attacker deleted RawCap output files and the RawCap tool,data_v2/repro_external/attack_flow/corpus/FIN13 Case 1.afb,3d0c8ea7c4cc19b964f3510fe6c77d793dc7dbd701877dd955389014186513b5
attack_flow,FIN13 Case 1,17,attack_flow::FIN13 Case 1::3c484f24-0328-4750-8a71-758e69718297,T1570,T1570,Attacker copied pr64.zip to the Backweb server,46,1,0,0,Lateral Tool Transfer,Attacker copied pr64.zip to the Backweb server,data_v2/repro_external/attack_flow/corpus/FIN13 Case 1.afb,3d0c8ea7c4cc19b964f3510fe6c77d793dc7dbd701877dd955389014186513b5
attack_flow,FIN13 Case 1,18,attack_flow::FIN13 Case 1::01813f00-c84d-4bd2-8276-736722e0e3f8,T1558.003,T1558,Attacker used Kerberoasting technique to collect the ticket from system memory and crack offline to obtain credentials.,119,1,0,0,Kerberoasting,Attacker used Kerberoasting technique to collect the ticket from system memory and crack offline to obtain credentials.,data_v2/repro_external/attack_flow/corpus/FIN13 Case 1.afb,3d0c8ea7c4cc19b964f3510fe6c77d793dc7dbd701877dd955389014186513b5
attack_flow,FIN13 Case 1,19,attack_flow::FIN13 Case 1::ae89eafb-e337-431f-af43-50f8d6897d0c,T1078,T1078,Attacker accessed the Backweb server using customasp local user account,71,1,0,0,Valid Accounts: Local Accounts,Attacker accessed the Backweb server using customasp local user account,data_v2/repro_external/attack_flow/corpus/FIN13 Case 1.afb,3d0c8ea7c4cc19b964f3510fe6c77d793dc7dbd701877dd955389014186513b5
attack_flow,FIN13 Case 1,20,attack_flow::FIN13 Case 1::0fa237a6-3703-4c7c-a03d-eb9ba25c3ca0,T1059.001,T1059,Attacker created a service and initialized it with an obfuscated PowerShell payload,83,1,0,0,PowerShell,Attacker created a service and initialized it with an obfuscated PowerShell payload,data_v2/repro_external/attack_flow/corpus/FIN13 Case 1.afb,3d0c8ea7c4cc19b964f3510fe6c77d793dc7dbd701877dd955389014186513b5
attack_flow,FIN13 Case 1,21,attack_flow::FIN13 Case 1::feef2c34-c57b-481c-9f1b-358c5cfb3ccf,T1505.003,T1505,Decoded PowerShell payload results in a similar PowerShell HTTP Bindshell that listens on port 65512,100,1,0,0,Web Shell,Decoded PowerShell payload results in a similar PowerShell HTTP Bindshell that listens on port 65512,data_v2/repro_external/attack_flow/corpus/FIN13 Case 1.afb,3d0c8ea7c4cc19b964f3510fe6c77d793dc7dbd701877dd955389014186513b5
attack_flow,FIN13 Case 1,22,attack_flow::FIN13 Case 1::0574f20a-0604-4681-9245-a53fc4491e52,T1570,T1570,"Attacker left several files in ""Windows\Temp"" directory, such as the Java scanner",81,1,0,0,Lateral Tool Transfer,"Attacker left several files in ""Windows\Temp"" directory, such as the Java scanner",data_v2/repro_external/attack_flow/corpus/FIN13 Case 1.afb,3d0c8ea7c4cc19b964f3510fe6c77d793dc7dbd701877dd955389014186513b5
attack_flow,FIN13 Case 1,23,attack_flow::FIN13 Case 1::ea65ce07-b01f-448c-ad0f-1e75f48fe802,T1595.001,T1595,Scanned internal subnets looking for additional servers,55,1,0,0,Scanning IP Blocks,Scanned internal subnets looking for additional servers,data_v2/repro_external/attack_flow/corpus/FIN13 Case 1.afb,3d0c8ea7c4cc19b964f3510fe6c77d793dc7dbd701877dd955389014186513b5
attack_flow,FIN13 Case 1,24,attack_flow::FIN13 Case 1::9657b790-d5a8-4253-9932-b358f8d6c992,T1110,T1110,Attacker attempted to access the RSA servers by leveraging service accounts previously stolen through executing dictionary-based access attempts,144,1,0,0,Brute Force,Attacker attempted to access the RSA servers by leveraging service accounts previously stolen through executing dictionary-based access attempts,data_v2/repro_external/attack_flow/corpus/FIN13 Case 1.afb,3d0c8ea7c4cc19b964f3510fe6c77d793dc7dbd701877dd955389014186513b5
attack_flow,FIN13 Case 1,25,attack_flow::FIN13 Case 1::e5b25470-9b73-4a90-abad-efaf56a241a7,T1590,T1590,Attacker enumerated databases in the same network segment as the RSA servers,76,1,0,0,Gather Victim Network Information,Attacker enumerated databases in the same network segment as the RSA servers,data_v2/repro_external/attack_flow/corpus/FIN13 Case 1.afb,3d0c8ea7c4cc19b964f3510fe6c77d793dc7dbd701877dd955389014186513b5
attack_flow,FIN13 Case 1,26,attack_flow::FIN13 Case 1::6e420205-86d5-457c-9952-0eb1d4d0c29b,T1595,T1595,Attacker scanned for MS-SQL servers,35,1,0,0,Active Scanning,Attacker scanned for MS-SQL servers,data_v2/repro_external/attack_flow/corpus/FIN13 Case 1.afb,3d0c8ea7c4cc19b964f3510fe6c77d793dc7dbd701877dd955389014186513b5
attack_flow,FIN13 Case 1,27,attack_flow::FIN13 Case 1::5f223e58-a5d8-406e-8ad9-72a80b0abc38,T1570,T1570,Attacker moved several tools to the Backweb server,50,1,0,0,Lateral Tool Transfer,Attacker moved several tools to the Backweb server,data_v2/repro_external/attack_flow/corpus/FIN13 Case 1.afb,3d0c8ea7c4cc19b964f3510fe6c77d793dc7dbd701877dd955389014186513b5
attack_flow,FIN13 Case 1,28,attack_flow::FIN13 Case 1::14f1573e-dea1-49ff-94a0-65c662c0a9ac,T1533,T1533,The attackers dumped the database containing the SecurID token serials with the corresponding end-user accounts,111,1,0,0,Data from Local System,The attackers dumped the database containing the SecurID token serials with the corresponding end-user accounts,data_v2/repro_external/attack_flow/corpus/FIN13 Case 1.afb,3d0c8ea7c4cc19b964f3510fe6c77d793dc7dbd701877dd955389014186513b5
attack_flow,FIN13 Case 1,29,attack_flow::FIN13 Case 1::d3cb375e-3c91-48aa-b3ec-1af4e3af0ec3,T1021.001,T1021,Attacker accessed the Backweb server again multiple times using RDP and the sqlservice and sqlinstall accounts,110,1,0,0,Remote Desktop Protocol,Attacker accessed the Backweb server again multiple times using RDP and the sqlservice and sqlinstall accounts,data_v2/repro_external/attack_flow/corpus/FIN13 Case 1.afb,3d0c8ea7c4cc19b964f3510fe6c77d793dc7dbd701877dd955389014186513b5
attack_flow,FIN13 Case 1,30,attack_flow::FIN13 Case 1::d8c00dfb-334f-44b5-9363-6c378ac48ce5,T1111,T1111,"Attacker harvested token serials from the database and collected daily token transactions in clear text stored inside a service account folder, where the storage procedure was scripted",184,1,0,0,Multi-Factor Authentication Interception,"Attacker harvested token serials from the database and collected daily token transactions in clear text stored inside a service account folder, where the storage procedure was scripted",data_v2/repro_external/attack_flow/corpus/FIN13 Case 1.afb,3d0c8ea7c4cc19b964f3510fe6c77d793dc7dbd701877dd955389014186513b5
attack_flow,FIN13 Case 1,31,attack_flow::FIN13 Case 1::97790d66-c67b-416c-8072-a3942d5c0b44,T1078,T1078,Attacker logged into the bank users' accounts,45,1,0,0,Valid Accounts,Attacker logged into the bank users' accounts,data_v2/repro_external/attack_flow/corpus/FIN13 Case 1.afb,3d0c8ea7c4cc19b964f3510fe6c77d793dc7dbd701877dd955389014186513b5
attack_flow,FIN13 Case 2,0,attack_flow::FIN13 Case 2::81e5c5eb-d20d-46e2-8755-d196dce3cf55,T1190,T1190,Exploited the Log4j vulnerability to open a breach head on the DMZ,66,1,0,0,Exploit Public-Facing Application,Exploited the Log4j vulnerability to open a breach head on the DMZ,data_v2/repro_external/attack_flow/corpus/FIN13 Case 2.afb,af34b6d95652ef08cfa6526fb5146bbc91324d01931e7e11b69aa20c69f7f4cf
attack_flow,FIN13 Case 2,1,attack_flow::FIN13 Case 2::6a89f34f-6ad9-492f-801a-d67148b37c18,T1105,T1105,The attacker immediately deployed tools on the breached DMZ,59,1,0,0,Ingress Tool Transfer,The attacker immediately deployed tools on the breached DMZ,data_v2/repro_external/attack_flow/corpus/FIN13 Case 2.afb,af34b6d95652ef08cfa6526fb5146bbc91324d01931e7e11b69aa20c69f7f4cf
attack_flow,FIN13 Case 2,2,attack_flow::FIN13 Case 2::fcd49b6d-5dde-4cdd-b73a-a3b5031a6942,T1505.003,T1505,Implanted a JSP webshell,24,1,0,0,Web Shell,Implanted a JSP webshell,data_v2/repro_external/attack_flow/corpus/FIN13 Case 2.afb,af34b6d95652ef08cfa6526fb5146bbc91324d01931e7e11b69aa20c69f7f4cf
attack_flow,FIN13 Case 2,3,attack_flow::FIN13 Case 2::6c480520-1fa3-436d-832f-fecd8de08f62,T1203,T1203,Moved laterally to a DMZ segment hosting a SharePoint server probably by using a RCE vulnerability.,99,1,0,0,Exploitation for Client Execution,Moved laterally to a DMZ segment hosting a SharePoint server probably by using a RCE vulnerability.,data_v2/repro_external/attack_flow/corpus/FIN13 Case 2.afb,af34b6d95652ef08cfa6526fb5146bbc91324d01931e7e11b69aa20c69f7f4cf
attack_flow,FIN13 Case 2,4,attack_flow::FIN13 Case 2::482cf545-fe5c-4a0b-b56d-bcf5aa522006,T1003.001,T1003,Succesfully dumped the SharePoint cached credentials and sent the files to a Dropzone to crack offline.,103,1,0,0,LSASS Memory,Succesfully dumped the SharePoint cached credentials and sent the files to a Dropzone to crack offline.,data_v2/repro_external/attack_flow/corpus/FIN13 Case 2.afb,af34b6d95652ef08cfa6526fb5146bbc91324d01931e7e11b69aa20c69f7f4cf
attack_flow,FIN13 Case 2,5,attack_flow::FIN13 Case 2::47fdc13f-2f34-4b53-8cf5-82646d3f12c7,T1595,T1595,Executed a scan on the REMWK DMZ to find additional servers.,60,1,0,0,Active Scanning,Executed a scan on the REMWK DMZ to find additional servers.,data_v2/repro_external/attack_flow/corpus/FIN13 Case 2.afb,af34b6d95652ef08cfa6526fb5146bbc91324d01931e7e11b69aa20c69f7f4cf
attack_flow,FIN13 Case 2,6,attack_flow::FIN13 Case 2::f5ca2849-e569-49ac-917c-5b33e1c077d7,T1003.001,T1003,Executed another LSASS dump,27,1,0,0,LSASS Memory,Executed another LSASS dump,data_v2/repro_external/attack_flow/corpus/FIN13 Case 2.afb,af34b6d95652ef08cfa6526fb5146bbc91324d01931e7e11b69aa20c69f7f4cf
attack_flow,FIN13 Case 2,7,attack_flow::FIN13 Case 2::a6fcee5f-d0e7-4669-8513-e0c4e3ecc058,T1078,T1078,Attacker used RBMAdmin account to log into all databases on REMWK DMZ.,70,1,0,0,Valid Accounts,Attacker used RBMAdmin account to log into all databases on REMWK DMZ.,data_v2/repro_external/attack_flow/corpus/FIN13 Case 2.afb,af34b6d95652ef08cfa6526fb5146bbc91324d01931e7e11b69aa20c69f7f4cf
attack_flow,FIN13 Case 2,8,attack_flow::FIN13 Case 2::b36be7d2-2b70-44eb-abbe-9b2dd668bdad,T1005,T1005,Attacker logged and queried all databases and dumped data containing user information.,86,1,0,0,Data From Local System,Attacker logged and queried all databases and dumped data containing user information.,data_v2/repro_external/attack_flow/corpus/FIN13 Case 2.afb,af34b6d95652ef08cfa6526fb5146bbc91324d01931e7e11b69aa20c69f7f4cf
attack_flow,FIN13 Case 2,9,attack_flow::FIN13 Case 2::727d3aed-67d6-4886-a45b-e78b924778bc,T1083,T1083,"A VBScript was identified on the system, which scanned system shares and output the result.",91,1,0,0,File and Directory Discovery,"A VBScript was identified on the system, which scanned system shares and output the result.",data_v2/repro_external/attack_flow/corpus/FIN13 Case 2.afb,af34b6d95652ef08cfa6526fb5146bbc91324d01931e7e11b69aa20c69f7f4cf
attack_flow,FIN13 Case 2,10,attack_flow::FIN13 Case 2::b595110b-25ff-4a38-b17f-e23a033c044c,T1595.002,T1595,Tested INTSRV machines to find one accessible from the Internet,63,1,0,0,Vulnerability Scanning,Tested INTSRV machines to find one accessible from the Internet,data_v2/repro_external/attack_flow/corpus/FIN13 Case 2.afb,af34b6d95652ef08cfa6526fb5146bbc91324d01931e7e11b69aa20c69f7f4cf
attack_flow,FIN13 Case 2,11,attack_flow::FIN13 Case 2::5f327121-40b8-4cee-b35c-4ef4d1115919,T1505.003,T1505,Implanted a webshell,20,1,0,0,Web Shell,Implanted a webshell,data_v2/repro_external/attack_flow/corpus/FIN13 Case 2.afb,af34b6d95652ef08cfa6526fb5146bbc91324d01931e7e11b69aa20c69f7f4cf
attack_flow,FIN13 Case 2,12,attack_flow::FIN13 Case 2::4d2a4ed1-fb36-4bfc-8163-0a92e8f64fb9,T1078,T1078,Attacker accessed the V-Center server using previously stolen valid accounts,76,1,0,0,Valid Accounts,Attacker accessed the V-Center server using previously stolen valid accounts,data_v2/repro_external/attack_flow/corpus/FIN13 Case 2.afb,af34b6d95652ef08cfa6526fb5146bbc91324d01931e7e11b69aa20c69f7f4cf
attack_flow,FIN13 Case 2,13,attack_flow::FIN13 Case 2::dc98744f-0b1b-46ab-9be5-68de533ee32c,T1111,T1111,Attackers cloned one of the SecurID servers in the VMware center,64,1,0,0,Multi-Factor Authentication Interception,Attackers cloned one of the SecurID servers in the VMware center,data_v2/repro_external/attack_flow/corpus/FIN13 Case 2.afb,af34b6d95652ef08cfa6526fb5146bbc91324d01931e7e11b69aa20c69f7f4cf
attack_flow,FIN13 Case 2,14,attack_flow::FIN13 Case 2::08bd0251-2db7-4ea0-854d-7a320c98ae6a,T1041,T1041,Attacker exported the SecurID server image over the webshell on QTJPGPA1,72,1,0,0,Exfiltration Over C2 Channel,Attacker exported the SecurID server image over the webshell on QTJPGPA1,data_v2/repro_external/attack_flow/corpus/FIN13 Case 2.afb,af34b6d95652ef08cfa6526fb5146bbc91324d01931e7e11b69aa20c69f7f4cf
attack_flow,Gootloader,0,attack_flow::Gootloader::35f13ec8-9c18-40b4-b76a-0c313a99f525,T1584,T1584,Attackers compromised websites to host malware,46,1,0,0,Compromise Infrastructure,Attackers compromised websites to host malware,data_v2/repro_external/attack_flow/corpus/Gootloader.afb,6216133af80d3bfb991c67ea212d79227c4f5bbfb3bf306ee0cb650dca6abcf9
attack_flow,Gootloader,1,attack_flow::Gootloader::b8cd023a-4f26-43cc-ac71-38f90533cf2d,T1189,T1189,"The user searched for results and clicked on a compromised website. After navigating to the compromised website, a forum-looking page was displayed and the user clicked on a link, which downloaded a file",203,1,0,0,Drive-by Compromise,"The user searched for results and clicked on a compromised website. After navigating to the compromised website, a forum-looking page was displayed and the user clicked on a link, which downloaded a file",data_v2/repro_external/attack_flow/corpus/Gootloader.afb,6216133af80d3bfb991c67ea212d79227c4f5bbfb3bf306ee0cb650dca6abcf9
attack_flow,Gootloader,2,attack_flow::Gootloader::1cfc90fc-4363-48e3-ae47-c2cb9ea6fb60,T1204.002,T1204,The user double clicked on the dropped zip file,47,1,0,0,Malicious File,The user double clicked on the dropped zip file,data_v2/repro_external/attack_flow/corpus/Gootloader.afb,6216133af80d3bfb991c67ea212d79227c4f5bbfb3bf306ee0cb650dca6abcf9
attack_flow,Gootloader,3,attack_flow::Gootloader::89b4e412-c715-4a2f-b04f-1024d7c3b9c6,T1059.007,T1059,"User double-clicks Javascript file, located within zip, to execute",66,1,0,0,JavaScript,"User double-clicks Javascript file, located within zip, to execute",data_v2/repro_external/attack_flow/corpus/Gootloader.afb,6216133af80d3bfb991c67ea212d79227c4f5bbfb3bf306ee0cb650dca6abcf9
attack_flow,Gootloader,4,attack_flow::Gootloader::1aa73c1d-cb93-4a7b-9da9-e4eb45d7b8e8,T1112,T1112,"Gootloader creates two registry keys, the first is populated with an encoded Cobalt Strike payload and the latter stores a.NET loader",133,1,0,0,Modify Registry,"Gootloader creates two registry keys, the first is populated with an encoded Cobalt Strike payload and the latter stores a .NET loader",data_v2/repro_external/attack_flow/corpus/Gootloader.afb,6216133af80d3bfb991c67ea212d79227c4f5bbfb3bf306ee0cb650dca6abcf9
attack_flow,Gootloader,5,attack_flow::Gootloader::dc97c560-1be2-4a23-96e1-86ae94342358,T1059.001,T1059,A PowerShell command is issued to extract the.NET loader from the registry and executes the code in memory via Assembly.Load(),126,1,0,0,PowerShell,A PowerShell command is issued to extract the .NET loader from the registry and executes the code in memory via Assembly.Load(),data_v2/repro_external/attack_flow/corpus/Gootloader.afb,6216133af80d3bfb991c67ea212d79227c4f5bbfb3bf306ee0cb650dca6abcf9
attack_flow,Gootloader,6,attack_flow::Gootloader::29237ebb-4255-4531-8a2a-91c9418a9ac6,T1053.005,T1053,The encoded PowerShell script creates a Scheduled Task that executes when the user logs on to the computer.,107,1,0,0,Scheduled Task,The encoded PowerShell script creates a Scheduled Task that executes when the user logs on to the computer.,data_v2/repro_external/attack_flow/corpus/Gootloader.afb,6216133af80d3bfb991c67ea212d79227c4f5bbfb3bf306ee0cb650dca6abcf9
attack_flow,Gootloader,7,attack_flow::Gootloader::e8bf52fd-c737-4489-9c7b-018472ed744e,T1218.011,T1218,.NET loader decodes a Cobalt Strike payload from the registry and loads and executes the payload,96,1,0,0,Rundll32,.NET loader decodes a Cobalt Strike payload from the registry and loads and executes the payload,data_v2/repro_external/attack_flow/corpus/Gootloader.afb,6216133af80d3bfb991c67ea212d79227c4f5bbfb3bf306ee0cb650dca6abcf9
attack_flow,Gootloader,8,attack_flow::Gootloader::8702e9e7-8f4d-40b2-9898-29c92efed749,T1087,T1087,The threat actors used Bloodhound on the initial victim computer to enumerate the Active Directory domain,105,1,0,0,Account Discovery,The threat actors used Bloodhound on the initial victim computer to enumerate the Active Directory domain,data_v2/repro_external/attack_flow/corpus/Gootloader.afb,6216133af80d3bfb991c67ea212d79227c4f5bbfb3bf306ee0cb650dca6abcf9
attack_flow,Gootloader,9,attack_flow::Gootloader::219e8a53-054f-49d7-ba94-b0c63083d21e,T1059.001,T1059,The attackers then pivoted to nearby workstation host via a Cobalt Strike Powershell beacon,91,1,0,0,PowerShell,The attackers then pivoted to nearby workstation host via a Cobalt Strike Powershell beacon,data_v2/repro_external/attack_flow/corpus/Gootloader.afb,6216133af80d3bfb991c67ea212d79227c4f5bbfb3bf306ee0cb650dca6abcf9
attack_flow,Gootloader,10,attack_flow::Gootloader::dda7f652-9e4c-4785-b0e0-25ac92cf7e0a,T1562.001,T1562,Attackers disabled Windows Defender logs on the Workstation,59,1,0,0,Disable or Modify Tools,Attackers disabled Windows Defender logs on the Workstation,data_v2/repro_external/attack_flow/corpus/Gootloader.afb,6216133af80d3bfb991c67ea212d79227c4f5bbfb3bf306ee0cb650dca6abcf9
attack_flow,Gootloader,11,attack_flow::Gootloader::87e0d495-959e-47dc-bb2d-3e7e02d281d6,T1059,T1059,A second Cobalt Strike payload is deployed on the workstation to initiate a second C2 server,92,1,0,0,Command and Scripting Interpreter,A second Cobalt Strike payload is deployed on the workstation to initiate a second C2 server,data_v2/repro_external/attack_flow/corpus/Gootloader.afb,6216133af80d3bfb991c67ea212d79227c4f5bbfb3bf306ee0cb650dca6abcf9
attack_flow,Gootloader,12,attack_flow::Gootloader::27af526a-99d9-4803-9b2e-f586ac27dcfb,T1047,T1047,WMI used to check for AV software on the 2 compromised computers,64,1,0,0,Windows Management Instrumentation,WMI used to check for AV software on the 2 compromised computers,data_v2/repro_external/attack_flow/corpus/Gootloader.afb,6216133af80d3bfb991c67ea212d79227c4f5bbfb3bf306ee0cb650dca6abcf9
attack_flow,Gootloader,13,attack_flow::Gootloader::87d5b719-5732-4b5a-9472-26fc6c8730ab,T1518.001,T1518,checks for AV software on the 2 compromised computers,53,1,0,0,Security Software Discovery,checks for AV software on the 2 compromised computers,data_v2/repro_external/attack_flow/corpus/Gootloader.afb,6216133af80d3bfb991c67ea212d79227c4f5bbfb3bf306ee0cb650dca6abcf9
attack_flow,Gootloader,14,attack_flow::Gootloader::da40e44b-a8d5-42e2-aa73-4be50cbc33a5,T1059.001,T1059,The malicious PowerShell process used by Gootloader dropped a PowerShell script on the file system.,99,1,0,0,PowerShell,The malicious PowerShell process used by Gootloader dropped a PowerShell script on the file system.,data_v2/repro_external/attack_flow/corpus/Gootloader.afb,6216133af80d3bfb991c67ea212d79227c4f5bbfb3bf306ee0cb650dca6abcf9
attack_flow,Gootloader,15,attack_flow::Gootloader::d3720beb-e659-4c5a-919d-f413794bfd40,T1059.001,T1059,Another PowerShell command triggers the mi.ps1 script on the initial victim's computer to harvest credentials,109,1,0,0,PowerShell,Another PowerShell command triggers the mi.ps1 script on the initial victim's computer to harvest credentials,data_v2/repro_external/attack_flow/corpus/Gootloader.afb,6216133af80d3bfb991c67ea212d79227c4f5bbfb3bf306ee0cb650dca6abcf9
attack_flow,Gootloader,16,attack_flow::Gootloader::fa506eae-7768-45fb-ad44-6a937b8a7064,T1555,T1555,The threat actors then ran LaZagne to retrieve all saved credentials from the workstation,89,1,0,0,Credentials from Password Stores,The threat actors then ran LaZagne to retrieve all saved credentials from the workstation,data_v2/repro_external/attack_flow/corpus/Gootloader.afb,6216133af80d3bfb991c67ea212d79227c4f5bbfb3bf306ee0cb650dca6abcf9
attack_flow,Gootloader,17,attack_flow::Gootloader::18dc9f3a-7634-42ac-9bdc-9663d4b00727,T1021.006,T1021,"The attackers enabled Restricted Admin Mode through remote WMI. This was allowed because RAM only requires knowledge of the password hash, not the cleartext password",165,1,0,0,Windows Remote Management,"The attackers enabled Restricted Admin Mode through remote WMI. This was allowed because RAM only requires knowledge of the password hash, not the cleartext password",data_v2/repro_external/attack_flow/corpus/Gootloader.afb,6216133af80d3bfb991c67ea212d79227c4f5bbfb3bf306ee0cb650dca6abcf9
